doi,study_title,publication_type,study_journal,prescreen_decisions,retained_for_extraction_candidate,prescreen_decision,prescreen_action,prescreen_reason,deterministic_matched_terms
10.1093/oso/9780195084771.003.0279,Mescaline,book-chapter,Experimental and Clinical Neurotoxicology,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/oso/9780195084771.003.0374,Psilocybin and Psilocin,book-chapter,Experimental and Clinical Neurotoxicology,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/oso/9780195300550.003.0014,Natural and Synthetic Ibogamines <i>A Novel Approach to Treating Opioid Dependency</i>,book-chapter,Pain and Chemical Dependency,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/oso/9780195341591.003.0009,I,book-chapter,Campbell’s Psychiatric Dictionary,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/oso/9780198804352.003.0006,"Feeling at one: Socio-affective distribution, vibe, and dance-music consciousness",book-chapter,Music and Consciousness 2,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/oso/9780198843757.003.0002,What Is Psychedelic Experience?,book-chapter,Psychedelic Experience,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/oso/9780198843757.003.0003,Psychedelic Space,book-chapter,Psychedelic Experience,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/oso/9780198843757.003.0011,Psychedelic Philosophy,book-chapter,Psychedelic Experience,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/oso/9780198867364.003.0006,Early Use in Psychotherapy,book-chapter,The History of MDMA,retain,True,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/oso/9780199252923.003.0007,A Structural Typology of Ayahuasca Visualizations,book-chapter,The antipodes Of the mind,retain,True,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/oxfordhb/9780197618431.013.16,Ibogaine and Noribogaine,book-chapter,The Oxford Handbook of Opioids and Opioid Use Disorder,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1093/schbul/sby015.230,O7.1. MIDBRAIN DOPAMINE NEURON ACTIVITY CONTROLS THE EFFECTS OF REPEATED KETAMINE ON STRIATAL DOPAMINERGIC FUNCTION.,journal-article,Schizophrenia Bulletin,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=suppl_1; page=S93-S93
10.1093/schbul/sby017.677,F146. S-KETAMINE-INDUCED NMDA RECEPTOR BLOCKADE DURING NATURAL SPEECH PRODUCTION AND ITS IMPLICATIONS FOR FORMAL THOUGHT DISORDER IN SCHIZOPHRENIA: A PHARMACO-FMRI STUDY,article,Schizophrenia Bulletin,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=suppl_1; page=S276-S277
10.1093/schbul/sby017.688,F157. HIERARCHICAL PREDICTION ERRORS DURING AUDITORY MISMATCH UNDER PHARMACOLOGICAL MANIPULATIONS: A COMPUTATIONAL SINGLE-TRIAL EEG ANALYSIS.,journal-article,Schizophrenia Bulletin,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=suppl_1; page=S281-S282
10.1136/rapm-2023-esra.669,#36946 Ketamine in acute and chronic pain,article,Ask the expert session,retain,False,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,expert_session_contribution | publication-form audit: individual_expert_session_contribution
10.1136/rapm-2024-esra.582,G33 Psychedelic drugs for the treatment of chronic pain: is ketamine included?,article,Ask the expert – Psychedelic substances,retain,True,exclude,exclude_non_evidence_artifact,This record is an individual conference/poster/meeting contribution rather than an eligible source article or review.,expert_session_contribution | publication-form audit: individual_expert_session_contribution
10.1163/9789004729759_001,Preliminary Material,book-chapter,Handbook of Entheogenic Healing,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1163/9789004729759_022,Treating War Trauma with Ibogaine and 5-MEO-DMT,book-chapter,Handbook of Entheogenic Healing,retain,False,exclude,exclude_non_evidence_artifact,"Record is a book chapter, dissertation/thesis, conference/poster/meeting abstract, abstract-book contribution, or visual essay rather than an eligible source article, review, or meta-analysis.",book_chapter | book-chapter
10.1192/j.eurpsy.2021.1112,Lysergic acid diethylamide (LSD) promotes social behaviour through 5-HT <sub>2A</sub> and ampa in the medial prefrontal cortex (MPFC),article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S416-S417
10.1192/j.eurpsy.2021.1114,Psilocybin in the treatment of obsessive-compulsive disorder: What do we know so far?,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S417-S417
10.1192/j.eurpsy.2021.1209,Therapeutic interventions for PTSD – current evidence on the the role of psychedelics,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S452-S453
10.1192/j.eurpsy.2021.1278,The role of intranasal esketamine in treatment-resistant depression,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S478-S479
10.1192/j.eurpsy.2021.1290,Psychedelics: A new era of treatment?,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S483-S483
10.1192/j.eurpsy.2021.1536,Treating addiction with psychedelics - are we waking up?,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S575-S576
10.1192/j.eurpsy.2021.1836,Effects of psilocybin-assisted therapy on treatment-resistant depression,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S693-S694
10.1192/j.eurpsy.2021.2043,Ayahuasca potential benefits,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S772-S772
10.1192/j.eurpsy.2021.2054,Psychedelics and psychiatric disorders: A emerging role,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S776-S776
10.1192/j.eurpsy.2021.2062,Therapeutic use of psychedelic drugs in depression disorders,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S779-S779
10.1192/j.eurpsy.2021.389,A comparison of mdma-assisted psychotherapy to non-assisted psychotherapy in treatment-resistant PTSD: A systematic review and meta-analysis,review,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S141-S142
10.1192/j.eurpsy.2021.391,Efficacy and safety results from the first pivotal phase 3 randomized controlled trial of mdma-assisted psychotherapy for treatment of severe chronic PTSD,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S142-S143
10.1192/j.eurpsy.2021.886,How effective are ketamine or esketamine in treatment-resistant depression?,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S330-S330
10.1192/j.eurpsy.2021.897,"Efficacy and safety of mij821 in patients with treatment-resistant depression: Results from a randomized, placebo-controlled, proof-of-concept study",article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S334-S335
10.1192/j.eurpsy.2022.1058,Use of Electro-Convulsive Therapy as a Bipolar Disorder Treatment: A Systematic Review.,journal-article,European Psychiatry,retain,False,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S417-S417
10.1192/j.eurpsy.2022.1422,Treatment-Resistant Depression – What is the Effective Maintenance Treatment,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S555-S556
10.1192/j.eurpsy.2022.143,Treating Catatonia: a Blind Spot of Psychiatry?,article,European Psychiatry,retain,False,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S41-S42
10.1192/j.eurpsy.2022.1431,Intranasal Esketamine + CBT: a 6 months follow-up of a resistant depression complicated case,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S559-S559
10.1192/j.eurpsy.2022.1445,Ketamine and Electroconvulsive Therapy: Better Together?,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S564-S565
10.1192/j.eurpsy.2022.1446,S-Ketamine in the treatment of depressive emergencies: a cases series of patients in a suicidal crisis.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S565-S565
10.1192/j.eurpsy.2022.1659,Therapeutic potential of serotoninergic psychedelic substances in the treatment of Obsessive Compulsive Disorder.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S647-S647
10.1192/j.eurpsy.2022.1730,Methylenedioxymethamphetamine-assisted Psychotherapy For Posttraumatic Stress Disorder: A Review,review,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S672-S673
10.1192/j.eurpsy.2022.1731,MDMA-Assisted Therapy for Treatment-Resistant Posttraumatic Stress Disorder (PTSD) – One step further toward a patient-centered treatment pathway,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S673-S673
10.1192/j.eurpsy.2022.1820,Psychopathological descriptive model of hallucinogenic/psychedelic drugs effect in the treatment of depression and addictions,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S706-S707
10.1192/j.eurpsy.2022.1843,Therapeutic use of ayahuasca: a review of the evidence of its use in approaching depressive disorders.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S715-S715
10.1192/j.eurpsy.2022.1846,"A Phase 1, Dose-Ranging Study to Assess Safety and Psychoactive Effects of a Vaporized 5-Methoxy-N,N-Dimethyltryptamine Formulation (GH001) in Healthy Volunteers.",journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S716-S716
10.1192/j.eurpsy.2022.1879,The cognitive effects of esketamine: what do we know so far?,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S728-S728
10.1192/j.eurpsy.2022.2157,Psychiatric comorbidity among patients attending an addiction treatment center in Morocco.,journal-article,European Psychiatry,retain,False,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S833-S833
10.1192/j.eurpsy.2022.2260,"Possible Therapeutics Effects of Ayahuasca, a Psychedelic Compound",article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S871-S872
10.1192/j.eurpsy.2022.2272,Does LSD Have Any Therapeutical Value In Mental Disorders? A Non-Systemic Review.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S876-S876
10.1192/j.eurpsy.2022.2277,Ketamine As A New Therapeutic Option For The Management Of Mental Disorders,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S877-S878
10.1192/j.eurpsy.2022.2294,Clinical efficacy and tolerability of Esketamine: a case series.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S884-S884
10.1192/j.eurpsy.2022.2297,A Review of Aeruginascin and Potential Entourage Effect in Hallucinogenic Mushrooms.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S885-S885
10.1192/j.eurpsy.2022.238,N-Methyl-D-Aspartate Receptor availability in First-Episode Psychosis: a multi-modal PET-MR brain imaging study,article,European Psychiatry,retain,False,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S77-S77
10.1192/j.eurpsy.2022.36,Psychedelic Psychiatry,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S1-S2
10.1192/j.eurpsy.2022.762,Clinical stability after compassionate use of intranasal esketamine in treatment-resistant depression,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S298-S299
10.1192/j.eurpsy.2022.837,Association of Psilocybin Use in Adolescents with Major Depressive Episode,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S329-S329
10.1192/j.eurpsy.2023.1286,A systematic review to assess the use of psilocybin in the treatment of headaches,review,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S617-S618
10.1192/j.eurpsy.2023.1745,Effectiveness and Tolerability of Intranasal Esketamine in Treatment-Resistant Depression: Report of Two Clinical Cases.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S824-S824
10.1192/j.eurpsy.2023.1759,The antidepressant properties of ketamine (literature review).,,,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract collection rather than an eligible source article or review.,conference_abstract | multi-item European Psychiatry proceedings artifact plus unresolved item DOI
10.1192/j.eurpsy.2023.1771,Electroconvulsive therapy vs Esketamine among patients with Major Depressive Episode,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S836-S837
10.1192/j.eurpsy.2023.1779,Good Practice for Treatment-Resistant Depression during SARS CoV – 2 outbreak: are ketamine infusions an effective alternative for TRD patients? A case series.,,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract collection rather than an eligible source article or review.,conference_abstract | multi-item European Psychiatry proceedings artifact plus unresolved item DOI
10.1192/j.eurpsy.2023.1792,Intranasal esketamine + Intensive CBT: a 12 months follow-up of two complicated cases of Treatment Resistant Depression at high suicidal risk,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S846-S846
10.1192/j.eurpsy.2023.1948,The Effects of Serotonergic Psychedelics on Neural Activity: A Meta-Analysis of Task-Based Functional Neuroimaging Studies,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S921-S921
10.1192/j.eurpsy.2023.2028,Intranasal Esketamine administration in catatonia: a case report.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S956-S956
10.1192/j.eurpsy.2023.2145,Subcutaneous ketamine in the treatment of depression and suicide risk: case report.,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S1010-S1011
10.1192/j.eurpsy.2023.269,A Pilot Study Comparing a Community of Practice Group Therapy Program with and without Concurrent Ketamine-assisted Therapy,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S89-S89
10.1192/j.eurpsy.2023.271,"ESKALE study, a French real-world study describing TRD patients with Esketamine nasal spray: final analysis.",,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract collection rather than an eligible source article or review.,conference_abstract | multi-item European Psychiatry proceedings artifact plus unresolved item DOI
10.1192/j.eurpsy.2023.272,"Esketamine nasal spray shows higher remission and response rates over 32 weeks of treatment compared with quetiapine extended-release in patients with treatment resistant depression: Results from ESCAPE-TRD, a randomised, phase IIIb clinical trial",article,PubMed Central,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract collection rather than an eligible source article or review.,conference_abstract | multi-item European Psychiatry proceedings artifact plus unresolved item DOI
10.1192/j.eurpsy.2023.273,Improvement in Depression Symptoms Measured by Montgomery-Åsberg Depression Rating Scale and Quick Inventory of Depressive Symptomatology-Self Rated Items after Randomised Double-blind COMP360 Psilocybin Therapy for Treatment-resistant Depression,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S91-S92
10.1192/j.eurpsy.2023.385,Gender differences in response and remission rates among patients receiving esketamine.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S157-S157
10.1192/j.eurpsy.2023.572,Adjunctive short- and long-term combination treatment of esketamine and VNS in difficult to treat depression (DTD),article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S249-S250
10.1192/j.eurpsy.2023.613,Knocking on the Doors of Perception: the role of psilocybin in substance use disorder treatment.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S270-S270
10.1192/j.eurpsy.2023.74,Psychedelics for depression: from neurobiology to treatment.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S18-S18
10.1192/j.eurpsy.2023.898,Systematic Review on the Mechanisms of Action of Psilocybin in the Treatment of Depression.,Review,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract collection rather than an eligible source article or review.,conference_abstract | multi-item European Psychiatry proceedings artifact plus unresolved item DOI
10.1192/j.eurpsy.2023.903,"A 28-Day, Randomized, Controlled, Single-Blind, Phase 2 Study in Treatment-Resistant Major Depressive Disorder (TRD) Patients Receiving Intranasal Esketamine Comparing Addition of Almond Therapy TM with Treatment-as-Usual (TAU)",article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S419-S420
10.1192/j.eurpsy.2024.1103,Esketamine for resistant depression in older people with cognitive impairment: a case report.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S531-S531
10.1192/j.eurpsy.2024.1108,Esketamine new tool for resistant depressive disorder. About a case,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S533-S533
10.1192/j.eurpsy.2024.1307,Ketamine in the treatment of obsessive-compulsive disorder – a case report and literature review,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S631-S631
10.1192/j.eurpsy.2024.1356,“Esketamine” in Borderline Personality Disorder: focud on suicide ideation,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S653-S654
10.1192/j.eurpsy.2024.1440,"Intranasal esketamine efficacy as a treatment for treatment-resistant depression, case series",journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S692-S692
10.1192/j.eurpsy.2024.1444,False-Positive Urine Drug Screening in a Patient on Quetiapine.,journal-article,European Psychiatry,retain,False,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S694-S694
10.1192/j.eurpsy.2024.1480,The effect of music type in ketamine-assisted group therapy on treatment-resistant mental health conditions: a prospective observational study.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S711-S711
10.1192/j.eurpsy.2024.1695,Current situation regarding psychedelics and magic mushroom in Korea.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S813-S813
10.1192/j.eurpsy.2024.198,A Meta-Analysis of fMRI Activation Studies of Ketamine in Healthy Participants.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S74-S74
10.1192/j.eurpsy.2024.220,Rapid reduction of depressive symptoms with minimal dissociation: results from the KET01-02 and KET01-03 trials with oral prolonged-release (PR) ketamine KET01,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S85-S86
10.1192/j.eurpsy.2024.222,An Umbrella Review of Effectiveness of Intravenous Ketamine in Treatment-Resistant Depression,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S86-S87
10.1192/j.eurpsy.2024.253,How adults with treatment resistant depression experience their first esketamine nasal spray treatment? Preliminary results from a French qualitative study.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S104-S104
10.1192/j.eurpsy.2024.44,Microdosing psychedelics in the treatment of ADHD and comorbid disorders,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S7-S8
10.1192/j.eurpsy.2024.480,Ketamine enhanced ECT in refractory recurrent depression.,article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S225-S225
10.1192/j.eurpsy.2024.493,Older Adults in Psychedelic-Assisted Therapy Trials: A Systematic Review.,journal-article,European Psychiatry,retain,True,exclude,exclude_non_evidence_artifact,This record is an item in a conference-abstract supplement rather than an eligible source article or review.,conference_abstract | Crossref supplement metadata: issue=S1; page=S232-S232
