doi,classification,relation_or_failure_subtype,confidence,requested_title,identity_status,identity_basis,document_doi,document_title,title_similarity_header,title_coverage_front,target_title_score_full_artifact,target_title_exact_in_artifact,target_doi_literal_in_artifact,best_backend,fulltext_source,artifact_path,artifact_pdf_path,artifact_pdf_exists,current_candidate_pdf_path,current_candidate_pdf_exists,manual_import_reports,local_correct_text_status,exact_doi_pmcid,direct_xml_availability,openalex_is_oa,openalex_pdf_url,openalex_landing_url,remote_correct_text_status,current_kg_finding_count,repair_method,availability_caveat
10.1192/j.eurpsy.2023.2145,proceedings_container,proceedings_or_multi_abstract_container,high,Subcutaneous ketamine in the treatment of depression and suicide risk: case report.,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1192/j.eurpsy.2023.2144,Metformin as a tool to control antipsychotic-induced metabolic syndrome -case report,0.2874,1.0,1.0,True,True,europepmc_fulltext_xml,europepmc_fulltext_xml,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2023_2145.json,,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2023.2145__4a7f74460e.pdf,True,,target_present_in_container_needs_segmentation,PMC10479314,europepmc_fulltext_xml,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/2D363252DFC1AD61F2EED8F09EE5D6B6/S0924933823021454a.pdf/div-class-title-subcutaneous-ketamine-in-the-treatment-of-depression-and-suicide-risk-case-report-div.pdf,http://dx.doi.org/10.1192/j.eurpsy.2023.2145,exact_jats_available,5,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2023.269,proceedings_container,proceedings_or_multi_abstract_container,high,A Pilot Study Comparing a Community of Practice Group Therapy Program with and without Concurrent Ketamine-assisted Therapy,verified_exact_doi,document identifier matches requested DOI,10.1192/j.eurpsy.2023.269,A Pilot Study Comparing a Community of Practice Group Therapy Program with and without Concurrent Ketamine-assisted Therapy,1.0,1.0,1.0,True,True,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2023_269.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2023.269__875d15fcd6.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2023.269__875d15fcd6.pdf,True,,target_present_in_container_needs_segmentation,PMC10595887,,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/1B8EBD12AF3BAFA713F004885CB5AEA6/S0924933823002699a.pdf/div-class-title-a-pilot-study-comparing-a-community-of-practice-group-therapy-program-with-and-without-concurrent-ketamine-assisted-therapy-div.pdf,http://dx.doi.org/10.1192/j.eurpsy.2023.269,exact_pmc_record_available_xml_needs_probe,6,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2023.271,proceedings_container,proceedings_or_multi_abstract_container,high,"ESKALE study, a French real-world study describing TRD patients with Esketamine nasal spray: final analysis.",verified_exact_doi,document identifier matches requested DOI,10.1192/j.eurpsy.2023.271,"ESKALE study, a French real-world study describing TRD patients with Esketamine nasal spray: final analysis",1.0,1.0,1.0,True,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2023_271.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2023.271__16ced27219.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2023.271__16ced27219.pdf,True,,target_present_in_container_needs_segmentation,PMC10596582,not_needed,False,,,exact_pmc_record_available_xml_needs_probe,8,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2023.272,proceedings_container,proceedings_or_multi_abstract_container,high,"Esketamine nasal spray shows higher remission and response rates over 32 weeks of treatment compared with quetiapine extended-release in patients with treatment resistant depression: Results from ESCAPE-TRD, a randomised, phase IIIb clinical trial.",target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1192/j.eurpsy.2023.271,"ESKALE study, a French real-world study describing TRD patients with Esketamine nasal spray: final analysis",0.1923,1.0,1.0,True,True,europepmc_fulltext_xml,europepmc_fulltext_xml,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2023_272.json,,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2023.272__88353bebeb.pdf,True,,target_present_in_container_needs_segmentation,PMC10596645,europepmc_fulltext_xml,True,https://pmc.ncbi.nlm.nih.gov/articles/PMC10596645/pdf/S0924933823002729a.pdf,https://www.ncbi.nlm.nih.gov/pmc/articles/10596645,exact_jats_available,10,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2023.273,proceedings_container,proceedings_or_multi_abstract_container,high,Improvement in Depression Symptoms Measured by Montgomery-Åsberg Depression Rating Scale and Quick Inventory of Depressive Symptomatology-Self Rated Items after Randomised Double-blind COMP360 Psilocybin Therapy for Treatment-resistant Depression,verified_exact_doi,document identifier matches requested DOI,10.1192/j.eurpsy.2023.273,Improvement in Depression Symptoms Measured by Montgomery-Åsberg Depression Rating Scale and Quick Inventory of Depressive Symptomatology-Self Rated Items after Randomised Double-blind COMP360 Psilocybin Therapy for Treatment-resistant Depression,1.0,1.0,1.0,True,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2023_273.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2023.273__317fbd9b3a.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2023.273__317fbd9b3a.pdf,True,,target_present_in_container_needs_segmentation,PMC10595939,not_needed,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/F3C32199A96027A577FCD71CFBB0BCEC/S0924933823002730a.pdf/div-class-title-improvement-in-depression-symptoms-measured-by-montgomery-aasberg-depression-rating-scale-and-quick-inventory-of-depressive-symptomatology-self-rated-items-after-randomised-double-blind-comp360-psilocybin-therapy-for-treatment-resistant-depression-div.pdf,http://dx.doi.org/10.1192/j.eurpsy.2023.273,exact_pmc_record_available_xml_needs_probe,7,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2023.385,proceedings_container,proceedings_or_multi_abstract_container,high,Gender differences in response and remission rates among patients receiving esketamine.,verified_exact_doi,document identifier matches requested DOI,10.1192/j.eurpsy.2023.385,Depressive Disorders 01 EPP0042 Gender differences in response and remission rates among patients receiving esketamine,0.839,1.0,1.0,True,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2023_385.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2023.385__ced4292d2b.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2023.385__ced4292d2b.pdf,True,,target_present_in_container_needs_segmentation,PMC10596366,,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/3FCF0192869CADEE48E846E7D1FC32A4/S0924933823003851a.pdf/div-class-title-gender-differences-in-response-and-remission-rates-among-patients-receiving-esketamine-div.pdf,http://dx.doi.org/10.1192/j.eurpsy.2023.385,exact_pmc_record_available_xml_needs_probe,3,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2023.572,proceedings_container,proceedings_or_multi_abstract_container,high,Adjunctive short- and long-term combination treatment of esketamine and VNS in difficult to treat depression (DTD).,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1192/j.eurpsy.2023.571,DTMS Combined with a Pain-directed Psychotherapeutic Intervention in Fibromyalgia -A Randomized Double-blind Sham-controlled Study,0.2694,1.0,1.0,True,True,europepmc_fulltext_xml,europepmc_fulltext_xml,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2023_572.json,,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2023.572__51e72d95bf.pdf,True,,target_present_in_container_needs_segmentation,PMC10596170,europepmc_fulltext_xml,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/FA10673B19C1AB28DCD0DCB97140ECF6/S0924933823005722a.pdf/div-class-title-adjunctive-short-and-long-term-combination-treatment-of-esketamine-and-vns-in-difficult-to-treat-depression-dtd-div.pdf,http://dx.doi.org/10.1192/j.eurpsy.2023.572,exact_jats_available,6,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2023.613,proceedings_container,proceedings_or_multi_abstract_container,high,Knocking on the Doors of Perception: the role of psilocybin in substance use disorder treatment.,verified_exact_doi,document identifier matches requested DOI,10.1192/j.eurpsy.2023.613,Knocking on the Doors of Perception: the role of psilocybin in substance use disorder treatment,1.0,1.0,1.0,True,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2023_613.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2023.613__ab36a23639.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2023.613__ab36a23639.pdf,True,,target_present_in_container_needs_segmentation,PMC10596667,not_needed,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/9FC27A82131F370140DB66E2EB766BC1/S0924933823006132a.pdf/div-class-title-knocking-on-the-doors-of-perception-the-role-of-psilocybin-in-substance-use-disorder-treatment-div.pdf,http://dx.doi.org/10.1192/j.eurpsy.2023.613,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2023.74,proceedings_container,proceedings_or_multi_abstract_container,high,Psychedelics for depression: from neurobiology to treatment.,verified_exact_doi,document identifier matches requested DOI,10.1192/j.eurpsy.2023.74,Psychedelics for depression: from neurobiology to treatment,1.0,1.0,1.0,True,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2023_74.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2023.74__f1cec0913a.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2023.74__f1cec0913a.pdf,True,,target_present_in_container_needs_segmentation,PMC10417770,not_needed,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/F9BC5CCD9155895F42C0A1D1CF8759C2/S0924933823000743a.pdf/div-class-title-psychedelics-for-depression-from-neurobiology-to-treatment-div.pdf,http://dx.doi.org/10.1192/j.eurpsy.2023.74,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2023.898,proceedings_container,proceedings_or_multi_abstract_container,high,Systematic Review on the Mechanisms of Action of Psilocybin in the Treatment of Depression.,verified_exact_doi,document identifier matches requested DOI,10.1192/j.eurpsy.2023.898,Systematic Review on the Mechanisms of Action of Psilocybin in the Treatment of Depression,1.0,1.0,1.0,True,True,europepmc_fulltext_xml,europepmc_fulltext_xml,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2023_898.json,,False,,False,,target_present_in_container_needs_segmentation,PMC10434693,not_needed,False,,,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2023.903,proceedings_container,proceedings_or_multi_abstract_container,high,"A 28-Day, Randomized, Controlled, Single-Blind, Phase 2 Study in Treatment-Resistant Major Depressive Disorder (TRD) Patients Receiving Intranasal Esketamine Comparing Addition of Almond Therapy TM with Treatment-as-Usual (TAU).",target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1192/j.eurpsy.2023.902,Comparison of Machine Learning Algorithms For Beck Depression Inventory Measured Depression Status Classification,0.217,1.0,1.0,False,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2023_903.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2023.903__ae2e5089de.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2023.903__ae2e5089de.pdf,True,,target_present_in_container_needs_segmentation,PMC10434349,,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/BCA6A69ED1154178D48998E9B606A655/S0924933823009033a.pdf/div-class-title-a-28-day-randomized-controlled-single-blind-phase-2-study-in-treatment-resistant-major-depressive-disorder-trd-patients-receiving-intranasal-esketamine-comparing-addition-of-almond-therapy-tm-with-treatment-as-usual-tau-div.pdf,http://dx.doi.org/10.1192/j.eurpsy.2023.903,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2024.1103,proceedings_container,proceedings_or_multi_abstract_container,high,Esketamine for resistant depression in older people with cognitive impairment: a case report.,verified_exact_doi,document identifier matches requested DOI,10.1192/j.eurpsy.2024.1103,Esketamine for resistant depression in older people with cognitive impairment: a case report,1.0,1.0,1.0,True,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2024_1103.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2024.1103__0a9389e761.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2024.1103__0a9389e761.pdf,True,,target_present_in_container_needs_segmentation,PMC11860557,not_needed,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/C1EC9B4DA7DB9E3A5A1FA7C17AB9A28D/S0924933824011039a.pdf/div-class-title-esketamine-for-resistant-depression-in-older-people-with-cognitive-impairment-a-case-report-div.pdf,https://doi.org/10.1192/j.eurpsy.2024.1103,exact_pmc_record_available_xml_needs_probe,12,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2024.1108,proceedings_container,proceedings_or_multi_abstract_container,high,Esketamine new tool for resistant depressive disorder. About a case.,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.1192/j.eurpsy.2024.1107,Effects of light therapy in the anxious-depressive clinic,0.368,0.7143,1.0,True,True,europepmc_fulltext_xml,europepmc_fulltext_xml,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2024_1108.json,,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2024.1108__f39431630a.pdf,True,,target_present_in_container_needs_segmentation,PMC11860292,europepmc_fulltext_xml,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/C645F9817C35B52DF5A5CBBAC1074445/S0924933824011088a.pdf/div-class-title-esketamine-new-tool-for-resistant-depressive-disorder-about-a-case-div.pdf,http://dx.doi.org/10.1192/j.eurpsy.2024.1108,exact_jats_available,10,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2024.1307,proceedings_container,proceedings_or_multi_abstract_container,high,Ketamine in the treatment of obsessive-compulsive disorder – a case report and literature review,verified_exact_doi,document identifier matches requested DOI,10.1192/j.eurpsy.2024.1307,Ketamine in the treatment of obsessive-compulsive disordera case report and literature review,0.9841,1.0,1.0,False,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2024_1307.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2024.1307__68153ed4b3.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2024.1307__68153ed4b3.pdf,True,,target_present_in_container_needs_segmentation,PMC11860930,not_needed,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/07430EE1186A766ECBC3977A5ACA6C96/S0924933824013075a.pdf/div-class-title-ketamine-in-the-treatment-of-obsessive-compulsive-disorder-a-case-report-and-literature-review-div.pdf,http://dx.doi.org/10.1192/j.eurpsy.2024.1307,exact_pmc_record_available_xml_needs_probe,3,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2024.1356,proceedings_container,proceedings_or_multi_abstract_container,high,“Esketamine” in Borderline Personality Disorder: focud on suicide ideation.,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1192/j.eurpsy.2024.1355,BUT WHO LOOKS AT ME? About a daily clinical case in treatment in a mental health center,0.1975,1.0,1.0,True,True,europepmc_fulltext_xml,europepmc_fulltext_xml,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2024_1356.json,,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2024.1356__c2896bdbe1.pdf,True,,target_present_in_container_needs_segmentation,PMC11862676,europepmc_fulltext_xml,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/BBB5546849CE722ADCE81087A88A2ED8/S0924933824013567a.pdf/div-class-title-esketamine-in-borderline-personality-disorder-focud-on-suicide-ideation-div.pdf,http://dx.doi.org/10.1192/j.eurpsy.2024.1356,exact_jats_available,10,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2024.1440,proceedings_container,proceedings_or_multi_abstract_container,high,"Intranasal esketamine efficacy as a treatment for treatment-resistant depression, case series",verified_exact_doi,document identifier matches requested DOI,10.1192/j.eurpsy.2024.1440,,,1.0,1.0,True,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2024_1440.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2024.1440__9c1df37939.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2024.1440__9c1df37939.pdf,True,,target_present_in_container_needs_segmentation,PMC11860403,not_needed,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E68F43C0FFB0CE44E000CC9DAB63219D/S0924933824014408a.pdf/div-class-title-intranasal-esketamine-efficacy-as-a-treatment-for-treatment-resistant-depression-case-series-div.pdf,http://dx.doi.org/10.1192/j.eurpsy.2024.1440,exact_pmc_record_available_xml_needs_probe,13,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2024.1444,proceedings_container,proceedings_or_multi_abstract_container,high,False-Positive Urine Drug Screening in a Patient on Quetiapine.,verified_exact_doi,document identifier matches requested DOI,10.1192/j.eurpsy.2024.1444,False-Positive Urine Drug Screening in a Patient on Quetiapine,1.0,1.0,1.0,True,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2024_1444.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2024.1444__2c8592d428.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2024.1444__2c8592d428.pdf,True,,target_present_in_container_needs_segmentation,PMC11862720,not_needed,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/12F89500EF87868D67C05D57AD6B8825/S0924933824014445a.pdf/div-class-title-false-positive-urine-drug-screening-in-a-patient-on-quetiapine-div.pdf,http://dx.doi.org/10.1192/j.eurpsy.2024.1444,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2024.1480,proceedings_container,proceedings_or_multi_abstract_container,high,The effect of music type in ketamine-assisted group therapy on treatment-resistant mental health conditions: a prospective observational study.,verified_title_only,no document DOI recovered; strong title agreement,,,,1.0,1.0,True,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2024_1480.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2024.1480__3d32636321.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2024.1480__3d32636321.pdf,True,,target_present_in_container_needs_segmentation,PMC11860921,not_needed,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/D3D4DFC50ADD8E9085BA8E76CB3A33ED/S0924933824014809a.pdf/div-class-title-the-effect-of-music-type-in-ketamine-assisted-group-therapy-on-treatment-resistant-mental-health-conditions-a-prospective-observational-study-div.pdf,http://dx.doi.org/10.1192/j.eurpsy.2024.1480,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
