# new DOI queue (mechanistic) generated at 2026-05-15T06:35:11.703377+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1007/s13205-025-04673-z,,,Neuropharmacology of synaptic plasticity: pathways to cognitive resilience in healthy aging,2026,Falguni Goel; Payal Singh; Sachchida Nand; Dharmendra Kumar Yadav
10.1016/j.bmcl.2011.02.009,,,Novel analogues of ketamine and phencyclidine as NMDA receptor antagonists,2011,Paola Zarantonello; Ezio Bettini; Alfredo Paio; Chiara Simoncelli; Silvia Terreni; Francesco Cardullo
10.1111/j.1476-5381.2011.01544.x,,,"Novel opioid cyclic tetrapeptides: Trp isomers of CJ‐15,208 exhibit distinct opioid receptor agonism and short‐acting κ opioid receptor antagonism",2011,Nicolette C. Ross; Kate J. Reilley; Thomas F. Murray; Jane V. Aldrich; Jay P. McLaughlin
10.1074/jbc.m111.304873,,,Probing Binding Pocket of Serotonin Transporter by Single Molecular Force Spectroscopy on Living Cells,2011,Linda Wildling; Christian Rankl; Thomas Haselgrübler; Hermann J. Gruber; Marion Holy; Amy Hauck Newman; Mu‐Fa Zou; Rong Zhu; Michael Freissmuth; Harald H. Sitte
10.1002/ibd.21873,,,Salvinorin A has antiinflammatory and antinociceptive effects in experimental models of colitis in mice mediated by KOR and CB1 receptors*,2011,Jakub Fichna; Michael Dicay; Kevin Lewellyn; Anna Janecka; Jordan K. Zjawiony; Wallace K. MacNaughton; Martin Storr
10.1007/s00213-011-2369-2,,,Serotonin-2A receptor regulation of panic-like behavior in the rat dorsal periaqueductal gray matter: the role of GABA,2011,Thatiane De Oliveira Sergio; Valquíria Camin de Bortoli; Hélio Zangrossi
10.1016/j.neuropharm.2011.08.044,,,Signaling pathways underlying the rapid antidepressant actions of ketamine,2011,Ronald S. Duman; Nanxin Li; Rong-Jian Liu; Vanja Đurić; George K. Aghajanian
10.1371/journal.pone.0016350,,,The Substrate-Driven Transition to an Inward-Facing Conformation in the Functional Mechanism of the Dopamine Transporter,2011,Jufang Shan; Jonathan A. Javitch; Lei Shi; Harel Weinstein
10.1213/ane.0b013e31822747df,,,The Toxic Effects of S(+)-Ketamine on Differentiating Neurons In Vitro as a Consequence of Suppressed Neuronal Ca2+ Oscillations,2011,Barbara Sinner; Oliver Friedrich; Wolfgang Zink; York Zausig; Bernhard Gräf
10.1016/j.pscychresns.2010.10.009,,,The antidepressant effect of ketamine is not associated with changes in occipital amino acid neurotransmitter content as measured by [1H]-MRS,2011,Gerald Valentine; Graeme F. Mason; Rosane Gomez; Madonna Fasula; June Watzl; Brian Pittman; John H. Krystal; Gerard Sanacora
10.1016/j.neuropharm.2011.08.015,,,The antidepressant-like effects of glutamatergic drugs ketamine and AMPA receptor potentiator LY 451646 are preserved in bdnf+/− heterozygous null mice,2011,Jesse Lindholm; Henri Autio; Liisa Vesa; Hanna Antila; Lothar Lindemann; Marius C. Hoener; Phil Skolnick; Tomi Rantamäki; Eero Ċastrén
10.1016/j.pneurobio.2011.01.002,,,The effect of pain on cognitive function: A review of clinical and preclinical research,2011,Orla Moriarty; Brian E. McGuire; David P. Finn
10.1016/j.pnpbp.2011.05.010,,,The mTOR signaling pathway in the prefrontal cortex is compromised in major depressive disorder,2011,Courtney S. Jernigan; Dharmendra B. Goswami; Mark C. Austin; Abiye H. Iyo; Agata Chandran; Craig A. Stockmeier; Beata Karolewicz
10.1016/j.coph.2011.02.007,,,The role of serotonin receptors in the action of atypical antipsychotic drugs,2011,HY Meltzer; B. W. Massey
10.1097/aln.0b013e318229a660,,,Transient Effects of Anesthetics on Dendritic Spines and Filopodia in the Living Mouse Cortex,2011,Guang Yang; P Chang; Alex Bekker; Thomas J. J. Blanck; Wen-Biao Gan
10.1186/1423-0127-18-19,,,mGluR5 positive modulators both potentiate activation and restore inhibition in NMDA receptors by PKC dependent pathway,2011,Hwei‐Hsien Chen; Pei‐Fei Liao; Ming‐Huan Chan
10.1002/hep.23960,,,Activation of serotonin receptor-2B rescues small-for-size liver graft failure in mice,2010,Yinghua Tian; Rolf Graf; Ashraf Mohammad El‐Badry; Mickaël Lesurtel; Katarzyna Furrer; Wolfgang Moritz; Pierre–Alain Clavien
10.1016/j.pharmthera.2010.07.004,,,Animal models of cognitive dysfunction and negative symptoms of schizophrenia: Focus on NMDA receptor antagonism,2010,Joanna C. Neill; Samuel A. Barnes; Samantha R. Cook; Ben Grayson; Nagi Idris; Samantha L. McLean; Shikha Snigdha; Lakshmi Rajagopal; Michael Harte
10.1007/s00213-010-1849-0,,,Ascent of the kappa-opioid receptor in psychopharmacology,2010,William A. Carlezon; Klaus A. Miczek
10.1097/aln.0b013e3181cd795d,,,At the Sharp End of Spines,2010,Gregory Crosby; Deborah J. Culley; Piyush M. Patel
10.1523/jneurosci.0167-10.2010,,,Cellular and Synaptic Mechanisms of Anti-NMDA Receptor Encephalitis,2010,Ethan G. Hughes; Xiaoyu Peng; Amy J. Gleichman; Meizan Lai; Lei Zhou; Ryan Tsou; Thomas D. Parsons; David R. Lynch; Josep Dalmau; Rita J. Balice‐Gordon
10.1007/s00213-010-2121-3,,,Chronic ketamine use increases serum levels of brain-derived neurotrophic factor,2010,Valerio Ricci; Giovanni Martinotti; Francesca Gelfo; Federico Tonioni; Carlo Caltagirone; Pietro Bria; Francesco Angelucci
10.1016/j.biopsych.2010.06.026,,,Cocaine-Insensitive Dopamine Transporters with Intact Substrate Transport Produced by Self-Administration,2010,Mark J. Ferris; Yolanda Mateo; David C. S. Roberts; Sara R. Jones
10.1016/j.lfs.2010.09.015,,,Drugs of abuse and human placenta,2010,Vadivel Ganapathy
10.1523/jneurosci.5094-09.2010,,,Dysregulation of Dopamine Transporters via Dopamine D <sub>2</sub> Autoreceptors Triggers Anomalous Dopamine Efflux Associated with Attention-Deficit Hyperactivity Disorder,2010,Erica Bowton; Christine Saunders; Kevin Erreger; Dhananjay Sakrikar; H Matthies; Namita Sen; Tammy Jessen; Roger Colbran; Marc G. Caron; Jonathan A. Javitch
10.1016/j.ejphar.2010.02.057,,,Functional interaction of metabotropic glutamate receptor 5 and NMDA-receptor by a metabotropic glutamate receptor 5 positive allosteric modulator,2010,Holger Rosenbrock; Gert Kramer; Scott Hobson; Eliza Koroś; Marc A. Grundl; Matthias Grauert; Klaus G. Reymann; Ulrich H. Schröder
10.1016/j.neuroscience.2010.01.007,,,Gene expression profiling in the developing rat brain exposed to ketamine,2010,Qiang Shi; Lei Guo; Tucker A. Patterson; Stacey L. Dial; Q. Li; Natalya Sadovova; X. Zhang; Joseph P. Hanig; Merle G. Paule; William Slikker
10.1016/j.neuropharm.2010.02.015,,,Hyperactivity of the dopaminergic system in NTS1 and NTS2 null mice,2010,Yanqi Liang; Mona Boules; Zhimin Li; Katrina Williams; Tomofumi Miura; Alfredo Oliveros; Elliott Richelson
10.1111/j.1471-4159.2010.06818.x,,,Interrelation of dopamine transporter oligomerization and surface presence as studied with mutant transporter proteins and amphetamine,2010,Yan Li; Shuyuan Cheng; Nianhang Chen; Maarten E. A. Reith
10.1016/j.neuroscience.2010.03.032,,,Ketamine impairs recognition memory consolidation and prevents learning-induced increase in hippocampal brain-derived neurotrophic factor levels,2010,Bruno Kilpp Goulart; Maria Noêmia Martins de Lima; Caroline Brunetto de Farias; Gustavo Kellermann Reolon; Viviane Rösner de Almeida; João Quevedo; Flávio Kapczinski; Nadja Schröder; Rafael Roesler
10.1074/jbc.m110.118000,,,Mutations in the Carboxyl-terminal SEC24 Binding Motif of the Serotonin Transporter Impair Folding of the Transporter,2010,Ali El‐Kasaby; Herwig Just; Elisabeth K. Malle; Peggy Stolt-Bergner; Harald H. Sitte; Michael Freissmuth; Oliver Kudlacek
10.1111/j.1526-4637.2010.00981.x,,,NMDA Receptor Antagonists for the Treatment of Neuropathic Pain,2010,Susan E. Collins; Marnix Sigtermans; Albert Dahan; W. W. A. Zuurmond; Roberto S.G.M. Perez
10.1186/gm213,,,New insights into the roles of microRNAs in drug addiction and neuroplasticity,2010,Jean‐Luc Dreyer
10.1007/s10519-009-9331-7,,,Polymorphisms in Dopamine Transporter (SLC6A3) are Associated with Stimulant Effects of d-Amphetamine: An Exploratory Pharmacogenetic Study Using Healthy Volunteers,2010,Ajna Hamidovic; Andrea Dlugos; Abraham A. Palmer; Harriet de Wit
10.1074/jbc.m110.131003,,,Postendocytic Sorting of Constitutively Internalized Dopamine Transporter in Cell Lines and Dopaminergic Neurons,2010,Jacob Eriksen; Walden E. Bjørn‐Yoshimoto; Trine N. Jørgensen; Amy Hauck Newman; Ulrik Gether
10.1016/j.pbb.2010.03.006,,,Psychostimulant-like discriminative stimulus and locomotor sensitization properties of the wake-promoting agent modafinil in rodents,2010,Neil E. Paterson; Allison Fedolak; Berend Olivier; Taleen Hanania; Afshin Ghavami; Barbara J. Caldarone
10.1523/jneurosci.4574-09.2010,,,Rab11 Supports Amphetamine-Stimulated Norepinephrine Transporter Trafficking,2010,H Matthies; Jessica L. Moore; Christine Saunders; Dawn Signor Matthies; Lynne A. Lapierre; James R. Goldenring; Randy Blakely; Aurelio Galli
10.1111/j.1471-4159.2010.06599.x,,,Regulation of dopamine transporter function by protein‐protein interactions: new discoveries and methodological challenges,2010,Jacob Eriksen; Trine N. Jørgensen; Ulrik Gether
10.1111/j.1749-6632.2009.05148.x,,,Regulation of the dopamine transporter,2010,Kyle C. Schmitt; Maarten E. A. Reith
10.1523/jneurosci.1682-10.2010,,,Role of Aberrant Striatal Dopamine D<sub>1</sub>Receptor/cAMP/Protein Kinase A/DARPP32 Signaling in the Paradoxical Calming Effect of Amphetamine,2010,Francesco Napolitano; Alessandra Bonito-Oliva; Mauro Federici; Manolo Carta; Francesco Errico; Salvatore Magara; Giuseppina Martella; Robert Nisticò; Diego Centonze; Antonio Pisani
10.1186/1756-6606-3-25,,,"Schizophrenia, amphetamine-induced sensitized state and acute amphetamine exposure all show a common alteration: increased dopamine D2 receptor dimerization",2010,Min Wang; Lin Pei; Paul Fletcher; Shitij Kapur; Philip Seeman; Fang Liu
10.1016/j.peptides.2010.04.018,,,Synthesis and biological evaluation of novel peripherally active morphiceptin analogs,2010,Katarzyna Gach; Jean Claude do-Rego; Jakub Fichna; Martin Storr; Dick Delbro; Géza Tóth; Anna Janecka
10.1007/128_2010_82,,,Synthesis of Neoclerodane Diterpenes and Their Pharmacological Effects,2010,Kimberly M. Lovell; Katherine M. Prevatt‐Smith; Anthony Lozama; Thomas E. Prisinzano
10.1074/jbc.m109.083154,,,The N Terminus of Monoamine Transporters Is a Lever Required for the Action of Amphetamines,2010,Sonja Sučić; Stefan Dallinger; Barbara Zdrazil; René Weissensteiner; Trine N. Jørgensen; Marion Holy; Oliver Kudlacek; Stefan Seidel; Joo Hwan; Ulrik Gether
10.1523/jneurosci.1491-10.2010,,,The NADPH Oxidase NOX2 Controls Glutamate Release: A Novel Mechanism Involved in Psychosis-Like Ketamine Responses,2010,Silvia Sorce; Stefania Schiavone; Paolo Tucci; Marilena Colaianna; Vincent Jaquet; V. Cuomo; Michel Dubois‐Dauphin; Luigia Trabace; Karl-Heinz Krause
10.1016/j.euroneuro.2010.04.007,,,The effect of chronic methylphenidate administration on presynaptic dopaminergic parameters in a rat model for ADHD,2010,Y. Simchon; Abraham Weizman; Moshe Rehavi
10.1016/j.pnpbp.2010.06.013,,,The role of glutamate on the action of antidepressants,2010,Kenji Hashimoto
10.1038/aps.2010.138,,,The role of κ-opioid receptor activation in mediating antinociception and addiction,2010,Yuhua Wang; Jianfeng Sun; Yimin Tao; Zhi‐Qiang Chi; Jing‐Gen Liu
10.1126/science.1190287,,,mTOR-Dependent Synapse Formation Underlies the Rapid Antidepressant Effects of NMDA Antagonists,2010,Nanxin Li; Boyoung Lee; Rongjian Liu; Mounira Banasr; Jason M. Dwyer; Masaaki Iwata; Xiaoyuan Li; George K. Aghajanian; Ronald S. Duman
10.1007/s12035-009-8053-4,,,A Closer Look at Amphetamine-Induced Reverse Transport and Trafficking of the Dopamine and Norepinephrine Transporters,2009,Sabrina D. Robertson; H Matthies; Aurelio Galli
10.1001/archgenpsychiatry.2009.58,,,A Reverse-Translational Study of Dysfunctional Exploration in Psychiatric Disorders,2009,William Perry; Arpi Minassian; Martin P. Paulus; Jared W. Young; Meegin J. Kincaid; Eliza J. Ferguson; Brook L. Henry; Xiaoxi Zhuang; Virginia L. Masten; Richard F. Sharp
10.1523/jneurosci.1758-09.2009,,,Antidepressant Actions of Histone Deacetylase Inhibitors,2009,Herbert E. Covington; Ian Maze; Quincey LaPlant; Vincent F. Vialou; Yoshinori N. Ohnishi; Olivier Berton; Dan M. Fass; William Renthal; A. John Rush; Emma Y. Wu
10.1016/j.neuroscience.2009.03.038,,,Anxiolytic- and antidepressant-like properties of ketamine in behavioral and neurophysiological animal models,2009,Elif Engin; Dallas Treit; Clayton T. Dickson
10.1097/aln.0b013e31819b590a,,,Between Clotho and Lachesis,2009,Misha Perouansky; Hugh C. Hemmings
10.1016/j.bmc.2009.04.046,,,Biological activity of endomorphin and [Dmt1]endomorphin analogs with six-membered proline surrogates in position 2,2009,Renata Perlikowska; Katarzyna Gach; Jakub Fichna; Géza Tóth; Bogdan Walkowiak; Jean-Claude do-Rego; Anna Janecka
10.1055/s-2009-1216489,,,Biosynthesis of Salvinorin A: Overexpression and Biochemical Characterization of Carboxy Methyltransferase from EST of Salvia divinorum Glands,2009,LM Kutrzeba; JK Zjawiony; HJ Koo; Elizabeth M. McDowell; A Laurentzi; DR Gang; FE Dayan
10.1111/j.1360-0443.2009.02761.x,,,Consequences of chronic ketamine self‐administration upon neurocognitive function and psychological wellbeing: a 1‐year longitudinal study,2009,Celia J. A. Morgan; Leslie Muetzelfeldt; Valerie H. Curran
10.1007/s00213-009-1717-y,,,Developmental vitamin D deficiency alters dopamine-mediated behaviors and dopamine transporter function in adult female rats,2009,James P. Kesby; Xiaoying Cui; Jonathan O’Loan; John J. McGrath; Thomas H.J. Burne; Darryl W. Eyles
10.1523/jneurosci.5386-08.2009,,,Dopamine and Amphetamine Rapidly Increase Dopamine Transporter Trafficking to the Surface: Live-Cell Imaging Using Total Internal Reflection Fluorescence Microscopy,2009,Cheryse A. Furman; Rong Chen; Bipasha Guptaroy; Minjia Zhang; Ronald W. Holz; Margaret E. Gnegy
10.2217/fnl.09.76,,,Dopamine transporter trafficking: rapid response on demand,2009,Rong Chen; Cheryse A. Furman; Margaret E. Gnegy
10.1002/da.20543,,,"Dopamine transporters, D<sub>2</sub>receptors, and dopamine release in generalized social anxiety disorder",2009,Franklin R. Schneier; Anissa Abi‐Dargham; Diana Martínez; Mark Slifstein; Dah‐Ren Hwang; Michael R. Liebowitz; Marc Laruelle
10.1211/jpp.61.09.0016,,,"Effect of yokukansan, a traditional Japanese medicine, on social and aggressive behaviour of <i>para</i>-chloroamphetamine-injected rats",2009,Hitomi Kanno; Kyoji Sekiguchi; Takuji Yamaguchi; Kiyoshi Terawaki; Mitsutoshi Yuzurihara; Yoshio Kase; Yasushi Ikarashi
10.3760/cma.j.issn.0366-6999.2009.04.0018,,,Effects of ketamine and midazolam on morphology of dendritic spines in hippocampal CA1 region of neonatal mice,2009,Hong Tan; Rongrong Ren; Zhi‐Qi Xiong; Yingwei Wang
10.1016/j.brainresrev.2009.05.005,,,Emerging role of glutamate in the pathophysiology of major depressive disorder,2009,Kenji Hashimoto
10.1007/s00213-009-1628-y,,,Further evidence of association between amphetamine response and SLC6A2 gene variants,2009,Andrea Dlugos; Ajna Hamidovic; Abraham A. Palmer; Harriet de Wit
10.1172/jci39632,,,Infantile parkinsonism-dystonia: a dopamine “transportopathy”,2009,Craig Blackstone
10.1162/jocn.2009.21305,,,Ketamine Modulates Theta and Gamma Oscillations,2009,Maciej T. Lazarewicz; Richard S. Ehrlichman; Christina R. Maxwell; Michael J. Gandal; Leif H. Finkel; Steven J. Siegel
10.1016/j.pnpbp.2009.01.004,,,Ketamine treatment reverses behavioral and physiological alterations induced by chronic mild stress in rats,2009,Lêda Soares Brandão Garcia; Clarissa M. Comim; Samira S. Valvassori; Gislaine Z. Réus; Laura Stertz; Flávio Kapczinski; Elaine C. Gavioli; João Quevedo
10.1124/jpet.109.156265,,,Lack of Cocaine Self-Administration in Mice Expressing a Cocaine-Insensitive Dopamine Transporter,2009,Morgane Thomsen; Dawn D. Han; Howard H. Gu; S. Barak Caine
10.1038/npp.2009.110,,,Neurocircuitry of Addiction,2009,George F. Koob; Nora D. Volkow
10.1523/jneurosci.6173-08.2009,,,Nuclear Factor κB Signaling Regulates Neuronal Morphology and Cocaine Reward,2009,Scott J. Russo; Matthew B. Wilkinson; Michelle S. Mazei‐Robison; David Dietz; Ian Maze; Vaishnav Krishnan; William Renthal; Ami Graham; Shari G. Birnbaum; Thomas A. Green
10.1523/jneurosci.3910-09.2009,,,Nurr1 Is Required for Maintenance of Maturing and Adult Midbrain Dopamine Neurons,2009,Banafsheh Kadkhodaei; Takehito Ito; Eliza Joodmardi; Bengt Mattsson; Claude Rouillard; Manolo Carta; Shin‐ichi Muramatsu; Chiho Sumi‐Ichinose; Takahide Nomura; Daniel METZGER
10.4149/endo_2009_01_23,,,OPIOID ANTAGONIST-INDUCED REGULATION OF THE µ-OPIOID RECEPTOR EXPRESSION IN MCF-7 BREAST CANCER CELL LINE,2009,Katarzyna Gach; Mariola Piestrzeniewicz; Jakub Fichna; Janusz Szemraj; Anna Janecka
10.1055/s-0029-1237375,,,Oral Administration of the NMDA Receptor Antagonist S-Ketamine as Add-On Therapy of Depression: A Case Series,2009,Georgios Paslakis; Morin Gilles; Andreas Meyer‐Lindenberg; Michael Deuschle
10.1248/yakushi.129.1141,,,Overview of 45 Years of Studies on Peptide Chemistry,2009,Yoshio Okada
10.1681/asn.2008121286,,,Podocyte Glutamatergic Signaling Contributes to the Function of the Glomerular Filtration Barrier,2009,Laura Giardino; Silvia Armelloni; Alessandro Corbelli; Deborah Mattinzoli; Cristina Zennaro; Dominique Guerrot; Fabien Tourrel; Masami Ikehata; Min Li; Silvia Berra
10.1093/toxsci/kfn270,,,Potential Neurotoxicity of Ketamine in the Developing Rat Brain,2009,Xiaoju Zou; Tucker A. Patterson; Natalya Sadovova; Nathan C. Twaddle; Daniel R. Doerge; Xuan Zhang; Xin Fu; Joseph P. Hanig; Merle G. Paule; William Slikker
10.1016/j.tins.2008.12.005,,,Psychedelics and schizophrenia,2009,Javier González‐Maeso; Stuart C. Sealfon
10.1111/j.1471-4159.2009.05910.x,,,Rapid substrate‐induced down‐regulation in function and surface localization of dopamine transporters: rat dorsal striatum versus nucleus accumbens,2009,Toni L. Richards; Nancy R. Zahniser
10.1039/b903035m,,,Recent advances in the understanding of the interaction of antidepressant drugs with serotonin and norepinephrine transporters,2009,Jacob Andersen; Anders S. Kristensen; Benny Bang‐Andersen; Kristian Strømgaard
10.1523/jneurosci.4363-08.2009,,,Resting Microglia Directly Monitor the Functional State of Synapses<i>In Vivo</i>and Determine the Fate of Ischemic Terminals,2009,Hiroaki Wake; Andrew J. Moorhouse; Shozo Jinno; Shinichi Kohsaka; Junichi Nabekura
10.1097/aco.0b013e32832e7af6,,,Role of N-methyl-D-aspartate receptor antagonists in postoperative pain management,2009,Manzo Suzuki
10.1080/02791072.2009.10400531,,,Subjective Effects of<i>Salvia Divinorum</i>: LSD- or Marijuana-like?,2009,Dawn N. Albertson; Laura E. Grubbs
10.1097/aln.0b013e31819c42a4,,,Update on Neonatal Anesthetic Neurotoxicity,2009,Piyush M. Patel; Lena S. Sun
10.1021/cn900017w,,,Using<i>in Vivo</i>Electrochemistry To Study the Physiological Effects of Cocaine and Other Stimulants on the<i>Drosophila melanogaster</i>Dopamine Transporter,2009,Monique A. Makos; Kyung‐An Han; Michael L. Heien; Andrew G. Ewing
10.1523/jneurosci.4177-08.2009,,,Visualization of Dopamine Transporter Trafficking in Live Neurons by Use of Fluorescent Cocaine Analogs,2009,Jacob Eriksen; Søren G. F. Rasmussen; Trine N. Rasmussen; Christian Bjerggaard Vægter; Joo Hwan; Mu‐Fa Zou; Amy Hauck Newman; Ulrik Gether
10.1124/mol.108.048744,,,A Juxtamembrane Mutation in the N Terminus of the Dopamine Transporter Induces Preference for an Inward-Facing Conformation,2008,Bipasha Guptaroy; Minjia Zhang; Erica Bowton; Francesca Binda; Lei Shi; Harel Weinstein; Aurelio Galli; Jonathan A. Javitch; Richard R. Neubig; Margaret E. Gnegy
10.1074/jbc.m805298200,,,Amphetamine and Methamphetamine Differentially Affect Dopamine Transporters in Vitro and in Vivo,2008,J. Shawn Goodwin; Gaynor A. Larson; Jarod Swant; Namita Sen; Jonathan A. Javitch; Nancy R. Zahniser; Louis J. DeFelice; Habibeh Khoshbouei
10.1523/jneurosci.0473-08.2008,,,Anomalous Dopamine Release Associated with a Human Dopamine Transporter Coding Variant,2008,Michelle S. Mazei‐Robison; Erica Bowton; Marion Holy; Martin Schmudermaier; Michael Freissmuth; Harald H. Sitte; Aurelio Galli; Randy Blakely
10.1038/bjp.2008.177,,,"Cannabidiol, extracted from<i>Cannabis sativa</i>, selectively inhibits inflammatory hypermotility in mice",2008,Raffaele Capasso; Francesca Borrelli; Gabriella Aviello; Barbara Romano; Caterina Scalisi; Francesco Capasso; Angelo A. Izzo
10.1111/j.1742-7843.2008.00210.x,,,Chronic Administration of Ketamine Elicits Antidepressant‐Like Effects in Rats without Affecting Hippocampal Brain‐Derived Neurotrophic Factor Protein Levels,2008,Lêda Soares Brandão Garcia; Clarissa M. Comim; Samira S. Valvassori; Gislaine Z. Réus; Ana C. Andreazza; Laura Stertz; Gabriel R. Fries; Elaine C. Gavioli; Flávio Kapczinski; João Quevedo
10.1523/jneurosci.3632-07.2008,,,Chronic Fluoxetine Stimulates Maturation and Synaptic Plasticity of Adult-Born Hippocampal Granule Cells,2008,Jingwen Wang; Denis J. David; James E. Monckton; Fortunato Battaglia; René Hen
10.1080/15622970701714370,,,Comparison of racemic ketamine and<i>S</i>-ketamine in treatment-resistant major depression: Report of two cases,2008,Robert Paul; Nadine Schaaff; Frank Padberg; Hans‐Jürgen Möller; Thomas Frodl
10.1523/jneurosci.2796-07.2008,,,Currents in Response to Rapid Concentration Jumps of Amphetamine Uncover Novel Aspects of Human Dopamine Transporter Function,2008,Kevin Erreger; Christof Grewer; Jonathan A. Javitch; Aurelio Galli
10.1162/jocn.2008.20097,,,Deviance-elicited Changes in Event-related Potentials are Attenuated by Ketamine in Mice,2008,Richard S. Ehrlichman; Christina R. Maxwell; Sonalee Majumdar; Steven J. Siegel
10.1016/j.brainresbull.2008.05.003,,,Differential effects of opioid agonists on G protein expression in CHO cells expressing cloned human opioid receptors,2008,Heng Xu; Xiaoying Wang; John S. Partilla; Kristen Bishop-Mathis; Tova S. Benaderet; Christina M. Dersch; Denise S. Simpson; Thomas E. Prisinzano; Richard B. Rothman
10.1016/j.biopsych.2007.12.011,,,Dysregulation of the Mesolimbic Dopamine System and Reward in MCH−/− Mice,2008,Pavlos Pissios; L. Frank; Adam R. Kennedy; Douglas R. Porter; Francis E. Marino; Fenfen Liu; Emmanuel N. Pothos; Eleftheria Maratos–Flier
10.1124/jpet.108.143925,,,Effects of Atypical κ-Opioid Receptor Agonists on Intrathecal Morphine-Induced Itch and Analgesia in Primates,2008,Mei‐Chuan Ko; Stephen M. Husbands
10.1016/j.neulet.2008.09.035,,,Effects of salvinorin A on locomotor sensitization to D2/D3 dopamine agonist quinpirole,2008,Pieter Beerepoot; Vincent Lam; Alice Luu; Bernice Tsoi; Daniel J. Siebert; Henry Szechtman
10.1001/archgenpsychiatry.2007.37,,,Glutamate and the Neural Basis of the Subjective Effects of Ketamine,2008,J.F.W. Deakin; Jane Lees; Shane McKie; Jaime E. C. Hallak; S. R. Williams; Serdar Dursun
10.1073/pnas.0707646105,,,Increased amphetamine-induced hyperactivity and reward in mice overexpressing the dopamine transporter,2008,Ali Salahpour; Amy J. Ramsey; Ivan O. Medvedev; Brian M. Kile; Tatyana D. Sotnikova; Ericka C. Holmstrand; Valentina Ghisi; P J Nicholls; Ling M. Wong; Karen L. Murphy
10.1523/jneurosci.4457-08.2008,,,Interleukin-6 Mediates the Increase in NADPH-Oxidase in the Ketamine Model of Schizophrenia,2008,M. Margarita Behrens; Sameh S. Ali; Laura L. Dugan
10.1523/jneurosci.5443-07.2008,,,"Ketamine, But Not Phencyclidine, Selectively Modulates Cerebellar GABA <sub>A</sub> Receptors Containing α6 and δ Subunits",2008,Wulf Hevers; Stephen Hadley; Hartmut Lüddens; Jahanshah Αmin
10.1038/nchembio0208-91,,,Losing inhibition with ketamine,2008,Jeremy K. Seamans
10.1016/j.neubiorev.2008.03.012,,,Models of schizophrenia in humans and animals based on inhibition of NMDA receptors,2008,Vĕra Bubeníková‐Valešová; Jiřı́ Horáček; Monika Vrajová; Cyril Höschl
10.1038/nn.2156,,,Neurons born in the adult dentate gyrus form functional synapses with target cells,2008,Nicolas Toni; Diego A. Laplagne; Chunmei Zhao; Gabriela Lombardi; Charles E. Ribak; Fred H. Gage; Alejandro F. Schinder
10.1016/j.bmcl.2008.01.009,,,Novel highly potent μ-opioid receptor antagonist based on endomorphin-2 structure,2008,Jakub Fichna; Jean-Claude do-Rego; Tomasz Janecki; Renata Staniszewska; Jeroen Poels; Jozef Vanden Broeck; Jean Costentin; Peter W. Schiller; Anna Janecka
10.1016/j.neuint.2008.02.003,,,Partial recovery of dopaminergic pathway after graft of adult mesenchymal stem cells in a rat model of Parkinson's disease,2008,Gaëlle Bouchez; Luc Sensebé; Patrick Vourc’h; Lucette Garreau; Sylvie Bodard; Angélique Rico; Denis Guilloteau; Pierre Charbord; Jean‐Claude Besnard; Sylvie Chalon
10.1124/jpet.108.147959,,,Protein Kinase Cβ Is a Critical Regulator of Dopamine Transporter Trafficking and Regulates the Behavioral Response to Amphetamine in Mice,2008,Rong Chen; Cheryse A. Furman; Minjia Zhang; Myung N. Kim; Robert W. Gereau; Michael Leitges; Margaret E. Gnegy
10.1007/s00213-007-1047-x,,,Relationship between ketamine-induced psychotic symptoms and NMDA receptor occupancy—a [123I]CNS-1261 SPET study,2008,James Stone; Kjell Erlandsson; Erik Årstad; Lisa Squassante; Vincenzo Teneggi; Rodrigo A. Bressan; John H. Krystal; Peter J. Ell; Lyn S. Pilowsky
10.1002/cne.21685,,,Role of endogenous sleep‐wake and analgesic systems in anesthesia,2008,Jun Lu; Laura E. Nelson; Nick Franks; Mervyn Maze; Nancy L. Chamberlin; Clifford B. Saper
10.1016/j.tips.2008.06.006,,,Serotonin research: contributions to understanding psychoses,2008,Mark A. Geyer; Franz X. Vollenweider
10.1124/mol.108.048447,,,Syntaxin 1A Interaction with the Dopamine Transporter Promotes Amphetamine-Induced Dopamine Efflux,2008,Francesca Binda; Concetta Dipace; Erica Bowton; Sabrina D. Robertson; Brandon J. Lute; Jacob U. Fog; Minjia Zhang; Namita Sen; Roger Colbran; Margaret E. Gnegy
10.1016/j.bmc.2008.04.020,,,Synthesis and in vitro evaluation of a library of modified endomorphin 1 peptides,2008,Yasuko Koda; Mark Del Borgo; Susanne T. Wessling; Lawrence H. Lazarus; Yoshio Okada; István Tóth; Joanne T. Blanchfield
10.1124/jpet.108.140079,,,"The Effects of Herkinorin, the First μ-Selective Ligand from a Salvinorin A-Derived Scaffold, in a Neuroendocrine Biomarker Assay in Nonhuman Primates",2008,Eduardo R. Butelman; Szymon Rus; Denise S. Simpson; A P Wolf; Thomas E. Prisinzano; Mary Jeanne Kreek
10.1038/nn.2146,,,The binding sites for cocaine and dopamine in the dopamine transporter overlap,2008,Thijs Beuming; Julie Kniazeff; M Bergmann; Lei Shi; Luis Gracia; Klaudia Raniszewska; Amy Hauck Newman; Jonathan A. Javitch; Harel Weinstein; Ulrik Gether
