# discovered queue (mechanistic) generated at 2026-05-15T06:35:09.796789+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1007/s13205-025-04673-z,,,Neuropharmacology of synaptic plasticity: pathways to cognitive resilience in healthy aging,2026,Falguni Goel; Payal Singh; Sachchida Nand; Dharmendra Kumar Yadav
10.1016/s0893-133x(98)00067-0,,,Ketamine-Induced NMDA Receptor Hypofunction as a Model of Memory Impairment and Psychosis,1999,John W. Newcomer
10.1046/j.1460-9568.1999.00726.x,,,LSD and DOB: interaction with 5‐HT<sub>2A</sub> receptors to inhibit NMDA receptor‐mediated transmission in the rat prefrontal cortex,1999,Viktor L. Arvanov; Xiaofu Liang; Angelo Russo; Rex Y. Wang
10.1016/s0304-3959(99)00096-2,,,Low-dose subcutaneous ketamine infusion and morphine tolerance,1999,Rae Frances Bell
10.1007/s002130051000,,,"Mechanism of tolerance development to 2,5-dimethoxy-4-iodoamphetamine in rats: down-regulation of the 5-HT 2A , but not 5-HT 2C , receptor",1999,R. L. Smith; Robert J. Barrett; Elaine Sanders‐Bush
10.1523/jneurosci.19-18-07699.1999,,,Membrane Trafficking Regulates the Activity of the Human Dopamine Transporter,1999,Haley E. Melikian; Kathleen M. Buckley
10.1016/s0006-3223(98)00354-0,,,Modulation of the firing activity of rat serotonin and noradrenaline neurons by (±)pindolol,1999,Nasser Haddjeri; Claude de Montigny; Pierre Blier
10.1074/jbc.274.25.17551,,,Molecular Chaperones Stimulate the Functional Expression of the Cocaine-sensitive Serotonin Transporter,1999,Christopher G. Tate; Erik M. Whiteley; Michael J. Betenbaugh
10.1016/s0378-1119(99)00143-2,,,Molecular cloning of the mouse dopamine transporter and pharmacological comparison with the human homologue,1999,Xiao-Hong Wu; Howard H. Gu
10.1016/s0169-328x(99)00178-3,,,"Molecular cloning, expression and characterization of a bovine serotonin transporter",1999,Ole V. Mortensen; Anders S. Kristensen; Gary Rudnick; Ove Wiborg
10.1016/s0306-4522(98)00358-3,,,N-Methyl-d-aspartate receptor blockade affects polysialylated neural cell adhesion molecule expression and synaptic density during striatal development,1999,Andrew Butler; Kunihiro Uryu; Geneviève Rougon; M.‐F. Chesselet
10.1126/science.285.5428.763,,,Phosphorylation and Sequestration of Serotonin Transporters Differentially Modulated by Psychostimulants,1999,Sammanda Ramamoorthy; Randy Blakely
10.1016/s0022-3565(24)38236-9,,,"Prolonged Analgesic Effect of Ketamine, an N-Methyl-d-Aspartate Receptor Inhibitor, in Patients with Chronic Pain",1999,Toril Rabben; Per Skjelbred; Ivar Øye
10.1007/s002130051163,,,Radiotracer imaging of dopaminergic transmission in neuropsychiatric disorders,1999,Nicolaas Paul L.G. Verhoeff
10.1192/bjp.175.1.63,,,Reduced<i>in vivo</i>binding to the serotonin transporter in the cerebral cortex of MDMA (‘ecstasy’) users,1999,David Semple; Klaus P. Ebmeier; Michael F. Glabus; Ronan E. O’Carroll; Eve C. Johnstone
10.1016/s0028-3908(98)00188-9,,,"Serotonin (5-HT)2A receptor activation enhances dialysate levels of dopamine and noradrenaline, but not 5-HT, in the frontal cortex of freely-moving rats",1999,Alain P. Gobert; Mark J. Millan
10.1016/s0893-133x(98)00135-3,,,Serotonin and Hallucinogens,1999,G K Aghajanian
10.1016/s0169-328x(98)00281-2,,,Serotonin transporter (SERT) mRNA and binding site densities in male rat brain affected by sex steroids,1999,Judith K. McQueen; Helen Wilson; B.E.H. Sumner; George Fink
10.1016/s0306-4522(98)00281-4,,,Serotonin transporter messenger RNA expression in neural crest-derived structures and sensory pathways of the developing rat embryo,1999,Stefan R. Hansson; Éva Mezey; Beth J. Hoffman
10.1016/s0006-8993(99)01224-x,,,"Serotonin, via 5-HT2A receptors, increases EPSCs in layer V pyramidal cells of prefrontal cortex by an asynchronous mode of glutamate release",1999,George K. Aghajanian; Gerard J. Marek
10.1016/s0893-133x(99)00106-2,,,Serotonin–Glutamate Interactions A New Target for Antipsychotic Drugs,1999,G K Aghajanian
10.1021/jm9806704,,,Synthesis and SAR of Adatanserin:  Novel Adamantyl Aryl- and Heteroarylpiperazines with Dual Serotonin 5-HT<sub>1A</sub> and 5-HT<sub>2</sub> Activity as Potential Anxiolytic and Antidepressant Agents,1999,Magid Abou‐Gharbia; Wayne E. Childers; Horace Fletcher; Georgia B. McGaughey; Usha Patel; Michael B. Webb; John P. Yardley; Terrance H. Andree; Carl A. Boast; Robert J. Kucharik
10.1097/00000539-199903000-00039,,,The Effects of General Anesthetics on Excitatory and Inhibitory Synaptic Transmission in Area CA1 of the Rat Hippocampus In Vitro,1999,Masahiro Wakasugi; Koki Hirota; Sheldon H. Roth; Yusuke Ito
10.1016/s0893-133x(98)00060-8,,,The Neuropsychopharmacology of Phencyclidine From NMDA Receptor Hypofunction to the Dopamine Hypothesis of Schizophrenia,1999,J. David Jentsch
10.1093/brain/122.4.593,,,The neuropathology of schizophrenia,1999,Paul J. Harrison
10.1016/s0893-133x(99)00102-5,,,Therapeutic Implications of the Hyperglutamatergic Effects of NMDA Antagonists,1999,John Krystal
10.1021/jm980692q,,,"Thieno[3,2-<i>b</i>]- and Thieno[2,3-<i>b</i>]pyrrole Bioisosteric Analogues of the Hallucinogen and Serotonin Agonist <i>N</i>,<i>N</i>-Dimethyltryptamine",1999,Joseph B. Blair; Danuta Marona‐Lewicka; Arthi Kanthasamy; Virginia L. Lucaites; David L. Nelson; David E. Nichols
10.1016/s0304-3959(99)00044-5,,,Use and efficacy of low-dose ketamine in the management of acute postoperative pain: a review of current techniques and outcomes,1999,Roger Schmid; Alan N. Sandler; Joel Katz
10.1016/s0014-2999(99)00695-0,,,[3H]β-CIT: a radioligand for dopamine transporters in rat brain tissue,1999,Nora S. Kula; Ross J. Baldessarini; Frank I. Tarazi; Raoul Fisser; Shaoyin Wang; Joseph D. Trometer; John L. Neumeyer
10.1016/s0169-328x(99)00195-3,,,"c-Fos proteins, induced by the serotonin receptor agonist DOI, are not expressed in 5-HT2A positive cortical neurons",1999,M. Maćkowiak; Agnieszka Chocyk; Katarzyna Fijał; Anna Czyrak; Krzysztof Wędzony
10.1016/s0014-2999(98)00196-4,,,"3,4-Methylenedioxymethamphetamine-induced acute changes in dopamine transporter function",1998,Ryan R. Metzger; Glen R. Hanson; James W. Gibb; Annette E. Fleckenstein
10.1177/026988119801200210,,,5 -HT1A Receptor agonist (8-OH-DPAT) and 5-HT2 receptor agonist (DOI) disrupt the non-cognitive performance of rats in a working memory task,1998,Sirja Ruotsalainen; Ewen MacDonald; Esa Koivisto; Roman Stefański; Antti Haapalinna; Paavo Riekkinen; Jouni Sirviö
10.1016/s0163-7258(98)00019-9,,,"5-Hydroxytryptamine2-Family Receptors (5-Hydroxytryptamine2A, 5-Hydroxytryptamine2B, 5-Hydroxytryptamine2C) Where Structure Meets Function",1998,Bryan L. Roth
10.1007/pl00005243,,,"Actions of α2 adrenoceptor ligands at α2A and 5-HT1A receptors: the antagonist, atipamezole, and the agonist, dexmedetomidine, are highly selective for α2A adrenoceptors",1998,Adrian Newman‐Tancredi; Jean‐Paul Nicolas; Valérie Audinot; Samantha Gavaudan; Laurence Verrièle; Manuelle Touzard; C. Chaput; Nelly Richard; Mark J. Millan
10.1016/s0006-8993(98)00527-7,,,Acute iboga alkaloid effects on extracellular serotonin (5-HT) levels in nucleus accumbens and striatum in rats,1998,Daneng Wei; I.M. Maisonneuve; Martin E. Kuehne; S.D. Glick
10.1016/s0091-3057(98)00110-5,,,"Agonist Properties of N,N-Dimethyltryptamine at Serotonin 5-HT2A and 5-HT2C Receptors",1998,Roger Smith
10.1016/s0006-3223(98)00123-1,,,Alterations in serotonergic responsiveness during cocaine withdrawal in rats: similarities to major depression in humans,1998,Michael H. Baumann; Richard B. Rothman
10.1055/s-2007-979350,,,Behavioral Studies of Hallucinogenic Drugs in Animals: Implications for Schizophrenia Research,1998,Mark A. Geyer
10.1046/j.1471-4159.1998.71031289.x,,,"Carrier‐Mediated Release, Transport Rates, and Charge Transfer Induced by Amphetamine, Tyramine, and Dopamine in Mammalian Cells Transfected with the Human Dopamine Transporter",1998,Harald H. Sitte; Sigismund Huck; Harald Reither; Stefan Boehm; E. A. Singer; Christian Pifl
10.1016/s0014-2999(97)01547-1,,,Characterization of 5-HT1A receptor-mediated []GTPγS binding in rat hippocampal membranes,1998,Richard H. Alper; David L. Nelson
10.1016/s0893-133x(98)00027-x,,,"Characterization of the Translocation of Protein Kinase C (PKC) by 3,4-methylenedioxymethamphetamine (MDMA/Ecstasy) in Synaptosomes: Evidence for a Presynaptic Localization Involving the Serotonin Transporter (SERT)",1998,H Kenneth Kramer; Jose C Poblete; Efrain C. Azmitia
10.1038/sj.npp.1395211,,,"Characterization of the Translocation of Protein Kinase C (PKC) by 3,4-methylenedioxymethamphetamine (MDMA/Ecstasy) in Synaptosomes: Evidence for a Presynaptic Localization Involving the Serotonin Transporter (SERT)",1998,H Kenneth Kramer; Jose C Poblete; Efrain C. Azmitia
10.2165/00003495-199855010-00001,,,Combined Opioid-NMDA Antagonist Therapies,1998,Zsuzsanna Wiesenfeld-Hallin
10.1007/s002130050544,,,"Deramciclane, a putative anxiolytic drug, is a serotonin 5-HT 2C receptor inverse agonist but fails to induce 5-HT 2C receptor down-regulation",1998,Esa-Pekka Pälvimäki; Hannu Majasuo; Mikko Kuoppamäki; Pekka T. Männistö; Erkka Syvälahti; Jarmo Hietala
10.1159/000017313,,,Dopamine Receptors and Dopamine Transporter in Brain Function and Addictive Behaviors: Insights from Targeted Mouse Mutants,1998,John Drago; Poolpol Padungchaichot; Domenico Accili; S. Fuchs
10.1016/s0022-3565(24)37818-8,,,Dopamine Transporter Activity in the Substantia Nigra and Striatum Assessed by High-Speed Chronoamperometric Recordings in Brain Slices,1998,Alexander F. Hoffman; Carl R. Lupica; Greg A. Gerhardt
10.1001/archpsyc.55.4.354,,,"Dose-Related Ethanol-like Effects of the NMDA Antagonist, Ketamine, in Recently Detoxified Alcoholics",1998,John H. Krystal; Ismene L. Petrakis; Elizabeth Webb; Ned L. Cooney; Laurence P. Karper; Sheila N. Namanworth; Philip L. Stetson; Louis Trevisan; Dennis S. Charney
10.1016/s0893-133x(98)00037-2,,,Effect of Chronic Serotonin-2 Receptor Agonist or Antagonist Administration on Serotonin-1A Receptor Sensitivity,1998,Johannes Hensler
10.1523/jneurosci.18-23-09716.1998,,,Effect of Nitrous Oxide on Excitatory and Inhibitory Synaptic Transmission in Hippocampal Cultures,1998,Steven Mennerick; Vesna Jevtović‐Todorović; Slobodan M. Todorovic; Weixing Shen; John W. Olney; Charles F. Zorumski
10.1124/mol.54.1.94,,,Effector Pathway-Dependent Relative Efficacy at Serotonin Type 2A and 2C Receptors: Evidence for Agonist-Directed Trafficking of Receptor Stimulus,1998,Kelly A. Berg; Saul Maayani; Joseph Goldfarb; Clare Scaramellini; Paul Leff; William P. Clarke
10.1016/s0893-133x(97)00164-4,,,Effects of Hallucinogens on Locomotor and Investigatory Activity and Patterns: Influence of 5-HT2A and 5-HT2C Receptors,1998,Kirsten Krebs-Thomson
10.1016/s0091-3057(97)00436-x,,,"Effects of LSD, Ritanserin, 8-OH-DPAT, and Lisuride on Classical Conditioning in the Rabbit",1998,Scott Welsh
10.1002/(sici)1098-2396(199806)29:2<142::aid-syn5>3.0.co;2-7,,,Effects of NMDA antagonism on striatal dopamine release in healthy subjects: Application of a novel PET approach,1998,Alan Breier; Caleb M. Adler; Neil Weisenfeld; Tung‐Ping Su; Igor Elman; Lisa Picken; Anil K. Malhotra; David Pickar
10.1007/bf03013245,,,Epidural ketamine for postoperative analgesia,1998,Alan N. Sandler; Roger Schmid; Joel Katz
10.1111/j.1600-0773.1998.tb01410.x,,,Evidence for Functional Interactions between 5‐HT<sub>1A</sub>and 5‐HT<sub>2A</sub>Receptors in Rat Thermoregulatory Mechanisms,1998,Peter Salmi; Sven Ahlénius
10.1016/s0006-8993(98)00546-0,,,Gender differences in kappa-opioid modulation of cocaine-induced behavior and NMDA-evoked dopamine release,1998,Henry Sershen; Audrey Hashim; Ábel Lajtha
10.1016/s0893-133x(97)00092-4,,,Glutamate Modulation of Dopamine Measured in Vivo with Positron Emission Tomography (PET) and 11C-Raclopride in Normal Human Subjects,1998,Geoffrey Smith
10.1080/02791072.1998.10399711,,,"Hallucinogens, Serotonin and Obsessive-Compulsive Disorder",1998,Pedro L. Delgado; Francisco Moreno
10.1016/s0006-8993(98)00207-8,,,Ibogaine acts at the nicotinic acetylcholine receptor to inhibit catecholamine release1Published on the World Wide Web on 8 May 1998.1,1998,Stephanie J. Mah; Yuming Tang; Pauline E Liauw; Jean E Nagel; Allan S. Schneider
10.1002/(sici)1098-2396(199806)29:2<183::aid-syn9>3.0.co;2-3,,,In vivo detection of short- and long-term MDMA neurotoxicity?a positron emission tomography study in the living baboon brain,1998,Ursula Scheffel; Zsolt Szabó; William B. Mathews; Paige Finley; Robert F. Dannals; Hayden T. Ravert; Katalina Szabo; Jie Yuan; George A. Ricaurte
10.1007/s002130050503,,,Interactive effects of subanesthetic ketamine and subhypnotic lorazepam in humans,1998,John Krystal; Laurence P. Karper; Alexandre Bennett; D. Cyril D'Souza; Anissa Abi‐Dargham; Kristen Morrissey; Danielle Abi‐Saab; J. Douglas Bremner; Malcolm B. Bowers; Raymond F. Suckow
10.1016/s0006-8993(97)01396-6,,,"Intraplantar injection of dextrorphan, ketamine or memantine attenuates formalin-induced behaviors",1998,Elyad Davidson; Susan M. Carlton
10.1016/s0376-8716(97)00163-4,,,Investigation of hallucinogenic and related β-carbolines,1998,Brian Grella; Maƚgorzata Dukat; Richard Young; Milt Teitler; Katharine Herrick-Davis; Colleen B. Gauthier; Richard A. Glennon
10.1016/s0940-2993(98)80041-9,,,"Investigation on possible antioxidative properties of the NMDA-receptor antagonists ketamine, memantine, and amantadine in comparison to nicanartine in vitro",1998,Amelie Lupp; Steffen Kerst; E. Karge; G. Quack; W Klinger
10.1097/00000539-199811000-00039,,,Ketamine,1998,Rainer Kohrs; Marcel E. Durieux
10.1213/00000539-199811000-00039,,,Ketamine,1998,Rainer Kohrs; Marcel E. Durieux
10.1046/j.1471-4159.1998.71010258.x,,,Lobeline Displaces [<sup>3</sup>H]Dihydrotetrabenazine Binding and Releases [<sup>3</sup>H]Dopamine from Rat Striatal Synaptic Vesicles: Comparison with <i>d</i>‐Amphetamine,1998,Lihong Teng; Peter A. Crooks; Linda P. Dwoskin
10.1523/jneurosci.18-06-01979.1998,,,Mechanisms of Amphetamine Action Revealed in Mice Lacking the Dopamine Transporter,1998,Sara R. Jones; Raul R. Gainetdinov; R. Mark Wightman; Marc G. Caron
10.1021/jm980156y,,,"Modified Ibogaine Fragments:  Synthesis and Preliminary Pharmacological Characterization of 3-Ethyl-5-phenyl-1,2,3,4,5,6-hexahydroazepino[4,5-<i>b</i>]benzothiophenes",1998,Simon M. N. Efange; Deborah C. Mash; Anil B. Khare; Quinjie Ouyang
10.1007/s004240050543,,,Modulation of respiratory rhythm by 5-HT in the brainstem-spinal cord preparation from newborn rat,1998,Hiroshi Onimaru; Atsushi Shamoto; Ikuo Homma
10.1016/s0376-8716(98)00068-4,,,Neurotransmitter transporters as molecular targets for addictive drugs,1998,Susan Amara; Mark S. Sonders
10.1097/00001756-199801050-00022,,,Noribogaine stimulates naloxone-sensitive [35S]GTPγS binding,1998,John Pablo; Deborah C. Mash
10.1073/pnas.95.22.13260,,,Patch-clamp and amperometric recordings from norepinephrine transporters: Channel activity and voltage-dependent uptake,1998,Aurelio Galli; Randy Blakely; Louis J. DeFelice
10.1111/j.1749-6632.1998.tb10180.x,,,Pleiotropic Behavior of 5‐HT<sub>2A</sub> and 5‐HT<sub>2C</sub> Receptor Agonists,1998,Kelly A. Berg; William P. Clarke; Saul Maayani; Joseph Goldfarb
10.1016/s0022-3565(24)37287-8,,,Protein Kinase C Inhibitors Block Amphetamine-Mediated Dopamine Release in Rat Striatal Slices,1998,Lana Kantor; Margaret E. Gnegy
10.1097/00001756-199812010-00024,,,Psilocybin induces schizophrenia-like psychosis in humans via a serotonin-2 agonist action,1998,Franz X. Vollenweider; M. F. I. Vollenweider-Scherpenhuyzen; Andreas Bäbler; Helen Vogel; Daniel Hell
10.1523/jneurosci.18-20-08417.1998,,,"Reduced Striatal Dopamine Transporter Density in Abstinent Methamphetamine and Methcathinone Users: Evidence from Positron Emission Tomography Studies with [<sup>11</sup>C]WIN-35,428",1998,Una D. McCann; Dean F. Wong; Fuji Yokoi; Victor L. Villemagne; Robert F. Dannals; George A. Ricaurte
10.1016/s0006-3223(98)00124-3,,,Regulated phosphorylation and trafficking of antidepressant-sensitive serotonin transporter proteins,1998,Randy Blakely; Sammanda Ramamoorthy; Sally Schroeter; Yan Qian; Subramaniam Apparsundaram; Aurelio Galli; Louis J. DeFelice
10.1046/j.1471-4159.1998.70051941.x,,,"Relationships Between the Catechol Substrate Binding Site and Amphetamine, Cocaine, and Mazindol Binding Sites in a Kinetic Model of the Striatal Transporter of Dopamine In Vitro",1998,Hollie Wayment; Susan M. Meiergerd; James O. Schenk
10.1097/00008877-199807000-00005,,,"Role of 5-HT1B, 5-HT2A and 5-HT2c receptors in the generalization of 5-HT receptor agonists to the ethanol cue in the rat",1998,S. Maurel; Robert D. Schreiber; Jean De Vry
10.1016/s0893-133x(97)00127-9,,,Serotonergic Agents That Activate 5HT2A Receptors Prevent NMDA Antagonist Neurotoxicity,1998,Nuri B. Farber
10.1016/s0006-8993(97)01267-5,,,Serotonin 5-HT2C agonists selectively inhibit morphine-induced dopamine efflux in the nucleus accumbens,1998,David L. Willins; Herbert Y. Meltzer
10.1016/s0006-8993(98)00746-x,,,Serotonin 5-HT2c agonists mimic the effect of light pulses on circadian rhythms,1998,David J. Kennaway; Robert W. Moyer
10.1016/s0306-4522(97)00444-2,,,Serotonin transporter messenger RNA in the developing rat brain: early expression in serotonergic neurons and transient expression in non-serotonergic neurons,1998,Stefan R. Hansson; Éva Mezey; Beth J. Hoffman
10.1021/jm980076u,,,Substituted Naphthofurans as Hallucinogenic Phenethylamine−Ergoline Hybrid Molecules with Unexpected Muscarinic Antagonist Activity,1998,Aaron Monte; Danuta Marona‐Lewicka; Mechelle M. Lewis; Richard B. Mailman; David B. Wainscott; David L. Nelson; David E. Nichols
10.1016/s0026-895x(24)13059-3,,,The Caenorhabditis elegans GeneT23G5.5 Encodes an Antidepressant- and Cocaine-Sensitive Dopamine Transporter,1998,Lankupalle D. Jayanthi; Subramaniam Apparsundaram; Maureen Malone; E. R. Ward; David M. Miller; Mark Eppler; Randy Blakely
10.1016/s0304-3959(97)00189-9,,,The NMDA-receptor antagonist ketamine abolishes neuropathic pain after epidural administration in a clinical case,1998,Hidenori Takahashi; Miyuki Miyazaki; Takashi Nanbu; H Yanagida; Shigeho Morita
10.1007/s002130050620,,,"The effects of low dose ketamine on sensory gating, neuroendocrine secretion and behavior in healthy human subjects",1998,Bart N.M. van Berckel; Bob Oranje; Jan M. van Ree; M.N. Verbaten; R.S. Kahn
10.1016/s0149-7634(98)00024-4,,,The elevated T-maze as an experimental model of anxiety,1998,Frederico Guilherme Graeff; Cristina Ferreira Netto; Hélio Zangrossi
10.1007/s002130050526,,,The role of 5-HT receptor subtypes in the anxiolytic effects of selective serotonin reuptake inhibitors in the rat ultrasonic vocalization test,1998,Robert D. Schreiber; Christophe Melon; Jean De Vry
10.1046/j.1471-4159.1997.68052186.x,,,A Naturally Occurring Amino Acid Substitution of the Human Serotonin 5‐HT<sub>2A</sub> Receptor Influences Amplitude and Timing of Intracellular Calcium Mobilization,1997,Norio Ozaki; Husseini K. Manji; Victoria Lubierman; Sha Jia Lu; Jaakko Lappalainen; Norman E. Rosenthal; David Goldman
10.1523/jneurosci.17-08-02921.1997,,,Activation of Glutamatergic Neurotransmission by Ketamine: A Novel Step in the Pathway from NMDA Receptor Blockade to Dopaminergic and Cognitive Disruptions Associated with the Prefrontal Cortex,1997,Bita Moghaddam; Barbara W. Adams; Anita Verma; Darron A. Daly
10.1002/(sici)1520-6394(1997)5:1<29::aid-da5>3.0.co;2-0,,,"Acute effects of ketamine in the holeboard, the elevated-plus maze, and the social interaction test in Wistar rats",1997,J. Silvestre; Roser Nadal; M. Pallar�s; N. Ferr�
10.1016/s0304-3959(96)03290-3,,,Antinociceptive effects of NMDA and non-NMDA receptor antagonists in the tail flick test in mice,1997,Kabirullah Lutfy; Sui Xiong Cai; Richard M. Woodward; Eckard Weber
10.1016/s0006-3223(96)00546-x,,,Clozapine Blunts N-Methyl-d-Aspartate Antagonist-Induced Psychosis: A Study with Ketamine,1997,Anil K. Malhotra; Caleb M. Adler; Sasha D. Kennison; Igor Elman; David Pickar; Alan Breier
10.1016/s0006-8993(97)00316-8,,,DOI disrupts prepulse inhibition of startle in rats via 5-HT2A receptors in the ventral pallidum,1997,T. E. Sipes; Mark A. Geyer
10.1002/mrm.1910380306,,,"Detection of dopaminergic neurotransmitter activity using pharmacologic MRI: Correlation with PET, microdialysis, and behavioral data",1997,Yin Ching I. Chen; Wendy R. Galpern; Anna‐Liisa Brownell; Russell T. Matthews; Mikhail Bogdanov; Ole Isacson; John R. Keltner; M. Flint Beal; Bruce R. Rosen; Bruce G. Jenkins
10.1016/s0006-8993(97)00255-2,,,"Differential effects of single and repeated ketamine administration on dopamine, serotonin and GABA transmission in rat medial prefrontal cortex",1997,Nils Lindefors; Sapeeda Barati; William T. O’Connor
10.1016/s0924-977x(96)00042-9,,,Differential psychopathology and patterns of cerebral glucose utilisation produced by (S)- and (R)-ketamine in healthy volunteers using positron emission tomography (PET),1997,Franz X. Vollenweider; Klaus L. Leenders; I. Øye; Daniel Hell; Jules Angst
10.1021/jm970219x,,,Dihydrobenzofuran Analogues of Hallucinogens. 4. Mescaline Derivatives,1997,Aaron Monte; Steve R. Waldman; Danuta Marona‐Lewicka; David B. Wainscott; David L. Nelson; Elaine Sanders‐Bush; David E. Nichols
10.1016/s0022-3565(24)36840-5,,,Direct Injection of 5-HT2A Receptor Agonists into the Medial Prefrontal Cortex Produces a Head-Twitch Response in Rats,1997,David L. Willins; Herbert Y. Meltzer
10.1523/jneurosci.17-07-02295.1997,,,Distribution of Brain-Derived Neurotrophic Factor (BDNF) Protein and mRNA in the Normal Adult Rat CNS: Evidence for Anterograde Axonal Transport,1997,J. M. Conner; Julie C. Lauterborn; Qiao Yan; Christine M. Gall; S Varon
10.1016/s0304-3940(97)00768-4,,,Dopamine transporter mRNA is up-regulated in the substantia nigra and the ventral tegmental area of amphetamine-sensitized rats,1997,Paul D. Shilling; John R. Kelsoe; David S. Segal
10.1016/s0006-8993(96)01461-8,,,"Effects of ibogaine and noribogaine on the antinociceptive action of μ-, δ- and κ-opioid receptor agonists in mice",1997,Hemendra N. Bhargava; Ying‐Jun Cao; Guomin Zhao
10.1016/s0022-3565(24)36427-4,,,Efficacy of Spinal NMDA Receptor Antagonism in Formalin Hyperalgesia and Nerve Injury Evoked Allodynia in the Rat,1997,Sandra R. Chaplan; Annika B. Malmberg; Tony L. Yaksh
10.1016/s0014-2999(97)00072-1,,,Excitatory amino acid receptor involvement in peripheral nociceptive transmission in rats,1997,Nada Lawand; William D. Willis; Karin N. Westlund
10.1016/s0169-328x(97)00136-8,,,Expression of dopamine transporter and vesicular monoamine transporter 2 mRNAs in rat midbrain after repeated amphetamine administration,1997,Wenxiao Lu; Marina E. Wolf
10.1212/wnl.48.5.1212,,,High‐dose oral dextromethorphan versus placebo in painful diabetic neuropathy and postherpetic neuralgia,1997,Kristine A. Nelson; Karen M. Park; Elaine Robinovitz; Constantine Tsigos; Mitchell B. Max
10.1016/s0893-133x(96)00194-7,,,Impulsive Aggression in Personality Disorder Correlates with Platelet 5-HT2A Receptor Binding,1997,Emil F. Coccaro
10.1016/s0028-3908(97)00035-x,,,In Vivo Electrophysiological Characterization of 5-HT Receptors in the Guinea Pig Head of Caudate Nucleus and Orbitofrontal Cortex,1997,Mostafa El Mansari; Pierre Blier
10.1016/s0304-3959(97)00006-7,,,"Ketamine, an NMDA receptor antagonist, suppresses spatial and temporal properties of burn-induced secondary hyperalgesia in man: a double-blind, cross-over comparison with morphine and placebo",1997,Torhild Warncke; Audun Stubhaug; Ellen Jørum
10.1016/s0893-133x(97)00036-5,,,Ketamine-Induced Exacerbation of Psychotic Symptoms and Cognitive Impairment in Neuroleptic-Free Schizophrenics,1997,Anil K. Malhotra
10.1016/s0896-6273(00)80419-5,,,Knockout of the Vesicular Monoamine Transporter 2 Gene Results in Neonatal Death and Supersensitivity to Cocaine and Amphetamine,1997,Yan-Min Wang; Raul R. Gainetdinov; Fabio Fumagalli; Fei Xu; Sara R. Jones; Cheryl B. Bock; Gary W. Miller; R. Mark Wightman; Marc G. Caron
10.1016/s0304-3940(97)00263-2,,,"Local treatment with the N-methyl-d-aspartate receptor antagonist ketamine, inhibit development of secondary hyperalgesia in man by a peripheral action",1997,Torhild Warncke; Ellen Jørum; Audun Stubhaug
10.1111/j.1399-6576.1997.tb04854.x,,,Mapping of punctuate hyperalgesia around a surgical incision demonstrates that ketamine is a powerful suppressor of central sensitization to pain following surgery,1997,Audun Stubhaug; Harald Breivik; Per Kristian Eide; M. KREUNEN; A. Foss
10.1016/s0006-8993(97)00583-0,,,Mobilization of arachidonate and docosahexaenoate by stimulation of the 5-HT2A receptor in rat C6 glioma cells,1997,Martha C. Garcia; Hee‐Yong Kim
10.1523/jneurosci.17-03-00960.1997,,,Multiple Ionic Conductances of the Human Dopamine Transporter: The Actions of Dopamine and Psychostimulants,1997,Mark S. Sonders; Si-Jia Zhu; Nancy R. Zahniser; Michael P. Kavanaugh; Susan Amara
10.1097/00000542-199704000-00021,,,Multiple Mechanisms of Ketamine Blockade of N-methyl-D-aspartate Receptors,1997,Beverley A. Orser; Peter Pennefather; John F. MacDonald
10.1111/j.1399-6576.1997.tb04624.x,,,NMDA receptor antagonists: interactions with opioids,1997,Anthony H. Dickenson
10.1016/s0014-2999(97)01116-3,,,"Norketamine, the main metabolite of ketamine, is a non-competitive NMDA receptor antagonist in the rat cortex and spinal cord",1997,Bjarke Ebert; Søren Mikkelsen; Christian Thorkildsen; Finn Molke Borgbjerg
10.1016/s0022-3565(24)36843-0,,,Pharmacological Characterization of In Vivo Properties of Putative Mixed 5-HT1AAgonist/5-HT2A/2C Antagonist Anxiolytics. II. Drug Discrimination and Behavioral Observation Studies in Rats,1997,Mark S. Kleven; Marie‐Bernadette Assié; Wouter Koek
10.1007/s002590050191,,,Pharmacological effects of dopaminergic drugs on in vivo binding of [ 99m Tc]TRODAT-1 to the central dopamine transporters in rats,1997,S. Dresel; Mei‐Ping Kung; Karl Plößl; Sanath K. Meegalla; Hank F. Kung
10.1523/jneurosci.17-05-01710.1997,,,Pharmacology and Distribution of Norepinephrine Transporters in the Human Locus Coeruleus and Raphe Nuclei,1997,Gregory A. Ordway; Craig A. Stockmeier; Garrick W. Cason; Violetta Klimek
10.1016/s0165-1781(96)03046-6,,,Platelet serotonergic indices in major depression: up-regulation of 5-HT2A receptors unchanged by antidepressant treatment,1997,Pavel D. Hrdina; David Bakish; Arun Ravindran; Jerzy Chudzik; Patrizia Cavazzoni; Y.D. Lapierre
10.1523/jneurosci.17-09-03254.1997,,,Repeated Cocaine Modifies the Mechanism by which Amphetamine Releases Dopamine,1997,R. Christopher Pierce; Peter W. Kalivas
10.1016/s0091-3057(97)00057-9,,,Role of 5-HT2A and 5-HT2C Receptor Subtypes in the Two Types of Fear Generated by the Elevated T-Maze,1997,Paula O. Mora; Cristina Ferreira Netto; Frederico Guilherme Graeff
