# Deterministic prescreen retained queue for mechanistic generated at 2026-05-18T02:28:36.685857+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1016/j.drugalcdep.2021.109261,,,"Ulotaront, a novel TAAR1 agonist with 5-HT1A agonist activity, lacks abuse liability and attenuates cocaine cue-induced relapse in rats",2021,Colleen Synan; Carrie Bowen; David J. Heal; Christelle Froger-Colléaux; Patrick M. Beardsley; Nina Dedic; Seth C. Hopkins; Una Campbell; Kenneth S. Koblan,Drug and Alcohol Dependence,journal-article,,2021-12-30,0376-8716,1879-0046,Elsevier BV,"Animals | Cocaine | Cues | Dose-Response Relationship, Drug | Extinction, Psychological | Female | Male | Rats | Receptors, G-Protein-Coupled | Recurrence | Self Administration | Serotonin 5-HT1 Receptor Agonists / pharmacology | Trace Amine-Associated Receptors",Amphetamine | Cocaine | Heroin | Recreational abuse | Schizophrenia | Ulotaront,,,,,,,eng,
10.1016/j.ejmech.2013.05.027,,,Synthesis and pharmacological evaluation of new N-phenylpiperazine derivatives designed as homologues of the antipsychotic lead compound LASSBio-579,2013,Thais E.T. Pompeu; Fernando R.S. Alves; Carolina D.M. Figueiredo; Camila B. Antonio; Vivian Herzfeldt; Bruna C. Moura; Stela M.K. Rates; Eliezer J. Barreiro; Carlos A.M. Fraga; François Noël,European Journal of Medicinal Chemistry,journal-article,,2013-05-30,0223-5234,1768-3254,Elsevier BV,"Animals | Antipsychotic Agents / chemical synthesis | Antipsychotic Agents / chemistry | Antipsychotic Agents / pharmacology | Antipsychotic Agents / therapeutic use | Behavior, Animal / drug effects | Chemistry Techniques, Synthetic | Dose-Response Relationship, Drug | Drug Design | Locomotion / drug effects | Male | Mice | Piperazines / chemical synthesis | Piperazines / chemistry | Piperazines / pharmacology | Piperazines / therapeutic use | Receptor, Serotonin, 5-HT2A / metabolism | Schizophrenia / drug therapy | Schizophrenia / metabolism | Schizophrenia / physiopathology",5-HT(2A) | Antipsychotics | Homologation | LASSBio-579 | N-Phenylpiperazine | Schizophrenia,,,,,,,eng,
10.1016/j.ejphar.2006.09.038,,,"Interactions between 3,4-methylenedioxymethamphetamine and σ1 receptors",2006,Matthew K. Brammer; Deborah L. Gilmore; Rae R. Matsumoto,European Journal of Pharmacology,journal-article,,2006-09-29,0014-2999,1879-0712,Elsevier BV,"Animals | Behavior, Animal / drug effects | Binding, Competitive / drug effects | Central Nervous System Stimulants / pharmacology | Dopamine Plasma Membrane Transport Proteins / metabolism | Dose-Response Relationship, Drug | Hallucinogens / pharmacology | Male | Mice | Motor Activity / drug effects | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Piperazines / pharmacology | Protein Binding / drug effects | Radioligand Assay | Rats | Rats, Sprague-Dawley | Receptors, sigma / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism | Sigma-1 Receptor",,NIDA NIH HHS,R01 DA011979 | R01 DA013978 | DA11979 | DA13978,,,,,eng,
10.1016/j.ejphar.2007.11.047,,,Behavioral effects of amphetamine in streptozotocin-treated rats,2007,Rajkumar J. Sevak; Wouter Koek; Lynette C. Daws; William Anthony Owens; Aurelio Galli; Charles P. France,European Journal of Pharmacology,journal-article,,2007-12-05,0014-2999,1879-0712,Elsevier BV,"Amphetamine / pharmacology | Animals | Behavior, Animal / drug effects | Blood Glucose / analysis | Body Weight | Conditioning, Psychological / drug effects | Diabetes Mellitus, Experimental / psychology | Dopamine / physiology | Dopamine Plasma Membrane Transport Proteins / physiology | Male | Motor Activity / drug effects | Rats | Rats, Sprague-Dawley | Streptozocin",,NIDA NIH HHS,K05 DA017918 | R01 DA014684 | DA17918 | DA14684,,,,,eng,
10.1016/j.euroneuro.2018.01.005,,,Can we increase the speed and efficacy of antidepressant treatments? Part II. Glutamatergic and RNA interference strategies,2018,F. Artigas; P. Celada; A. Bortolozzi,European Neuropsychopharmacology,journal-article,,2018-03-08,0924-977X,1873-7862,Elsevier BV,Animals | Antidepressive Agents / pharmacology | Antidepressive Agents / therapeutic use | Major Depressive Disorder / drug therapy | Major Depressive Disorder / metabolism | Excitatory Amino Acid Agents / pharmacology | Excitatory Amino Acid Agents / therapeutic use | Glutamic Acid / metabolism | Humans | MicroRNAs / metabolism | RNA Interference,Ketamine | Prefrontal cortex | RNA interference | Small interfering RNA | microRNA,,,,,,,eng,
10.1016/j.gca.2016.08.019,,,Enhanced availability of mercury bound to dissolved organic matter for methylation in marine sediments,2016,Nashaat M. Mazrui; Sofi Jonsson; Sravan Thota; Jing Zhao; Robert P. Mason,Geochimica et Cosmochimica Acta,journal-article,,2016-08-31,0016-7037,1872-9533,Elsevier BV,,,NIEHS NIH HHS,P42 ES007373,,,,,eng,
10.1016/j.jocn.2007.11.007,,,Antidepressants modulate the in vitro inhibitory effects of propofol and ketamine on norepinephrine and serotonin transporter function,2008,Yejun Zhao; Lena Sun,Journal of Clinical Neuroscience,journal-article,,2008-09-24,0967-5868,1532-2653,Elsevier BV,"Analgesics / pharmacology | Analysis of Variance | Antidepressive Agents / pharmacology | Cell Line, Transformed | Dose-Response Relationship, Drug | Epistasis, Genetic | Humans | Ketamine / pharmacology | Norepinephrine | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Propofol / pharmacology | Serotonin | Serotonin Plasma Membrane Transport Proteins / metabolism | Transfection / methods | Tritium / metabolism",,NIGMS NIH HHS | NIDA NIH HHS,K08 GM067856 | R01 DA012962 | R01 DA12962,,,,,eng,
10.1016/j.neubiorev.2015.08.016,,,"The prosocial effects of 3,4-methylenedioxymethamphetamine (MDMA): Controlled studies in humans and laboratory animals",2015,Philip Kamilar-Britt; Gillinder Bedi,Neuroscience & Biobehavioral Reviews,journal-article,,2015-09-25,0149-7634,1873-7528,Elsevier BV,"Animals | Humans | Interpersonal Relations | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Social Behavior",Ecstasy | Empathy | MDMA | Molly | Prosocial | Sociability | Social reward | Social threat,NIDA NIH HHS,K23 DA034877 | R03 DA029679 | DA029679 | DA034877,,,,,eng,
10.1016/j.neulet.2013.07.053,,,"Independent of 5-HT1A receptors, neurons in the paraventricular hypothalamus mediate ACTH responses from MDMA",2013,Dmitry V. Zaretsky; Maria V. Zaretskaia; Joseph A. DiMicco; Pamela J. Durant; Christian T. Ross; Daniel E. Rusyniak,Neuroscience Letters,journal-article,,2013-08-08,0304-3940,1872-7972,Elsevier BV,"Adrenocorticotropic Hormone / blood | Animals | Male | Microinjections | Muscimol / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Neurons / drug effects | Neurons / metabolism | Paraventricular Hypothalamic Nucleus / drug effects | Paraventricular Hypothalamic Nucleus / metabolism | Piperazines / pharmacology | Pyridines / pharmacology | Rats | Rats, Sprague-Dawley | Receptor, Serotonin, 5-HT1A / physiology | Serotonin 5-HT1 Receptor Antagonists / pharmacology | Serotonin Agents / pharmacology","3,4-methylenedioxymethamphetamine | 5-HT1A | ACTH | Adrenocorticotropic hormone | Amphetamine | HPA | MDMA | PVH | Paraventricular hypothalamus | Serotonin 1a receptors | WAY | WAY-100635 | aCSF | adrenocorticotropin releasing hormone | artificial cerebrospinal fluid | hypothalamic–pituitary–adrenal axis | paraventricular hypothalamus | serotonin-1a receptors",NIDA NIH HHS | NCRR NIH HHS,R01 DA026867 | R01DA026867 | C06 RR015481-010,,,,,eng,
10.1016/j.neuro.2016.04.020,,,Neurotoxicity screening of (illicit) drugs using novel methods for analysis of microelectrode array (MEA) recordings,2016,L. Hondebrink; A.H.A. Verboven; W.S. Drega; S. Schmeink; M.W.G.D.M. de Groot; R.G.D.M. van Kleef; F.M.J. Wijnolts; A. de Groot; J. Meulenbelt; R.H.S. Westerink,NeuroToxicology,journal-article,,2016-05-02,0161-813X,1872-9711,Elsevier BV,"6-Cyano-7-nitroquinoxaline-2,3-dione / pharmacology | Action Potentials / drug effects | Animals | Animals, Newborn | Astrocytes / drug effects | Cerebral Cortex / cytology | Dizocilpine Maleate / pharmacology | Drug Evaluation, Preclinical / methods | Excitatory Amino Acid Antagonists / pharmacology | GABA Agents / pharmacology | GABA Plasma Membrane Transport Proteins / metabolism | Glial Fibrillary Acidic Protein / metabolism | Illicit Drugs / toxicity | Microelectrodes | Neurons / drug effects | Rats | Rats, Wistar | Time Factors | Tyrosine 3-Monooxygenase / metabolism | Vesicular Glutamate Transport Protein 1 / metabolism",Analysis strategy | Characterisation | Illicit drugs | Integrated testing strategy | Neurotoxicity screening,,,,,,,eng,
10.1016/j.neuroimage.2020.117189,,,Generative modelling of the thalamo-cortical circuit mechanisms underlying the neurophysiological effects of ketamine,2020,Alexander D Shaw; Suresh D Muthukumaraswamy; Neeraj Saxena; Rachael L Sumner; Natalie E Adams; Rosalyn J Moran; Krish D Singh,NeuroImage,journal-article,,2020-07-22,1053-8119,1095-9572,Elsevier BV,"Adolescent | Adult | Brain Waves / drug effects | Brain Waves / physiology | Cerebral Cortex / drug effects | Cerebral Cortex / physiology | Excitatory Amino Acid Antagonists / pharmacology | Humans | Interneurons / drug effects | Interneurons / physiology | Ketamine / pharmacology | Magnetic Resonance Imaging | Magnetoencephalography | Male | Middle Aged | Models, Biological | Pattern Recognition, Visual / drug effects | Pattern Recognition, Visual / physiology | Pyramidal Cells / drug effects | Pyramidal Cells / physiology | Thalamus / drug effects | Thalamus / physiology | Young Adult",DCM | MEG | Neural mass | Neurophysiological modelling | Oscillations | ketamine,Medical Research Council | Wellcome Trust,MR/K005464/1 | 104943/Z/14/Z,,,,,eng,
10.1016/j.neuropharm.2007.10.019,,,Brown adipose tissue sympathetic nerve activity is potentiated by activation of 5-hydroxytryptamine (5-HT)1A/5-HT7 receptors in the rat spinal cord,2007,C.J. Madden; S.F. Morrison,Neuropharmacology,journal-article,,2007-11-06,0028-3908,1873-7064,Elsevier BV,"8-Hydroxy-2-(di-n-propylamino)tetralin / pharmacology | Action Potentials / drug effects | Adipose Tissue, Brown / drug effects | Adipose Tissue, Brown / physiology | Analysis of Variance | Animals | Blood Pressure / drug effects | Drug Interactions | Excitatory Amino Acid Agonists / pharmacology | Heart Rate / drug effects | Male | N-Methylaspartate / pharmacology | Rats | Rats, Sprague-Dawley | Receptor, Serotonin, 5-HT1A / physiology | Receptors, Serotonin / physiology | Serotonin / pharmacology | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology | Spinal Cord / metabolism | Sympathetic Nervous System / drug effects | Sympathetic Nervous System / physiology | Temperature",,NIDDK NIH HHS | NINDS NIH HHS,DK065401 | F32 DK065401 | R01 NS040987 | DK57838 | NS40987,,,,,eng,
10.1016/j.neuropharm.2011.01.025,,,Implication of 5-HT2B receptors in the serotonin syndrome,2011,Silvina Laura Diaz; Luc Maroteaux,Neuropharmacology,journal-article,,2011-01-27,0028-3908,1873-7064,Elsevier BV,"5-Hydroxytryptophan / administration & dosage | 5-Hydroxytryptophan / toxicity | Animals | Behavior, Animal / drug effects | Depression / chemically induced | Depression / etiology | Depression / metabolism | Dose-Response Relationship, Drug | Exploratory Behavior / drug effects | Male | Mice | Mice, 129 Strain | Mice, Transgenic | Motor Activity / drug effects | Pyrimidines / toxicity | Random Allocation | Receptor, Serotonin, 5-HT1B / chemistry | Receptor, Serotonin, 5-HT2B / chemistry | Receptor, Serotonin, 5-HT2B / genetics | Receptor, Serotonin, 5-HT2B / physiology | Serotonin / blood | Serotonin 5-HT1 Receptor Agonists / therapeutic use | Serotonin 5-HT2 Receptor Agonists / therapeutic use | Serotonin 5-HT2 Receptor Antagonists / toxicity | Serotonin Receptor Agonists / toxicity | Serotonin Syndrome / blood | Serotonin Syndrome / drug therapy | Serotonin Syndrome / metabolism | Serotonin Syndrome / physiopathology | Selective Serotonin Reuptake Inhibitors / administration & dosage | Selective Serotonin Reuptake Inhibitors / toxicity",,,,,,,,eng,
10.1016/j.neuropharm.2017.04.035,,,Neuropharmacological characterization of the new psychoactive substance methoxetamine,2017,Laura Hondebrink; Emma E.J. Kasteel; Anke M. Tukker; Fiona M.J. Wijnolts; Anouk H.A. Verboven; Remco H.S. Westerink,Neuropharmacology,journal-article,,2017-04-25,0028-3908,1873-7064,Elsevier BV,"Animals | Calcium / metabolism | Calcium Channels / metabolism | Carrier Proteins / drug effects | Carrier Proteins / metabolism | Cations, Divalent / metabolism | Cell Line, Tumor | Cells, Cultured | Cerebral Cortex / drug effects | Cerebral Cortex / physiology | Coculture Techniques | Cyclohexanones / pharmacology | Cyclohexylamines / pharmacology | Glutamic Acid / metabolism | Glycerol Kinase | HEK293 Cells | Humans | Induced Pluripotent Stem Cells / drug effects | Induced Pluripotent Stem Cells / physiology | Ketamine / analogs & derivatives | Ketamine / pharmacology | Neurons / drug effects | Neurons / physiology | Psychotropic Drugs / pharmacology | Rats, Wistar | Vesicular Monoamine Transport Proteins / metabolism",Glutamatergic neurotransmission | Human induced pluripotent stem cell-derived neurons | Ketamine | Ketamine (PubChem CID: 44632368) | Methoxetamine | Methoxetamine (PubChem CID: 52911279) | Monoamine transporters | Neuronal electrical activity,"National Centre for the Replacement, Refinement and Reduction of Animals in Research",NC/C014104/1 | NC/C014202/1,,,,,eng,
10.1016/j.neuropharm.2018.11.034,,,Pharmacological classification of centrally acting drugs using EEG in freely moving rats: an old tool to identify new atypical dopamine uptake inhibitors,2018,Claudio Zanettini; Alessandro Scaglione; Jacqueline D. Keighron; JoLynn B. Giancola; Shih-Chieh Lin; Amy H. Newman; Gianluigi Tanda,Neuropharmacology,journal-article,,2018-11-24,0028-3908,1873-7064,Elsevier BV,"Animals | Central Nervous System Agents / pharmacology | Cocaine / pharmacology | Dopamine Uptake Inhibitors / pharmacology | Dose-Response Relationship, Drug | Drug Discovery | Electroencephalography / drug effects | Heroin / pharmacology | Ketamine / pharmacology | Male | Methylphenidate / pharmacology | Modafinil / pharmacology | Morphine / pharmacology | Naltrexone / pharmacology | Narcotic Antagonists / pharmacology | Narcotics / pharmacology | Rats | Rats, Sprague-Dawley | Receptors, Opioid, mu / agonists",Cocaine | DAT inhibitors | EEG | Heroin | In vivo | JHW007 | Ketamine | Modafinil | Morphine | Opioids,Intramural NIH HHS,Z01 DA000389 | ZIA DA000389 | ZIA DA000611,,,,,eng,
10.1016/j.neuropharm.2025.110758,,,Repeated administration of the synthetic cannabinoid AKB48 induces serotonergic neuroadaptation in male and female mice: behavioural and immunohistochemical evidence,2025,Giorgia Corli; Fabrizio De Luca; Sabrine Bilel; Marta Bassi; Elisa Roda; Rosa Maria Gaudio; Liana Fattore; Carlo Alessandro Locatelli; Matteo Marti,Neuropharmacology,journal-article,,2025-11-05,0028-3908,1873-7064,Elsevier BV,"Animals | Male | Female | Mice | Cannabinoids / pharmacology | Cannabinoids / administration & dosage | Receptor, Serotonin, 5-HT2A / metabolism | Serotonin Plasma Membrane Transport Proteins / metabolism | Neuronal Plasticity / drug effects | Cerebellum / drug effects | Cerebellum / metabolism | Cerebral Cortex / drug effects | Cerebral Cortex / metabolism | Hallucinogens / pharmacology | Hallucinogens / administration & dosage | Mice, Inbred C57BL | Serotonin / metabolism",25I-NBOMe (PubChem CID: 10251906) | 2C-I (PubChem CID: 10267191) | 5-HT(2A) receptors | AKB48 | AKB48 (PubChem CID: 57404063) | Hallucinogens | Immunohistochemistry | SERT | Serotoninergic system | Synthetic cannabinoids,,,,,,,eng,
10.1016/j.neuroscience.2007.12.027,,,Neuropeptide Y protects retinal neural cells against cell death induced by ecstasy,2007,A.R. Álvaro; J. Martins; A.C. Costa; E. Fernandes; F. Carvalho; A.F. Ambrósio; C. Cavadas,Neuroscience,journal-article,,2007-12-28,0306-4522,1873-7544,Elsevier BV,"Animals | Cell Death / drug effects | Cells, Cultured | Hot Temperature | Immunohistochemistry | Ketanserin / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Neurons / drug effects | Neurons / pathology | Neuropeptide Y / metabolism | Rats | Rats, Wistar | Receptor, Serotonin, 5-HT2A / metabolism | Retina / drug effects | Retina / pathology | Serotonin Agents / toxicity | Serotonin Antagonists / pharmacology",,,,,,,,eng,
10.1016/j.neuroscience.2019.07.022,,,Behavioral Changes and Neuronal Damage in Rhesus Monkeys after 10 Weeks of Ketamine Administration Involve Prefrontal Cortex Dopamine D2 Receptor and Dopamine Transporter,2019,Zongbo Sun; Ye Ma; Lei Xie; Jinzhuang Huang; Shouxing Duan; Ruiwei Guo; Yao Xie; Junyao Lv; Zhirong Lin; Shuhua Ma,Neuroscience,journal-article,,2019-07-19,0306-4522,1873-7544,Elsevier BV,"Animals | Body Weight / drug effects | Corpus Striatum / metabolism | Dopamine / metabolism | Dopamine Plasma Membrane Transport Proteins / metabolism | Down-Regulation | Ketamine / pharmacology | Macaca mulatta | Male | Neurons / metabolism | Prefrontal Cortex / drug effects | Prefrontal Cortex / metabolism | Prefrontal Cortex / pathology | Receptors, Dopamine D2 / metabolism | Substance-Related Disorders",DAT | DRD2 | behavioral changes | ketamine addiction | prefrontal cortex | rhesus monkey,,,,,,,eng,
