# Deterministic prescreen retained queue for mechanistic generated at 2026-05-15T18:25:52.070027+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1016/j.bpsgos.2023.05.003,,,Sex-Dependent Attentional Impairments in a Subchronic Ketamine Mouse Model for Schizophrenia,2023,Daisy L. Spark; Sherie Ma; Cameron J. Nowell; Christopher J. Langmead; Gregory D. Stewart; Jess Nithianantharajah,Biological psychiatry global open science,Journal Article,,2023-05-29,2667-1743,2667-1743,,,Attention | Continuous performance test | Ketamine | Touchscreen,,,,,,,eng,
10.1016/j.celrep.2021.109513,,,A synaptic locus for TrkB signaling underlying ketamine rapid antidepressant action,2021,Pei-Yi Lin; Zhenzhong Ma; Melissa Mahgoub; Ege T. Kavalali; Lisa M. Monteggia,Cell reports,"Journal Article | Research Support, N.I.H., Extramural",,2021-08-17,,2211-1247,,"Animals | Antidepressive Agents / pharmacology | Brain-Derived Neurotrophic Factor / metabolism | CA1 Region, Hippocampal / drug effects | CA1 Region, Hippocampal / metabolism | CA3 Region, Hippocampal / drug effects | CA3 Region, Hippocampal / metabolism | Dynamins / metabolism | Endocytosis / drug effects | HEK293 Cells | Humans | Ketamine / pharmacology | Mice | Neurons / metabolism | Receptor, trkB / metabolism | Signal Transduction / drug effects | Synapses / drug effects | Synapses / metabolism",BDNF | CA3-CA1 synapse | Schaffer collateral | TrkB | antidepressant | dynamin1 | hippocampus | ketamine | synaptic potentiation,NIMH NIH HHS | NICHD NIH HHS,R01 MH066198 | R01 MH070727 | R01 MH081060 | R56 MH081060 | P50 HD103537,,,,,eng,
10.1016/j.csbj.2025.12.023,,,"Network pharmacology of cellular targets in major depressive disorder and differential mechanisms of fluoxetine, ketamine and esketamine.",2026,Tapia-Gonzalez S; Yagüe JG; Barreto GE,Computational and structural biotechnology journal,Journal Article,,2025-12-29,2001-0370,,,,Esketamine | Fluoxetine | GSK3B | Ketamine | Major depressive disorder | NFKB | Network pharmacology | OPRM1,,,,,,,eng,
10.1016/j.expneurol.2020.113413,,,Preclinical evidence in support of repurposing sub-anesthetic ketamine as a treatment for L-DOPA-induced dyskinesia,2020,Mitchell J. Bartlett; Andrew J. Flores; Tony Ye; Saskia I. Smidt; Hannah K. Dollish; Jennifer A. Stancati; Drew C. Farrell; Kate L. Parent; Kristian P. Doyle; David G. Besselsen,Experimental neurology,"Journal Article | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't",,2020-07-25,0014-4886,1090-2430,,"Anesthetics, Dissociative / therapeutic use | Animals | Antiparkinson Agents / adverse effects | Brain-Derived Neurotrophic Factor / metabolism | Dendritic Spines / drug effects | Dendritic Spines / pathology | Depression / drug therapy | Depression / psychology | Drug Repositioning | Dyskinesia, Drug-Induced / drug therapy | Ketamine / therapeutic use | Levodopa / adverse effects | MAP Kinase Signaling System / drug effects | Male | Neurons / drug effects | Neurons / pathology | Rats | Rats, Sprague-Dawley | TOR Serine-Threonine Kinases / drug effects",Brain-derived neurotrophic factor | Depression | ERK1/2 | Levodopa | Parkinson's disease | TrkB | mTOR,NINDS NIH HHS | NHLBI NIH HHS,R56 NS109608 | T35 HL007479,,,,,eng,
10.1016/j.ibneur.2021.06.005,,,Effects of subanesthetic intravenous ketamine infusion on neuroplasticity-related proteins in male and female Sprague-Dawley rats,2021,Michael Zhang; Haley F. Spencer; Rina Y. Berman; Kennett D. Radford; Kwang H. Choi,IBRO neuroscience reports,Journal Article,,2021-07-03,2667-2421,2667-2421,,,"C-Fos | Estrous cycle, Brain-derived neurotrophic factor | Extracellular signal-regulated kinase | Intravenous ketamine | Sex differences",,,,,,,eng,
10.1016/j.ibneur.2024.01.005,,,Pre-adolescence repeat exposure to sub-anesthetic doses of ketamine induces long-lasting behaviors and cognition impairment in male and female rat adults,2024,Amir Barzegar Behrooz; Mahdieh Nasiri; Soheila Adeli; Maryam Jafarian; Seyed Khalil Pestehei; Javad Fahanik‐Babaei,IBRO neuroscience reports,Journal Article,,2024-01-23,2667-2421,2667-2421,,,Cognitive Problems | Ketamine | Long-term potential | Pre-adolescence | Sex differences | Sub-anesthesia,,,,,,,eng,
10.1016/j.ibror.2019.01.006,,,"Effects of subanesthetic intravenous ketamine infusion on neuroplasticity-related proteins in the prefrontal cortex, amygdala, and hippocampus of Sprague-Dawley rats",2019,Michael Zhang; Kennett D. Radford; Mercedes Driscoll; Salsabila Purnomo; Jean Kim; Kwang H. Choi,IBRO reports,Journal Article,,2019-01-16,2451-8301,2451-8301,,,Brain-derived neurotrophic factor | Extracellular signal-regulated kinase | Fear conditioning | Intravenous ketamine | Prefrontal cortex | c-Fos,,,,,,,eng,
10.1016/j.isci.2023.106589,,,"TMS-EEG and resting-state EEG applied to altered states of consciousness: oscillations, complexity, and phenomenology",2023,Andres Ort; John W Smallridge; Simone Sarasso; Silvia Casarotto; Robin von Rotz; Andrea Casanova; Erich Seifritz; Katrin H. Preller; Giulio Tononi; Franz X. Vollenweider,iScience,Journal Article,,2023-04-07,2589-0042,2589-0042,,,Clinical neuroscience | Medical imaging | Pharmacology,,,,,,,eng,
10.1016/j.isci.2024.109787,,,ER stress in mouse serotonin neurons triggers a depressive phenotype alleviated by ketamine targeting eIF2α signaling.,2024,Miquel-Rio L; Sarriés-Serrano U; Sancho-Alonso M; Florensa-Zanuy E; Paz V; Ruiz-Bronchal E; Manashirov S; Campa L; Pilar-Cuéllar F; Bortolozzi A,iScience,Journal Article,,2024-04-18,2589-0042,2589-0042,,,behavioral neuroscience | molecular biology | molecular neuroscience | neuroscience,,,,,,,eng,
10.1016/j.isci.2025.112485,,,MeCP2 prevents against sustained ketamine-induced synaptic depression at inhibitory synapses.,2025,Piazza MK; Weit AR; Kavalali ET; Neul JL; Monteggia LM,iScience,Journal Article,,2025-04-21,2589-0042,2589-0042,,,Biological sciences | Molecular neuroscience | Natural sciences | Neuroscience | Systems neuroscience,NICHD NIH HHS | NIMH NIH HHS,P50 HD103537 | R01 MH070727 | R01 MH136569,,,,,eng,
10.1016/j.jmb.2013.03.025,,,Thermostabilisation of the Serotonin Transporter in a Cocaine-Bound Conformation,2013,Saba Abdul-Hussein; Juni Andréll; Christopher G. Tate,Journal of molecular biology,"Journal Article | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't",,2013-06-26,0022-2836,1089-8638,,Amino Acid Substitution | Animals | Cell Line | Cocaine / metabolism | Humans | Mutant Proteins / chemistry | Mutant Proteins / metabolism | Protein Binding | Protein Stability | Rats | Serotonin Plasma Membrane Transport Proteins / chemistry | Serotonin Plasma Membrane Transport Proteins / metabolism | Temperature,,Medical Research Council | NIGMS NIH HHS,MC_U105197215 | R01 GM095685 | U105197215,,,,,eng,
10.1016/j.nicl.2018.05.037,,,"Pharmacological fMRI: Effects of subanesthetic ketamine on resting-state functional connectivity in the default mode network, salience network, dorsal attention network and executive control network",2018,Felix Mueller; Francesco Musso; Markus K. London; Peter de Boer; Norman Zacharias; Georg Winterer,NeuroImage. Clinical,"Journal Article | Randomized Controlled Trial | Research Support, Non-U.S. Gov't",,2018-06-01,2213-1582,2213-1582,,Adult | Attention / drug effects | Brain / diagnostic imaging | Brain / drug effects | Cross-Over Studies | Double-Blind Method | Excitatory Amino Acid Antagonists / pharmacology | Executive Function / drug effects | Humans | Ketamine / pharmacology | Magnetic Resonance Imaging | Male | Nerve Net / diagnostic imaging | Nerve Net / drug effects | Young Adult,Correlation testing | Cross-over fMRI study | Resting-state fMRI | Seed-to-voxel fMRI analysis | Subanesthetic ketamine effects,,,,,,,eng,
10.1016/j.nicl.2019.101739,,,"A multicenter study of ketamine effects on functional connectivity: Large scale network relationships, hubs and symptom mechanisms.",2019,Fleming LM; Javitt DC; Carter CS; Kantrowitz JT; Girgis RR; Kegeles LS; Ragland JD; Maddock RJ; Lesh TA; Tanase C,NeuroImage. Clinical,"Journal Article | Multicenter Study | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't",,2019-02-28,2213-1582,2213-1582,,Adolescent | Adult | Brain / diagnostic imaging | Brain / drug effects | Excitatory Amino Acid Antagonists / adverse effects | Female | Humans | Ketamine / adverse effects | Magnetic Resonance Imaging / methods | Male | Middle Aged | Nerve Net / diagnostic imaging | Nerve Net / drug effects | Schizophrenia / chemically induced | Schizophrenia / diagnostic imaging | Young Adult,Functional connectivity | Ketamine | Psychosis | Resting state,NIDA NIH HHS | NINDS NIH HHS,HHSN271201200007C | T32 NS041228,,,,,eng,
10.1016/j.nsa.2024.104049,,,Cortisol-dependent impairment of dendrite plasticity in human dopaminergic neurons derived from hiPSCs is restored by ketamine: Relevance for major depressive disorders.,2024,Laura Cavalleri; Irene Dassieni; Giulia Sofia Marcotto; Michèle Zoli; Emilio Merlo Pich; Ginetta Collo,Neuroscience applied,Journal Article,,2024-02-14,2772-4085,2772-4085,,,"(R2,R6) hydroxynorketamine | Anhedonia | Antidepressants | Glucocorticoids | Inducible pluripotent stem cells | Stress | Structural plasticity",,,,,,,eng,
10.1016/j.ynstr.2019.100160,,,"Chronic mild stress induces anhedonic behavior and changes in glutamate release, BDNF trafficking and dendrite morphology only in stress vulnerable rats. The rapid restorative action of ketamine",2019,Paolo Tornese; Nathalie Sala; Daniela Bonini; Tiziana Bonifacino; Luca La Via; Marco Milanese; Giulia Treccani; M. Seguini; Alessandro Ieraci; Jessica Mingardi,Neurobiology of stress,Journal Article,,2019-04-02,2352-2895,,,,Antidepressant | BDNF | Chronic stress | Glutamate release | Ketamine | Stress vulnerability,,,,,,,eng,
10.1016/j.ynstr.2021.100404,,,"Longitudinal CSF proteome profiling in mice to uncover the acute and sustained mechanisms of action of rapid acting antidepressant (2R,6R)-hydroxynorketamine (HNK).",2021,Herzog DP; Perumal N; Manicam C; Treccani G; Nadig J; Rossmanith M; Engelmann J; Jene T; Hasch A; van der Kooij MA,Neurobiology of stress,Journal Article,,2021-09-29,2352-2895,,,,"(2R,6R)-Hydroxynorketamine | Antidepressant | CSF | Glucocorticoid receptor signaling | Ketamine | Proteomics",,,,,,,eng,
10.1016/j.ynstr.2022.100468,,,Adjunct treatment with ketamine enhances the therapeutic effects of extinction learning after chronic unpredictable stress,2022,Denisse Paredes; Anna R. Knippenberg; Sarah E. Bulin; Lydia J. Keppler; David A. Morilak,Neurobiology of stress,Journal Article,,2022-07-08,2352-2895,,,,Adjunct treatment | Chronic stress | Fear extinction | Ketamine | Set shifting,BLRD VA | NIMH NIH HHS,I01 BX003512 | R01 MH053851,,,,,eng,
10.1016/j.ynstr.2022.100503,,,"(2R,6R)-hydroxynorketamine acts through GluA1-induced synaptic plasticity to alleviate PTSD-like effects in rat models.",2022,Li Y; Du Y; Wang C; Lu G; Sun H; Kong Y; Wang W; Lian B; Li C; Wang L,Neurobiology of stress,Journal Article,,2022-11-28,2352-2895,,,,"(2R,6R)-Hydroxynorketamine ((2R,6R)-HNK) | GluA1 | Glutamatergic nervous system | Post-traumatic stress disorder (PTSD) | Synaptic plasticity",,,,,,,eng,
10.1016/s0021-9258(17)46830-x,,,Molecular cloning and expression of a 5-hydroxytryptamine7 serotonin receptor subtype.,1993,Yong Shen; F. Monsma; M. Metcalf; Pedro A. Jose; M. Hamblin; David R. Sibley,The Journal of biological chemistry,JournalArticle,,1993-08-25,0021-9258,,Elsevier BV,,Biology | Medicine | external | s2-fos-model,,,,,,,en,f530f920a537e700ee99273f4736d72b2a418963
10.1016/s0021-9258(18)43624-1,,,d-[3H]Lysergic acid diethylamide binding to serotonin receptors in the molluscan nervous system.,1980,A. H. Drummond; F. Bucher; I. Levitan,The Journal of biological chemistry,JournalArticle,,1980-07-25,0021-9258,,Elsevier BV,,Medicine | Biology | external | s2-fos-model,,,,,,,en,80b49e247694689cef7ffee482a74cba47aa6f15
10.1021/acsomega.4c04712,,,"LSD Modulates Proteins Involved in Cell Proteostasis, Energy Metabolism and Neuroplasticity in Human Cerebral Organoids.",2024,N Costa M; Goto-Silva L; M Nascimento J; Domith I; Karmirian K; Feilding A; Trindade P; Martins-de-Souza D; K Rehen S,ACS omega,Journal Article,,2024-08-16,2470-1343,2470-1343,,,,,,,,,,eng,
10.1038/cddiscovery.2016.18,,,"Xenon-mediated neuroprotection in response to sustained, low-level excitotoxic stress",2016,Jérémie Lavaur; Marc Lemaire; Jan Pype; Déborah Le Nogue; Étienne C. Hirsch; Patrick P. Michel,Cell death discovery,Journal Article,,2016-05-16,2058-7716,,,,,,,,,,,eng,
10.1038/mp.2012.194,,,Relationship of resting brain hyperconnectivity and schizophrenia-like symptoms produced by the NMDA receptor antagonist ketamine in humans,2013,Naomi Driesen; Gregory McCarthy; Zubin Bhagwagar; Michael H. Bloch; Vince D. Calhoun; Deepak Cyril D’Souza; Ralitza Gueorguieva; Guojun He; Rashmi Ramachandran; Raymond F. Suckow,Molecular psychiatry,"Journal Article | Observational Study | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't | Research Support, U.S. Gov't, Non-P.H.S.",,2013-01-22,1359-4184,1476-5578,,Adult | Brain Mapping | Cerebral Cortex / drug effects | Cerebral Cortex / physiopathology | Diagnostic and Statistical Manual of Mental Disorders | Excitatory Amino Acid Antagonists / pharmacology | Female | Healthy Volunteers / psychology | Humans | Ketamine / blood | Ketamine / pharmacology | Male | Middle Aged | Schizophrenia / chemically induced | Schizophrenia / diagnosis | Schizophrenia / physiopathology,,NCRR NIH HHS | NIH HHS | NIMH NIH HHS | NIAAA NIH HHS,UL1 RR024139 | DP5 OD012109 | K23 MH077914 | 2P50 AA 012870 | K23-MH077914 | P50 AA012870 | P50 MH068789,,,,,eng,
10.1038/mp.2013.66,,,"Reelin, an extracellular matrix protein linked to early onset psychiatric diseases, drives postnatal development of the prefrontal cortex via GluN2B-NMDARs and the mTOR pathway",2013,Jillian Iafrati; María Juliana Orejarena; Olivier Lassalle; Lamine Bouamrane; Pascale Chavis,Molecular psychiatry,"Journal Article | Research Support, Non-U.S. Gov't",,2013-06-11,1359-4184,1476-5578,,"Analysis of Variance | Animals | Animals, Newborn | Cell Adhesion Molecules, Neuronal / deficiency | Cell Adhesion Molecules, Neuronal / genetics | Conditioning, Classical / drug effects | Conditioning, Classical / physiology | Dendritic Spines / drug effects | Dendritic Spines / genetics | Dose-Response Relationship, Drug | Excitatory Amino Acid Agents / pharmacology | Extinction, Psychological / drug effects | Extinction, Psychological / physiology | Extracellular Matrix Proteins / deficiency | Extracellular Matrix Proteins / genetics | Fear / drug effects | Fear / physiology | Female | In Vitro Techniques | Ketamine / pharmacology | Long-Term Potentiation / drug effects | Long-Term Potentiation / genetics | Male | Mice | Mice, Inbred C57BL | Mice, Knockout | Nerve Tissue Proteins / deficiency | Nerve Tissue Proteins / genetics | Patch-Clamp Techniques | Phenols | Piperidines / pharmacology | Prefrontal Cortex / cytology | Prefrontal Cortex / drug effects | Prefrontal Cortex / growth & development | Receptors, N-Methyl-D-Aspartate / metabolism | Reelin Protein | Serine Endopeptidases / deficiency | Serine Endopeptidases / genetics | Signal Transduction / drug effects | Signal Transduction / physiology | Sirolimus | TOR Serine-Threonine Kinases / metabolism",,,,,"ErratumIn Mol Psychiatry. 2014 Apr;19(4):527 Gonzalez-Campo, C [added]",,true,eng,
10.1038/mp.2015.73,,,Confidence and psychosis: a neuro-computational account of contingency learning disruption by NMDA blockade,2015,Fabien Vinckier; Raphaël Gaillard; Stefano Palminteri; Lionel Rigoux; Alexandre Salvador; Alex Fornito; R. Adapa; Marie‐Odile Krebs; Mathias Pessiglione; Paul C. Fletcher,Molecular psychiatry,"Journal Article | Research Support, Non-U.S. Gov't",,2015-06-09,1359-4184,1476-5578,,"Adult | Bayes Theorem | Conditioning, Classical / drug effects | Double-Blind Method | Female | Humans | Ketamine / metabolism | Ketamine / pharmacology | Learning / drug effects | Magnetic Resonance Imaging | Male | Psychoses, Substance-Induced | Psychotic Disorders / metabolism | Psychotic Disorders / physiopathology | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors",,Medical Research Council | Wellcome Trust,G0001354 | MC_UU_12012/5 | 093875 | 095692 | G1000183,,,,,eng,
10.1038/mp.2016.39,,,"Cocaine self-administration disrupted by the N-methyl-D-aspartate receptor antagonist ketamine: a randomized, crossover trial",2016,Elias Dakwar; Carl L. Hart; Frances R. Levin; Edward V. Nunes; Richard W. Foltin,Molecular psychiatry,"Journal Article | Randomized Controlled Trial | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't",,2016-04-19,1359-4184,1476-5578,,"Adult | Central Nervous System Stimulants / pharmacology | Cocaine / pharmacology | Cocaine-Related Disorders / drug therapy | Craving / drug effects | Cross-Over Studies | Cues | Female | Humans | Ketamine / metabolism | Ketamine / pharmacology | Ketamine / therapeutic use | Male | Middle Aged | Motivation | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Self Administration",,NIDA NIH HHS,K23 DA031771 | K24 DA029647 | R21 DA035472,,,,,eng,
