# triage-filtered queue generated at 2026-04-21T15:16:35.013578+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors
10.1124/jpet.115.225664,Ketamine,NMDA receptor,"The Prodrug 4-Chlorokynurenine Causes Ketamine-Like Antidepressant Effects, but Not Side Effects, by NMDA/GlycineB-Site Inhibition",2015,
10.1128/mbio.01697-24,DOI,H1 receptor (HRH1),Identification of HRH1 as an alternative receptor for SARS-CoV-2: insights from viral inhibition by repurposable antihistamines,2024,
10.1146/annurev-pharmtox-010617-052811,Ketamine,mGluR2 (GRM2),Molecular Pharmacology and Neurobiology of Rapid-Acting Antidepressants,2018,
10.1146/annurev-pharmtox-010617-052811,S-ketamine,mGluR2 (GRM2),Molecular Pharmacology and Neurobiology of Rapid-Acting Antidepressants,2018,
10.1146/annurev-pharmtox-010617-052811,R-ketamine,mGluR2 (GRM2),Molecular Pharmacology and Neurobiology of Rapid-Acting Antidepressants,2018,
10.1152/ajpcell.00394.2022,MDA,mu opioid receptor (OPRM1),Mu-opioid receptor alleviated ferroptosis in hepatic ischemia-reperfusion injury via the HIF-1α/<i>KCNQ1OT1</i> axis,2023,
10.1162/089892905774597191,Psilocybin,5-HT2A,"Using Psilocybin to Investigate the Relationship between Attention, Working Memory, and the Serotonin 1A and 2A Receptors",2005,
10.1162/089892905774597191,Psilocybin,5-HT1A,"Using Psilocybin to Investigate the Relationship between Attention, Working Memory, and the Serotonin 1A and 2A Receptors",2005,
10.1177/02698811221092508,Psilocybin,NET (SLC6A2),Neural mechanisms underlying psilocybin’s therapeutic potential – the need for preclinical in vivo electrophysiology,2022,
10.1177/02698811231225609,LSD,5-HT2B,Microdosing psychedelics and the risk of cardiac fibrosis and valvulopathy: Comparison to known cardiotoxins,2024,
10.1177/02698811231225609,Psilocybin,5-HT2B,Microdosing psychedelics and the risk of cardiac fibrosis and valvulopathy: Comparison to known cardiotoxins,2024,
10.1177/02698811231225609,MDMA,5-HT2B,Microdosing psychedelics and the risk of cardiac fibrosis and valvulopathy: Comparison to known cardiotoxins,2024,
10.1177/0271678X241302937,Psilocybin,5-HT2A,Neurochemical characterization of 5-HT <sub>2A</sub> R partial agonists with simultaneous PET-MRI,2024,
10.1177/0271678X241302937,Lisuride,5-HT2A,Neurochemical characterization of 5-HT <sub>2A</sub> R partial agonists with simultaneous PET-MRI,2024,
10.1186/1471-2202-9-39,MDMA,NMDA receptor,Extensive neuroadaptive changes in cortical gene-transcript expressions of the glutamate system in response to repeated intermittent MDMA administration in adolescent rats,2008,
10.1186/1471-2202-9-39,MDMA,AMPA receptor,Extensive neuroadaptive changes in cortical gene-transcript expressions of the glutamate system in response to repeated intermittent MDMA administration in adolescent rats,2008,
10.1186/1744-8069-8-60,Salvinorin A,kappa opioid receptor (OPRK1),Salvinorin A Reduces Mechanical Allodynia and Spinal Neuronal Hyperexcitability Induced by Peripheral Formalin Injection,2012,
10.1186/s13550-019-0527-4,25B-NBOMe,5-HT2A,Human biodistribution and radiation dosimetry of the 5-HT2A receptor agonist Cimbi-36 labeled with carbon-11 in two positions,2019,
10.12688/f1000research.10233.1,Ketamine,D3 receptor (DRD3),New drugs in psychiatry: focus on new pharmacological targets,2017,
10.12688/f1000research.10233.1,S-ketamine,D3 receptor (DRD3),New drugs in psychiatry: focus on new pharmacological targets,2017,
10.12688/f1000research.10233.1,R-ketamine,D3 receptor (DRD3),New drugs in psychiatry: focus on new pharmacological targets,2017,
10.1371/journal.pone.0007952,MDMA,5-HT2B,Role of Serotonin via 5-HT2B Receptors in the Reinforcing Effects of MDMA in Mice,2009,
10.1371/journal.pone.0007952,MDMA,D1 receptor (DRD1),Role of Serotonin via 5-HT2B Receptors in the Reinforcing Effects of MDMA in Mice,2009,
10.1371/journal.pone.0047599,MDMA,SERT (SLC6A4),"Clinical Pharmacology of 3,4-Methylenedioxymethamphetamine (MDMA, “Ecstasy”): The Influence of Gender and Genetics (CYP2D6, COMT, 5-HTT)",2012,
10.1371/journal.pone.0059334,Ketamine,SERT (SLC6A4),The Ketamine Analogue Methoxetamine and 3- and 4-Methoxy Analogues of Phencyclidine Are High Affinity and Selective Ligands for the Glutamate NMDA Receptor,2013,
10.1371/journal.pone.0059334,Ketamine,NMDA receptor,The Ketamine Analogue Methoxetamine and 3- and 4-Methoxy Analogues of Phencyclidine Are High Affinity and Selective Ligands for the Glutamate NMDA Receptor,2013,
10.1371/journal.pone.0059334,S-ketamine,SERT (SLC6A4),The Ketamine Analogue Methoxetamine and 3- and 4-Methoxy Analogues of Phencyclidine Are High Affinity and Selective Ligands for the Glutamate NMDA Receptor,2013,
10.1371/journal.pone.0059334,S-ketamine,NMDA receptor,The Ketamine Analogue Methoxetamine and 3- and 4-Methoxy Analogues of Phencyclidine Are High Affinity and Selective Ligands for the Glutamate NMDA Receptor,2013,
10.1371/journal.pone.0059334,R-ketamine,SERT (SLC6A4),The Ketamine Analogue Methoxetamine and 3- and 4-Methoxy Analogues of Phencyclidine Are High Affinity and Selective Ligands for the Glutamate NMDA Receptor,2013,
10.1371/journal.pone.0059334,R-ketamine,NMDA receptor,The Ketamine Analogue Methoxetamine and 3- and 4-Methoxy Analogues of Phencyclidine Are High Affinity and Selective Ligands for the Glutamate NMDA Receptor,2013,
10.1371/journal.pone.0063635,Ibogaine,SERT (SLC6A4),Ligand Induced Conformational Changes of the Human Serotonin Transporter Revealed by Molecular Dynamics Simulations,2013,
10.1371/journal.pone.0063635,Noribogaine,SERT (SLC6A4),Ligand Induced Conformational Changes of the Human Serotonin Transporter Revealed by Molecular Dynamics Simulations,2013,
10.1371/journal.pone.0077262,Ibogaine,mu opioid receptor (OPRM1),Effect of Iboga Alkaloids on µ-Opioid Receptor-Coupled G Protein Activation,2013,
10.1371/journal.pone.0077262,Noribogaine,mu opioid receptor (OPRM1),Effect of Iboga Alkaloids on µ-Opioid Receptor-Coupled G Protein Activation,2013,
10.1371/journal.pone.0243313,LSD,5-HT2B,Free energy calculations of the functional selectivity of 5-HT2B G protein-coupled receptor,2020,
10.1371/journal.pone.0243313,Lisuride,5-HT2B,Free energy calculations of the functional selectivity of 5-HT2B G protein-coupled receptor,2020,
10.1385/1-59259-683-5:93,Ketamine,NMDA receptor,The Use of Ligand Binding in Assays of NMDA Receptor Function,2003,
10.1385/1-59259-683-5:93,S-ketamine,NMDA receptor,The Use of Ligand Binding in Assays of NMDA Receptor Function,2003,
10.1385/1-59259-683-5:93,R-ketamine,NMDA receptor,The Use of Ligand Binding in Assays of NMDA Receptor Function,2003,
10.14800/rci.106,MDMA,5-HT2B,"Dual, Postsynaptic 5-HT2B Antagonist and 5-HT1A Agonist Approach to the Treatment of METH/MDMA Addiction and Related Problems. Part 2. Proof of Concept.",2014,
10.14800/rci.106,MDMA,5-HT1A,"Dual, Postsynaptic 5-HT2B Antagonist and 5-HT1A Agonist Approach to the Treatment of METH/MDMA Addiction and Related Problems. Part 2. Proof of Concept.",2014,
10.1523/JNEUROSCI.3110-06.2007,DMT,5-HT6,Biochemical and Behavioral Evidence for Antidepressant-Like Effects of 5-HT<sub>6</sub>Receptor Stimulation,2007,
10.1523/JNEUROSCI.3110-06.2007,DMT,D1 receptor (DRD1),Biochemical and Behavioral Evidence for Antidepressant-Like Effects of 5-HT<sub>6</sub>Receptor Stimulation,2007,
10.1523/jneurosci.05-12-03178.1985,LSD,5-HT1A,125I-lysergic acid diethylamide binds to a novel serotonergic site on rat choroid plexus epithelial cells,1985,
10.1523/jneurosci.05-12-03178.1985,LSD,5-HT1B,125I-lysergic acid diethylamide binds to a novel serotonergic site on rat choroid plexus epithelial cells,1985,
10.1523/jneurosci.2331-12.2013,DOI,5-HT2A,Prenatal Stress Induces Schizophrenia-Like Alterations of Serotonin 2A and Metabotropic Glutamate 2 Receptors in the Adult Offspring: Role of Maternal Immune System,2013,
10.1556/2054.2021.00152,Ibogaine,NMDA receptor,"A narrative review of the pharmacological, cultural and psychological literature on ibogaine",2021,
10.17816/ra677923-4382670,Ketamine,NMDA receptor,"Fig. 2. The structure of the NMDA receptor. The ligand-binding sites: NMDA for glutamate, GLY for glycine, PCP for phencyclidine and ketamine, Mg2+ for magnesium ion.",,
10.17816/ra677923-4382670,S-ketamine,NMDA receptor,"Fig. 2. The structure of the NMDA receptor. The ligand-binding sites: NMDA for glutamate, GLY for glycine, PCP for phencyclidine and ketamine, Mg2+ for magnesium ion.",,
10.17816/ra677923-4382670,R-ketamine,NMDA receptor,"Fig. 2. The structure of the NMDA receptor. The ligand-binding sites: NMDA for glutamate, GLY for glycine, PCP for phencyclidine and ketamine, Mg2+ for magnesium ion.",,
10.18174/139430,DOET,NET (SLC6A2),Zorg; wie doet er wat aan : een studie naar zorgarrangementen van ouderen,2001,
10.20944/preprints202011.0742.v1,Psilocybin,5-HT2A,A Single Dose of Psilocybin Increases Synaptic Density and Decreases 5-HT2A Receptor Density in the Pig Brain,2020,
10.20944/preprints202211.0031.v1,Salvinorin A,kappa opioid receptor (OPRK1),Solving an Old Puzzle: Elucidation and Evaluation of the Binding Mode of Salvinorin A at the Kappa Opioid Receptor,2022,
10.20944/preprints202309.1649.v1,Psilocybin,5-HT2A,Limbic System Response to Psilocybin and Ketamine Administration in Rats: A Neurochemical and Behavioral Study,2023,
10.20944/preprints202309.1649.v1,Psilocybin,5-HT1A,Limbic System Response to Psilocybin and Ketamine Administration in Rats: A Neurochemical and Behavioral Study,2023,
10.20944/preprints202309.1649.v1,Ketamine,5-HT2A,Limbic System Response to Psilocybin and Ketamine Administration in Rats: A Neurochemical and Behavioral Study,2023,
10.20944/preprints202309.1649.v1,Ketamine,5-HT1A,Limbic System Response to Psilocybin and Ketamine Administration in Rats: A Neurochemical and Behavioral Study,2023,
10.20944/preprints202309.1649.v1,S-ketamine,5-HT2A,Limbic System Response to Psilocybin and Ketamine Administration in Rats: A Neurochemical and Behavioral Study,2023,
10.20944/preprints202309.1649.v1,S-ketamine,5-HT1A,Limbic System Response to Psilocybin and Ketamine Administration in Rats: A Neurochemical and Behavioral Study,2023,
10.20944/preprints202309.1649.v1,R-ketamine,5-HT2A,Limbic System Response to Psilocybin and Ketamine Administration in Rats: A Neurochemical and Behavioral Study,2023,
10.20944/preprints202309.1649.v1,R-ketamine,5-HT1A,Limbic System Response to Psilocybin and Ketamine Administration in Rats: A Neurochemical and Behavioral Study,2023,
10.2174/1570159X13666150727220944,Salvinorin A,mu opioid receptor (OPRM1),"Kappa Opioids, Salvinorin A and Major Depressive Disorder",2016,
10.2210/pdb7srq/pdb,LSD,5-HT2B,5-HT2B receptor bound to LSD obtained by cryo-electron microscopy (cryoEM),2021,
10.2210/pdb7srr/pdb,LSD,5-HT2B,5-HT2B receptor bound to LSD in complex with heterotrimeric mini-Gq protein obtained by cryo-electron microscopy (cryoEM),2021,
10.2210/pdb7srs/pdb,LSD,5-HT2B,5-HT2B receptor bound to LSD in complex with beta-arrestin1 obtained by cryo-electron microscopy (cryoEM),2021,
10.2210/pdb9kvg/pdb,5-MeO-DMT,5-HT1A,A Cryo_EM structure of 5_HT1A complex with 5-Meo-DMT,2024,
10.24875/ric.23000108,LSD,NMDA receptor,The Resurgence of Hallucinogen Drugs in Clinical Research,2023,
10.24875/ric.23000108,Psilocybin,NMDA receptor,The Resurgence of Hallucinogen Drugs in Clinical Research,2023,
10.24875/ric.23000108,Psilocin,NMDA receptor,The Resurgence of Hallucinogen Drugs in Clinical Research,2023,
10.24875/ric.23000108,Mescaline,NMDA receptor,The Resurgence of Hallucinogen Drugs in Clinical Research,2023,
10.24875/ric.23000108,DMT,NMDA receptor,The Resurgence of Hallucinogen Drugs in Clinical Research,2023,
10.24875/ric.23000108,Ketamine,NMDA receptor,The Resurgence of Hallucinogen Drugs in Clinical Research,2023,
10.24875/ric.23000108,S-ketamine,NMDA receptor,The Resurgence of Hallucinogen Drugs in Clinical Research,2023,
10.24875/ric.23000108,R-ketamine,NMDA receptor,The Resurgence of Hallucinogen Drugs in Clinical Research,2023,
10.25082/jpbr.2021.02.003,DOI,5-HT2A,Pharmacodynamics study of a new 5-HT2A receptor inverse agonist PCC03039,2022,
10.25082/jpbr.2021.02.003,DOI,5-HT2B,Pharmacodynamics study of a new 5-HT2A receptor inverse agonist PCC03039,2022,
10.25082/jpbr.2021.02.003,DOI,5-HT2C,Pharmacodynamics study of a new 5-HT2A receptor inverse agonist PCC03039,2022,
10.25772/0ynr-6690,MDMA,5-HT2A,5-HT2B Receptor-mediated Cardiac Valvulopathy,2018,
10.25772/0ynr-6690,MDMA,5-HT2B,5-HT2B Receptor-mediated Cardiac Valvulopathy,2018,
10.25772/0ynr-6690,MDA,5-HT2A,5-HT2B Receptor-mediated Cardiac Valvulopathy,2018,
10.25772/0ynr-6690,MDA,5-HT2B,5-HT2B Receptor-mediated Cardiac Valvulopathy,2018,
10.26434/chemrxiv.9922301.v2,Ibogaine,SERT (SLC6A4),The Substrate Import Mechanism of the Human Serotonin Transporter,2020,
10.26686/wgtn.16985389,Salvinorin A,SERT (SLC6A4),Investigating the Effects of Novel Kappa Opioid Receptor Agonists on the Dopamine Transporter,2011,
10.26686/wgtn.16985389,Salvinorin A,DAT (SLC6A3),Investigating the Effects of Novel Kappa Opioid Receptor Agonists on the Dopamine Transporter,2011,
10.26686/wgtn.16985389,Salvinorin A,kappa opioid receptor (OPRK1),Investigating the Effects of Novel Kappa Opioid Receptor Agonists on the Dopamine Transporter,2011,
10.26686/wgtn.16985389.v1,Salvinorin A,SERT (SLC6A4),Investigating the Effects of Novel Kappa Opioid Receptor Agonists on the Dopamine Transporter,2011,
10.26686/wgtn.16985389.v1,Salvinorin A,DAT (SLC6A3),Investigating the Effects of Novel Kappa Opioid Receptor Agonists on the Dopamine Transporter,2011,
10.26686/wgtn.16985389.v1,Salvinorin A,kappa opioid receptor (OPRK1),Investigating the Effects of Novel Kappa Opioid Receptor Agonists on the Dopamine Transporter,2011,
10.26686/wgtn.17006281,Salvinorin A,SERT (SLC6A4),Investigating the Effect of Kappa Opioid Receptor Agonists on Serotonin Transporter Function in HEK-293 Cells,2013,
10.26686/wgtn.17006281,Salvinorin A,DAT (SLC6A3),Investigating the Effect of Kappa Opioid Receptor Agonists on Serotonin Transporter Function in HEK-293 Cells,2013,
10.26686/wgtn.17006281,Salvinorin A,kappa opioid receptor (OPRK1),Investigating the Effect of Kappa Opioid Receptor Agonists on Serotonin Transporter Function in HEK-293 Cells,2013,
10.26686/wgtn.17011409.v1,Salvinorin A,SERT (SLC6A4),Behavioural Pharmacology of Novel Kappa Opioid Compounds,2011,
10.26686/wgtn.17011409.v1,Salvinorin A,kappa opioid receptor (OPRK1),Behavioural Pharmacology of Novel Kappa Opioid Compounds,2011,
10.26686/wgtn.17011409.v1,Salvinorin A,mu opioid receptor (OPRM1),Behavioural Pharmacology of Novel Kappa Opioid Compounds,2011,
10.26686/wgtn.17013914,Salvinorin A,kappa opioid receptor (OPRK1),Kappa Opioid Receptor Agonists: New Targets In The Treatment Of Pain,2014,
10.26686/wgtn.17013914,Salvinorin A,mu opioid receptor (OPRM1),Kappa Opioid Receptor Agonists: New Targets In The Treatment Of Pain,2014,
10.26686/wgtn.17060342,Salvinorin A,mu opioid receptor (OPRM1),"Investigating the analgesic properties of Kurkinorin, a novel mu-opioid receptor analogue of Salvinorin A",2017,
10.29245/2572.942x/2016/9.1098,Ibogaine,SERT (SLC6A4),When transporters fail to be transported:how to rescue folding-deficient SLC6 transporters,2016,
10.29245/2572.942x/2016/9.1098,Ibogaine,DAT (SLC6A3),When transporters fail to be transported:how to rescue folding-deficient SLC6 transporters,2016,
10.29245/2572.942x/2016/9.1098,Noribogaine,SERT (SLC6A4),When transporters fail to be transported:how to rescue folding-deficient SLC6 transporters,2016,
10.29245/2572.942x/2016/9.1098,Noribogaine,DAT (SLC6A3),When transporters fail to be transported:how to rescue folding-deficient SLC6 transporters,2016,
10.31219/osf.io/gy6m9,Psilocybin,5-HT2A,"Repeated low doses of psilocybin increase resilience to stress, lower compulsive actions, and strengthen cortical connections to the paraventricular thalamic nucleus in rats",2023,
10.31219/osf.io/gy6m9,Psilocybin,5-HT7,"Repeated low doses of psilocybin increase resilience to stress, lower compulsive actions, and strengthen cortical connections to the paraventricular thalamic nucleus in rats",2023,
10.3389/conf.fnins.2019.96.00055,DOI,TAAR1,Trace amine associate receptor 1 (TAAR1) as a new target for the treatment of cognitive dysfunction in Alzheimer disease,2019,
10.3389/conf.fnins.2019.96.00055,DOI,NMDA receptor,Trace amine associate receptor 1 (TAAR1) as a new target for the treatment of cognitive dysfunction in Alzheimer disease,2019,
10.3389/fimmu.2015.00358,LSD,Sigma-1 receptor (SIGMAR1),Psychedelics and Immunomodulation: Novel Approaches and Therapeutic Opportunities,2015,
10.3389/fimmu.2015.00358,DMT,Sigma-1 receptor (SIGMAR1),Psychedelics and Immunomodulation: Novel Approaches and Therapeutic Opportunities,2015,
10.3389/fimmu.2015.00358,5-MeO-DMT,Sigma-1 receptor (SIGMAR1),Psychedelics and Immunomodulation: Novel Approaches and Therapeutic Opportunities,2015,
10.3389/fimmu.2015.00358,DOI,Sigma-1 receptor (SIGMAR1),Psychedelics and Immunomodulation: Novel Approaches and Therapeutic Opportunities,2015,
10.3389/fnbeh.2014.00207,DOI,5-HT7,5-HT7 receptor stimulation and blockade: a therapeutic paradox about memory formation and amnesia,2014,
10.3389/fnins.2016.00153,MDMA,NET (SLC6A2),Neuropharmacology of New Psychoactive Substances (NPS): Focus on the Rewarding and Reinforcing Properties of Cannabimimetics and Amphetamine-Like Stimulants,2016,
10.3389/fnins.2016.00153,MDMA,CB1 receptor (CNR1),Neuropharmacology of New Psychoactive Substances (NPS): Focus on the Rewarding and Reinforcing Properties of Cannabimimetics and Amphetamine-Like Stimulants,2016,
10.3389/fnins.2016.00153,MDMA,CB2 receptor (CNR2),Neuropharmacology of New Psychoactive Substances (NPS): Focus on the Rewarding and Reinforcing Properties of Cannabimimetics and Amphetamine-Like Stimulants,2016,
10.3389/fnins.2024.1378841,Ibogaine,NMDA receptor,"Ibogaine administration following repeated morphine administration upregulates myelination markers 2′, 3′-cyclic nucleotide 3′-phosphodiesterase (CNP) and myelin basic protein (MBP) mRNA and protein expression in the internal capsule of Sprague Dawley rats",2024,
10.3389/fphar.2016.00009,DOI,5-HT2A,"Editorial: 5-HT2A/2B/2C Receptors, Memory, and Neuropsychiatric Disorders",2016,
10.3389/fphar.2018.00330,DMT,Sigma-1 receptor (SIGMAR1),Hypothesis: The Psychedelic Ayahuasca Heals Traumatic Memories via a Sigma 1 Receptor-Mediated Epigenetic-Mnemonic Process,2018,
10.3389/fphar.2018.00330,Ayahuasca,Sigma-1 receptor (SIGMAR1),Hypothesis: The Psychedelic Ayahuasca Heals Traumatic Memories via a Sigma 1 Receptor-Mediated Epigenetic-Mnemonic Process,2018,
10.3389/fphar.2020.609811,Mescaline,SERT (SLC6A4),Cellular Uptake of Psychostimulants – Are High- and Low-Affinity Organic Cation Transporters Drug Traffickers?,2021,
10.3389/fphar.2020.609811,Mescaline,NET (SLC6A2),Cellular Uptake of Psychostimulants – Are High- and Low-Affinity Organic Cation Transporters Drug Traffickers?,2021,
10.3389/fphar.2020.609811,Mescaline,DAT (SLC6A3),Cellular Uptake of Psychostimulants – Are High- and Low-Affinity Organic Cation Transporters Drug Traffickers?,2021,
10.3389/fphar.2020.609811,DMT,SERT (SLC6A4),Cellular Uptake of Psychostimulants – Are High- and Low-Affinity Organic Cation Transporters Drug Traffickers?,2021,
10.3389/fphar.2020.609811,DMT,NET (SLC6A2),Cellular Uptake of Psychostimulants – Are High- and Low-Affinity Organic Cation Transporters Drug Traffickers?,2021,
10.3389/fphar.2020.609811,DMT,DAT (SLC6A3),Cellular Uptake of Psychostimulants – Are High- and Low-Affinity Organic Cation Transporters Drug Traffickers?,2021,
10.3389/fphar.2021.794254,Mescaline,TAAR1,"Receptor Interaction Profiles of 4-Alkoxy-3,5-Dimethoxy-Phenethylamines (Mescaline Derivatives) and Related Amphetamines",2022,
10.3389/fphys.2021.782588,DOI,M3 muscarinic receptor (CHRM3),Erratum: Regulation of the Muscarinic M3 Receptor by Myocardin-Related Transcription Factors,2021,
10.3389/fpsyt.2021.687615,Ayahuasca,Sigma-1 receptor (SIGMAR1),Ceremonial Ayahuasca in Amazonian Retreats—Mental Health and Epigenetic Outcomes From a Six-Month Naturalistic Study,2021,
10.3389/fpsyt.2026.1777402,S-ketamine,NMDA receptor,Ketamine as an NMDA-modulating therapy in bipolar disorder: rationale and evidence,2026,
10.3390/biomedicines14020476,Salvinorin A,5-HT2A,Opioid Receptors in Psychedelia: Indirect Serotonergic Modulation of Direct KOR Activation by Salvinorin A,2026,
10.3390/biomedicines14020476,Salvinorin A,kappa opioid receptor (OPRK1),Opioid Receptors in Psychedelia: Indirect Serotonergic Modulation of Direct KOR Activation by Salvinorin A,2026,
10.3390/biomedicines14020476,Salvinorin A,mu opioid receptor (OPRM1),Opioid Receptors in Psychedelia: Indirect Serotonergic Modulation of Direct KOR Activation by Salvinorin A,2026,
10.3390/biomedicines14020476,Salvinorin A,delta opioid receptor (OPRD1),Opioid Receptors in Psychedelia: Indirect Serotonergic Modulation of Direct KOR Activation by Salvinorin A,2026,
10.3390/brainsci15020161,Psilocybin,NMDA receptor,Emerging Medications for Treatment-Resistant Depression: A Review with Perspective on Mechanisms and Challenges,2025,
10.3390/brainsci15020161,Psilocybin,AMPA receptor,Emerging Medications for Treatment-Resistant Depression: A Review with Perspective on Mechanisms and Challenges,2025,
10.3390/cancers12020257,MDA,Sigma-2 receptor (TMEM97),"NO1, a New Sigma 2 Receptor/TMEM97 Fluorescent Ligand, Downregulates SOCE and Promotes Apoptosis in the Triple Negative Breast Cancer Cell Lines",2020,
10.3390/cells12060963,Psilocybin,5-HT2A,Psychedelic Targeting of Metabotropic Glutamate Receptor 2 and Its Implications for the Treatment of Alcoholism,2023,
10.3390/cells12060963,Psilocybin,mGluR2 (GRM2),Psychedelic Targeting of Metabotropic Glutamate Receptor 2 and Its Implications for the Treatment of Alcoholism,2023,
10.3390/ijms21239279,DMT,5-HT2A,Toxicology and Analysis of Psychoactive Tryptamines,2020,
10.3390/ijms21239279,5-MeO-DiPT,5-HT2A,Toxicology and Analysis of Psychoactive Tryptamines,2020,
10.3390/ijms21239279,DiPT,5-HT2A,Toxicology and Analysis of Psychoactive Tryptamines,2020,
10.3390/ijms22020835,Psilocybin,5-HT2A,A Single Dose of Psilocybin Increases Synaptic Density and Decreases 5-HT2A Receptor Density in the Pig Brain,2021,
10.3390/ijms241813900,DMT,NMDA receptor,Treatment of Alzheimer’s Disease: Beyond Symptomatic Therapies,2023,
10.3390/ijms25010100,Psilocybin,5-HT2A,Limbic System Response to Psilocybin and Ketamine Administration in Rats: A Neurochemical and Behavioral Study,2023,
10.3390/ijms25010100,Psilocybin,5-HT1A,Limbic System Response to Psilocybin and Ketamine Administration in Rats: A Neurochemical and Behavioral Study,2023,
10.3390/ijms25010100,Ketamine,5-HT2A,Limbic System Response to Psilocybin and Ketamine Administration in Rats: A Neurochemical and Behavioral Study,2023,
10.3390/ijms25010100,Ketamine,5-HT1A,Limbic System Response to Psilocybin and Ketamine Administration in Rats: A Neurochemical and Behavioral Study,2023,
10.3390/ijms25010100,S-ketamine,5-HT2A,Limbic System Response to Psilocybin and Ketamine Administration in Rats: A Neurochemical and Behavioral Study,2023,
10.3390/ijms25010100,S-ketamine,5-HT1A,Limbic System Response to Psilocybin and Ketamine Administration in Rats: A Neurochemical and Behavioral Study,2023,
10.3390/ijms25010100,R-ketamine,5-HT2A,Limbic System Response to Psilocybin and Ketamine Administration in Rats: A Neurochemical and Behavioral Study,2023,
10.3390/ijms25010100,R-ketamine,5-HT1A,Limbic System Response to Psilocybin and Ketamine Administration in Rats: A Neurochemical and Behavioral Study,2023,
10.3390/ijms25010241,Psilocybin,5-HT2A,Molecular and Medical Aspects of Psychedelics,2023,
10.3390/ijms25010241,Psilocybin,5-HT2C,Molecular and Medical Aspects of Psychedelics,2023,
10.3390/ijms25010241,25B-NBOMe,5-HT2A,Molecular and Medical Aspects of Psychedelics,2023,
10.3390/ijms25010241,25B-NBOMe,5-HT2C,Molecular and Medical Aspects of Psychedelics,2023,
10.3390/molecules28020718,Salvinorin A,kappa opioid receptor (OPRK1),Solving an Old Puzzle: Elucidation and Evaluation of the Binding Mode of Salvinorin A at the Kappa Opioid Receptor,2023,
10.3390/molecules28114346,Ketamine,NMDA receptor,Binding Affinity and Mechanisms of Potential Antidepressants Targeting Human NMDA Receptors,2023,
10.3390/molecules28114346,S-ketamine,NMDA receptor,Binding Affinity and Mechanisms of Potential Antidepressants Targeting Human NMDA Receptors,2023,
10.3390/molecules28114346,R-ketamine,NMDA receptor,Binding Affinity and Mechanisms of Potential Antidepressants Targeting Human NMDA Receptors,2023,
10.3390/ph15050640,LSD,5-HT2A,New Paradigms of Old Psychedelics in Schizophrenia,2022,
10.3390/ph15050640,LSD,NMDA receptor,New Paradigms of Old Psychedelics in Schizophrenia,2022,
10.3390/ph15050640,Psilocybin,5-HT2A,New Paradigms of Old Psychedelics in Schizophrenia,2022,
10.3390/ph15050640,Psilocybin,NMDA receptor,New Paradigms of Old Psychedelics in Schizophrenia,2022,
10.3390/ph15050640,Mescaline,5-HT2A,New Paradigms of Old Psychedelics in Schizophrenia,2022,
10.3390/ph15050640,Mescaline,NMDA receptor,New Paradigms of Old Psychedelics in Schizophrenia,2022,
10.3390/ph16101483,MDA,5-HT1A,"Design, Synthesis and Biological Evaluation of Novel N-Arylpiperazines Containing a 4,5-Dihydrothiazole Ring",2023,
10.3390/plants12244189,DOM,D2 receptor (DRD2),Assessment of Quercetin Antiemetic Properties: In Vivo and In Silico Investigations on Receptor Binding Affinity and Synergistic Effects,2023,
10.3390/psychoactives3010007,DMT,Sigma-1 receptor (SIGMAR1),"The Clinical Potential of Dimethyltryptamine: Breakthroughs into the Other Side of Mental Illness, Neurodegeneration, and Consciousness",2024,
10.33915/etd.6309,Ketamine,Sigma-1 receptor (SIGMAR1),Evaluation of the antidepressant potential of dextromethorphan,2015,
10.33915/etd.6309,Ketamine,AMPA receptor,Evaluation of the antidepressant potential of dextromethorphan,2015,
10.33915/etd.6309,S-ketamine,Sigma-1 receptor (SIGMAR1),Evaluation of the antidepressant potential of dextromethorphan,2015,
10.33915/etd.6309,S-ketamine,AMPA receptor,Evaluation of the antidepressant potential of dextromethorphan,2015,
10.33915/etd.6309,R-ketamine,Sigma-1 receptor (SIGMAR1),Evaluation of the antidepressant potential of dextromethorphan,2015,
10.33915/etd.6309,R-ketamine,AMPA receptor,Evaluation of the antidepressant potential of dextromethorphan,2015,
10.52965/001c.38672,Noribogaine,kappa opioid receptor (OPRK1),"Historical Pathways for Opioid Addiction, Withdrawal with   Traditional and Alternative Treatment Options with Ketamine,   Cannabinoids, and Noribogaine: A Narrative Review",2022,
10.52965/001c.38672,Noribogaine,mu opioid receptor (OPRM1),"Historical Pathways for Opioid Addiction, Withdrawal with   Traditional and Alternative Treatment Options with Ketamine,   Cannabinoids, and Noribogaine: A Narrative Review",2022,
10.52965/001c.38672,Ketamine,kappa opioid receptor (OPRK1),"Historical Pathways for Opioid Addiction, Withdrawal with   Traditional and Alternative Treatment Options with Ketamine,   Cannabinoids, and Noribogaine: A Narrative Review",2022,
10.52965/001c.38672,Ketamine,mu opioid receptor (OPRM1),"Historical Pathways for Opioid Addiction, Withdrawal with   Traditional and Alternative Treatment Options with Ketamine,   Cannabinoids, and Noribogaine: A Narrative Review",2022,
