# Deterministic prescreen retained queue for mechanistic generated at 2026-05-19T07:31:34.184747+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1002/1873-3468.15099,,,"Molecular insights into the modulation of the 5
                    <scp>HT</scp>
                    <sub>
                      2
                      <scp>A</scp>
                    </sub>
                    receptor by serotonin, psilocin, and the G protein subunit Gqα",2025,Niklas Viohl; Ali Asghar Hakami Zanjani; Himanshu Khandelia,FEBS Letters,journal-article,,2025-01-26,0014-5793,1873-3468,Wiley,"Receptor, Serotonin, 5-HT2A / chemistry | Receptor, Serotonin, 5-HT2A / metabolism | GTP-Binding Protein alpha Subunits, Gq-G11 / metabolism | GTP-Binding Protein alpha Subunits, Gq-G11 / chemistry | Molecular Dynamics Simulation | Serotonin / chemistry | Serotonin / metabolism | Serotonin / pharmacology | Humans | Psilocybin / analogs & derivatives | Psilocybin / chemistry | Psilocybin / pharmacology | Psilocybin / metabolism | Protein Binding | Ligands | Protein Conformation | Binding Sites",5HT2AR | G protein‐coupled receptors | free energy calculations | molecular dynamics simulations | psilocin | psychedelics,Novo Nordisk Fonden | Lundbeck Foundation,NNF18OC0032608 | NNF18OC0034936 | R344-2020-1023,,,,,eng,
10.1016/j.euroneuro.2012.10.006,,,Dysregulated 5-HT2A receptor binding in postmortem frontal cortex of schizophrenic subjects,2012,Carolina Muguruza; José L. Moreno; Adrienne Umali; Luis F. Callado; J. Javier Meana; Javier González-Maeso,European Neuropsychopharmacology,journal-article,,2012-11-21,0924-977X,1873-7862,Elsevier BV,"Amphetamines / metabolism | Animals | Antipsychotic Agents / therapeutic use | Diagnostic and Statistical Manual of Mental Disorders | Frontal Lobe / drug effects | Frontal Lobe / metabolism | Humans | Ketanserin / analogs & derivatives | Ketanserin / metabolism | Mice | Mice, Knockout | Nerve Tissue Proteins / agonists | Nerve Tissue Proteins / antagonists & inhibitors | Nerve Tissue Proteins / metabolism | Neurons / drug effects | Neurons / metabolism | Prefrontal Cortex / drug effects | Prefrontal Cortex / metabolism | Radioligand Assay | Receptor, Serotonin, 5-HT2A / chemistry | Receptor, Serotonin, 5-HT2A / genetics | Receptor, Serotonin, 5-HT2A / metabolism | Schizophrenia / drug therapy | Schizophrenia / metabolism | Serotonin Antagonists / metabolism | Serotonin Receptor Agonists / metabolism | Suicide | Up-Regulation / drug effects",Postmortem human brain | Radioligand binding | Schizophrenia | Serotonin | Serotonin 5-HT2A receptor | Suicide,NIMH NIH HHS,R01 MH084894,,,,,eng,
10.1016/j.euroneuro.2015.12.027,,,"The fatty acid amide hydrolase inhibitor URB597 modulates serotonin-dependent emotional behaviour, and serotonin1A and serotonin2A/C activity in the hippocampus",2015,Francis R. Bambico; Andrea Duranti; José N. Nobrega; Gabriella Gobbi,European Neuropsychopharmacology,journal-article,,2015-12-19,0924-977X,1873-7862,Elsevier BV,"8-Hydroxy-2-(di-n-propylamino)tetralin / pharmacology | Action Potentials / drug effects | Adrenergic Agents / toxicity | Amidohydrolases / antagonists & inhibitors | Animals | Benzamides / pharmacology | Benzoxazines / pharmacology | Benzylamines / toxicity | Calcium Channel Blockers / pharmacology | Carbamates / pharmacology | Dose-Response Relationship, Drug | Emotions / drug effects | Hippocampus / drug effects | Hippocampus / metabolism | Immobility Response, Tonic / drug effects | Locomotion / drug effects | Male | Maze Learning / drug effects | Morpholines / pharmacology | Naphthalenes / pharmacology | Rats | Rats, Sprague-Dawley | Receptors, Serotonin / metabolism | Serotonergic Neurons / drug effects | Serotonin / metabolism | Serotonin Agents / pharmacology | Fatty Acid Amide Hydrolases",5-HT(1A) | 5-HT(2A/C) | Electrophysiology | Endocannabinoids | Fatty acid amide hydrolase,Canadian Institutes of Health Research,,,,,,eng,
10.1016/j.euroneuro.2019.10.013,,,Serotonin 5-HT2A receptor expression and functionality in postmortem frontal cortex of subjects with schizophrenia: Selective biased agonism via Gαi1-proteins,2019,Aintzane García-Bea; Patricia Miranda-Azpiazu; Carolina Muguruza; Sara Marmolejo-Martinez-Artesero; Rebeca Diez-Alarcia; Ane M Gabilondo; Luis F Callado; Benito Morentin; Javier González-Maeso; J Javier Meana,European Neuropsychopharmacology,journal-article,,2019-11-14,0924-977X,1873-7862,Elsevier BV,"Animals | Frontal Lobe / drug effects | Frontal Lobe / metabolism | Frontal Lobe / pathology | GTP-Binding Protein alpha Subunits, Gi-Go / biosynthesis | GTP-Binding Protein alpha Subunits, Gi-Go / genetics | Gene Expression | Humans | Male | Rats | Receptor, Serotonin, 5-HT2A / biosynthesis | Receptor, Serotonin, 5-HT2A / genetics | Schizophrenia / genetics | Schizophrenia / metabolism | Schizophrenia / pathology | Serotonin 5-HT2 Receptor Agonists / pharmacology | Serotonin 5-HT2 Receptor Antagonists / pharmacology",Antipsychotics | G protein | Human brain | Schizophrenia | Serotonin 2A receptor,NIMH NIH HHS,R01 MH111940 | R01 MH084894,,,,,eng,
10.1016/j.euroneuro.2021.06.001,,,Psilocybin-induced changes in brain network integrity and segregation correlate with plasma psilocin level and psychedelic experience,2021,Martin K. Madsen; Dea S. Stenbæk; Albin Arvidsson; Sophia Armand; Maja R. Marstrand-Joergensen; Sys S. Johansen; Kristian Linnet; Brice Ozenne; Gitte M. Knudsen; Patrick M. Fisher,European Neuropsychopharmacology,journal-article,,2021-07-08,0924-977X,1873-7862,Elsevier BV,Brain | Hallucinogens | Humans | Magnetic Resonance Imaging | Psilocybin / analogs & derivatives | Psilocybin / pharmacology,Experience | Functional connectivity | Psilocin | Psilocybin | Psychedelic | fMRI,,,10.1101/2021.02.03.429325,has-preprint doi:10.1101/2021.02.03.429325 asserted-by:object,,,eng,
10.1016/j.euroneuro.2022.02.004,,,"Ketamine and esketamine for crisis management in patients with depression: Why, whom, and how?",2022,Aiste Lengvenyte; Robertas Strumila; Emilie Olié; Philippe Courtet,European Neuropsychopharmacology,journal-article,,2022-02-23,0924-977X,1873-7862,Elsevier BV,Antidepressive Agents / adverse effects | Depression / drug therapy | Major Depressive Disorder / drug therapy | Major Depressive Disorder / psychology | Humans | Ketamine / adverse effects | Suicidal Ideation,Crisis | Depression | Intervention | Ketamine | Suicide,,,,,,,eng,
10.1016/j.euroneuro.2022.03.006,,,"Pharmacological characterization of 3,4-methylenedioxyamphetamine (MDA) analogs and two amphetamine-based compounds: ,α-DEPEA and DPIA",2022,Karolina E. Kolaczynska; Paula Ducret; Daniel Trachsel; Marius C. Hoener; Matthias E. Liechti; Dino Luethi,European Neuropsychopharmacology,journal-article,,2022-04-01,0924-977X,1873-7862,Elsevier BV,"3,4-Methylenedioxyamphetamine / pharmacology | Amphetamine / pharmacology | Carrier Proteins | Dopamine / metabolism | Humans | Methamphetamine / analogs & derivatives | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Serotonin / metabolism",MDA | amphetamine | dopamine | new psychoactive substances | serotonin | transporter,Bundesamt für Gesundheit | Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,16.921318 | P400PM_191032,,,,,eng,
10.1016/j.fitote.2018.08.017,,,Antinociceptive effect of neo-clerodane diterpenes obtained from Baccharis flabellata,2018,Matías Funes; María F. Garro; Rodrigo D. Tosso; Alejandra O. Maria; José R. Saad; Ricardo D. Enriz,Fitoterapia,journal-article,,2018-08-24,0367-326X,1873-6971,Elsevier BV,"Analgesics / isolation & purification | Analgesics / pharmacology | Animals | Argentina | Baccharis / chemistry | Diterpenes, Clerodane / isolation & purification | Diterpenes, Clerodane / pharmacology | Female | Male | Mice | Molecular Docking Simulation | Molecular Structure | Phytochemicals / isolation & purification | Phytochemicals / pharmacology | Plant Components, Aerial / chemistry | Plant Extracts / chemistry | Plants, Medicinal / chemistry | Seasons",Agonists of kappa receptors | Baccharis flabellata | Diene-acid clerodane dimer | Furan neoclerodane,,,,,,,eng,
10.1016/j.forsciint.2011.12.014,,,The PMMA epidemic in Norway: Comparison of fatal and non-fatal intoxications,2012,Merete Vevelstad; Elisabeth Leere Øiestad; Gerrit Middelkoop; Inger Hasvold; Peer Lilleng; Gerd Jorunn M. Delaveris; Tormod Eggen; Jørg Mørland; Marianne Arnestad,Forensic Science International,journal-article,,2012-01-17,0379-0738,1872-6283,Elsevier BV,"Adolescent | Adult | Central Nervous System Stimulants / adverse effects | Central Nervous System Stimulants / blood | Central Nervous System Stimulants / chemistry | Central Nervous System Stimulants / poisoning | Chromatography, Liquid | Designer Drugs / adverse effects | Designer Drugs / poisoning | Female | Forensic Toxicology | Humans | Male | Methamphetamine / adverse effects | Methamphetamine / analogs & derivatives | Methamphetamine / blood | Methamphetamine / chemistry | Methamphetamine / poisoning | Molecular Structure | Norway | Substance-Related Disorders / blood | Substance-Related Disorders / epidemiology | Tandem Mass Spectrometry | Young Adult",,,,,,,,eng,
10.1016/j.forsciint.2016.08.013,,,An overview of emerging and new psychoactive substances in the United Kingdom,2016,Shruti Beharry; Simon Gibbons,Forensic Science International,journal-article,,2016-08-12,0379-0738,1872-6283,Elsevier BV,"Anesthetics, Dissociative / chemistry | Anesthetics, Dissociative / pharmacology | Benzodiazepines / chemistry | Benzodiazepines / pharmacology | Hallucinogens / chemistry | Hallucinogens / pharmacology | Humans | Illicit Drugs / chemistry | Illicit Drugs / pharmacology | Lysergic Acid Diethylamide / analogs & derivatives | Lysergic Acid Diethylamide / chemistry | Lysergic Acid Diethylamide / pharmacology | Molecular Structure | Psychotropic Drugs / chemistry | Psychotropic Drugs / pharmacology | United Kingdom",Benzodiazepines | Hallucinogens | LSD derivatives | Lefetamine | New psychoactive substances | Psychostimulants,,,,,,,eng,
10.1016/j.forsciint.2020.110553,,,"In vitro characterization of new psychoactive substances at the μ-opioid, CB1, 5HT1A, and 5-HT2A receptors—On-target receptor potency and efficacy, and off-target effects",2020,Anna Åstrand; Davide Guerrieri; Svante Vikingsson; Robert Kronstrand; Henrik Green,Forensic Science International,journal-article,,2020-10-23,0379-0738,1872-6283,Elsevier BV,"Analgesics, Opioid / pharmacology | Cell Line | Dose-Response Relationship, Drug | Fentanyl / analogs & derivatives | Fentanyl / pharmacology | Humans | Psychotropic Drugs / pharmacology | Receptor, Cannabinoid, CB1 / drug effects | Receptor, Serotonin, 5-HT2A / drug effects | Receptors, Opioid, mu / drug effects | Receptors, Serotonin / drug effects",5-HT(2A) serotonin receptor agonists | Designer drugs | Fentanyl analogues | New psychoactive substances (NPS) | Potency | μ-Opioid receptor agonists,,,,,,,eng,
10.1016/j.genhosppsych.2025.12.009,,,Eligibility for psychedelic therapy: Clinical trial medical exclusion criteria and their implications for hospital practice,2025,Martin L. Williams; Karen Hitchcock; Angus H. Miller; Simon A. Beck,General Hospital Psychiatry,journal-article,,2025-12-16,0163-8343,1873-7714,Elsevier BV,Humans | Hallucinogens / therapeutic use | Hallucinogens / pharmacology | Hallucinogens / adverse effects | Clinical Trials as Topic / standards | Patient Selection | Mental Disorders / drug therapy,Classic psychedelics | Drug-drug interactions | Hospital practice | Medical exclusion criteria | Psychedelic-assisted therapy | Translation,,,,,,,eng,
10.1016/j.heares.2008.07.009,,,Ontogeny of serotonin and serotonin2A receptors in rat auditory cortex,2008,Gregory J. Basura; Atheir I. Abbas; Heather O’Donohue; Jean M. Lauder; Bryan L. Roth; Paul D. Walker; Paul B. Manis,Hearing Research,journal-article,,2008-08-07,0378-5955,1878-5891,Elsevier BV,"Animals | Auditory Cortex / metabolism | Chromatography, High Pressure Liquid | Humans | Immunohistochemistry / methods | Indoles / pharmacology | Microscopy, Confocal | Models, Biological | Pyramidal Cells / metabolism | Pyridines / pharmacology | Rats | Rats, Sprague-Dawley | Receptor, Serotonin, 5-HT2A / biosynthesis | Serotonin / biosynthesis | Serotonin Antagonists / pharmacology | Time Factors",,NIDCD NIH HHS | NIGMS NIH HHS,R01 DC000425 | T32 GM007250,,,,,eng,
10.1016/j.imed.2022.03.001,,,"Ketamine use disorder: preclinical, clinical, and neuroimaging evidence to support proposed mechanisms of actions",2022,Leah Vines; Diana Sotelo; Allison Johnson; Evan Dennis; Peter Manza; Nora D. Volkow; Gene-Jack Wang,Intelligent Medicine,journal-article,,2022-03-07,2096-9376,2667-1026,Elsevier BV,,Dopamine | GABA | Glutamatergic | Ketamine | NMDA | Neuroimaging | Serotonin,Intramural NIH HHS,Z01 AA000550,,,,,eng,
10.1016/j.jare.2025.11.034,,,Lactoferrin alleviates non-alcoholic steatohepatitis via remodeling gut microbiota to regulate serotonin-related pathways,2025,Li Ding; Jia-Ying Xu; Li-Li Zhang; Yan Liu; Kai-Tian Gu; Yan-Zi Liang; Khemayanto Hidayat; Zhongxiao Wan; Guo-Chong Chen; Li-Qiang Qin,Journal of Advanced Research,journal-article,,2025-11-01,2090-1224,2090-1232,Elsevier BV,,Gut microbiota | Lactoferrin | Non-alcoholic steatohepatitis | cGAS/STING | serotonin receptor 2A,,,,,,,eng,
10.1016/j.jchromb.2024.124123,,,Derivatization-free determination of chiral plasma pharmacokinetics of MDMA and its enantiomers,2024,Dino Luethi; Deborah Rudin; Isabelle Straumann; Jan Thomann; Isidora Avedisian; Matthias E. Liechti; Urs Duthaler,Journal of Chromatography B,journal-article,,2024-04-09,1570-0232,1873-376X,Elsevier BV,"Humans | N-Methyl-3,4-methylenedioxyamphetamine / blood | N-Methyl-3,4-methylenedioxyamphetamine / pharmacokinetics | N-Methyl-3,4-methylenedioxyamphetamine / chemistry | Stereoisomerism | Chromatography, High Pressure Liquid / methods | Tandem Mass Spectrometry / methods | Reproducibility of Results | Linear Models | Limit of Detection | Male | Adult",Bioanalysis | Enantiomer | Enantioselective | MDMA | Pharmacokinetics,,,,,,,eng,
10.1016/j.jconrel.2020.03.026,,,Hydrogel-forming microneedle arrays as a therapeutic option for transdermal esketamine delivery,2020,Aaron J. Courtenay; Emma McAlister; Maelíosa T.C. McCrudden; Lalit Vora; Lilach Steiner; Galit Levin; Etgar Levy-Nissenbaum; Nava Shterman; Mary-Carmel Kearney; Helen O. McCarthy,Journal of Controlled Release,journal-article,,2020-03-19,0168-3659,1873-4995,Elsevier BV,"Administration, Cutaneous | Animals | Drug Delivery Systems | Female | Humans | Hydrogels | Ketamine | Microinjections | Needles | Rats | Rats, Sprague-Dawley | Skin | Swine",Esketamine | In vivo | Microneedle array | Treatment resistant depression,Wellcome Trust,WT094085MA,,,,,eng,
10.1016/j.jep.2025.120311,,,Antinociceptive effect of salvinorin A from the extract of Salvia divinorum in formalin-evoked trigeminal pain behavior in mice: Underlying mechanisms,2025,Geovanna Nallely Quiñonez-Bastidas; Eva Daysi Tixta-Ramírez; José Luis Balderas-López; Paola Andrea Vargas-Durán; Araceli Pérez-Vásquez; Andrés Navarrete,Journal of Ethnopharmacology,journal-article,,2025-07-19,0378-8741,1872-7573,Elsevier BV,"Animals | Male | Diterpenes, Clerodane / pharmacology | Diterpenes, Clerodane / isolation & purification | Diterpenes, Clerodane / therapeutic use | Salvia / chemistry | Mice, Inbred ICR | Formaldehyde | Plant Extracts / pharmacology | Plant Extracts / therapeutic use | Analgesics / pharmacology | Analgesics / isolation & purification | Analgesics / therapeutic use | Mice | Behavior, Animal / drug effects | TRPV Cation Channels / metabolism | Plant Leaves | Trigeminal Neuralgia / drug therapy | Trigeminal Neuralgia / chemically induced | Dose-Response Relationship, Drug | Disease Models, Animal | Pain Measurement / drug effects",Antinociception | Formalin-evoked trigeminal behavior | Kappa-opioid receptor | Orofacial pain | Salvia divinorum | Salvinorin A | TRPV1 receptor and CB1 receptor,,,,,,,eng,
10.1016/j.jmgm.2016.08.001,,,Chemogenomics knowledgebase and systems pharmacology for hallucinogen target identification—Salvinorin A as a case study,2016,Xiaomeng Xu; Shifan Ma; Zhiwei Feng; Guanxing Hu; Lirong Wang; Xiang-Qun Xie,Journal of Molecular Graphics and Modelling,journal-article,,2016-08-09,1093-3263,1873-4243,Elsevier BV,"Databases, Chemical | Diterpenes, Clerodane / chemistry | Diterpenes, Clerodane / pharmacology | Genomics | Hallucinogens / chemistry | Hallucinogens / pharmacology | Knowledge Bases | Models, Molecular | Reproducibility of Results",Chemogenomics database | Drug abuse | Hallucinogen | Salvinorin A | Systems pharmacology | Target identification,NIDA NIH HHS,P30 DA035778,,,,,eng,
10.1016/j.jpainsymman.2011.01.001,,,Ketamine*,2011,Rachel Quibell; Eric E. Prommer; Mary Mihalyo; Robert Twycross; Andrew Wilcock,Journal of Pain and Symptom Management,journal-article,,2011-03,0885-3924,1873-6513,Elsevier BV,"Anesthesia | Anesthetics, Dissociative / therapeutic use | Animals | Excitatory Amino Acid Antagonists / pharmacology | Humans | Ketamine / administration & dosage | Ketamine / adverse effects | Ketamine / pharmacology | Ketamine / therapeutic use | Pain / drug therapy | Intractable Pain / drug therapy | Postoperative Pain / drug therapy | Receptors, N-Methyl-D-Aspartate / drug effects",,,,,,,,en,
10.1016/j.jphs.2015.02.006,,,Novel 5-HT5A receptor antagonists ameliorate scopolamine-induced working memory deficit in mice and reference memory impairment in aged rats,2015,Mayako Yamazaki; Mayuko Okabe; Noriyuki Yamamoto; Junko Yarimizu; Katsuya Harada,Journal of Pharmacological Sciences,journal-article,,2015-02-18,1347-8613,1347-8648,Elsevier BV,"Aging | Animals | Brain / metabolism | Cognition Disorders / chemically induced | Cognition Disorders / drug therapy | Cognition Disorders / psychology | Dementia / drug therapy | Disease Models, Animal | Dose-Response Relationship, Drug | Guanidines / pharmacology | Guanidines / therapeutic use | Isoquinolines / pharmacology | Isoquinolines / therapeutic use | Lysergic Acid Diethylamide / metabolism | Male | Maze Learning / drug effects | Memory Disorders / chemically induced | Memory Disorders / drug therapy | Mice, Inbred Strains | Olfactory Bulb / metabolism | Rats, Wistar | Receptors, Serotonin / metabolism | Schizophrenia / drug therapy | Scopolamine / pharmacology | Serotonin Antagonists / pharmacology | Serotonin Antagonists / therapeutic use",5-HT(5A) receptor | Cognitive impairment | Occupancy | Water maze | Y-maze,,,,,,,eng,
10.1016/j.jphs.2017.11.001,,,Role of NMDA receptor GluN2D subunit in the antidepressant effects of enantiomers of ketamine,2017,Soichiro Ide; Yuiko Ikekubo; Masayoshi Mishina; Kenji Hashimoto; Kazutaka Ikeda,Journal of Pharmacological Sciences,journal-article,,2017-11-01,1347-8613,1347-8648,Elsevier BV,"Animals | Antidepressive Agents / administration & dosage | Antidepressive Agents / pharmacology | Antidepressive Agents / therapeutic use | Depression / drug therapy | Injections, Intraperitoneal | Ketamine / administration & dosage | Ketamine / pharmacology | Ketamine / therapeutic use | Mice, Inbred C57BL | Receptors, N-Methyl-D-Aspartate / physiology | Stereoisomerism",Depression | GluN2D | Ketamine,Japan Agency for Medical Research and Development | Japan Society for the Promotion of Science,17mk0101076h0002 | 17dk030707s0101,,,,,eng,
10.1016/j.jphs.2024.01.008,,,"Loss of the sustained antidepressant-like effect of (2R,6R)-hydroxynorketamine in NMDA receptor GluN2D subunit knockout mice",2024,Aimi Yamagishi; Yuiko Ikekubo; Masayoshi Mishina; Kazutaka Ikeda; Soichiro Ide,Journal of Pharmacological Sciences,journal-article,,2024-01-26,1347-8613,1347-8648,Elsevier BV,"Humans | Mice | Animals | Ketamine / pharmacology | Ketamine / metabolism | Ketamine / analogs & derivatives | Depression / drug therapy | Depression / genetics | Receptors, N-Methyl-D-Aspartate / metabolism | Mice, Knockout | Antidepressive Agents / pharmacology",Depression | GluN2D | Hydroxynorketamine | Ketamine | Tail-suspension test,,,,,,,eng,
10.1016/j.jphs.2026.04.002,,,Enhanced effect of the hallucinogen DOI in L-DOPA receptor Gpr143-deficient mice,2026,Daiki Masukawa; Rei Tajika; Yoshimi Ichimaru; Masaaki Kurihara; Tsutomu Suzuki; Yoshio Goshima,Journal of Pharmacological Sciences,journal-article,,2026-04-07,1347-8613,1347-8648,Elsevier BV,"Animals | Hallucinogens / pharmacology | CHO Cells | Cricetulus | Mice, Knockout | Amphetamines / pharmacology | Male | Phosphorylation / drug effects | Nucleus Accumbens / metabolism | Nucleus Accumbens / drug effects | Receptor, Serotonin, 5-HT2A / metabolism | Signal Transduction / drug effects | Proto-Oncogene Proteins c-fos / metabolism | Mice | Extracellular Signal-Regulated MAP Kinases / metabolism | Receptors, G-Protein-Coupled / genetics | Receptors, G-Protein-Coupled / physiology","2,5-dimethoxy-4-iodoamphetamine | 5-HT2A receptor | GPR143",Takeda Science Foundation | Yokohama City University,,,,,,eng,
10.1016/j.jpsychires.2016.10.023,,,Case series: Antidepressant effects of low-affinity and low-trapping NMDA receptor antagonists did not predict response to ketamine in seven subjects.,2017,L. Lepow; D. Luckenbaugh; Lawrence T. Park; I. Henter; C. Zarate,Journal of psychiatric research,LettersAndComments,NCT00986479 | NCT00040261 | NCT00088699,2017-03-01,0022-3956,1879-1379,Elsevier BV,"Adamantane / analogs & derivatives | Adamantane / therapeutic use | Adult | Antidepressive Agents / therapeutic use | Depression / drug therapy | Excitatory Amino Acid Antagonists / therapeutic use | Female | Humans | Ketamine / therapeutic use | Male | Memantine / therapeutic use | Middle Aged | Niacinamide / analogs & derivatives | Niacinamide / therapeutic use | Predictive Value of Tests | Psychiatric Status Rating Scales | Receptors, N-Methyl-D-Aspartate / metabolism | Treatment Outcome",Medicine | external | s2-fos-model,Intramural NIH HHS,Z01 MH002857 | ZIA MH002857,,,,,en,93611a3420cd32ca84c54c164f6f8bcf17d2cda7
10.1016/j.jsat.2021.108717,,,A systematic literature review of clinical trials and therapeutic applications of ibogaine,2021,Patrick Köck; Katharina Froelich; Marc Walter; Undine Lang; Kenneth M. Dürsteler,Journal of Substance Abuse Treatment,journal-article,,2021-12-30,0740-5472,1873-6483,Elsevier BV,Alkaloids / therapeutic use | Hallucinogens / adverse effects | Humans | Ibogaine / adverse effects | Observational Studies as Topic | Randomized Controlled Trials as Topic | Retrospective Studies | Substance Withdrawal Syndrome / drug therapy | Substance-Related Disorders / drug therapy,Cocaine | Hallucinogen | Opioid | Psychedelic | Substance use disorder | Treatment,,,,,,,eng,
10.1016/j.lfs.2019.116790,,,5-HT2 receptor activation alleviates airway inflammation and structural remodeling in a chronic mouse asthma model,2019,Thomas W. Flanagan; Melaine N. Sebastian; Diana M. Battaglia; Timothy P. Foster; Stephania A. Cormier; Charles D. Nichols,Life Sciences,journal-article,,2019-10-15,0024-3205,1879-0631,Elsevier BV,"Airway Remodeling / drug effects | Airway Remodeling / immunology | Amphetamines / pharmacology | Animals | Asthma / chemically induced | Asthma / drug therapy | Asthma / immunology | Asthma / pathology | Chronic Disease | Female | Hypersensitivity / immunology | Hypersensitivity / pathology | Hypersensitivity / prevention & control | Mice | Mice, Inbred BALB C | Ovalbumin / toxicity | Pneumonia / immunology | Pneumonia / pathology | Pneumonia / prevention & control | Receptors, Serotonin, 5-HT2 / metabolism | Serotonin 5-HT2 Receptor Agonists / pharmacology",5-HT | 5-HT signaling | 5-HT2A agonists | Asthma | Fibrosis | Inflammation | Psychedelic | Serotonin,NIAID NIH HHS,R01 AI090059,,,,,eng,
10.1016/j.mam.2012.07.002,,,"SLC6 transporters: Structure, function, regulation, disease association and therapeutics",2013,Akula Bala Pramod; James Foster; Lucia Carvelli; L. Keith Henry,Molecular Aspects of Medicine,journal-article,,2013-03-16,0098-2997,1872-9452,Elsevier BV,"Amino Acid Transport Systems, Neutral / genetics | Amino Acid Transport Systems, Neutral / metabolism | Amino Acid Transport Systems, Neutral / physiology | Biological Transport / physiology | Gene Expression Regulation / physiology | Humans | Lipoylation | Models, Molecular | Multigene Family / genetics | Phylogeny | Plasma Membrane Neurotransmitter Transport Proteins / genetics | Plasma Membrane Neurotransmitter Transport Proteins / metabolism | Plasma Membrane Neurotransmitter Transport Proteins / physiology | Protein Conformation | Sodium / metabolism",,NIDA NIH HHS,R21 DA024797 | R01 DA027845 | R15 DA031991 | DA024797 | DA027845 | DA031991,,,,,eng,
10.1016/j.mehy.2021.110567,,,Hystero-epilepsy in the Tuesday Lessons and NMDA receptor function: A hypothesis for dissociative disorder,2021,Tomoko Komagamine; Norito Kokubun; Koichi Hirata,Medical Hypotheses,journal-article,,2021-03-23,0306-9877,1532-2777,Elsevier BV,"Anti-N-Methyl-D-Aspartate Receptor Encephalitis | Dissociative Disorders | Epilepsy / complications | Humans | Receptors, Glutamate | Receptors, N-Methyl-D-Aspartate",Autoimmune encephalitis | History | Hysteria | Ketamine | Tonic immobility,,,,,,,eng,
10.1016/j.molbrainres.2005.04.009,,,Valerian extract and valerenic acid are partial agonists of the 5-HT5a receptor in vitro,2005,Birgit M. Dietz; Gail B. Mahady; Guido F. Pauli; Norman R. Farnsworth,Molecular Brain Research,journal-article,,2005-05-27,0169-328X,1872-6941,Elsevier BV,"Animals | Binding, Competitive / drug effects | Binding, Competitive / physiology | Brain / drug effects | Brain / metabolism | Brain Chemistry / drug effects | Brain Chemistry / physiology | CHO Cells | Cricetinae | Guanosine Triphosphate / metabolism | Humans | Hypnotics and Sedatives / metabolism | Hypnotics and Sedatives / pharmacology | Indenes / metabolism | Indenes / pharmacology | Lysergic Acid / antagonists & inhibitors | Lysergic Acid / metabolism | Neurons / drug effects | Neurons / metabolism | Plant Extracts / metabolism | Plant Extracts / pharmacology | Radioligand Assay | Receptors, Serotonin / drug effects | Receptors, Serotonin / metabolism | Serotonin / metabolism | Sesquiterpenes / metabolism | Sesquiterpenes / pharmacology | Valerian / chemistry",,NCCIH NIH HHS,P50 AT000155 | P50 AT00155,,,,,eng,
10.1016/j.molmed.2023.02.003,,,Bridging rapid and sustained antidepressant effects of ketamine,2023,Ji-Woon Kim; Kanzo Suzuki; Ege T. Kavalali; Lisa M. Monteggia,Trends in Molecular Medicine,journal-article,,2023-03-10,1471-4914,1471-499X,Elsevier BV,Humans | Ketamine / pharmacology | Ketamine / therapeutic use | Ketamine / metabolism | Depression / drug therapy | Antidepressive Agents / pharmacology | Antidepressive Agents / therapeutic use | Antidepressive Agents / metabolism | Hippocampus | Signal Transduction,BDNF | antidepressant | intracellular signaling | ketamine | synaptic plasticity,NIMH NIH HHS,R01 MH066198 | R01 MH070727 | R01 MH081060 | R56 MH081060,,,,,eng,
10.1016/j.nbd.2011.01.033,,,Dopamine D2-receptor knockout mice are protected against dopaminergic neurotoxicity induced by methamphetamine or MDMA,2011,Noelia Granado; Sara Ares-Santos; Idaira Oliva; Esther O´Shea; Eduardo D. Martin; M. Isabel Colado; Rosario Moratalla,Neurobiology of Disease,journal-article,,2011-02-07,0969-9961,1095-953X,Elsevier BV,"Analysis of Variance | Animals | Body Temperature / drug effects | Central Nervous System Stimulants / toxicity | Corpus Striatum / drug effects | Corpus Striatum / metabolism | Dopamine / metabolism | Dopamine Plasma Membrane Transport Proteins / metabolism | Immunohistochemistry | Methamphetamine / toxicity | Mice | Mice, Knockout | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Neurons / drug effects | Neurons / metabolism | Neurotoxicity Syndromes / genetics | Neurotoxicity Syndromes / metabolism | Receptors, Dopamine D2 / genetics | Receptors, Dopamine D2 / metabolism | Tyrosine 3-Monooxygenase / metabolism",Dopamine receptor D2 | Methamphetamine | Dopaminergic | Meth- | Dopamine | Pharmacology | Dopamine transporter | Neurotoxicity | Chemistry | MDMA | Dopamine receptor | Neuroprotection | Amphetamine | Dopamine receptor D1 | Endocrinology | Biology | Toxicity | Polymer | Acrylate | Monomer,"Spanish Ministerios de Ciencia e Innovación y de Sanidad y Política Social, ISCIII | PNSD | RedRTA | CIBERNED | FIS | Juan de la Cierva | CSIC",BFU2010-20664 | RD06/0001/1011 | PI070892 | 2006/1018 | 2008/074 | RTA06/0001/0006,,,,,eng,
