action_reason,authors,best_pdf_url,contexts,library_status,open_access_is_oa,open_access_status,pdf_download_status,pdf_local_path,study_doi,study_title,study_year
HTTPError: HTTP Error 403: Forbidden,See Heng Yim; Ulrike Schmidt,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24061,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/eat.24061,The effectiveness and cultural adaptations of psychological interventions for eating disorders in East Asia: A systematic scoping review,2023
HTTPError: HTTP Error 403: Forbidden,KariAnne Vrabel; Solfrid Bratland‐Sanda,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24108,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/eat.24108,Effects of inpatient treatment on compulsive exercise in adults with longstanding eating disorders: Secondary analysis from a randomized controlled trial with 12‐month follow‐up,2023
HTTPError: HTTP Error 403: Forbidden,Andrea K. Garber; Jing Cheng; Erin C. Accurso; Sara M. Buckelew; Amanda E. Downey; Daniel Le Grange; Sasha Gorrell; Cynthia J. Kapphahn; Anna Kreiter; Anna‐Barbara Moscicki,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24115,Psilocybin -> Anorexia nervosa,needs_download,true,hybrid,download_failed,,10.1002/eat.24115,Short‐term outcomes of the study of refeeding to optimize inpatient gains for patients with atypical anorexia nervosa,2024
HTTPError: HTTP Error 403: Forbidden,Suman Ambwani; Eliza Coull; Valentina Cardi; Katie Rowlands; Janet Treasure,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24121,Psilocybin -> Anorexia nervosa,needs_download,true,bronze,download_failed,,10.1002/eat.24121,Every mistake is a treasure: <scp>Lessons</scp> learned from the <scp>TRIANGLE</scp> trial for anorexia nervosa,2024
HTTPError: HTTP Error 403: Forbidden,Abigail Rennick; Cat Papastavrou Brooks; Randeep Singh Basra; Helen Startup; Tony Lavender; Anna Oldershaw,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24139,Psilocybin -> Anorexia nervosa,needs_download,true,hybrid,download_failed,,10.1002/eat.24139,Acceptability of <scp>Specialist Psychotherapy with Emotion for Anorexia in Kent and Sussex</scp> (<scp>SPEAKS</scp>): A novel intervention for anorexia nervosa,2024
HTTPError: HTTP Error 403: Forbidden,Claire M. Peterson; Daniel Le Grange; Constance A. Mara; Avani C. Modi; Emily Offenbacker North; Miriam Zegarac; Kimberly S. Stevens; Abigail Matthews; Laurie Mitan; Anne Shaffer,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24149,Psilocybin -> Anorexia nervosa,needs_download,true,hybrid,download_failed,,10.1002/eat.24149,Emotion coaching skills as an augmentation to family‐based therapy for adolescents with anorexia nervosa: A pilot effectiveness study with families with high expressed emotion,2024
HTTPError: HTTP Error 403: Forbidden,Elizabeth Ryan; Caroline X. Gao; Kelsey L. Grantham; Lê Thị Phương Thảo; Anaïs Charles‐Nelson; Rhys Bowden; Alan Herschtal; Katherine J. Lee; Andrew Forbes; Stéphane Héritier,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24187,Psilocybin -> Anorexia nervosa,needs_download,true,hybrid,download_failed,,10.1002/eat.24187,Advancing randomized controlled trial methodologies: The place of innovative trial design in eating disorders research,2024
HTTPError: HTTP Error 403: Forbidden,Anna M. Karam; Ellen E. Fitzsimmons‐Craft; Laura D’Adamo; Dawn M. Eichen; Andrea K. Graham; Rachel P. Kolko; Katherine N. Balantekin; R. Robinson Welch; W. Stewart Agras; G. Terence Wilson,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24197,Psilocybin -> Eating disorders,needs_download,true,bronze,download_failed,,10.1002/eat.24197,A pilot study evaluating online training for therapist delivery of interpersonal psychotherapy for eating disorders,2024
HTTPError: HTTP Error 403: Forbidden,Mariel Messer; Matthew Fuller‐Tyszkiewicz; Claudia Liu; Cleo Anderson; Jake Linardon,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24213,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/eat.24213,A randomized controlled trial of an online single session intervention for body image in individuals with recurrent binge eating,2024
HTTPError: HTTP Error 403: Forbidden,Colleen Cunningham; Jillian H. Broadbear; J. Rajaram; Sathya Rao; Richard Newton; Roslyn Galligan,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24397,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/eat.24397,Toward Integrated Treatment for Co‐Occurring Borderline Personality Disorder and Eating Disorders: A Clinician Perspective,2025
HTTPError: HTTP Error 403: Forbidden,Sonakshi Negi; Kelsie T. Forbush,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24404,Psilocybin -> Eating disorders,needs_download,true,bronze,download_failed,,10.1002/eat.24404,A Pilot Study of “<i>H</i>elp for <i>O</i>vercoming <i>P</i>roblem <i>E</i>ating” (<scp>HOPE</scp>): A Single Session Intervention for College Students With Binge‐Spectrum Eating Disorders,2025
open_access_but_no_direct_pdf_url,Jake Linardon; Hannah K. Jarman; Claudia Liu; Cleo Anderson; Zoe McClure; Mariel Messer,,Psilocybin -> Eating disorders,needs_download,true,green,no_pdf_url,,10.1002/eat.24405,Mental Health Impacts of Self‐Help Interventions for the Treatment and Prevention of Eating Disorders. A Meta‐Analysis,2025
HTTPError: HTTP Error 403: Forbidden,Gloria Fioravanti; Angus MacBeth; Raffaele Popolo; Francesca Travagnin; Martina Nicolis; Giancarlo Dimaggio,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24408,Psilocybin -> Eating disorders,needs_download,true,bronze,download_failed,,10.1002/eat.24408,Metacognitive Interpersonal Therapy‐Eating Disorders (<scp>MIT</scp>‐<scp>ED</scp>) Versus <scp>CBT</scp>‐E for Adults: A Proof‐of‐Concept Randomized Controlled Trial,2025
open_access_but_no_direct_pdf_url,Sinead Day; Deborah Mitchison; Kathy Tannous; Janet Conti; Katherine Gill; Long Khanh‐Dao Le; Haider Mannan; Cathrine Mihalopoulos; Lucie M. Ramjan; Rebekah Rankin,,Psilocybin -> Eating disorders,needs_download,true,hybrid,no_pdf_url,,10.1002/eat.24448,Longitudinal Effects of Residential Treatment for Eating Disorders: Symptom Trajectories and Predictors of Functional Outcomes,2025
HTTPError: HTTP Error 403: Forbidden,Maria Mercedes Guala; Aida Bikic; Kim Bul; David Clinton; Anna Mejdal; Helene Nygaard Nielsen; René Klinkby Støving; Anette Søgaard Nielsen,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24458,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/eat.24458,Maze‐Out: A Serious Game to Enhance Treatment for Eating Disorders. A Randomized Controlled Trial,2025
HTTPError: HTTP Error 403: Forbidden,Erin C. Accurso; Catherine R. Drury; Kimberly Yu; Siena Vendlinski; Nancy Jacquelyn Pérez‐Flores; Carli P. Howe; Denise E. Wilfley; Ellen E. Fitzsimmons‐Craft,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24459,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/eat.24459,Open Pilot Trial of a Coached Digital Program for Lower‐Income Adults With Eating Disorders,2025
HTTPError: HTTP Error 403: Forbidden,Sinead Day; Deborah Mitchison; Kathy Tannous; Phillipa Hay,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24465,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/eat.24465,<scp>PTSD</scp> and Complex <scp>PTSD</scp> in Residential Treatment for Eating Disorders: Moderating Effects on Symptom Severity and Outcome Trajectory,2025
HTTPError: HTTP Error 403: Forbidden,Mariel Messer; Claudia Liu; Matthew Fuller‐Tyszkiewicz; Cleo Anderson; Tracy L. Tylka; Jake Linardon,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24466,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/eat.24466,"Acceptability and Efficacy of a Web‐Based, Intuitive Eating‐Focused Single Session Intervention for Recurrent Binge Eating: A Randomized Controlled Trial",2025
HTTPError: HTTP Error 403: Forbidden,Anja Hilbert; Ulrike Klotz; Sina Sadeghi; Adrienne S. Juarascio; Toralf Kirsten,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24479,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/eat.24479,Smartphone‐Supported Cognitive‐Behavioral Therapy in Binge‐Eating Disorder: An Exploratory Randomized Trial,2025
HTTPError: HTTP Error 403: Forbidden,Bridianne O’Dea; Madelaine K. de Valle,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24487,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/eat.24487,"Trial, Error, and Insight: Using the Pilot Study of the <scp>HOPE</scp> Program to Inform Next Steps for Digital Single‐Session Research for Eating Disorders",2025
open_access_but_no_direct_pdf_url,Telma Cruz; Cristiana Duarte; Tiago Ferreira; Carina Santos; Mariana V. Martins,,Psilocybin -> Eating disorders,needs_download,true,green,no_pdf_url,,10.1002/eat.24488,Smartphone Applications for Eating Disorders: A Systematic Review and Meta‐Analysis of Randomized Controlled Trials,2025
HTTPError: HTTP Error 403: Forbidden,Katherine Schaumberg; Mahathi Gavuji; Agatha A. Laboe; Lauren Pictor; Kevin M. Crombie; Sasha Gorrell,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24496,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/eat.24496,Psychobiological Exercise Response: A Pilot Investigation of a Laboratory Exercise Assessment Paradigm Among Young Women With Eating Disorders,2025
open_access_but_no_direct_pdf_url,Carlos M. Grilo; Valentina Ivezaj; Sydney Yurkow; Cenk Tek; Ralitza Gueorguieva,,Psilocybin -> Eating disorders,needs_download,true,green,no_pdf_url,,10.1002/eat.24502,"Cognitive‐Behavioral Therapy and Lisdexamfetamine, Alone and Combined, for Binge‐Eating Disorder: Secondary Outcomes of a Randomized Controlled Trial",2025
open_access_but_no_direct_pdf_url,Jana Bruns; Marieke Meier; Katrin Jansen,,Psilocybin -> Eating disorders,needs_download,true,hybrid,no_pdf_url,,10.1002/eat.24519,The Efficacy of Individual Cognitive Behavioral Therapy for Eating Disorders: A Meta‐Analysis of Randomized Controlled Trials,2025
HTTPError: HTTP Error 403: Forbidden,Emma Austen; Jocelyn R. Clarke; Isabel Chua; Sarah Giles; Patrick Haylock; Imran M. Keshani; Po‐Han Kung; Elyse O’Loghlen; Scott Griffiths,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24526,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/eat.24526,Reflections on Using the Eating Disorders Examination to Assess Eating Disorder Pathology in Queer Men,2025
HTTPError: HTTP Error 403: Forbidden,Fujika Katsuki; Hanayo Sawada; Yasuhiro Kawasaki; Masaki Kondo; Atsurou Yamada; Norio Watanabe,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24541,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/eat.24541,Effectiveness of Remote Family Education and Support Program for Parents of Adolescents With Eating Disorders Based on Interpersonal Psychotherapy: A Randomized Controlled Trial,2025
HTTPError: HTTP Error 403: Forbidden,Emma L. Osborne; Ben Ainsworth; Nic Hooper; Paul Chadwick; Melissa Atkinson,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24546,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/eat.24546,Optimizing a Digital Mindfulness‐Based Intervention to Reduce Risk Factors for Disordered Eating: A Multiphase Optimization Strategy ( <scp>MOST</scp> ) Feasibility Trial,2025
HTTPError: HTTP Error 403: Forbidden,Hunna J. Watson; Katherine Schaumberg; Laura M. Thornton; Hannah Kennedy; Shu Hwa Ong; Preston Roche; Wesley R. Barnhart; Sian Belinda Pauley-Gadd; Kayla Costello; Rachael E. Flatt,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24563,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/eat.24563,Maladaptive Exercise in People With a Lifetime History of Eating Disorders: A Multicountry Observational Study,2025
HTTPError: HTTP Error 403: Forbidden,Amané Halicki-Asakawa; Emily Fuller; Maya Libben,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.70053,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/eat.70053,A Program‐Led Motivational App ( <scp>MI</scp> ‐Coach: <scp>ED</scp> ) for Eating Disorder Waitlists: Findings From a Feasibility and Acceptability Pilot Trial,2026
HTTPError: HTTP Error 403: Forbidden,Amaani H. Hatoum; Katie A. Richard; Amy L. Burton; Elizabeth Rieger; Stephen Touyz; Maree J. Abbott,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.70056,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/eat.70056,A Pilot Randomized Controlled Trial of Eye Movement Desensitization and Reprocessing Therapy for Adults With Binge‐Eating Disorder,2026
HTTPError: HTTP Error 403: Forbidden,Daniel Ciampi de Andrade; Luís García‐Larrea,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejp.2164,Ketamine -> Chronic pain,needs_download,true,hybrid,download_failed,,10.1002/ejp.2164,Beyond trial‐and‐error: Individualizing therapeutic transcranial neuromodulation for chronic pain,2023
open_access_but_no_direct_pdf_url,Vivienne M. Hazzard; Ross D. Crosby; Scott J. Crow; Scott G. Engel; Lauren M. Schaefer; Timothy D. Brewerton; Giovanni Castellini; Kathryn Trottier; Carol B. Peterson; Stephen A. Wonderlich,,MDMA -> Post-traumatic stress disorder,needs_download,true,green,no_pdf_url,,10.1002/erv.2823,Treatment outcomes of psychotherapy for binge‐eating disorder in a randomized controlled trial: Examining the roles of childhood abuse and post‐traumatic stress disorder,2021
HTTPError: HTTP Error 403: Forbidden,Matthew Phillips; Başak İnce; Hannah Webb; Bethan Dalton; Catherine McCombie; Madeleine Irish; Daniela Mercado; Gemma Peachey; Zohra Zenasni; Hubertus Himmerich,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/erv.2975,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/erv.2975,Autopsy of a failed trial part 1: A qualitative investigation of clinician's views on and experiences of the implementation of the DAISIES trial in UK‐based intensive eating disorder services,2023
HTTPError: HTTP Error 403: Forbidden,Cristina Vintró‐Alcaraz; Núria Mallorquí‐Bagué; María Lozano‐Madrid; Giulia Testa; Roser Granero; Isabel Sánchez; Janet Treasure; Susana Jiménez‐Múrcia; Fernando Fernández‐Aranda,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/erv.3003,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/erv.3003,The usefulness of an intervention with a serious video game as a complementary approach to cognitive behavioural therapy in eating disorders: A pilot randomized clinical trial for impulsivity management,2023
HTTPError: HTTP Error 403: Forbidden,Julian Baudinet; John Hodsoll; Ulrike Schmidt; Mima Simic; Sabine Landau; Ivan Eisler,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/erv.3050,Psilocybin -> Anorexia nervosa,needs_download,true,hybrid,download_failed,,10.1002/erv.3050,Moderators of treatment effect in a randomised controlled trial of single‐ and multi‐family therapy for anorexia nervosa in adolescents and emerging adults,2023
HTTPError: HTTP Error 403: Forbidden,Olena Said; Ece Sengun Filiz; Dominic Stringer; Briana Applewhite; Vanessa Kellermann; Hiba Mutwalli; Sevgi Bektas; Melahat Nur Akkese; Ashish Kumar; Ben Carter,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/erv.3060,Psilocybin -> Anorexia nervosa,needs_download,true,hybrid,download_failed,,10.1002/erv.3060,Olanzapine for young PEople with aNorexia nervosa (OPEN): A protocol for an open‐label feasibility study,2024
HTTPError: HTTP Error 403: Forbidden,Amelia Hemmings; Lucy Gallop; Başak İnce; Darren Cutinha; Carol Kan; Mima Simic; Ewa Zadeh; Isabella Malvisi; Katie McKenzie; Lucy Zocek,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/erv.3073,Psilocybin -> Anorexia nervosa,needs_download,true,hybrid,download_failed,,10.1002/erv.3073,A randomised controlled feasibility trial of intermittent theta burst stimulation with an open longer‐term follow‐up for young people with persistent anorexia nervosa (RaISE): Study protocol,2024
HTTPError: HTTP Error 403: Forbidden,Victoria Burmester; E. Marcia Sheridan; Nikita Julius; Jordan Elliott; Olivia Thackeray; Dasha Nicholls,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/erv.3167,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/erv.3167,Oxytocin Amplifies Negative Response to Ambiguity in Adolescent Females With and Without Eating Disorders,2025
HTTPError: HTTP Error 403: Forbidden,Sarah Barakat; Sean Rom; Marcellinus Kim; Phillip Aouad; Sarah Maguire,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/erv.3176,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/erv.3176,User Experience and Therapeutic Alliance of Treatment Completers of Clinician‐Supported Versus Self‐Help Online Intervention for Eating Disorders: A Mixed Methods Approach,2025
HTTPError: HTTP Error 403: Forbidden,C. Macfie Campbell; Xander Greig; Jessica Griffiths; Devon Hashman; Thomas Sottile; Masanori Isobe; Anees Bahji; Gina Dimitropoulos; Daniel J. Devoe,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/erv.3194,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/erv.3194,The Prevalence of Excessive Exercise in Eating Disorders: A Systematic Review and Meta‐Analysis,2025
HTTPError: HTTP Error 403: Forbidden,Jake Linardon; Claudia Liu; Zoe McClure; Hannah K. Jarman; Mariel Messer; Cleo Anderson; Matthew Fuller‐Tyszkiewicz,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/erv.3201,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/erv.3201,Self‐Guided Psychological Interventions for the Treatment and Prevention of Eating Disorders: A Meta‐Analysis of Randomized Controlled Trials,2025
open_access_but_no_direct_pdf_url,Margaret Sala; Corey R. Roos; Hedy Kober; Jonathan B. Bricker; Casey M. Stern; Joshua Plutchik; Maya John; Angela M. Haeny; Jonathan M. Feldman; Mihaela Aslan,,Psilocybin -> Eating disorders,needs_download,true,green,no_pdf_url,,10.1002/erv.3204,Combining Cognitive‐Behaviour Therapy With Mindfulness Training in a Digital Intervention for Binge Eating Disorder: A Single‐Session Pilot Trial,2025
HTTPError: HTTP Error 403: Forbidden,Elisa Rabarbari; R Chiara; Fabio Frisone; Giuseppe Riva,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/erv.70023,Psilocybin -> Eating disorders,needs_download,true,hybrid,download_failed,,10.1002/erv.70023,Exploring Loneliness in Clinical and Sub‐Clinical Eating Disorders: A Systematic Review,2025
HTTPError: HTTP Error 403: Forbidden,Brunno Freitas da Costa; Paula Hartmann; Daniel Pagnin,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hup.70032,Psilocybin -> End-of-life anxiety,needs_download,true,hybrid,download_failed,,10.1002/hup.70032,"Pharmacological Management of Anxiety in End‐of‐Life Care: A Systematic Review of Benzodiazepines, Opioids, and Psilocybin",2026
HTTPError: HTTP Error 403: Forbidden,Benjamin Hearn; Michael D. Brubaker; George B. Richardson,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcad.12429,Ibogaine -> Opioid use disorder,needs_download,true,bronze,download_failed,,10.1002/jcad.12429,Counselors’ attitudes toward psychedelics and their use in therapy,2022
open_access_but_no_direct_pdf_url,David A. Weinstein; Terry G. J. Derks; David Rodriguez‐Buritica; Ayesha Ahmad; María L. Couce; John J. Mitchell; Rebecca Riba‐Wolman; M Mount; Julieta Bonvin Sallago; Katalin M. Ross,,LSD -> Anxiety associated with life-threatening disease,needs_download,true,hybrid,no_pdf_url,,10.1002/jimd.70014,"Safety and Efficacy of <scp>DTX401</scp> , an <scp>AAV8</scp> ‐Mediated Liver‐Directed Gene Therapy, in Adults With Glycogen Storage Disease Type I a ( <scp>GSDIa</scp> )",2025
HTTPError: HTTP Error 403: Forbidden,Peter Olujimi Odutola; Ruchir Gupta,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/med4.45,Ketamine -> Chronic pain,needs_download,true,diamond,download_failed,,10.1002/med4.45,IV ketamine infusion therapy for chronic pain: A systematic review and meta‐analysis,2023
HTTPError: HTTP Error 403: Forbidden,Valerie A. Canady,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mhw.33794,MDMA -> Post-traumatic stress disorder,needs_download,true,bronze,download_failed,,10.1002/mhw.33794,New research finds MDMA effective in treating severe PTSD,2023
HTTPError: HTTP Error 403: Forbidden,Hiroko Kotajima‐Murakami; Ayumi Takano; Shinya Hirakawa; Yasukazu Ogai; Daisuke Funada; Yuko Tanibuchi; Eriko Ban; Minako Kikuchi; Hisateru Tachimori; Kazushi Maruo,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/npr2.12232,Psilocybin -> Methamphetamine use disorder,needs_download,true,gold,download_failed,,10.1002/npr2.12232,"Ifenprodil for the treatment of methamphetamine use disorder: An exploratory, randomized, double‐blind, placebo‐controlled trial",2022
HTTPError: HTTP Error 403: Forbidden,Ghada Shahrour; Kainat Sohail; Safa Elrais; Muhammad Hamza Khan; Javeria Javeid; Khubaib Samdani; Hajra Mansoor; Syed Hussain; Dhruvikumari Sharma; Muhammad Ali Ehsan,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/npr2.12485,MDMA -> Post-traumatic stress disorder,needs_download,true,gold,download_failed,,10.1002/npr2.12485,<scp>MDMA</scp>‐assisted psychotherapy for the treatment of <scp>PTSD</scp>: A systematic review and meta‐analysis of randomized controlled trials (<scp>RCTs</scp>),2024
HTTPError: HTTP Error 403: Forbidden,Itsuki Terao; Wakako Kodama,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pcn5.70042,Psilocybin -> Major depressive disorder,needs_download,true,gold,download_failed,,10.1002/pcn5.70042,"Comparative antidepressant effects and safety of intravenous racemic ketamine, psilocybin and theta burst stimulation for major depressive disorder: A systematic review and network meta‐analyses of randomized controlled trials",2024
HTTPError: HTTP Error 403: Forbidden,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pu.31300,Psilocybin -> Alcohol use disorder | Psilocybin -> Methamphetamine use disorder,needs_download,true,bronze,download_failed,,10.1002/pu.31300,Psilocybin‐assisted therapy leads to personality shifts in patients with alcohol use disorder,2025
HTTPError: HTTP Error 403: Forbidden,Richard A. Bryant,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/wps.20656,MDMA -> Post-traumatic stress disorder,needs_download,true,bronze,download_failed,,10.1002/wps.20656,Post‐traumatic stress disorder: a state‐of‐the‐art review of evidence and challenges,2019
HTTPError: HTTP Error 403: Forbidden,Christoph U. Correll; Marco Solmi; Samuele Cortese; Maurizio Fava; Mikkel Højlund; Helena C. Kraemer; Roger S. McIntyre; Daniel S. Pine; Lon S. Schneider; John M. Kane,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/wps.21056,MDMA -> Post-traumatic stress disorder,needs_download,true,bronze,download_failed,,10.1002/wps.21056,"The future of psychopharmacology: a critical appraisal of ongoing phase 2/3 trials, and of some current trends aiming to de‐risk trial programmes of novel agents",2023
HTTPError: HTTP Error 403: Forbidden,Roger S. McIntyre; Mohammad Alsuwaidan; Bernhard T. Baune; Michael Berk; Koen Demyttenaere; Joseph F. Goldberg; Philip Gorwood; Roger Ho; Siegfried Kasper; Sidney H. Kennedy,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/wps.21120,Psilocybin -> Treatment-resistant depression,needs_download,true,bronze,download_failed,,10.1002/wps.21120,"Treatment‐resistant depression: definition, prevalence, detection, management, and investigational interventions",2023
open_access_but_no_direct_pdf_url,Berend Olivier; Berend Olivier,,Psilocybin -> Treatment-resistant depression,needs_download,true,green,no_pdf_url,,10.1007/978-981-97-4402-2_3,"Efficacy, Safety, and Tolerability of Psychedelics in Treatment-Resistant Depression (TRD)",2024
open_access_but_no_direct_pdf_url,Nina Schimmers; Joost J. Breeksema; Sanne Y. Smith-Apeldoorn; Jolien K. E. Veraart; Wim van den Brink; Robert A. Schoevers,,MDMA -> Post-traumatic stress disorder,needs_download,true,gold,no_pdf_url,,10.1007/s00213-021-06027-y,"Psychedelics for the treatment of depression, anxiety, and existential distress in patients with a terminal illness: a systematic review",2021
open_access_but_no_direct_pdf_url,Thiago S. Torres; Pooja T. Saha; Laura Smeaton; Chanelle Wimbish; Dimas Alexandre Kliemann; Anchalee Avihingsanon; Cissy Kityo; Jaclyn Bennet; Marije Van Schalkwyk; Benjamin P. Linas,,LSD -> Anxiety associated with life-threatening disease,needs_download,true,green,no_pdf_url,,10.1007/s11136-025-03922-1,Impact of a minimal monitoring HCV treatment approach on Health-Related Quality of Life,2025
open_access_but_no_direct_pdf_url,Chukwuemeka N. Okafor; Jin hwan Yoon; Ducel Jean-Berluche; Taryn L. Mayes; Steve Shoptaw; Madhukar H. Trivedi; Jennifer Sharpe Potter; Joy M. Schmitz,,Psilocybin -> Methamphetamine use disorder,needs_download,true,green,no_pdf_url,,10.1007/s12529-025-10364-z,Exploring the Impact of Reduction in Methamphetamine Use on Sexual Risk Behaviors Among Men Who Have Sex with Men and Women: Findings from the ADAPT- 2 Trial,2025
open_access_but_no_direct_pdf_url,Eva Herrmann; Amie Garghan; Gurdeep Aulakh; Natasha Cogings; Pria Sandhu; Jessica Grant; J.P. Greenhill; J. Hubert Lacey,,Psilocybin -> Eating disorders,needs_download,true,diamond,no_pdf_url,,10.1007/s40519-025-01809-1,A randomised control trial study evaluating a compulsive exercise group for adolescent inpatients with eating disorders,2025
open_access_but_no_direct_pdf_url,Maxwell Zachary Price; Richard L. Price,,S-ketamine -> Treatment-resistant depression,needs_download,true,gold,no_pdf_url,,10.1016/j.bionps.2024.100104,Benefits and risks of esketamine nasal spray continuation in treatment-resistant depression,2024
HTTPError: HTTP Error 403: Forbidden,Robin J. Murphy; Rachael L. Sumner; William J. Evans; Rhys Ponton; Sanya Ram; Kate Godfrey; Anna Forsyth; Alana Cavadino; Venkat Krishnamurthy Naga; Thomas A. Smith,http://www.biologicalpsychiatryjournal.com/article/S0006322323011642/pdf,LSD -> Anxiety associated with life-threatening disease,needs_download,true,hybrid,download_failed,,10.1016/j.biopsych.2023.03.013,Acute Mood-Elevating Properties of Microdosed Lysergic Acid Diethylamide in Healthy Volunteers: A Home-Administered Randomized Controlled Trial,2023
HTTPError: HTTP Error 403: Forbidden,Yasmin Schmid; Anya K. Bershad,https://www.sciencedirect.com/science/article/pii/S2451902224000466,MDMA -> Autism spectrum disorder,needs_download,true,bronze,download_failed,,10.1016/j.bpsc.2024.02.001,Altered States and Social Bonds: Effects of MDMA and Serotonergic Psychedelics on Social Behavior as a Mechanism Underlying Substance-Assisted Therapy,2024
HTTPError: HTTP Error 403: Forbidden,Victor M. Tang; Kathleen Trought; Kristina M. Gicas; Mari Kozak; Sheena A. Josselyn; Zafiris J. Daskalakis; Daniel M. Blumberger; Daphne Voineskos; Yuliya Knyahnytska; Suvercha Pasricha,http://www.brainstimjrnl.com/article/S1935861X21000668/pdf,MDMA -> Post-traumatic stress disorder,needs_download,true,gold,download_failed,,10.1016/j.brs.2021.03.015,Electroconvulsive therapy with a memory reactivation intervention for post-traumatic stress disorder: A randomized controlled trial,2021
