action_reason,authors,best_pdf_url,contexts,funders,grant_ids,has_correction,is_retracted,journal_eissn,journal_issn,keywords,language,library_status,mesh_terms,metadata_lookup_error,metadata_lookup_warnings,metadata_missing_reason,metadata_provider,metadata_provider_chain,open_access_is_oa,open_access_status,paper_metadata_schema_version,pdf_download_selected_url,pdf_download_status,pdf_local_path,pdf_url_candidates,pmc_europepmc_pdf_url,pmc_oa_checked,pmc_oa_license,pmc_oa_pdf_url,publication_date,publication_relations,publication_type,publisher,related_dois,semantic_scholar_id,study_doi,study_journal,study_title,study_year,trial_registry_ids,unpaywall_best_pdf_url,unpaywall_checked,unpaywall_oa_status,unpaywall_pdf_url_candidates
closed_or_unknown_access,Edward Stahl; John Ellis,,M5 muscarinic receptor (CHRM5),NIA NIH HHS,R01 AG005214 | R01-AG05214,,,1521-0103,0022-3565,,eng,needs_manual_access,"Allosteric Regulation | Allosteric Site | Amiodarone / pharmacology | Animals | Anti-Arrhythmia Agents / pharmacology | Binding, Competitive | CHO Cells | Cell Membrane / drug effects | Cell Membrane / metabolism | Cricetinae | Cricetulus | Ligands | Radioligand Assay | Receptor, Muscarinic M1 / metabolism | Receptor, Muscarinic M5 / genetics | Receptor, Muscarinic M5 / metabolism",,pmc: JSONDecodeError: Expecting value: line 1 column 2 (char 1),,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2010-03-27,,journal-article,Elsevier BV,,,10.1124/jpet.109.165316,Journal of Pharmacology and Experimental Therapeutics,Novel Allosteric Effects of Amiodarone at the Muscarinic M5 Receptor,2010,,,true,closed,
closed_or_unknown_access,Justin R. Nickell; Guangrong Zheng; Agripina G. Deaciuc; Peter A. Crooks; Linda P. Dwoskin,,VMAT2 (SLC18A2),NIDA NIH HHS,T32 DA016176 | T32-DA016176 | U01 DA013519 | R01 DA013519 | DA013519,,,1521-0103,0022-3565,,eng,needs_manual_access,"Animals | Dopamine / metabolism | Dose-Response Relationship, Drug | Lobeline / analogs & derivatives | Lobeline / chemistry | Lobeline / metabolism | Male | Protein Binding / physiology | Protein Transport / physiology | Rats | Rats, Sprague-Dawley | Tritium / metabolism | Vesicular Monoamine Transport Proteins / antagonists & inhibitors | Vesicular Monoamine Transport Proteins / metabolism",,pmc: JSONDecodeError: Expecting value: line 1 column 2 (char 1),,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2010-09-29,,journal-article,Elsevier BV,,,10.1124/jpet.110.172882,Journal of Pharmacology and Experimental Therapeutics,Phenyl Ring-Substituted Lobelane Analogs: Inhibition of [3H]Dopamine Uptake at the Vesicular Monoamine Transporter-2,2010,,,true,closed,
closed_or_unknown_access,Alvin V. Terry; Jerry J. Buccafusco; Elizabeth J. Herman; Patrick M. Callahan; Wayne D. Beck; Samantha Warner; Leah Vandenhuerk; Kristy Bouchard; Gary M. Schwarz; Jie Gao,,M2 muscarinic receptor (CHRM2),NIA NIH HHS,R21 AG032140,,,1521-0103,0022-3565,,eng,needs_manual_access,"Animals | Avoidance Learning / drug effects | Avoidance Learning / physiology | Cognition / drug effects | Cognition / physiology | Female | Macaca nemestrina | Male | Memory, Short-Term / drug effects | Memory, Short-Term / physiology | Models, Animal | Motor Activity / drug effects | Motor Activity / physiology | Ranitidine / analogs & derivatives | Ranitidine / pharmacology | Rats | Rats, Wistar | Reaction Time / drug effects | Reaction Time / physiology",,pmc: JSONDecodeError: Expecting value: line 1 column 2 (char 1),,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2010-11-25,,journal-article,Elsevier BV,,,10.1124/jpet.110.175422,Journal of Pharmacology and Experimental Therapeutics,The Prototypical Ranitidine Analog JWS-USC-75-IX Improves Information Processing and Cognitive Function in Animal Models,2010,,,true,closed,
closed_or_unknown_access,S. Stevens Negus; Robert O’Connell; Ember Morrissey; Kejun Cheng; Kenner C. Rice,,Salvinorin A -> kappa opioid receptor (OPRK1) | Salvinorin A -> kappa opioid receptor (OPRK1),NINDS NIH HHS | NIDA NIH HHS | Intramural NIH HHS,R01-NS070715 | R01 DA011460 | R01 NS070715 | R01-DA11460,,,1521-0103,0022-3565,,eng,needs_manual_access,"Animals | Behavior, Animal / drug effects | Cocaine / pharmacology | Diterpenes, Clerodane / pharmacology | Flupenthixol / pharmacology | Ketoprofen / pharmacology | Male | Oligopeptides / pharmacology | Pain / psychology | Pyrrolidines / pharmacology | Rats | Rats, Sprague-Dawley | Receptors, Opioid, kappa / agonists | Self Stimulation",,pmc: JSONDecodeError: Expecting value: line 1 column 2 (char 1),,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2011-12-01,,journal-article,Elsevier BV,,,10.1124/jpet.111.186783,Journal of Pharmacology and Experimental Therapeutics,Effects of Peripherally Restricted κ Opioid Receptor Agonists on Pain-Related Stimulation and Depression of Behavior in Rats,2011,,,true,closed,
closed_or_unknown_access,,,5-HT2B,,,,,1521-0103,0022-3565,,en,needs_manual_access,,,openalex: HTTPError: HTTP Error 400: Bad Request | semantic_scholar: HTTPError: HTTP Error 404: Not Found,providers_returned_no_abstract,unpaywall,unpaywall|crossref,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2013-12,,journal-article,Elsevier BV,,,10.1124/jpet.113.1213hi,The Journal of Pharmacology and Experimental Therapeutics,Kinetics of 5-HT2B Receptor Signaling,2013,,,true,closed,
closed_or_unknown_access,Kenji Maeda; Haruhiko Sugino; Hitomi Akazawa; Naoki Amada; Jun Shimada; Takashi Futamura; Hiroshi Yamashita; Nobuaki Ito; Robert D. McQuade; Arne Mørk,,DOI -> 5-HT2A | 2C-B -> 5-HT2A | DOI -> 5-HT2A,,,,,1521-0103,0022-3565,,eng,needs_manual_access,"Animals | CHO Cells | Cell Line, Tumor | Cricetinae | Cricetulus | Dopamine / metabolism | Dopamine Agents / chemistry | Dopamine Agents / metabolism | Dopamine D2 Receptor Antagonists | Dose-Response Relationship, Drug | Humans | Male | Protein Binding / physiology | Quinolones / chemistry | Quinolones / metabolism | Quinolones / pharmacology | Rats | Rats, Wistar | Receptor, Serotonin, 5-HT1A / metabolism | Receptors, Dopamine D2 / agonists | Receptors, Dopamine D2 / metabolism | Serotonin / metabolism | Serotonin Agents / chemistry | Serotonin Agents / metabolism | Thiophenes / chemistry | Thiophenes / metabolism | Thiophenes / pharmacology",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2014-06-20,,journal-article,Elsevier BV,,,10.1124/jpet.114.213793,Journal of Pharmacology and Experimental Therapeutics,Brexpiprazole I: In Vitro and In Vivo Characterization of a Novel Serotonin-Dopamine Activity Modulator,2014,,,true,closed,
closed_or_unknown_access,Linda D. Simmler; Danièle Buchy; Sylvie Chaboz; Marius C. Hoener; Matthias E. Liechti,,DMT -> TAAR1 | amphetamines -> TAAR1 | phenethylamine -> TAAR1 | methylphenidate -> TAAR1,,,,,1521-0103,0022-3565,,eng,needs_manual_access,"Amphetamines / pharmacology | Animals | HEK293 Cells | Humans | Mice | Phenethylamines / pharmacology | Psychotropic Drugs / pharmacology | Rats | Receptors, G-Protein-Coupled / agonists | Receptors, G-Protein-Coupled / drug effects | Species Specificity | Structure-Activity Relationship | Tryptamines / pharmacology | Tyramine / pharmacology | Trace Amine-Associated Receptors",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2016-01-21,,journal-article,Elsevier BV,,,10.1124/jpet.115.229765,Journal of Pharmacology and Experimental Therapeutics,"In Vitro Characterization of Psychoactive Substances at Rat, Mouse, and Human Trace Amine-Associated Receptor 1",2016,,,true,closed,
closed_or_unknown_access,Hannah R. Grote; Susan Amara; S. Underhill,,DMT -> TAAR1,,,,,1521-0103,0028-3908,Biology | s2-fos-model | Medicine,en,needs_manual_access,,,openalex: HTTPError: HTTP Error 400: Bad Request,providers_returned_no_abstract,unpaywall,unpaywall|crossref|semantic_scholar,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2024-05-13,,journal-article,Elsevier BV,,b1d0306b852bc76ecc95226d7e3bdc551f4e838b,10.1124/jpet.118.924560,ASPET 2024 Annual Meeting Abstract - Neuropharmacology,"Regulated Trafficking of GABA Transporters, GAT1 and GAT3, in Response to Methamphetamine Through the Trace Amine Associated Receptor, TAAR1",2024,,,true,closed,
closed_or_unknown_access,Zoe E. Kaegi; S. Underhill; Susan Amara,,DMT -> TAAR1,,,,,1521-0103,0022-3565,Chemistry | s2-fos-model | Medicine | Biology,en,needs_manual_access,,,openalex: HTTPError: HTTP Error 400: Bad Request,providers_returned_no_abstract,unpaywall,unpaywall|crossref|semantic_scholar,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2024-05-13,,journal-article,Elsevier BV,,c9deb367b77452571ac7f691fcb275a77b664133,10.1124/jpet.153.129663,ASPET 2024 Annual Meeting Abstract - Cellular and Molecular Pharmacology,Methamphetamine Activates Small GTPase Rac1 Independently from RhoA and Trace Amine-Associated Receptor 1 (TAAR1),2024,,,true,closed,
closed_or_unknown_access,J. Paul Hansen; Evan L. Riddle; Verónica Sandoval; Jeffrey M. Brown; James W. Gibb; Glen R. Hanson; Annette E. Fleckenstein,,MDMA -> DAT (SLC6A3) | MDMA -> DAT (SLC6A3) | MDMA -> VMAT-2 (SLC18A2) | MDMA -> protein kinase C,NIDA NIH HHS,DA 00869 | DA 04222 | DA11389,,,1521-0103,0022-3565,,eng,needs_manual_access,"Animals | Biological Transport / drug effects | Body Temperature / drug effects | Cell Membrane / drug effects | Cell Membrane / metabolism | Cocaine / analogs & derivatives | Cocaine / pharmacology | Dopamine / metabolism | Dopamine Plasma Membrane Transport Proteins | Dopamine Uptake Inhibitors / toxicity | Hallucinogens / toxicity | Kinetics | Male | Membrane Glycoproteins / biosynthesis | Membrane Transport Proteins / biosynthesis | Methamphetamine / toxicity | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Nerve Tissue Proteins | Neuropeptides | Neurotoxins / toxicity | Rats | Rats, Sprague-Dawley | Synaptic Vesicles / drug effects | Tetrabenazine / analogs & derivatives | Tetrabenazine / pharmacokinetics | Vesicular Biogenic Amine Transport Proteins | Vesicular Monoamine Transport Proteins",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2002-03-01,,journal-article,Elsevier BV,,,10.1124/jpet.300.3.1093,Journal of Pharmacology and Experimental Therapeutics,Methylenedioxymethamphetamine Decreases Plasmalemmal and Vesicular Dopamine Transport: Mechanisms and Implications for Neurotoxicity,2002,,,true,closed,
closed_or_unknown_access,Peter W. Stengel; Marlene L. Cohen,,M2 muscarinic receptor (CHRM2),,,,,1521-0103,0022-3565,,eng,needs_manual_access,"Animals | Anti-Arrhythmia Agents / pharmacology | Atropine / pharmacology | Carbachol / pharmacology | Cardiovascular Agents / pharmacology | Cholinesterase Inhibitors / pharmacology | Drug Interactions | Gallbladder / drug effects | Gallbladder / physiology | Indomethacin / pharmacology | Mice | Mice, Knockout | Muscarinic Antagonists / pharmacology | Muscle Contraction / drug effects | Neostigmine / pharmacology | Pirenzepine / analogs & derivatives | Pirenzepine / pharmacology | Receptor, Muscarinic M2 | Receptor, Muscarinic M3 | Receptor, Muscarinic M4 | Receptors, Muscarinic / genetics | Receptors, Muscarinic / physiology",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2002-05-01,,journal-article,Elsevier BV,,,10.1124/jpet.301.2.643,Journal of Pharmacology and Experimental Therapeutics,"Muscarinic Receptor Knockout Mice: Role of Muscarinic Acetylcholine Receptors M2, M3, and M4 in Carbamylcholine-Induced Gallbladder Contractility",2002,,,true,closed,
closed_or_unknown_access,Jan Jakubı́k; Stanislav Tuček; Esam E. El-Fakahany,,M1 muscarinic receptor (CHRM1),NINDS NIH HHS,NS 25743,,,1521-0103,0022-3565,,eng,needs_manual_access,"Allosteric Regulation / physiology | Animals | Atropine / pharmacology | Binding, Competitive / drug effects | Binding, Competitive / physiology | Buffers | CHO Cells | Cricetinae | Dose-Response Relationship, Drug | Humans | Kinetics | Ligands | Muscarinic Agonists / metabolism | N-Methylscopolamine / metabolism | Pyridines / metabolism | Receptor, Muscarinic M1 | Receptors, Muscarinic / metabolism | Thiadiazoles / metabolism | Tritium",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2002-06-01,,journal-article,Elsevier BV,,,10.1124/jpet.301.3.1033,Journal of Pharmacology and Experimental Therapeutics,Allosteric Modulation by Persistent Binding of Xanomeline of the Interaction of Competitive Ligands with the M1 Muscarinic Acetylcholine Receptor,2002,,,true,closed,
closed_or_unknown_access,Kristan Cleveland; John Scott,,Beta2 adrenergic receptor (ADRB2),,,,,1521-0103,0022-3565,Medicine | s2-fos-model,en,needs_manual_access,,,openalex: HTTPError: HTTP Error 400: Bad Request,providers_returned_no_abstract,unpaywall,unpaywall|crossref|semantic_scholar,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2024-05-13,,journal-article,Elsevier BV,,e4c1d8962499474f33c7dc5e9fb0f11305b0d999,10.1124/jpet.555.963710,ASPET 2024 Annual Meeting Abstract - Cellular and Molecular Pharmacology,Beta2-Adrenergic receptor agonism as a therapeutic strategy for the treatment of Cushing’s syndrome,2024,,,true,closed,
closed_or_unknown_access,C. P. Mercado; F. Kilic,,MDMA -> SERT (SLC6A4),NHLBI NIH HHS,R01 HL091196 | R01HL091196 | R01HL091196-01A2W1,,,1543-2548,1534-0384,,eng,needs_manual_access,"Blood Platelets / metabolism | Gene Expression Regulation | Humans | Models, Biological | Phosphorylation | Serotonin / blood | Serotonin / metabolism | Serotonin Plasma Membrane Transport Proteins / metabolism | Vimentin / metabolism | rab4 GTP-Binding Proteins / metabolism",,pmc: JSONDecodeError: Expecting value: line 1 column 2 (char 1),,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2010-08-01,,journal-article,CLOCKSS Archive,,,10.1124/mi.10.4.6,Molecular Interventions,Molecular Mechanisms of SERT in Platelets: Regulation of Plasma Serotonin Levels,2010,,,true,closed,
closed_or_unknown_access,T. A. Vortherms; B. L. Roth,,Salvinorin A -> kappa opioid receptor (OPRK1) | Salvinorin A -> kappa opioid receptor (OPRK1),NIDA NIH HHS | NIMH NIH HHS,1F32 DA 022188 | N01 MH 80004 | R01 DA 017204,,,1543-2548,1534-0384,,eng,needs_manual_access,"Animals | Diterpenes / chemistry | Diterpenes / metabolism | Diterpenes / therapeutic use | Diterpenes, Clerodane | Drug Design | Hallucinogens / chemistry | Hallucinogens / therapeutic use | Humans | Models, Molecular | Molecular Structure | Nervous System Diseases / drug therapy | Plant Extracts / chemistry | Plant Extracts / metabolism | Plant Extracts / therapeutic use | Protein Binding | Protein Conformation | Receptors, Opioid, kappa / chemistry | Receptors, Opioid, kappa / metabolism | Salvia / chemistry | Signal Transduction / physiology | Structure-Activity Relationship",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2006-10-01,,journal-article,CLOCKSS Archive,,,10.1124/mi.6.5.7,Molecular Interventions,Salvinorin A: From Natural Product to Human Therapeutics,2006,,,true,closed,
closed_or_unknown_access,Rundong Zhang; Dow P Hurst; Judy Barnett-Norris; Patricia H Reggio; Zhao-Hui Song,,CB2 receptor (CNR2),NIDA NIH HHS | NEI NIH HHS,DA11551 | DA03934 | DA00489 | EY13632,,,1521-0111,0026-895X,,eng,needs_manual_access,"Amino Acid Sequence | Binding, Competitive | Cannabinoids / genetics | Cannabinoids / metabolism | Cell Line | Cell Membrane / genetics | Cell Membrane / metabolism | Cysteine / genetics | Cysteine / metabolism | Dose-Response Relationship, Drug | Ethyl Methanesulfonate / analogs & derivatives | Ethyl Methanesulfonate / pharmacology | Humans | Ligands | Molecular Sequence Data | Mutation | Protein Binding / drug effects | Protein Binding / genetics | Protein Structure, Secondary | Receptor, Cannabinoid, CB2 / genetics | Receptor, Cannabinoid, CB2 / metabolism | Rhodopsin / genetics | Rhodopsin / metabolism",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2005-04-20,,journal-article,Elsevier BV,,,10.1124/mol.104.007823,Molecular Pharmacology,Cysteine 2.59(89) in the Second Transmembrane Domain of Human CB2 Receptor Is Accessible within the Ligand Binding Crevice: Evidence for Possible CB2 Deviation from a Rhodopsin Template,2005,,,true,closed,
closed_or_unknown_access,Martijn Bruysters; Aldo Jongejan; Michel Gillard; Frank van de Manakker; Remko A. Bakker; Pierre Chatelain; Rob Leurs,,H1 receptor (HRH1),,,,,1521-0111,0026-895X,,eng,needs_manual_access,"Animals | Binding Sites | COS Cells | Guinea Pigs | Histamine Agonists / metabolism | Histamine H1 Antagonists / metabolism | Humans | Models, Molecular | Mutagenesis, Site-Directed | Pyrilamine / metabolism | Receptors, Histamine H1 / chemistry | Receptors, Histamine H1 / metabolism | Species Specificity | Structure-Activity Relationship",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2005-03-22,,journal-article,Elsevier BV,,,10.1124/mol.104.008847,Molecular Pharmacology,Pharmacological Differences between Human and Guinea Pig Histamine H1 Receptors: Asn84 (2.61) as Key Residue within an Additional Binding Pocket in the H1 Receptor,2005,,,true,closed,
closed_or_unknown_access,Meritxell Vivo; Hong Lin; Philip G. Strange,,D2 receptor (DRD2),,,,,1521-0111,0026-895X,,eng,needs_manual_access,"Animals | Benzamides / pharmacology | Cell Line | Dopamine Antagonists / pharmacology | Ligands | Protein Binding | Raclopride / metabolism | Radioligand Assay | Receptors, Dopamine D2 / metabolism | Spiperone / pharmacology",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2005-10-05,,journal-article,Elsevier BV,,,10.1124/mol.105.012443,Molecular Pharmacology,Investigation of Cooperativity in the Binding of Ligands to the D2 Dopamine Receptor,2005,,,true,closed,
closed_or_unknown_access,Christian Tränkle; Andreas Dittmann; Uwe Schulz; Oliver Weyand; Stefan Buller; Kirstin Jöhren; Eberhard Heller; Nigel J.M. Birdsall; Ulrike Holzgrabe; John Ellis,,M2 muscarinic receptor (CHRM2),Medical Research Council | NIA NIH HHS,MC_U117532193 | R01 AG005214 | R01-AG05214,,,1521-0111,0026-895X,,eng,needs_manual_access,"Allosteric Regulation | Allosteric Site | Animals | CHO Cells | COS Cells | Chlorocebus aethiops | Cricetinae | Dimerization | Ligands | Models, Molecular | Protein Binding | Pyridinium Compounds / chemistry | Receptor, Muscarinic M2 / chemistry | Receptor, Muscarinic M2 / metabolism | Receptor, Muscarinic M5 / chemistry | Receptor, Muscarinic M5 / metabolism | Recombinant Fusion Proteins | Swine | Tacrine / chemistry",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2005-09-13,CommentIn PMID:16183853 Mol Pharmacol. 2005 Dec;68(6):1506-9. doi: 10.1124/mol.105.019141.,journal-article,Elsevier BV,10.1124/mol.105.019141,,10.1124/mol.105.017707,Molecular Pharmacology,Atypical Muscarinic Allosteric Modulation: Cooperativity between Modulators and Their Atypical Binding Topology in Muscarinic M2 and M2/M5 Chimeric Receptors,2005,,,true,closed,
closed_or_unknown_access,Hong-Mei Zhang; Shao-Rui Chen; Minoru Matsui; Dinesh Gautam; Jürgen Wess; Hui-Lin Pan,,M4 muscarinic receptor (CHRM4),NIGMS NIH HHS | NINDS NIH HHS,GM64830 | NS45602,,,1521-0111,0026-895X,,eng,needs_manual_access,"Alkaloids / pharmacology | Animals | Electrophysiology | Furans / pharmacology | Mice | Mice, Knockout | Muscarinic Agonists / pharmacology | Muscarinic Antagonists / pharmacology | Naphthalenes / pharmacology | Neurons / drug effects | Neurons / physiology | Oxotremorine / analogs & derivatives | Oxotremorine / pharmacology | Piperidines / pharmacology | Posterior Horn Cells / cytology | Posterior Horn Cells / drug effects | Posterior Horn Cells / physiology | Receptor, Muscarinic M2 / drug effects | Receptor, Muscarinic M2 / genetics | Receptor, Muscarinic M2 / physiology | Receptor, Muscarinic M3 / drug effects | Receptor, Muscarinic M3 / genetics | Receptor, Muscarinic M3 / physiology | Receptor, Muscarinic M4 / drug effects | Receptor, Muscarinic M4 / genetics | Receptor, Muscarinic M4 / physiology | Spinal Cord / cytology | Spinal Cord / drug effects | Spinal Cord / physiology | gamma-Aminobutyric Acid / physiology",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2005-12-20,,journal-article,Elsevier BV,,,10.1124/mol.105.018069,Molecular Pharmacology,"Opposing Functions of Spinal M2, M3, and M4 Receptor Subtypes in Regulation of GABAergic Inputs to Dorsal Horn Neurons Revealed by Muscarinic Receptor Knockout Mice",2005,,,true,closed,
closed_or_unknown_access,Carole Fruchart-Gaillard; Gilles Mourier; Catherine Marquer; André Ménez; Denis Servent,,M1 muscarinic receptor (CHRM1),,,,,1521-0111,0026-895X,,eng,needs_manual_access,"Allosteric Regulation | Binding Sites | Elapid Venoms / pharmacology | Humans | Iodine Radioisotopes | Kinetics | Ligands | Methionine | Oxidation-Reduction | Protein Folding | Receptor, Muscarinic M1 / antagonists & inhibitors | Receptor, Muscarinic M1 / chemistry | Receptor, Muscarinic M1 / physiology | Spectrometry, Mass, Electrospray Ionization",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2006-01-27,,journal-article,Elsevier BV,,,10.1124/mol.105.020883,Molecular Pharmacology,Identification of Various Allosteric Interaction Sites on M1 Muscarinic Receptor Using 125I-Met35-Oxidized Muscarinic Toxin 7,2006,,,true,closed,
closed_or_unknown_access,Alfred A. Lanzafame; Patrick M. Sexton; Arthur Christopoulos,,M4 muscarinic receptor (CHRM4),,,,,1521-0111,0026-895X,,eng,needs_manual_access,"Allosteric Site | Androstanes / pharmacology | Androstenes / pharmacology | Animals | Benzimidazoles / pharmacology | CHO Cells | Cricetinae | Humans | N-Methylscopolamine / metabolism | Quinuclidinyl Benzilate / metabolism | Receptor, Muscarinic M1 / metabolism | Receptor, Muscarinic M4 / chemistry | Receptor, Muscarinic M4 / metabolism",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2006-05-19,,journal-article,Elsevier BV,,,10.1124/mol.106.024711,Molecular Pharmacology,Interaction Studies of Multiple Binding Sites on M4 Muscarinic Acetylcholine Receptors,2006,,,true,closed,
closed_or_unknown_access,Omeima Zeitoun; Noel M. Delos Santos; Lidia A. Gardner; Stephen W. White; Suleiman W. Bahouth,,Alpha1A adrenergic receptor (ADRA1A),NCRR NIH HHS,S10-RR13725,,,1521-0111,0026-895X,,eng,needs_manual_access,"Adenylyl Cyclases / metabolism | Adrenergic Agonists / chemistry | Amino Acid Sequence | Cells, Cultured | Enzyme Activation / drug effects | GTP-Binding Protein alpha Subunits, Gs / metabolism | Humans | Isoproterenol / pharmacology | Lysine / metabolism | Microscopy, Confocal | Models, Molecular | Molecular Sequence Data | Multiprotein Complexes / metabolism | Mutagenesis, Site-Directed | Mutant Proteins / chemistry | Mutant Proteins / genetics | Mutation / drug effects | Phosphorylation / drug effects | Protein Binding | Protein Structure, Secondary | Protein Transport / drug effects | Receptors, Adrenergic, beta-1 / chemistry | Receptors, Adrenergic, beta-1 / genetics | Reproducibility of Results",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2006-06-08,,journal-article,Elsevier BV,,,10.1124/mol.106.025346,Molecular Pharmacology,Mutagenesis within Helix 6 of the Human β1-Adrenergic Receptor Identifies Lysine324 as a Residue Involved in Imparting the High-Affinity Binding State of Agonists,2006,,,true,closed,
closed_or_unknown_access,Yajaira Suárez; Laura González-Santiago; Natasha Zarich; Alberto Dávalos; Juan F. Aranda; Miguel A. Alonso; Miguel A. Lasunción; José María Rojas; Alberto Muñoz,,MDA,,,,,1521-0111,0026-895X,,eng,needs_manual_access,"Cell Membrane / drug effects | Cholesterol / deficiency | Cholesterol / metabolism | Depsipeptides / pharmacokinetics | Depsipeptides / pharmacology | Drug Resistance, Neoplasm | Enzyme Activation / drug effects | HeLa Cells | Humans | JNK Mitogen-Activated Protein Kinases / metabolism | Peptides, Cyclic | Protein Transport / drug effects | Tumor Cells, Cultured | rac1 GTP-Binding Protein / metabolism",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2006-08-24,,journal-article,Elsevier BV,,,10.1124/mol.106.025569,Molecular Pharmacology,Plitidepsin Cellular Binding and Rac1/JNK Pathway Activation Depend on Membrane Cholesterol Content,2006,,,true,closed,
closed_or_unknown_access,Ju Shi; Bozena Zemaitaitis; Nancy A. Muma,,Psilocybin -> 5-HT2A | DOI -> 5-HT2A,NIMH NIH HHS,MH068612,,,1521-0111,0026-895X,,eng,needs_manual_access,"Amino Acid Sequence | Amino Acid Substitution | Cell Line | GTP-Binding Protein alpha Subunits, Gq-G11 / chemistry | GTP-Binding Protein alpha Subunits, Gq-G11 / genetics | GTP-Binding Protein alpha Subunits, Gq-G11 / metabolism | Humans | Molecular Sequence Data | Mutagenesis, Site-Directed | Neurons | Phosphorylation | Polymorphism, Single Nucleotide | Receptor, Serotonin, 5-HT2A / genetics | Receptor, Serotonin, 5-HT2A / physiology | Recombinant Proteins / metabolism | Serine | Signal Transduction | Threonine | Transfection",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2006-10-21,,journal-article,Elsevier BV,,,10.1124/mol.106.028241,Molecular Pharmacology,Phosphorylation of Gα11 Protein Contributes to Agonist-Induced Desensitization of 5-HT2A Receptor Signaling,2006,,,true,closed,
closed_or_unknown_access,C.E. Groer; K. Tidgewell; R.A. Moyer; W.W. Harding; R.B. Rothman; T.E. Prisinzano; L.M. Bohn,,Salvinorin A -> kappa opioid receptor (OPRK1),NIDA NIH HHS,DA18151 | K01 DA014600 | DA18860 | R01 DA018860 | R01 DA018151 | DA14600,,,1521-0111,0026-895X,,eng,needs_manual_access,"Analgesics, Opioid / pharmacology | Animals | Arrestin / drug effects | Arrestin / metabolism | Cell Line | Diterpenes / pharmacology | Diterpenes, Clerodane | Drug Tolerance | Endocytosis | Humans | Mice | Morphine / pharmacology | Protein Transport / drug effects | Receptors, Opioid, mu / agonists | Receptors, Opioid, mu / genetics | Receptors, Opioid, mu / metabolism | Transfection",,pmc: JSONDecodeError: Expecting value: line 1 column 2 (char 1),,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2006-11-08,,journal-article,Elsevier BV,,,10.1124/mol.106.028258,Molecular Pharmacology,An Opioid Agonist that Does Not Induce μ-Opioid Receptor—Arrestin Interactions or Receptor Internalization,2006,,,true,closed,
