access_level,affinity_type,affinity_unit,affinity_value,assay_type,authors,compound,created_at_utc,evidence_level,evidence_location,evidence_locator,notes,openalex_id,paper_type,source,source_type,species,stub_status,study_design,study_doi,study_title,study_year,system,target
abstract_only,Other,,,radioligand binding,Guy M. Goodwin; A. Richard Green,DMT,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Radioligand binding techniques have demonstrated the existence of 5-hydroxytryptamine (5-HT) binding subtypes: 5-HT2, 5-HT1A and 5-HT1B. These techniques have also indica",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1476-5381.1985.tb16157.x,A behavioural and biochemical study in mice and rats of putative selective agonists and antagonists for 5‐HT<sub>1</sub> and 5‐HT<sub>2</sub> receptors,1985,unknown,5-HT1A
abstract_only,Other,,,radioligand binding,Guy M. Goodwin; A. Richard Green,DMT,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Radioligand binding techniques have demonstrated the existence of 5-hydroxytryptamine (5-HT) binding subtypes: 5-HT2, 5-HT1A and 5-HT1B. These techniques have also indica",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1476-5381.1985.tb16157.x,A behavioural and biochemical study in mice and rats of putative selective agonists and antagonists for 5‐HT<sub>1</sub> and 5‐HT<sub>2</sub> receptors,1985,unknown,5-HT1B
abstract_only,Other,,,functional assay,Lisa I. Backus; Trevor Sharp; David G. Grahame‐Smith,DMT,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: 1. The possibility of 5-HT2 receptor modulation of central 5-HT1A receptor function has been examined using the 5-hydroxytryptamine (5-HT) behavioural syndrome induced by,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1476-5381.1990.tb14094.x,Behavioural evidence for a functional interaction between central 5‐HT<sub>2</sub> and 5‐HT<sub>1A</sub> receptors,1990,unknown,5-HT1A
abstract_only,Other,,,radioligand binding,K.C.F. Fone; A.J. Robinson; C.A. Marsden,DMT,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: 1. The motor behavioural effects of intrathecal injections of 5-hydroxytryptamine (5-HT) and a variety of 5-HT receptor agonists were examined in adult Wistar rats to est,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1476-5381.1991.tb09825.x,Characterization of the 5‐HT receptor subtypes involved in the motor behaviours produced by intrathecal administration of 5‐HT agonists in rats,1991,unknown,5-HT1A
abstract_only,Other,,,radioligand binding,K.C.F. Fone; A.J. Robinson; C.A. Marsden,DOI,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: 1. The motor behavioural effects of intrathecal injections of 5-hydroxytryptamine (5-HT) and a variety of 5-HT receptor agonists were examined in adult Wistar rats to est,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1476-5381.1991.tb09825.x,Characterization of the 5‐HT receptor subtypes involved in the motor behaviours produced by intrathecal administration of 5‐HT agonists in rats,1991,unknown,5-HT1A
abstract_only,Other,,,radioligand binding,K.C.F. Fone; A.J. Robinson; C.A. Marsden,DOM,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: 1. The motor behavioural effects of intrathecal injections of 5-hydroxytryptamine (5-HT) and a variety of 5-HT receptor agonists were examined in adult Wistar rats to est,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1476-5381.1991.tb09825.x,Characterization of the 5‐HT receptor subtypes involved in the motor behaviours produced by intrathecal administration of 5‐HT agonists in rats,1991,unknown,5-HT1A
abstract_only,Other,,,functional assay,C.J. Fowler; P.C. Ahlgren; G. Brännström,LSD,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: 1. Vasoactive intestinal polypeptide (VIP) stimulated adenosine 3':5'-cyclic monophosphate (cyclic AMP) production by cultured GH4ZD10 cells with an EC50 value of about 7,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1476-5381.1992.tb14476.x,GH<sub>4</sub>ZD10 cells expressing rat 5‐HT<sub>1A</sub> receptors coupled to adenylyl cyclase are a model for the postsynaptic receptors in the rat hippocampus,1992,in_vitro,5-HT1A
abstract_only,Other,,,functional assay,C.J. Fowler; P.C. Ahlgren; G. Brännström,DMT,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: 1. Vasoactive intestinal polypeptide (VIP) stimulated adenosine 3':5'-cyclic monophosphate (cyclic AMP) production by cultured GH4ZD10 cells with an EC50 value of about 7,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1476-5381.1992.tb14476.x,GH<sub>4</sub>ZD10 cells expressing rat 5‐HT<sub>1A</sub> receptors coupled to adenylyl cyclase are a model for the postsynaptic receptors in the rat hippocampus,1992,in_vitro,5-HT1A
abstract_only,Other,,,functional assay,C.J. Fowler; P.C. Ahlgren; G. Brännström,Lisuride,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: 1. Vasoactive intestinal polypeptide (VIP) stimulated adenosine 3':5'-cyclic monophosphate (cyclic AMP) production by cultured GH4ZD10 cells with an EC50 value of about 7,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1476-5381.1992.tb14476.x,GH<sub>4</sub>ZD10 cells expressing rat 5‐HT<sub>1A</sub> receptors coupled to adenylyl cyclase are a model for the postsynaptic receptors in the rat hippocampus,1992,in_vitro,5-HT1A
abstract_only,Other,,,uptake inhibition,J.L. Evenden,5-MeO-DMT,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: 1. The present study examined the effects of 8-hydroxy-2-(di-n-propylamino) tetralin (8-OH-DPAT), flesinoxan, ipsapirone and buspirone, all agonists at the 5-HT1A recepto",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1476-5381.1994.tb13159.x,The effect of 5‐HT<sub>1A</sub>receptor agonists on locomotor activity in the guinea‐pig,1994,unknown,5-HT1A
abstract_only,Other,,,functional assay,G.A. Kennett; M.D. Wood; A. Glen; S. Grewal; I. Forbes; A. Gadre; T.P. Blackburn,DOI,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: 1. SB 200646A, N-(1-methyl-5-indolyl)-N'-(3-pyridyl) urea hydrochloride, the first reported selective 5-HT2C/2B over 5-HT2A receptor antagonist, (pK1 rat 5-HT2C receptor",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1476-5381.1994.tb14808.x,"<i>In vivo</i>properties of SB 200646A, a 5‐HT<sub>2C/2B</sub>receptor antagonist",1994,in_vivo,5-HT2A
abstract_only,Other,,,functional assay,Derek Bowie; Trevor G. Smart,DOM,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: 1. Species-dependent variation in the functional properties of non-NMDA receptors was investigated by intracellular recording in Xenopus laevis oocytes injected with rat,",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1476-5381.1994.tb14809.x,Species‐dependent functional properties of non‐NMDA receptors expressed in <i>Xenopus laevis</i> oocytes injected with mammalian and avian brain mRNA,1994,unknown,AMPA receptor
abstract_only,Other,,,functional assay,M.J. Ramírez; J. Del Río; E. Cenarruzabeitia; B. Lasheras,DOI,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: 1. The nature of the 5-hydroxytryptamine (5-HT) receptor subtype controlling acetylcholine release and contraction induced by stimulation of the neurokinin NK3 receptor h,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1476-5381.1994.tb16176.x,On the nature of the 5‐HT receptor subtype inhibiting acetylcholine release in the guinea‐pig ileum,1994,unknown,5-HT2A
abstract_only,Other,,,functional assay,Eliana Messori; Carlo A. Rizzi; Stefano M. Candura; Adele Lucchelli; Barbara Balestra; Marcello Tonini,DOI,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: 1. In isolated detrusor strips from the guinea-pig urinary bladder, contractile responses to electrical field stimulation were mostly mediated by neurally released acetyl",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1476-5381.1995.tb14986.x,5‐Hydroxytryptamine receptors that facilitate excitatory neuromuscular transmission in the guinea‐pig isolated detrusor muscle,1995,unknown,5-HT2A
abstract_only,Other,,,uptake inhibition,I Peraile; E Torres; A Mayado; M Izco; A Lopez‐Jimenez; JA Lopez‐Moreno; MI Colado; E O'Shea,MDMA,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: Repeated cocaine treatment followed by withdrawal protected against MDMA-induced dopaminergic neurotoxicity by internalizing DAT via a mechanism which may involve PKC. Fu,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,other,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1476-5381.2009.00522.x,"Dopamine transporter down‐regulation following repeated cocaine: implications for 3,4‐methylenedioxymethamphetamine‐induced acute effects and long‐term neurotoxicity in mice",2009,unknown,DAT (SLC6A3)
abstract_only,Other,,,uptake inhibition,Andrew C Parrott,MDMA,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: In this issue of the BJP, Green et al. suggest that animal data could not be used to predict the adverse effects of 3,4-methylenedioxymethamphetamine (MDMA) in humans and",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,other,doi,primary_study,,pending_curation,pending_curation,10.1111/j.1476-5381.2012.01941.x,MDMA and 5‐HT neurotoxicity: the empirical evidence for its adverse effects in humans – no need for translation,2012,unknown,SERT (SLC6A4)
abstract_only,Other,,,radioligand binding,Raul López‐Arnau; Jose Martínez‐Clemente; David Pubill; Elena Escubedo; Jorge Camarasa,MDMA,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: BACKGROUND AND PURPOSE Here, we have compared the neurochemical profile of three new cathinones, butylone, mephedrone and methylone, in terms of their potential to inhibi",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1476-5381.2012.01998.x,"Comparative neuropharmacology of three psychostimulant cathinone derivatives: butylone, mephedrone and methylone",2012,unknown,VMAT2 (SLC18A2)
abstract_only,Other,,,radioligand binding,LD Simmler; TA Buser; M Donzelli; Y Schramm; L‐H Dieu; J Huwyler; S Chaboz; MC Hoener; ME Liechti,MDMA,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Background and Purpose Designer β‐keto amphetamines (e.g. cathinones, ‘bath salts’ and ‘research chemicals’) have become popular recreational drugs, but their pharmacolog",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,pending_curation,10.1111/j.1476-5381.2012.02145.x,Pharmacological characterization of designer cathinones<i>in vitro</i>,2012,in_vitro,TAAR1
abstract_only,Other,,,uptake inhibition,P. Ken Gillman,LSD,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: ( Headache 2010;50:264‐272) The US Food and Drug Administration (FDA) have suggested that fatal serotonin syndrome (SS) is possible with selective serotonin reuptake inhi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1526-4610.2009.01575.x,"Triptans, Serotonin Agonists, and Serotonin Syndrome (Serotonin Toxicity): A Review",2009,unknown,5-HT2A
abstract_only,Other,,,uptake inhibition,P. Ken Gillman,LSD,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: ( Headache 2010;50:264‐272) The US Food and Drug Administration (FDA) have suggested that fatal serotonin syndrome (SS) is possible with selective serotonin reuptake inhi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1526-4610.2009.01575.x,"Triptans, Serotonin Agonists, and Serotonin Syndrome (Serotonin Toxicity): A Review",2009,unknown,5-HT1A
abstract_only,Other,,,functional assay,Kendall T. Szeliga; Kathleen A. Grant,DOI,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: Previous studies have suggested a modulatory role of the 5-HT2 receptor system in the behavioral effects of ethanol. The present study examined the discriminative stimulu,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1530-0277.1998.tb04306.x,Analysis of the 5‐HT<sub>2</sub> Receptor Ligands Dimethoxy‐4‐indophenyl‐2‐aminopropane and Ketanserin in Ethanol Discriminations,1998,unknown,5-HT2A
abstract_only,Other,,,uptake inhibition,Jennifer A. Steiner; Ana Marin D. Carneiro; Randy D. Blakely,MDMA,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Antidepressant-, cocaine- and 3,4-methylenedioxymethamphetamine-sensitive serotonin (5-hydroxytryptamine, 5-HT) transporters (SERTs) are expressed on presynaptic membrane",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1600-0854.2008.00757.x,Going with the Flow: Trafficking‐Dependent and ‐Independent Regulation of Serotonin Transport,2008,unknown,SERT (SLC6A4)
abstract_only,Other,,,radioligand binding,Brian E. Kane; Marcelo J. Nieto; Christopher R. McCurdy; David M. Ferguson,Salvinorin A,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: Salvinorin A is a potent kappa opioid receptor (KOP) agonist with unique structural and pharmacological properties. This non-nitrogenous ligand lacks nearly all the struc,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,pending_curation,10.1111/j.1742-4658.2006.05212.x,"A unique binding epitope for salvinorin A, a non‐nitrogenous kappa opioid receptor agonist",2006,unknown,kappa opioid receptor (OPRK1)
abstract_only,Other,,,functional assay,Anne-Sophie Rössler; Jacque Bernabé; Pierre Denys; Laurent Alexandre; François Giuliano,DOI,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: These data suggest that 5-HT(2A/2C) receptors are important in the regulation of female proceptivity.,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1743-6109.2006.00240.x,Effect of the 5-HT2A/2C Receptor Agonist DOI on Female Rat Sexual Behavior,2006,unknown,5-HT2A
abstract_only,Other,,,uptake inhibition,STANLEY D. GLICK; ISABELLE M. MAISONNEUVE,Ibogaine,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Ibogaine, an alkaloid extracted from Tabemanthe iboga, is being studied as a potential long-acting treatment for oploid and stimulant abuse as well as for alcoholism and",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1749-6632.1998.tb08237.x,Mechanisms of Antiaddictive Actions of Ibogaine<sup>a</sup>,1998,unknown,Sigma-2 receptor (TMEM97)
abstract_only,Other,,,uptake inhibition,STANLEY D. GLICK; ISABELLE M. MAISONNEUVE,Ibogaine,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Ibogaine, an alkaloid extracted from Tabemanthe iboga, is being studied as a potential long-acting treatment for oploid and stimulant abuse as well as for alcoholism and",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1749-6632.1998.tb08237.x,Mechanisms of Antiaddictive Actions of Ibogaine<sup>a</sup>,1998,unknown,NMDA receptor
abstract_only,Other,,,uptake inhibition,STANLEY D. GLICK; ISABELLE M. MAISONNEUVE,Noribogaine,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Ibogaine, an alkaloid extracted from Tabemanthe iboga, is being studied as a potential long-acting treatment for oploid and stimulant abuse as well as for alcoholism and",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1749-6632.1998.tb08237.x,Mechanisms of Antiaddictive Actions of Ibogaine<sup>a</sup>,1998,unknown,Sigma-2 receptor (TMEM97)
abstract_only,Other,,,uptake inhibition,STANLEY D. GLICK; ISABELLE M. MAISONNEUVE,Noribogaine,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Ibogaine, an alkaloid extracted from Tabemanthe iboga, is being studied as a potential long-acting treatment for oploid and stimulant abuse as well as for alcoholism and",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1749-6632.1998.tb08237.x,Mechanisms of Antiaddictive Actions of Ibogaine<sup>a</sup>,1998,unknown,NMDA receptor
abstract_only,Other,,,radioligand binding,YOSSEF ITZHAK; SYED F. ALI,Ibogaine,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: ABSTRACT: Although the alkaloid ibogaine is a potent hallucinogenic agent some indications suggest that it may be useful for the treatment of opioid and cocaine addiction,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1749-6632.1998.tb08239.x,Effect of Ibogaine on the Various Sites of the NMDA Receptor Complex and Sigma Binding Sites in Rat Brain<sup>a</sup>,1998,unknown,NMDA receptor
abstract_only,Other,,,radioligand binding,C. WAEBER; R. GRAILHE; X‐J. YU; R. HEN; M. A. MOSKOWITZ,LSD,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: Putative 5-ht5 receptor binding sites were visualized by in vitro autoradiography using [125I]LSD (in the presence of clozapine and spiperone) or [3H]5-carboxamidotryptam,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1749-6632.1998.tb10177.x,Putative 5‐ht<sub>5</sub> Receptors: Localization in the Mouse CNS and Lack of Effect in the Inhibition of Dural Protein Extravasation,1998,in_vitro,5-HT1B
abstract_only,Other,,,radioligand binding,C. WAEBER; R. GRAILHE; X‐J. YU; R. HEN; M. A. MOSKOWITZ,LSD,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: Putative 5-ht5 receptor binding sites were visualized by in vitro autoradiography using [125I]LSD (in the presence of clozapine and spiperone) or [3H]5-carboxamidotryptam,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1749-6632.1998.tb10177.x,Putative 5‐ht<sub>5</sub> Receptors: Localization in the Mouse CNS and Lack of Effect in the Inhibition of Dural Protein Extravasation,1998,in_vitro,5-HT5A
abstract_only,Other,,,functional assay,K. A. BERG; W. P. CLARKE; S. MAAYANI; J. GOLDFARB,LSD,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: There is now considerable evidence that a single receptor subtype can couple to multiple effector pathways within a cell. Recently, Kenakin proposed a new concept, termed",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,pending_curation,10.1111/j.1749-6632.1998.tb10180.x,Pleiotropic Behavior of 5‐HT<sub>2A</sub> and 5‐HT<sub>2C</sub> Receptor Agonists,1998,unknown,5-HT2C
abstract_only,Other,,,radioligand binding,MICHAEL KLEIN; SILVIA CALDERON; BELINDA HAYES,Ketamine,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: There has been considerable interest in the potential of N-methyl-D-aspartate (NMDA) receptor antagonists in the treatment of a diverse group of neurological disorders in,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1749-6632.1999.tb08033.x,Abuse Liability Assessment of Neuroprotectants,1999,unknown,NMDA receptor
abstract_only,Other,,,radioligand binding,JERROLD S. MEYER; SYED F. ALI,MDMA,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: The abused drug 3,4-methylenedioxymethamphetamine (MDMA) damages fine serotonergic fibers and nerve terminals in adult organisms; however, developing animals seem less su",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/j.1749-6632.2002.tb04179.x,Serotonergic Neurotoxicity of MDMA (Ecstasy) in the Developing Rat Brain,2002,unknown,SERT (SLC6A4)
abstract_only,Other,,,uptake inhibition,Mariana Angoa‐Pérez; Michael J. Kane; Denise I. Briggs; Dina M. Francescutti; Catherine E. Sykes; Mrudang M. Shah; David M. Thomas; Donald M. Kuhn,MDMA,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: Abstract Mephedrone (4‐methylmethcathinone) is a β‐ketoamphetamine stimulant drug of abuse with close structural and mechanistic similarities to methamphetamine. One of t,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,other,doi,primary_study,,pending_curation,preclinical_study,10.1111/jnc.12114,"Mephedrone does not damage dopamine nerve endings of the striatum, but enhances the neurotoxicity of methamphetamine, amphetamine, and MDMA",2012,unknown,DAT (SLC6A3)
abstract_only,Other,,,uptake inhibition,John H. Anneken; Mariana Angoa‐Pérez; Donald M. Kuhn,MDMA,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Methylone, 3,4-methylenedioxypyrovalerone (MDPV), and mephedrone are psychoactive ingredients of 'bath salts' and their abuse represents a growing public health care conc",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,other,doi,primary_study,,pending_curation,preclinical_study,10.1111/jnc.13048,"3,4‐Methylenedioxypyrovalerone prevents while methylone enhances methamphetamine‐induced damage to dopamine nerve endings: β‐ketoamphetamine modulation of neurotoxicity by the dopamine transporter",2015,unknown,DAT (SLC6A3)
abstract_only,Other,,,,René A. W. Frank; Fei Zhu; Noboru H Komiyama; Seth G. N. Grant,MDA,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: PSD95 is an abundant postsynaptic scaffold protein in glutamatergic synapses that assembles into supercomplexes composed of over 80 proteins including neurotransmitter re,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/jnc.14056,Hierarchical organization and genetically separable subfamilies of <scp>PSD</scp> 95 postsynaptic supercomplexes,2017,in_vivo,NMDA receptor
abstract_only,Other,,,,René A. W. Frank; Fei Zhu; Noboru H Komiyama; Seth G. N. Grant,DOI,2026-04-22T05:12:28.269832+00:00,low,abstract,Abstract snippet: PSD95 is an abundant postsynaptic scaffold protein in glutamatergic synapses that assembles into supercomplexes composed of over 80 proteins including neurotransmitter re,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/jnc.14056,Hierarchical organization and genetically separable subfamilies of <scp>PSD</scp> 95 postsynaptic supercomplexes,2017,in_vivo,NMDA receptor
abstract_only,Other,,,functional assay,Johannes T. Reckweg; Malin V. Uthaug; Attila Szabo; Alan K. Davis; Rafael Lancelotta; Natasha L. Mason; Johannes G. Ramaekers,DMT,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Abstract 5‐methoxy‐N,N‐dimethyltryptamine (5‐MeO‐DMT) is a naturally occurring tryptamine that primarily acts as an agonist at the 5‐HT1A and 5‐HT2A receptors, whereby af",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,observational_study,10.1111/jnc.15587,"The clinical pharmacology and potential therapeutic applications of 5‐methoxy‐N,N‐dimethyltryptamine (5‐MeO‐DMT)",2022,unknown,5-HT2A
abstract_only,Other,,,functional assay,Johannes T. Reckweg; Malin V. Uthaug; Attila Szabo; Alan K. Davis; Rafael Lancelotta; Natasha L. Mason; Johannes G. Ramaekers,DMT,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Abstract 5‐methoxy‐N,N‐dimethyltryptamine (5‐MeO‐DMT) is a naturally occurring tryptamine that primarily acts as an agonist at the 5‐HT1A and 5‐HT2A receptors, whereby af",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,observational_study,10.1111/jnc.15587,"The clinical pharmacology and potential therapeutic applications of 5‐methoxy‐N,N‐dimethyltryptamine (5‐MeO‐DMT)",2022,unknown,5-HT1A
abstract_only,Other,,,functional assay,Johannes T. Reckweg; Malin V. Uthaug; Attila Szabo; Alan K. Davis; Rafael Lancelotta; Natasha L. Mason; Johannes G. Ramaekers,5-MeO-DMT,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Abstract 5‐methoxy‐N,N‐dimethyltryptamine (5‐MeO‐DMT) is a naturally occurring tryptamine that primarily acts as an agonist at the 5‐HT1A and 5‐HT2A receptors, whereby af",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,observational_study,10.1111/jnc.15587,"The clinical pharmacology and potential therapeutic applications of 5‐methoxy‐N,N‐dimethyltryptamine (5‐MeO‐DMT)",2022,unknown,5-HT2A
abstract_only,Other,,,functional assay,Johannes T. Reckweg; Malin V. Uthaug; Attila Szabo; Alan K. Davis; Rafael Lancelotta; Natasha L. Mason; Johannes G. Ramaekers,5-MeO-DMT,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Abstract 5‐methoxy‐N,N‐dimethyltryptamine (5‐MeO‐DMT) is a naturally occurring tryptamine that primarily acts as an agonist at the 5‐HT1A and 5‐HT2A receptors, whereby af",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,observational_study,10.1111/jnc.15587,"The clinical pharmacology and potential therapeutic applications of 5‐methoxy‐N,N‐dimethyltryptamine (5‐MeO‐DMT)",2022,unknown,5-HT1A
abstract_only,Other,,,radioligand binding,Rui Song; Jin Zhang; Riley E. Perszyk; Chad R. Camp; Weiting Tang; Varun Kannan; Jia Li; Yuchen Xu; Jiahui Chen; Yinlong Li,Ketamine,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: N-methyl-D-aspartate receptors (NMDAR), ionotropic glutamate receptors, mediate a slow component of excitatory synaptic transmission in the central nervous system and pla",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,conference_or_poster_abstract,doi,primary_study,,pending_curation,preclinical_study,10.1111/jnc.15942,Differential responses of disease‐related <scp> <i>GRIN</i> </scp> variants located in pore‐forming <scp>M2</scp> domain of <scp>N‐methyl‐D</scp> ‐aspartate receptor to <scp>FDA</scp> ‐approved inhibitors,2023,unknown,NMDA receptor
abstract_only,Other,,,uptake inhibition,Kelly E. Dunham; Kani H. Khaled; Leah Weizman; B. Jill Venton,Ketamine,2026-04-22T05:12:28.269832+00:00,low,abstract,"Abstract snippet: Microdosing ketamine is a novel antidepressant for treatment-resistant depression. Traditional antidepressants, like selective serotonin reuptake inhibitors (SSRIs), inhi",Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,,primary_results,doi,primary_study,,pending_curation,preclinical_study,10.1111/jnc.16070,"Microdosing ketamine in <i>Drosophila</i> does not block serotonin reuptake, but causes complex behavioral changes mediated by glutamate and serotonin receptors",2024,unknown,NMDA receptor
