action_reason,contexts,contexts_all,library_status,matched_context_count,needs_metadata_or_manual_screen,paper_type_reasons,paper_type_suggested,pdf_local_path,protected_context_count,relevance_reasons,relevance_score,relevance_suggested,screening_status,source_type_reasons,source_type_suggested,study_doi,study_title,study_year,synthesized_context_count,triage_rescue_reasons
,,VMAT2 (SLC18A2),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1177/0271678X211061050,NRM 2021 Abstract Booklet,2021,0,
open_access_but_no_direct_pdf_url,,5-HT6,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1177/0271678X221096357,Poster Presentations,2022,0,
closed_or_unknown_access,,AMPA receptor,needs_manual_access,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1177/107385840000600103,The Neuroscientist comments,2000,0,
closed_or_unknown_access,,DOM,needs_manual_access,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains meta-analysis keyword,meta_analysis,10.1177/1088868311418749,Taking Stock of Self-Control,2011,0,
,,DMT->Sigma-1 receptor (SIGMAR1),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1177/1179573520907397,Current and Future Treatments in Alzheimer Disease: An Update,2020,0,
empty_response,,LSD->5-HT2A,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1177/1745691619895047,Mystical and Other Alterations in Sense of Self: An Expanded Framework for Studying Nonordinary Experiences,2020,0,
,,D1 receptor (DRD1),needs_download,0,False,contains conference/poster keyword,conference_or_poster_abstract,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1177/17590914211039028,2021 ASN Virtual Meeting Abstracts,2021,0,
,,DOB,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1177/20420188231199359,Role of estrogen in the regulation of central and peripheral energy homeostasis: from a menopausal perspective,2023,0,
,,2C-B->5-HT2A,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1177/2045125320967197,New psychoactive substances: a review and updates,2020,0,
,,D1 receptor (DRD1),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1177/2398212817705279,BNA 2017 Festival of Neuroscience: Abstract Book,2017,0,
,,5-HT7,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1177/2398212819855490,Abstract,2019,0,
,,5-HT6,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1177/26331055241286518,Neuroimaging and the Investigation of Drug-Drug Interactions Involving Psychedelics,2024,0,
closed_or_unknown_access,,LSD->mGluR2 (GRM2),needs_manual_access,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1177/28314425261430889,Advancing the Field of Psychedelic Epidemiology,2026,0,
,,DOB,needs_download,0,False,contains conference/poster keyword,conference_or_poster_abstract,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1183/09031936.03.00004611,Nutritional and metabolic modulation in chronic obstructive pulmonary disease management,2003,0,
,,DOM->D2 receptor (DRD2),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/1471-2164-10-s1-s12,Protein disorder in the human diseasome: unfoldomics of human genetic diseases,2009,0,
,,DOB,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/1471-2164-15-100,Exploration of microRNAs in porcine milk exosomes,2014,0,
,,DMT->Sigma-1 receptor (SIGMAR1),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/1471-2164-6-115,Microarray analysis of Pseudomonas aeruginosa reveals induction of pyocin genes in response to hydrogen peroxide,2005,0,
,,DOB,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1186/1471-2164-8-328,Effect of starvation on global gene expression and proteolysis in rainbow trout (Oncorhynchus mykiss),2007,0,
,,M2 muscarinic receptor (CHRM2),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/1475-2859-10-24,Evaluation of the Pichia pastoris expression system for the production of GPCRs for structural analysis,2011,0,
,,MDA,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1186/1475-2891-13-17,Peroxisome proliferator-activated receptors and their ligands: nutritional and clinical implications - a review,2014,0,
,,MDA,needs_download,0,False,contains review keyword,review,,0,allowed entity mention (net) | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1186/1476-4598-12-152,Tumor glycolysis as a target for cancer therapy: progress and prospects,2013,0,
,,Ibogaine->kappa opioid receptor (OPRK1),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/1741-7015-9-119,Novel pharmacotherapeutic treatments for cocaine addiction,2011,0,
,,mu opioid receptor (OPRM1),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/1744-9081-8-23,Variation in regulator of G-protein signaling 17 gene (RGS17) is associated with multiple substance dependence diagnoses,2012,0,
,,DOM,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/1756-6606-4-3,APP processing in Alzheimer's disease,2011,0,
,,DMT->NMDA receptor,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/1756-6606-7-43,Genes and signaling pathways involved in memory enhancement in mutant mice,2014,0,
,,DOI->NMDA receptor,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/1758-907x-3-1,Inhibition of microRNA function by antimiR oligonucleotides,2012,0,
,,LSD->5-HT2A,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/2049-9256-1-2,The neurobiology of suicide - A Review of post-mortem studies,2013,0,
,,MDA,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/bcr1610,CD44+/CD24-breast cancer cells exhibit enhanced invasive properties: an early step necessary for metastasis,2006,0,
,,DOET,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/gb-2007-8-7-r131,Transcriptional recapitulation and subversion of embryonic colon development by mouse colon tumor models and human colon cancer,2007,0,
,,DOI->5-HT1D,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s10194-019-0974-3,"Therapeutic novelties in migraine: new drugs, new hope?",2019,0,
,,MDA,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s10194-019-0978-z,ROS/TRPA1/CGRP signaling mediates cortical spreading depression,2019,0,
,,MDA->NMDA receptor,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s10194-019-1017-9,Advances in genetics of migraine,2019,0,
,,MDMA->NMDA receptor,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s11689-021-09397-8,"Comparison of SHANK3 deficiency in animal models: phenotypes, treatment strategies, and translational implications",2021,0,
,,MDA,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1186/s12576-023-00889-x,Physiological roles of chloride ions in bodily and cellular functions,2023,0,
,,DOB,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s12864-017-3754-y,Genome-wide association study for feed efficiency and growth traits in U.S. beef cattle,2017,0,
,,delta opioid receptor (OPRD1),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s12864-024-10117-4,SNP-based and haplotype-based genome-wide association on drug dependence in Han Chinese,2024,0,
,,mu opioid receptor (OPRM1),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s12888-024-05898-7,"Investigating CHRNA5, CHRNA3, and CHRNB4 variants in the genetic landscape of substance use disorder in Jordan",2024,0,
,,MDA->5-HT1A,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s12929-019-0499-8,Rosmarinus officinalis L. (rosemary) as therapeutic and prophylactic agent,2019,0,
,,DMT->5-HT1D,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s12929-022-00847-6,Beyond the vaccines: a glance at the small molecule and peptide-based anti-COVID19 arsenal,2022,0,
,,DMT->Sigma-1 receptor (SIGMAR1),in_database,0,False,no strong paper-type signal,other,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1186_s12929-023-00976-6__d0dfba11b0.pdf,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s12929-023-00976-6,Clinical trials of new drugs for Alzheimer disease: a 2020–2023 update,2023,0,
,,DOET,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s12929-024-01033-6,Campylobacter jejuni virulence factors: update on emerging issues and trends,2024,0,
,,DOM,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s12933-018-0738-4,Actions of metformin and statins on lipid and glucose metabolism and possible benefit of combination therapy,2018,0,
,,MDA,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s12935-025-03864-1,Cuproptosis: a novel therapeutic mechanism in lung cancer,2025,0,
,,MDA->NMDA receptor,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s12940-022-00958-5,Consideration of pathways for immunotoxicity of per- and polyfluoroalkyl substances (PFAS),2023,0,
,,MDA,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1186/s12943-019-0965-7,Extracellular vesicles-mediated intercellular communication: roles in the tumor microenvironment and anti-cancer drug resistance,2019,0,
,,MDA,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s12943-019-0991-5,"Exosomes: composition, biogenesis, and mechanisms in cancer metastasis and drug resistance",2019,0,
,,LSD->AMPA receptor,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s12943-023-01877-w,Regulation and signaling pathways in cancer stem cells: implications for targeted therapy for cancer,2023,0,
,,S-ketamine->NMDA receptor,in_database,0,False,no strong paper-type signal,other,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.1186_s12944-020-01203-z__4b9f9244b2.pdf,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s12944-020-01203-z,Leptin and psychiatric illnesses: does leptin play a role in antipsychotic-induced weight gain?,2020,0,
,,MDA,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s12951-018-0392-8,Nano based drug delivery systems: recent developments and future prospects,2018,0,
,,DOM,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s12951-019-0448-4,Endoplasmic reticulum stress: major player in size-dependent inhibition of P-glycoprotein by silver nanoparticles in multidrug-resistant breast cancer cells,2019,0,
,,DOI->5-HT1F,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s12967-023-04515-7,Epstein–Barr virus-acquired immunodeficiency in myalgic encephalomyelitis—Is it present in long COVID?,2023,0,
,,DOI->CB2 receptor (CNR2),needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1186/s12974-014-0191-6,"Cannabinoid receptor type-2 stimulation, blockade, and deletion alter the vascular inflammatory responses to traumatic brain injury",2014,0,
,,MDA->NMDA receptor,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s12974-018-1313-3,"Inflammation: the link between comorbidities, genetics, and Alzheimer’s disease",2018,0,
,,Ketamine->NMDA receptor | Ketamine->AMPA receptor,in_database,0,False,no strong paper-type signal,other,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1186_s12974-020-01891-5__1150d02fb9.pdf,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s12974-020-01891-5,Microglia induce the transformation of A1/A2 reactive astrocytes via the CXCR7/PI3K/Akt pathway in chronic post-surgical pain,2020,0,
,,Ketamine->5-HT7,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s12974-021-02072-8,Interactions of neuroimmune signaling and glutamate plasticity in addiction,2021,0,
,,DOI->mGluR2 (GRM2),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s12974-021-02183-2,Visceral adipose tissue imparts peripheral macrophage influx into the hypothalamus,2021,0,
,,Ayahuasca,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1186/s13007-019-0487-8,Understanding glycaemic control and current approaches for screening antidiabetic natural products from evidence-based medicinal plants,2019,0,
,,DMT->TAAR1,in_database,0,False,no strong paper-type signal,other,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1186_s13024-021-00424-9__a5317d5127.pdf,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s13024-021-00424-9,New approaches to symptomatic treatments for Alzheimer’s disease,2021,0,
,,DOI->D1 receptor (DRD1),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s13024-023-00652-1,Regulation of the hippocampal translatome by Apoer2-ICD release,2023,0,
,,2C-B->5-HT2A,in_database,0,False,contains review keyword,review,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1186_s13041-017-0306-y__36949d8ee6.pdf,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1186/s13041-017-0306-y,The role of 5-HT receptors in depression,2017,0,
,,MDA->AMPA receptor,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s13041-020-00717-y,Roles of palmitoylation in structural long-term synaptic plasticity,2021,0,
,,MDA,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1186/s13045-018-0605-5,The biology and role of CD44 in cancer progression: therapeutic implications,2018,0,
,,MDA,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s13045-019-0720-y,"Ferroptosis, a new form of cell death: opportunities and challenges in cancer",2019,0,
,,MDA->AMPA receptor,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1186/s13062-021-00303-9,"Targeting PDZ domains as potential treatment for viral infections, neurodegeneration and cancer",2021,0,
,,2C-B->5-HT2A,in_database,0,False,no strong paper-type signal,other,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.1186_s13098-019-0468-0__6539863acc.pdf,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s13098-019-0468-0,Cardiovascular risk and obesity,2019,0,
,,5-HT6,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s13321-016-0147-1,"Leveraging 3D chemical similarity, target and phenotypic data in the identification of drug-protein and drug-adverse effect associations",2016,0,
,,DOI->5-HT2B,needs_download,0,False,contains protocol keyword,protocol,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s13321-017-0256-5,An automated framework for QSAR model building,2018,0,
,,DOB->5-HT1A,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s13568-019-0816-3,Biologically active metabolite(s) from haemolymph of red-headed centipede Scolopendra subspinipes possess broad spectrum antibacterial activity,2019,0,
,,DOET,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s40001-023-01293-2,"Neurological manifestations of SARS-CoV-2: complexity, mechanism and associated disorders",2023,0,
,,DOI->Beta2 adrenergic receptor (ADRB2),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s40478-021-01273-9,Chemogenetic modulation of sensory neurons reveals their regulating role in melanoma progression,2021,0,
,,LSD->NMDA receptor,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1186/s40478-023-01526-9,Roles of neuropathology-associated reactive astrocytes: a systematic review,2023,0,
,,MDA,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s40779-021-00320-9,Simulated aeromedical evacuation exacerbates burn induced lung injury: targeting mitochondrial DNA for reversal,2021,0,
,,MDA->5-HT7,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s40824-023-00385-8,Beyond canonical PROTAC: biological targeted protein degradation (bioTPD),2023,0,
,,MDA->5-HT1A,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s41181-018-0054-z,Synthesis of a benzoxazinthione derivative of tanaproget and pharmacological evaluation for PET imaging of PR expression,2019,0,
,,MDA->5-HT1A,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s41181-023-00231-1,Preclinical evaluation of an 18F-labeled Nε-acryloyllysine piperazide for covalent targeting of transglutaminase 2,2024,0,
,,LSD->D1 receptor (DRD1) | D1 receptor (DRD1),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s43556-023-00156-w,"Structure, function and drug discovery of GPCR signaling",2023,0,
,,R-ketamine->NMDA receptor,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1186/s43556-024-00205-y,Treatment-resistant depression: molecular mechanisms and management,2024,0,
,,DOB,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1186/s43556-024-00207-w,Ulcerative colitis: molecular insights and intervention therapy,2024,0,
,,AMPA receptor,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1192/apt.8.3.189,Glutamate and psychiatric disorders,2002,0,
,,R-ketamine->NMDA receptor,in_database,0,False,no strong paper-type signal,other,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1192_bja.2022.14__f42b1cfc15.pdf,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1192/bja.2022.14,Recent advances in the psychopharmacology of major depressive disorder,2022,0,
,,MDA,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1194/jlr.r046920,Novel lysophosphoplipid receptors: their structure and function,2014,0,
,,DOM,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1196/annals.1417.021,<i>Cholinergic Mediation of Attention</i>,2008,0,
closed_or_unknown_access,,delta opioid receptor (OPRD1),needs_manual_access,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1201/9780203025765-20,Inhibitors of Enkephalin-Inactivating Enzymes and Delta Opioid Responses,2003,0,
closed_or_unknown_access,,delta opioid receptor (OPRD1),needs_manual_access,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1201/9780203025765.ch17,Inhibitors of Enkephalin-Inactivating Enzymes and Delta Opioid Responses,2003,0,
,,5-HT1F,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1208/aapsj070235,DARPP-32 mediates the actions of multiple drugs of abuse,2005,0,
,,Ibogaine->kappa opioid receptor (OPRK1),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1208/aapsj070361,k Opioids as potential treatments for stimulant dependence,2005,0,
,,D2 receptor (DRD2),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1208/aapsj080121,Symbiotic relationship of pharmacogenetics and drugs of abuse,2006,0,
,,MDMA->NMDA receptor,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1210/en.2015-2078,"Adiponectin Exerts Neurotrophic Effects on Dendritic Arborization, Spinogenesis, and Neurogenesis of the Dentate Gyrus of Male Mice",2016,0,
,,MDA->NMDA receptor | MDA,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1210/er.2004-0003,"Steroid Sulfatase: Molecular Biology, Regulation, and Inhibition",2005,0,
,,MDA->5-HT1B,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1210/er.2010-0027,"The Extended Granin Family: Structure, Function, and Biomedical Implications",2011,0,
,,DOM,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1242/dev.201635,A cornichon protein controls polar localization of the PINA auxin transporter in <i>Physcomitrium patens</i>,2023,0,
,,DOI->5-HT2B,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1254/jphs.13r03cr,"Kampo Formulations, Chotosan, and Yokukansan, for Dementia Therapy: Existing Clinical and Preclinical Evidence",2013,0,
,,DOM,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1264/jsme2.ME12029,Proteomic Responses of &lt;i&gt;Roseobacter litoralis&lt;/i&gt; OCh149 to Starvation and Light Regimen,2012,0,
,,Mescaline->H1 receptor (HRH1),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.12659/msm.920872,Exploration of the Molecular Mechanism of FUZI (Aconiti Lateralis Radix Praeparata) in Allergic Rhinitis Treatment Based on Network Pharmacology,2020,0,
,,D2 receptor (DRD2),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.12681/eadd/27082,Ο ρόλος του ψυχολογικού stress στην έκφραση των πρωτεϊνών hnRNP και DARPP-32 στο Κ.Ν.Σ.,2009,0,
,,5-HT6,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.12703/r/10-52,Novel and atypical pathways for serotonin signaling,2021,0,
,,5-HT1D,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.12804/revistas.urosario.edu.co/apl/a.13339,"Efecto y potencia de los psicodélicos a nivel psicofarmacológico, psicológico y neurobiológico",2025,0,
,,Ibogaine->NMDA receptor,in_database,0,False,no strong paper-type signal,other,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.13016_m2028ph0c__c2f41b9348.pdf,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.13016/m2028ph0c,Essays on Regulating Pain and Pleasure,2018,0,
,,MDA->5-HT1A,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.13171/mjc10502005121200ooa,"Recent advances on oxadiazole motifs: Synthesis, reactions and biological activities",2020,0,
closed_or_unknown_access,,MDA,needs_manual_access,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.13702/j.1000-0607.180057,[Progress of researches on mechanisms of acupuncture therapy for insulin resistance].,2019,0,
,,MDA->AMPA receptor,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1371/journal.pgen.1005687,The Epitranscriptome and Innate Immunity,2015,0,
,,DOB,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1371/journal.pgen.1005858,Expression Quantitative Trait Locus Mapping Studies in Mid-secretory Phase Endometrial Cells Identifies HLA-F and TAP2 as Fecundability-Associated Genes,2016,0,
,,Ibogaine->NMDA receptor,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1371/journal.pone.0000533,Silencing and Un-silencing of Tetracycline-Controlled Genes in Neurons,2007,0,
,,DOB,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1371/journal.pone.0004579,Localisation and Function of the Endocannabinoid System in the Human Ovary,2009,0,
,,DOI->D2 receptor (DRD2),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1371/journal.pone.0006536,Human Disease-Drug Network Based on Genomic Expression Profiles,2009,0,
