normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,mechanism_type,assay_type,assay_family,action_type,affinity_type,affinity_value,affinity_unit,result_direction,species,model_or_system,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,language,trial_registry_ids,sample_size_total,sample_size_by_arm,comparator,intervention_or_exposure,dose,route,session_count_or_duration,primary_outcome,outcome_measure,timepoint,effect_size,p_value,confidence_interval,adverse_events,evidence_level,normalization_dataset,normalization_entity_category,compound_match_type,entity_match_type,compound_match_value,entity_match_value,compound_registry_status,entity_registry_status,compound_ids,entity_ids,entity_candidate_label,entity_candidate_score,keywords,funders,grant_ids,related_dois,publication_relations
normalized,compound and graph entity matched local registry,ketamine,NMDA receptor,,Ketamine,NMDA receptor,,,,,NMDA receptor antagonist ketamine,molecular_target,NMDA receptor,target,True,10.1016/s0006-8993(02)02291-6,Nuclear factor κB activation is mediated by NMDA and non-NMDA receptor and L-type voltage-gated Ca2+ channel following severe global ischemia in rat hippocampus,compound_target,not_applicable,not_reported,antagonist,NF-kappaB nuclear translocation assay,functional assay,antagonist,,,,not_applicable,rat,"rat hippocampus, global ischemia model",preclinical,Wanhua Shen; Chunyi Zhang; Guangyi Zhang,2002,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,N-methyl-D-aspartate (NMDA) receptor antagonist ketamine... The NF-kappaB nuclear translocation was completely blocked by these three antagonists in a dose-dependent manner after ischemia/reperfusion 6 h.,abstract_only,abstract,abstract,in vivo experiment,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Brain Research,journal-article,2002-04-01,0006-8993,1872-6240,Elsevier BV,"Animals | Brain Ischemia / metabolism | Calcium Channel Blockers / pharmacology | Calcium Channels, L-Type / drug effects | Calcium Channels, L-Type / physiology | Cytoplasm / metabolism | Excitatory Amino Acid Antagonists / pharmacology | Hippocampus / metabolism | I-kappa B Proteins / physiology | Ketamine / pharmacology | Male | NF-kappa B / physiology | Nifedipine / pharmacology | Quinoxalines / pharmacology | Rats | Rats, Sprague-Dawley | Receptors, AMPA / antagonists & inhibitors | Receptors, AMPA / physiology | Receptors, Amino Acid / physiology | Kainic Acid Receptors / antagonists & inhibitors | Kainic Acid Receptors / physiology | Receptors, N-Methyl-D-Aspartate / physiology | Reperfusion Injury / metabolism | Time Factors",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,label,label,ketamine,NMDA receptor,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},NMDA receptor,1.0,,,,,
compound_unmapped,"compound `6,7-dinitroquinoxaline-2,3 (1H,4H)-dione` did not match registry","6,7-dinitroquinoxaline-2,3 (1H,4H)-dione",AMPA receptor,,,AMPA receptor,,,,,"alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionate/kainate receptor antagonist 6,7-dinitroquinoxaline-2,3 (1H,4H)-dione",molecular_target,AMPA receptor,target,True,10.1016/s0006-8993(02)02291-6,Nuclear factor κB activation is mediated by NMDA and non-NMDA receptor and L-type voltage-gated Ca2+ channel following severe global ischemia in rat hippocampus,compound_target,not_applicable,not_reported,antagonist,NF-kappaB nuclear translocation assay,functional assay,antagonist,,,,not_applicable,rat,"rat hippocampus, global ischemia model",preclinical,Wanhua Shen; Chunyi Zhang; Guangyi Zhang,2002,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionate/kainate receptor antagonist 6,7-dinitroquinoxaline-2,3 (1H,4H)-dione... The NF-kappaB nuclear translocation was completely blocked by these three antagonists in a dose-dependent manner after ischemia/reperfusion 6 h.",abstract_only,abstract,abstract,in vivo experiment,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Brain Research,journal-article,2002-04-01,0006-8993,1872-6240,Elsevier BV,"Animals | Brain Ischemia / metabolism | Calcium Channel Blockers / pharmacology | Calcium Channels, L-Type / drug effects | Calcium Channels, L-Type / physiology | Cytoplasm / metabolism | Excitatory Amino Acid Antagonists / pharmacology | Hippocampus / metabolism | I-kappa B Proteins / physiology | Ketamine / pharmacology | Male | NF-kappa B / physiology | Nifedipine / pharmacology | Quinoxalines / pharmacology | Rats | Rats, Sprague-Dawley | Receptors, AMPA / antagonists & inhibitors | Receptors, AMPA / physiology | Receptors, Amino Acid / physiology | Kainic Acid Receptors / antagonists & inhibitors | Kainic Acid Receptors / physiology | Receptors, N-Methyl-D-Aspartate / physiology | Reperfusion Injury / metabolism | Time Factors",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,,label,"6,7-dinitroquinoxaline-2,3 (1H,4H)-dione",AMPA receptor,,complex_target_needs_subunit_mapping,{},{},AMPA receptor,1.0,,,,,
compound_unmapped,"compound `6,7-dinitroquinoxaline-2,3 (1H,4H)-dione` did not match registry","6,7-dinitroquinoxaline-2,3 (1H,4H)-dione",Kainate receptor,,,,,,,,"alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionate/kainate receptor antagonist 6,7-dinitroquinoxaline-2,3 (1H,4H)-dione",molecular_target,Kainate receptor,target,True,10.1016/s0006-8993(02)02291-6,Nuclear factor κB activation is mediated by NMDA and non-NMDA receptor and L-type voltage-gated Ca2+ channel following severe global ischemia in rat hippocampus,compound_target,not_applicable,not_reported,antagonist,NF-kappaB nuclear translocation assay,functional assay,antagonist,,,,not_applicable,rat,"rat hippocampus, global ischemia model",preclinical,Wanhua Shen; Chunyi Zhang; Guangyi Zhang,2002,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionate/kainate receptor antagonist 6,7-dinitroquinoxaline-2,3 (1H,4H)-dione... The NF-kappaB nuclear translocation was completely blocked by these three antagonists in a dose-dependent manner after ischemia/reperfusion 6 h.",abstract_only,abstract,abstract,in vivo experiment,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Brain Research,journal-article,2002-04-01,0006-8993,1872-6240,Elsevier BV,"Animals | Brain Ischemia / metabolism | Calcium Channel Blockers / pharmacology | Calcium Channels, L-Type / drug effects | Calcium Channels, L-Type / physiology | Cytoplasm / metabolism | Excitatory Amino Acid Antagonists / pharmacology | Hippocampus / metabolism | I-kappa B Proteins / physiology | Ketamine / pharmacology | Male | NF-kappa B / physiology | Nifedipine / pharmacology | Quinoxalines / pharmacology | Rats | Rats, Sprague-Dawley | Receptors, AMPA / antagonists & inhibitors | Receptors, AMPA / physiology | Receptors, Amino Acid / physiology | Kainic Acid Receptors / antagonists & inhibitors | Kainic Acid Receptors / physiology | Receptors, N-Methyl-D-Aspartate / physiology | Reperfusion Injury / metabolism | Time Factors",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,,,"6,7-dinitroquinoxaline-2,3 (1H,4H)-dione",Kainate receptor,,,{},{},,0.0,,,,,
compound_unmapped,compound `nifedipine` did not match registry,nifedipine,L-type voltage-gated Ca2+ channel,,,,,,,,L-VGCC antagonist nifedipine,molecular_target,L-type voltage-gated Ca2+ channel,target,True,10.1016/s0006-8993(02)02291-6,Nuclear factor κB activation is mediated by NMDA and non-NMDA receptor and L-type voltage-gated Ca2+ channel following severe global ischemia in rat hippocampus,compound_target,not_applicable,not_reported,antagonist,NF-kappaB nuclear translocation assay,functional assay,antagonist,,,,not_applicable,rat,"rat hippocampus, global ischemia model",preclinical,Wanhua Shen; Chunyi Zhang; Guangyi Zhang,2002,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,L-VGCC antagonist nifedipine... The NF-kappaB nuclear translocation was completely blocked by these three antagonists in a dose-dependent manner after ischemia/reperfusion 6 h.,abstract_only,abstract,abstract,in vivo experiment,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Brain Research,journal-article,2002-04-01,0006-8993,1872-6240,Elsevier BV,"Animals | Brain Ischemia / metabolism | Calcium Channel Blockers / pharmacology | Calcium Channels, L-Type / drug effects | Calcium Channels, L-Type / physiology | Cytoplasm / metabolism | Excitatory Amino Acid Antagonists / pharmacology | Hippocampus / metabolism | I-kappa B Proteins / physiology | Ketamine / pharmacology | Male | NF-kappa B / physiology | Nifedipine / pharmacology | Quinoxalines / pharmacology | Rats | Rats, Sprague-Dawley | Receptors, AMPA / antagonists & inhibitors | Receptors, AMPA / physiology | Receptors, Amino Acid / physiology | Kainic Acid Receptors / antagonists & inhibitors | Kainic Acid Receptors / physiology | Receptors, N-Methyl-D-Aspartate / physiology | Reperfusion Injury / metabolism | Time Factors",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,,,nifedipine,L-type voltage-gated Ca2+ channel,,,{},{},,0.0,,,,,
compound_unmapped,compound `photoswitchable 5-HT2AR ligand` did not match registry,photoswitchable 5-HT2AR ligand,5-HT2AR,,,,,,,,5-HT2AR,molecular_target,5-HT2AR,target,True,10.1021/acs.jmedchem.5c00442,"Design, Synthesis, and In Vitro Characterization of a Tryptamine-Based Visible-Light Photoswitchable 5-HT<sub>2A</sub>R Ligand Showing Efficacy Preference for β-Arrestin over Mini-Gq",compound_target,not_applicable,not_reported,binding,radioligand binding,binding,binding,Other,nanomolar concentrations,nM,not_applicable,not_reported,not_reported,in_vitro,Alexandra Sink; Eline Pottie; Samuel J. Carter; Robert J. Tombari; Verena Weber; Paolo Carloni; Giulia Rossetti; David E. Olson; Christophe P. Stove; Michael Decker,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"In radioligand binding studies, the cis -photoisomer has a greater affinity than the trans- isomer at the 5-HT 2A R and binds at nanomolar concentrations.",abstract_only,abstract,abstract,not_reported,NIGMS NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Journal of Medicinal Chemistry,journal-article,2025-06-18,0022-2623,1520-4804,American Chemical Society (ACS),"Receptor, Serotonin, 5-HT2A / metabolism | Humans | Ligands | Drug Design | Light | beta-Arrestins / metabolism | Tryptamines / pharmacology | Tryptamines / chemistry | Tryptamines / chemical synthesis | GTP-Binding Protein alpha Subunits, Gq-G11 / metabolism | HEK293 Cells | Serotonin 5-HT2 Receptor Agonists / pharmacology | Serotonin 5-HT2 Receptor Agonists / chemical synthesis | Serotonin 5-HT2 Receptor Agonists / chemistry",eng,,,,,,,,,,,,,,,,medium,mechanistic,targets,,,photoswitchable 5-HT2AR ligand,5-HT2AR,,,{},{},,0.0,,NIGMS NIH HHS,R35 GM148182,,
compound_unmapped,compound `photoswitchable 5-HT2AR ligand` did not match registry,photoswitchable 5-HT2AR ligand,5-HT2AR,,,,,,,,β-arrestin2 recruitment over mini-Gαq recruitment,molecular_target,5-HT2AR,target,True,10.1021/acs.jmedchem.5c00442,"Design, Synthesis, and In Vitro Characterization of a Tryptamine-Based Visible-Light Photoswitchable 5-HT<sub>2A</sub>R Ligand Showing Efficacy Preference for β-Arrestin over Mini-Gq",compound_target,not_applicable,not_reported,biased agonist,functional assays,functional_activity,biased agonist,,,,not_applicable,not_reported,not_reported,in_vitro,Alexandra Sink; Eline Pottie; Samuel J. Carter; Robert J. Tombari; Verena Weber; Paolo Carloni; Giulia Rossetti; David E. Olson; Christophe P. Stove; Michael Decker,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"In two highly analogous functional assays, the photoswitchable ligand showed a preference for β-arrestin2 recruitment over mini-Gα q recruitment relative to LSD, providing a compelling tool for investigating the role of β-arrestin2 recruitment in 5-HT 2A R signaling and elucidating its potential role in psychedelic effects.",abstract_only,abstract,abstract,not_reported,NIGMS NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Journal of Medicinal Chemistry,journal-article,2025-06-18,0022-2623,1520-4804,American Chemical Society (ACS),"Receptor, Serotonin, 5-HT2A / metabolism | Humans | Ligands | Drug Design | Light | beta-Arrestins / metabolism | Tryptamines / pharmacology | Tryptamines / chemistry | Tryptamines / chemical synthesis | GTP-Binding Protein alpha Subunits, Gq-G11 / metabolism | HEK293 Cells | Serotonin 5-HT2 Receptor Agonists / pharmacology | Serotonin 5-HT2 Receptor Agonists / chemical synthesis | Serotonin 5-HT2 Receptor Agonists / chemistry",eng,,,,,,,,,,,,,,,,medium,mechanistic,targets,,,photoswitchable 5-HT2AR ligand,5-HT2AR,,,{},{},,0.0,,NIGMS NIH HHS,R35 GM148182,,
normalized,compound and graph entity matched local registry,DOI,5-HT2A receptor,,DOI,5-HT2A,,,,,5-HT2A/2C receptor agonist,molecular_target,5-HT2A receptor,target,True,10.1097/01.ju.0001008772.30001.48.03,PD12-03 5-HT2A/2C RECEPTOR AGONIST(DOI) IMPROVES VOIDING DYSFUNCTION OF RATS WITH NEUROGENIC UNDERACTIVE BLADDER,compound_target,not_reported,not_reported,agonist,,,agonist,,,,not_applicable,not_reported,not_reported,in_vivo,Jianshu Ni,2024,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"DOI, a 5-HT2A/2C receptor agonist",abstract_only,abstract,Abstract,experimental study,None,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Journal of Urology,journal-article,2024-05,0022-5347,1527-3792,Ovid Technologies (Wolters Kluwer Health),,en,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,label,target_variant,DOI,5-HT2A receptor,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2A""}",5-HT2A,1.0,,,,,
normalized,compound and graph entity matched local registry,DOI,5-HT2C receptor,,DOI,5-HT2C,,,,,5-HT2A/2C receptor agonist,molecular_target,5-HT2C receptor,target,True,10.1097/01.ju.0001008772.30001.48.03,PD12-03 5-HT2A/2C RECEPTOR AGONIST(DOI) IMPROVES VOIDING DYSFUNCTION OF RATS WITH NEUROGENIC UNDERACTIVE BLADDER,compound_target,not_reported,not_reported,agonist,,,agonist,,,,not_applicable,not_reported,not_reported,in_vivo,Jianshu Ni,2024,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"DOI, a 5-HT2A/2C receptor agonist",abstract_only,abstract,Abstract,experimental study,None,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Journal of Urology,journal-article,2024-05,0022-5347,1527-3792,Ovid Technologies (Wolters Kluwer Health),,en,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,label,target_variant,DOI,5-HT2C receptor,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2C""}",5-HT2C,1.0,,,,,
normalized,compound and graph entity matched local registry,ketamine,AMPA receptor,,Ketamine,AMPA receptor,,,,,AMPA receptor subunits,molecular_target,AMPA receptor,target,True,10.1126/scitranslmed.aaf7151,Post-anesthesia AMPA receptor potentiation prevents anesthesia-induced learning and synaptic deficits,compound_target,anesthesia-induced deficits,not_applicable,reduces expression,synaptic expression measurement,,reduces expression,,,,not_applicable,mouse,mouse motor cortex,preclinical,Lianyan Huang; Joseph Cichon; Ipe Ninan; Guang Yang,2016,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"various synaptic deficits induced by anesthesia, including reductions in synaptic expression of NMDA (N-methyl-d-aspartate) and AMPA (α-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid) receptor subunits",abstract_only,abstract,abstract,in vivo experiment,NIGMS NIH HHS | NICHD NIH HHS | NIA NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Science Translational Medicine,journal-article,2016-06-22,1946-6234,1946-6242,American Association for the Advancement of Science (AAAS),"Anesthesia / adverse effects | Animals | Blotting, Western | Dioxoles / pharmacology | Learning / drug effects | Mice | N-Methylaspartate / metabolism | Neuronal Plasticity / drug effects | Neurons / drug effects | Neurons / metabolism | Piperidines / pharmacology | Receptors, AMPA / metabolism | Synaptosomes / drug effects | Synaptosomes / metabolism",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,label,label,ketamine,AMPA receptor,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},AMPA receptor,1.0,,NIGMS NIH HHS | NICHD NIH HHS | NIA NIH HHS,R01 GM107469 | R01 HD076914 | R21 AG048410,10.1038/536036a,CommentIn PMID:27488795 Nature. 2016 Aug 03;536(7614):36-7. doi: 10.1038/536036a.
normalized,compound and graph entity matched local registry,ketamine,NMDA receptor,,Ketamine,NMDA receptor,,,,,NMDA receptor subunits,molecular_target,NMDA receptor,target,True,10.1126/scitranslmed.aaf7151,Post-anesthesia AMPA receptor potentiation prevents anesthesia-induced learning and synaptic deficits,compound_target,anesthesia-induced deficits,not_applicable,reduces expression,synaptic expression measurement,,reduces expression,,,,not_applicable,mouse,mouse motor cortex,preclinical,Lianyan Huang; Joseph Cichon; Ipe Ninan; Guang Yang,2016,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"various synaptic deficits induced by anesthesia, including reductions in synaptic expression of NMDA (N-methyl-d-aspartate) and AMPA (α-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid) receptor subunits",abstract_only,abstract,abstract,in vivo experiment,NIGMS NIH HHS | NICHD NIH HHS | NIA NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Science Translational Medicine,journal-article,2016-06-22,1946-6234,1946-6242,American Association for the Advancement of Science (AAAS),"Anesthesia / adverse effects | Animals | Blotting, Western | Dioxoles / pharmacology | Learning / drug effects | Mice | N-Methylaspartate / metabolism | Neuronal Plasticity / drug effects | Neurons / drug effects | Neurons / metabolism | Piperidines / pharmacology | Receptors, AMPA / metabolism | Synaptosomes / drug effects | Synaptosomes / metabolism",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,label,label,ketamine,NMDA receptor,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},NMDA receptor,1.0,,NIGMS NIH HHS | NICHD NIH HHS | NIA NIH HHS,R01 GM107469 | R01 HD076914 | R21 AG048410,10.1038/536036a,CommentIn PMID:27488795 Nature. 2016 Aug 03;536(7614):36-7. doi: 10.1038/536036a.
compound_unmapped,compound `CX546` did not match registry,CX546,AMPA receptor,,,AMPA receptor,,,,,AMPA (α-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid) receptor activity,molecular_target,AMPA receptor,target,True,10.1126/scitranslmed.aaf7151,Post-anesthesia AMPA receptor potentiation prevents anesthesia-induced learning and synaptic deficits,compound_target,post-anesthesia recovery,not_applicable,potentiates activity,potentiation of receptor activity,,potentiates activity,,,,not_applicable,mouse,mouse motor cortex,preclinical,Lianyan Huang; Joseph Cichon; Ipe Ninan; Guang Yang,2016,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Administration of the AMPAkine drug CX546 [1-(1,4-benzodioxan-6-ylcarbonyl)piperidine] to potentiate AMPA (α-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid) receptor activity during emergence from anesthesia in mice enhances neuronal activity",abstract_only,abstract,abstract,in vivo experiment,NIGMS NIH HHS | NICHD NIH HHS | NIA NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Science Translational Medicine,journal-article,2016-06-22,1946-6234,1946-6242,American Association for the Advancement of Science (AAAS),"Anesthesia / adverse effects | Animals | Blotting, Western | Dioxoles / pharmacology | Learning / drug effects | Mice | N-Methylaspartate / metabolism | Neuronal Plasticity / drug effects | Neurons / drug effects | Neurons / metabolism | Piperidines / pharmacology | Receptors, AMPA / metabolism | Synaptosomes / drug effects | Synaptosomes / metabolism",eng,not_reported,,,,,,,,,,,,,,,medium,mechanistic,targets,,label,CX546,AMPA receptor,,complex_target_needs_subunit_mapping,{},{},AMPA receptor,1.0,,NIGMS NIH HHS | NICHD NIH HHS | NIA NIH HHS,R01 GM107469 | R01 HD076914 | R21 AG048410,10.1038/536036a,CommentIn PMID:27488795 Nature. 2016 Aug 03;536(7614):36-7. doi: 10.1038/536036a.
normalized,compound and graph entity matched local registry,MDMA,Norepinephrine transporter,,MDMA,NET (SLC6A2),,,,,norepinephrine uptake,molecular_target,Norepinephrine transporter,target,True,10.1177/0269881119844185,"Metabolites of the ring-substituted stimulants MDMA, methylone and MDPV differentially affect human monoaminergic systems",compound_target,not_applicable,not_applicable,inhibition,uptake inhibition,,inhibition,,,,not_applicable,human,human embryonic kidney 293 cells transfected with human monoamine transporters,in_vitro,Dino Luethi; Karolina E Kolaczynska; Melanie Walter; Masaki Suzuki; Kenner C Rice; Bruce E Blough; Marius C Hoener; Michael H Baumann; Matthias E Liechti,2019,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,MDMA and methylone displayed greater potency to inhibit norepinephrine uptake as compared to their effects on dopamine and 5-HT uptake.,abstract_only,abstract,abstract,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Psychopharmacology,journal-article,2019-04-30,0269-8811,1461-7285,SAGE Publications,"Benzodioxoles / pharmacology | Central Nervous System Stimulants / pharmacology | Dopamine / metabolism | HEK293 Cells | Humans | Membrane Transport Proteins / metabolism | Methamphetamine / analogs & derivatives | Methamphetamine / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | Norepinephrine / metabolism | Pyrrolidines / pharmacology | Serotonin / metabolism | Synthetic Cathinone",eng,,,,,,,,,,,,,,,,medium,mechanistic,targets,label,alias,MDMA,Norepinephrine transporter,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A2""}",NET (SLC6A2),1.0,MDMA | MDPV | metabolite | methylone | transporter,Intramural NIH HHS,ZIA DA000523,,
compound_unmapped,compound `methylone` did not match registry,methylone,Norepinephrine transporter,,,NET (SLC6A2),,,,,norepinephrine uptake,molecular_target,Norepinephrine transporter,target,True,10.1177/0269881119844185,"Metabolites of the ring-substituted stimulants MDMA, methylone and MDPV differentially affect human monoaminergic systems",compound_target,not_applicable,not_applicable,inhibition,uptake inhibition,,inhibition,,,,not_applicable,human,human embryonic kidney 293 cells transfected with human monoamine transporters,in_vitro,Dino Luethi; Karolina E Kolaczynska; Melanie Walter; Masaki Suzuki; Kenner C Rice; Bruce E Blough; Marius C Hoener; Michael H Baumann; Matthias E Liechti,2019,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,MDMA and methylone displayed greater potency to inhibit norepinephrine uptake as compared to their effects on dopamine and 5-HT uptake.,abstract_only,abstract,abstract,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Psychopharmacology,journal-article,2019-04-30,0269-8811,1461-7285,SAGE Publications,"Benzodioxoles / pharmacology | Central Nervous System Stimulants / pharmacology | Dopamine / metabolism | HEK293 Cells | Humans | Membrane Transport Proteins / metabolism | Methamphetamine / analogs & derivatives | Methamphetamine / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | Norepinephrine / metabolism | Pyrrolidines / pharmacology | Serotonin / metabolism | Synthetic Cathinone",eng,,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,methylone,Norepinephrine transporter,,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A2""}",NET (SLC6A2),1.0,MDMA | MDPV | metabolite | methylone | transporter,Intramural NIH HHS,ZIA DA000523,,
compound_unmapped,compound `N-demethylated MDMA metabolites` did not match registry,N-demethylated MDMA metabolites,Monoamine transporters,,,,,,,,uptake inhibition profiles,molecular_target,Monoamine transporters,target,True,10.1177/0269881119844185,"Metabolites of the ring-substituted stimulants MDMA, methylone and MDPV differentially affect human monoaminergic systems",compound_target,not_applicable,not_applicable,no change in inhibition,uptake inhibition,,no change in inhibition,,,,not_applicable,human,human embryonic kidney 293 cells transfected with human monoamine transporters,in_vitro,Dino Luethi; Karolina E Kolaczynska; Melanie Walter; Masaki Suzuki; Kenner C Rice; Bruce E Blough; Marius C Hoener; Michael H Baumann; Matthias E Liechti,2019,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,N -demethylation of MDMA failed to alter uptake inhibition profiles,abstract_only,abstract,abstract,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Psychopharmacology,journal-article,2019-04-30,0269-8811,1461-7285,SAGE Publications,"Benzodioxoles / pharmacology | Central Nervous System Stimulants / pharmacology | Dopamine / metabolism | HEK293 Cells | Humans | Membrane Transport Proteins / metabolism | Methamphetamine / analogs & derivatives | Methamphetamine / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | Norepinephrine / metabolism | Pyrrolidines / pharmacology | Serotonin / metabolism | Synthetic Cathinone",eng,,,,,,,,,,,,,,,,medium,mechanistic,targets,,,N-demethylated MDMA metabolites,Monoamine transporters,,,{},{},,0.0,MDMA | MDPV | metabolite | methylone | transporter,Intramural NIH HHS,ZIA DA000523,,
compound_unmapped,compound `N-demethylated methylone metabolites` did not match registry,N-demethylated methylone metabolites,Monoamine transporters,,,,,,,,overall transporter inhibition potencies,molecular_target,Monoamine transporters,target,True,10.1177/0269881119844185,"Metabolites of the ring-substituted stimulants MDMA, methylone and MDPV differentially affect human monoaminergic systems",compound_target,not_applicable,not_applicable,decreased inhibition,uptake inhibition,,decreased inhibition,,,,not_applicable,human,human embryonic kidney 293 cells transfected with human monoamine transporters,in_vitro,Dino Luethi; Karolina E Kolaczynska; Melanie Walter; Masaki Suzuki; Kenner C Rice; Bruce E Blough; Marius C Hoener; Michael H Baumann; Matthias E Liechti,2019,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,whereas N -demethylation of methylone decreased overall transporter inhibition potencies.,abstract_only,abstract,abstract,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Psychopharmacology,journal-article,2019-04-30,0269-8811,1461-7285,SAGE Publications,"Benzodioxoles / pharmacology | Central Nervous System Stimulants / pharmacology | Dopamine / metabolism | HEK293 Cells | Humans | Membrane Transport Proteins / metabolism | Methamphetamine / analogs & derivatives | Methamphetamine / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | Norepinephrine / metabolism | Pyrrolidines / pharmacology | Serotonin / metabolism | Synthetic Cathinone",eng,,,,,,,,,,,,,,,,medium,mechanistic,targets,,,N-demethylated methylone metabolites,Monoamine transporters,,,{},{},,0.0,MDMA | MDPV | metabolite | methylone | transporter,Intramural NIH HHS,ZIA DA000523,,
