claim_type,compound,disorder,raw_entity_label,entity_role,clinical_context_condition,graph_entity_label,graph_entity_type,graph_include_candidate,graph_exclusion_reason,outcome_type,outcome_domain,result_direction,outcome_measure,population,system,study_doi,openalex_id,study_title,authors,study_year,study_journal,publication_type,trial_registry_ids,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,keywords,funders,grant_ids,related_dois,publication_relations,is_retracted,has_correction,language,semantic_scholar_id,paper_type,evidence_level,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,access_level,evidence_location,evidence_locator,study_design,sample_size_total,comparator,intervention_or_exposure,dose,route,session_count_or_duration,timepoint,effect_size,p_value,confidence_interval,adverse_events,supporting_quote,funding,conflicts_of_interest,risk_of_bias_summary,notes
compound_disorder,ketamine,agitation in delirium,Time required to the maximum effect,outcome_measure,delirious patients with agitation,agitation,indication,True,not_applicable,therapeutic_effect,psychiatric/behavioral,positive,time to maximum effect,delirious patients with agitation (AMSS≥+2),clinical,10.22037/aaem.v11i1.2095,,Haloperidol-Midazolam vs. Haloperidol-Ketamine in Controlling the Agitation of Delirious Patients; a Randomized Clinical Trial,Mehrad Aghili; HamidReza AkhavanHejazi; Zeinab Naderpour; Elnaz Vahidi; Morteza Saeedi,2023,Archives of academic emergency medicine,Journal Article,IRCT20120130008872N13,2023-08-26,2645-4904,2645-4904,,,Delirium | Haloperidol | Ketamine | Midazolam,,,,,,,eng,,primary_results,high,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,full_text_seen,abstract,Abstract; C012,randomized clinical trial,140,haloperidol 2.5 mg IV and midazolam 0.05 mg/kg IV,haloperidol 2.5 mg IV and ketamine 0.5 mg/kg IV,ketamine 0.5 mg/kg IV,intravenous,"single dose, repeated if needed",not_reported,,,,not_reported,Time required to the maximum effect was significantly lower in group B versus group A (p=0.014).,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False
compound_disorder,ketamine,agitation in delirium,major side effects,safety_or_adverse_event,delirious patients with agitation,none,none,False,safety_or_adverse_event,safety_outcome,safety,positive,incidence of major side effects,delirious patients with agitation (AMSS≥+2),clinical,10.22037/aaem.v11i1.2095,,Haloperidol-Midazolam vs. Haloperidol-Ketamine in Controlling the Agitation of Delirious Patients; a Randomized Clinical Trial,Mehrad Aghili; HamidReza AkhavanHejazi; Zeinab Naderpour; Elnaz Vahidi; Morteza Saeedi,2023,Archives of academic emergency medicine,Journal Article,IRCT20120130008872N13,2023-08-26,2645-4904,2645-4904,,,Delirium | Haloperidol | Ketamine | Midazolam,,,,,,,eng,,primary_results,high,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,full_text_seen,abstract,Abstract; C013,randomized clinical trial,140,haloperidol 2.5 mg IV and midazolam 0.05 mg/kg IV,haloperidol 2.5 mg IV and ketamine 0.5 mg/kg IV,ketamine 0.5 mg/kg IV,intravenous,"single dose, repeated if needed",up to 6 hours,,,,"hemodynamic changes, extrapyramidal reactions, apnea, emergence phenomenon",Less patients in group B had major side effects (p=0.018),not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False
compound_disorder,ketamine,agitation in delirium,physical restraint,functional_outcome,delirious patients with agitation,agitation,indication,False,functional_outcome is not a graph endpoint,therapeutic_effect,psychiatric/behavioral,positive,need for physical restraint,delirious patients with agitation (AMSS≥+2),clinical,10.22037/aaem.v11i1.2095,,Haloperidol-Midazolam vs. Haloperidol-Ketamine in Controlling the Agitation of Delirious Patients; a Randomized Clinical Trial,Mehrad Aghili; HamidReza AkhavanHejazi; Zeinab Naderpour; Elnaz Vahidi; Morteza Saeedi,2023,Archives of academic emergency medicine,Journal Article,IRCT20120130008872N13,2023-08-26,2645-4904,2645-4904,,,Delirium | Haloperidol | Ketamine | Midazolam,,,,,,,eng,,primary_results,high,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,full_text_seen,abstract,Abstract; C012,randomized clinical trial,140,haloperidol 2.5 mg IV and midazolam 0.05 mg/kg IV,haloperidol 2.5 mg IV and ketamine 0.5 mg/kg IV,ketamine 0.5 mg/kg IV,intravenous,"single dose, repeated if needed",up to 6 hours,,,,not_reported,and needed physical restraint (p=0.001).,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False
compound_disorder,ketamine,agitation in delirium,oxygen saturation (SPO2),physiological_measure,delirious patients with agitation,none,none,False,physiological_measure,safety_outcome,respiratory,positive,oxygen saturation (SPO2),delirious patients with agitation (AMSS≥+2),clinical,10.22037/aaem.v11i1.2095,,Haloperidol-Midazolam vs. Haloperidol-Ketamine in Controlling the Agitation of Delirious Patients; a Randomized Clinical Trial,Mehrad Aghili; HamidReza AkhavanHejazi; Zeinab Naderpour; Elnaz Vahidi; Morteza Saeedi,2023,Archives of academic emergency medicine,Journal Article,IRCT20120130008872N13,2023-08-26,2645-4904,2645-4904,,,Delirium | Haloperidol | Ketamine | Midazolam,,,,,,,eng,,primary_results,high,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,full_text_seen,abstract,Abstract; C011,randomized clinical trial,140,haloperidol 2.5 mg IV and midazolam 0.05 mg/kg IV,haloperidol 2.5 mg IV and ketamine 0.5 mg/kg IV,ketamine 0.5 mg/kg IV,intravenous,"single dose, repeated if needed",5 and 10 minutes after baseline,,,,not_reported,"After intervention, oxygen saturation was significantly decreased in group A 5 (p = 0.031) and 10 (p = 0.019) minutes after baseline.",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False
compound_disorder,psilocybin,anhedonia,resistance to stress induced anhedonia,therapeutic_indication,not_applicable,anhedonia,indication,True,not_applicable,behavioral,mood and affect,positive,sucrose preference,rats,preclinical,10.31219/osf.io/gy6m9,,"Repeated low doses of psilocybin increase resilience to stress, lower compulsive actions, and strengthen cortical connections to the paraventricular thalamic nucleus in rats",Kat F. Kiilerich; Joe Lorenz; Malthe B. Scharff; Nikolaj Speth; T Brandt; Julia Czurylo; Mengfei Xiong; Naja Støckel Jessen; Agata Casado-Sainz; Vladimir Shalgunov,2023,Bern Open Repository and Information System (University of Bern),preprint,not_reported,2023-01-05,,,University of Bern,,Psilocybin | Hallucinogen | Anhedonia | Psychology | Serotonergic | Pharmacology | Medicine | Psychotomimetic | Neuroscience | Serotonin | Internal medicine | Receptor | NMDA receptor | Dopamine,Lundbeckfonden | Gentofte Hospital | H. Lundbeck A/S,2015-1591 | R192-2015-1591 | R194-2015-1589 | 2015-1589,,,,,en,,preprint,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,full_text_seen,text,S020,preclinical study,not_reported,saline,repeated low doses of psilocybin,0.05 mg/kg,s.c.,every second day for 21 days,during treatment period,,,,not_reported,"However, psilocybin-treated animals did not show declining sucrose preference, but rather an increase to 92.7 ± 5.2 % on their first within-treatment test. The preference for sucrose by psilocybin-treated animals also returned to baseline following the end of treatment (Fig. 4F ). This points towards an increased resistance to stress-induced anhedonia during the psilocybin treatment period, but not following cessation of the treatment.",Lundbeckfonden | Gentofte Hospital | H. Lundbeck A/S,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,psilocybin,compulsive disorder,"reduced the frequency of self-grooming, a proxy for human compulsive actions",therapeutic_indication,not_applicable,compulsive disorder,indication,True,not_applicable,behavioral,behavioral symptoms,positive,self-grooming frequency,rats,preclinical,10.31219/osf.io/gy6m9,,"Repeated low doses of psilocybin increase resilience to stress, lower compulsive actions, and strengthen cortical connections to the paraventricular thalamic nucleus in rats",Kat F. Kiilerich; Joe Lorenz; Malthe B. Scharff; Nikolaj Speth; T Brandt; Julia Czurylo; Mengfei Xiong; Naja Støckel Jessen; Agata Casado-Sainz; Vladimir Shalgunov,2023,Bern Open Repository and Information System (University of Bern),preprint,not_reported,2023-01-05,,,University of Bern,,Psilocybin | Hallucinogen | Anhedonia | Psychology | Serotonergic | Pharmacology | Medicine | Psychotomimetic | Neuroscience | Serotonin | Internal medicine | Receptor | NMDA receptor | Dopamine,Lundbeckfonden | Gentofte Hospital | H. Lundbeck A/S,2015-1591 | R192-2015-1591 | R194-2015-1589 | 2015-1589,,,,,en,,preprint,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,full_text_seen,text,C017,preclinical study,not_reported,saline,repeated low doses of psilocybin,0.05 mg/kg,s.c.,every second day for 21 days,not_reported,,,,not_reported,"Psilocybin microdosing reduced the overall self-grooming frequency by 14% in the microdosing compared to control animals (unpaired, two-tailed t-test, P=0.016) (Fig. 2U ), without changing other measurements in the open-field test. Here, grooming frequency refers to an uninterrupted session of grooming and can include one or more grooming bouts. These results point towards an effect of psilocybin microdosing in reducing self-grooming in rats.",Lundbeckfonden | Gentofte Hospital | H. Lundbeck A/S,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,psilocybin,anxiety,did not induce anxiety behavior,symptom_or_problem,not_applicable,anxiety,indication,False,"null effect, not a therapeutic indication",behavioral,mood and affect,null,"anxiety behavior (open-field, elevated plus maze)",rats,preclinical,10.31219/osf.io/gy6m9,,"Repeated low doses of psilocybin increase resilience to stress, lower compulsive actions, and strengthen cortical connections to the paraventricular thalamic nucleus in rats",Kat F. Kiilerich; Joe Lorenz; Malthe B. Scharff; Nikolaj Speth; T Brandt; Julia Czurylo; Mengfei Xiong; Naja Støckel Jessen; Agata Casado-Sainz; Vladimir Shalgunov,2023,Bern Open Repository and Information System (University of Bern),preprint,not_reported,2023-01-05,,,University of Bern,,Psilocybin | Hallucinogen | Anhedonia | Psychology | Serotonergic | Pharmacology | Medicine | Psychotomimetic | Neuroscience | Serotonin | Internal medicine | Receptor | NMDA receptor | Dopamine,Lundbeckfonden | Gentofte Hospital | H. Lundbeck A/S,2015-1591 | R192-2015-1591 | R194-2015-1589 | 2015-1589,,,,,en,,preprint,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,full_text_seen,text,C016,preclinical study,not_reported,saline,repeated low doses of psilocybin,0.05 mg/kg,s.c.,every second day for 21 days,not_reported,,,,not_reported,"Repeated low doses of psilocybin did not change locomotion (Fig. 2C-F ), center frequency, or time spent in the center, confirming that psilocybin at these doses does not induce anxiety behavior in a familiar open-field arena, as often seen in animal models of repeated high doses of psilocybin.",Lundbeckfonden | Gentofte Hospital | H. Lundbeck A/S,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,psilocybin,schizophrenia,no group difference in %PPI,outcome_measure,schizophrenic endophenotypes,schizophrenia,indication,False,"null effect, not a therapeutic indication",behavioral,cognitive function,null,pre-pulse inhibition (PPI) of the startle reflex,rats,preclinical,10.31219/osf.io/gy6m9,,"Repeated low doses of psilocybin increase resilience to stress, lower compulsive actions, and strengthen cortical connections to the paraventricular thalamic nucleus in rats",Kat F. Kiilerich; Joe Lorenz; Malthe B. Scharff; Nikolaj Speth; T Brandt; Julia Czurylo; Mengfei Xiong; Naja Støckel Jessen; Agata Casado-Sainz; Vladimir Shalgunov,2023,Bern Open Repository and Information System (University of Bern),preprint,not_reported,2023-01-05,,,University of Bern,,Psilocybin | Hallucinogen | Anhedonia | Psychology | Serotonergic | Pharmacology | Medicine | Psychotomimetic | Neuroscience | Serotonin | Internal medicine | Receptor | NMDA receptor | Dopamine,Lundbeckfonden | Gentofte Hospital | H. Lundbeck A/S,2015-1591 | R192-2015-1591 | R194-2015-1589 | 2015-1589,,,,,en,,preprint,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,full_text_seen,text,C018,preclinical study,not_reported,saline,repeated low doses of psilocybin,0.05 mg/kg,s.c.,every second day for 21 days,not_reported,,,,not_reported,There was no group difference in latency from the startle pulse to maximum peak of startle (Fig. 3C ) or in %PPI (Fig. 3D+G ).,Lundbeckfonden | Gentofte Hospital | H. Lundbeck A/S,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,psilocybin,not_applicable,altered locomotor activity,physiological_measure,not_applicable,none,none,False,"physiological measure, not a therapeutic indication",behavioral,motor function,null,locomotor activity,rats,preclinical,10.31219/osf.io/gy6m9,,"Repeated low doses of psilocybin increase resilience to stress, lower compulsive actions, and strengthen cortical connections to the paraventricular thalamic nucleus in rats",Kat F. Kiilerich; Joe Lorenz; Malthe B. Scharff; Nikolaj Speth; T Brandt; Julia Czurylo; Mengfei Xiong; Naja Støckel Jessen; Agata Casado-Sainz; Vladimir Shalgunov,2023,Bern Open Repository and Information System (University of Bern),preprint,not_reported,2023-01-05,,,University of Bern,,Psilocybin | Hallucinogen | Anhedonia | Psychology | Serotonergic | Pharmacology | Medicine | Psychotomimetic | Neuroscience | Serotonin | Internal medicine | Receptor | NMDA receptor | Dopamine,Lundbeckfonden | Gentofte Hospital | H. Lundbeck A/S,2015-1591 | R192-2015-1591 | R194-2015-1589 | 2015-1589,,,,,en,,preprint,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,full_text_seen,text,C016,preclinical study,not_reported,saline,repeated low doses of psilocybin,0.05 mg/kg,s.c.,every second day for 21 days,not_reported,,,,not_reported,"Repeated low doses of psilocybin did not change locomotion (Fig. 2C-F ), center frequency, or time spent in the center, confirming that psilocybin at these doses does not induce anxiety behavior in a familiar open-field arena, as often seen in animal models of repeated high doses of psilocybin.",Lundbeckfonden | Gentofte Hospital | H. Lundbeck A/S,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,Psychedelics,Psychological well-being,Psychological well-being,functional_outcome,general population of individuals taking psychedelics,Well-being,indication,False,not_reported,Therapeutic outcome,Mental Health,positive,Psychological well-being (WEMWBS scores),Individuals who planned to take a psychedelic through their own initiative,clinical,10.3389/fphar.2018.00897,,Predicting Responses to Psychedelics: A Prospective Study,Eline C. H. M. Haijen; Mendel Kaelen; Leor Roseman; Christopher Timmermann; Hannes Kettner; Suzanne Russ; David Nutt; Richard E. Daws; Adam D. G. Hampshire; Romy Lorenz,2018,Frontiers in Pharmacology,journal-article,not_reported,2018-11-02,1663-9812,,Frontiers Media SA,,acute effects | challenging experience | mystical experience | peak experience | predicting response | psychedelics | set and setting | well-being,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,full_text_seen,abstract,Abstract,Prospective observational study,"N = 654 (baseline), N = 315 (2 weeks), N = 212 (4 weeks)",baseline,self-administered psychedelic experience,not_reported,not_reported,single psychedelic experience,2 weeks and 4 weeks after the experience,,,,not_reported,Psychological well-being was increased 2 weeks after a psychedelic experience and remained at this level after 4 weeks.,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False
compound_disorder,Ketamine,Acute traumatic pain,pain reduction,outcome_measure,acute musculoskeletal trauma,Acute traumatic pain,indication,True,not_reported,efficacy,Pain,null,reduction in the numerical rating scale (NRS),"adult participants aged 18 to 65 years, presenting to the emergency department (ED) for acute musculoskeletal trauma with moderate to severe pain",clinical,10.1016/j.annemergmed.2025.09.019,,Intranasal Versus Subcutaneous Ketamine for the Treatment of Acute Traumatic Pain in the Emergency Department: A Randomized Clinical Trial,Randa Dhaoui; Cyrine Kouraichi; Marwa Toumia; Khaoula Bel Haj Ali; Adel Sekma; Rahma Jaballah; Hajer Yaakoubi; Lotfi Boukadida; Kaouthar Beltaief; Zied Mezgar,2025,Annals of Emergency Medicine,journal-article,not_reported,2025-10-01,0196-0644,1085-8717,Elsevier BV,,Intranasal | Ketamine | Musculoskeletal trauma | Pain | Subcutaneous,,,,,,,eng,,primary_results,high,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,"randomized, double-blinded, double-dummy prospective study",1194,subcutaneous versus intranasal ketamine,"ketamine 20 mg, subcutaneous; ketamine 20 mg, intranasal",20 mg,subcutaneous; intranasal,not_reported,"30 minutes (primary), also 5, 10, 15, 60, 90, and 120 minutes",,,,not_reported,"For patients presenting to the ED with acute musculoskeletal trauma, we found no clinically important differences in pain reduction between ketamine 20 mg, subcutaneous and ketamine 20 mg, intranasal.",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False
compound_disorder,Ketamine,not_applicable,minor adverse events,safety_or_adverse_event,acute musculoskeletal trauma,none,none,False,Adverse events are not a primary indication for graph edge.,safety,Adverse Events,negative,adverse events,"adult participants aged 18 to 65 years, presenting to the emergency department (ED) for acute musculoskeletal trauma with moderate to severe pain",clinical,10.1016/j.annemergmed.2025.09.019,,Intranasal Versus Subcutaneous Ketamine for the Treatment of Acute Traumatic Pain in the Emergency Department: A Randomized Clinical Trial,Randa Dhaoui; Cyrine Kouraichi; Marwa Toumia; Khaoula Bel Haj Ali; Adel Sekma; Rahma Jaballah; Hajer Yaakoubi; Lotfi Boukadida; Kaouthar Beltaief; Zied Mezgar,2025,Annals of Emergency Medicine,journal-article,not_reported,2025-10-01,0196-0644,1085-8717,Elsevier BV,,Intranasal | Ketamine | Musculoskeletal trauma | Pain | Subcutaneous,,,,,,,eng,,primary_results,high,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,"randomized, double-blinded, double-dummy prospective study",1194,subcutaneous versus intranasal ketamine,"ketamine 20 mg, subcutaneous; ketamine 20 mg, intranasal",20 mg,subcutaneous; intranasal,not_reported,not_reported,,,,more minor adverse events in the subcutaneous group,There was no difference in secondary outcomes except more minor adverse events in the subcutaneous group.,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False
compound_disorder,ketamine,cocaine dependence,motivation to quit cocaine scores with the University of Rhode Island Change Assessment,outcome_measure,cocaine dependence,cocaine dependence,indication,True,not_reported,therapeutic_effect,addiction/substance use,positive,motivation to quit cocaine (University of Rhode Island Change Assessment),volunteers with active DSM-IV cocaine dependence not seeking treatment or abstinence,clinical,10.1016/j.biopsych.2013.08.009,,The Effects of Subanesthetic Ketamine Infusions on Motivation to Quit and Cue-Induced Craving in Cocaine-Dependent Research Volunteers,Elias Dakwar; Frances Levin; Richard W. Foltin; Edward V. Nunes; Carl L. Hart,2013,Biological Psychiatry,journal-article,NCT01790490,2013-09-12,0006-3223,1873-2402,Elsevier BV,"Adult | Behavior, Addictive / drug therapy | Cocaine-Related Disorders / drug therapy | Craving / drug effects | Cross-Over Studies | Cues | Dose-Response Relationship, Drug | Double-Blind Method | Excitatory Amino Acid Antagonists / administration & dosage | Excitatory Amino Acid Antagonists / therapeutic use | Female | Humans | Hypnotics and Sedatives / administration & dosage | Hypnotics and Sedatives / therapeutic use | Infusions, Intravenous | Ketamine / administration & dosage | Ketamine / adverse effects | Ketamine / therapeutic use | Lorazepam / administration & dosage | Lorazepam / therapeutic use | Male | Middle Aged | Motivation / drug effects | Young Adult",Addiction | cocaine | craving | glutamate | ketamine | motivation,NIDA NIH HHS,DA007294-19 | K23 DA031771 | DA031771-01 | DA03476-23 | T32 DA007294 | P50 DA009236 | DA009236-18 | K05 DA031749 | DA029647-02 | DA031749-01 | R01 DA003476 | K24 DA029647 | DA031749-02,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,"crossover, double-blind trial",8,lorazepam 2 mg,ketamine infusion,.41 mg/kg,intravenous,"single infusion, 52-min",24 hours postinfusion,,,,Infusions were well-tolerated.,"Compared with the active control lorazepam, a single ketamine infusion (.41 mg/kg) led to a mean 3.9-point gain in University of Rhode Island Change Assessment (p = .012), which corresponds to an approximately 60% increase over preceding values.",NIDA NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False
compound_disorder,ketamine,cocaine dependence,reduction of comparable magnitude in cue-induced craving,outcome_measure,cocaine dependence,cocaine dependence,indication,True,not_reported,therapeutic_effect,addiction/substance use,positive,cue-induced craving (visual analogue scale),volunteers with active DSM-IV cocaine dependence not seeking treatment or abstinence,clinical,10.1016/j.biopsych.2013.08.009,,The Effects of Subanesthetic Ketamine Infusions on Motivation to Quit and Cue-Induced Craving in Cocaine-Dependent Research Volunteers,Elias Dakwar; Frances Levin; Richard W. Foltin; Edward V. Nunes; Carl L. Hart,2013,Biological Psychiatry,journal-article,NCT01790490,2013-09-12,0006-3223,1873-2402,Elsevier BV,"Adult | Behavior, Addictive / drug therapy | Cocaine-Related Disorders / drug therapy | Craving / drug effects | Cross-Over Studies | Cues | Dose-Response Relationship, Drug | Double-Blind Method | Excitatory Amino Acid Antagonists / administration & dosage | Excitatory Amino Acid Antagonists / therapeutic use | Female | Humans | Hypnotics and Sedatives / administration & dosage | Hypnotics and Sedatives / therapeutic use | Infusions, Intravenous | Ketamine / administration & dosage | Ketamine / adverse effects | Ketamine / therapeutic use | Lorazepam / administration & dosage | Lorazepam / therapeutic use | Male | Middle Aged | Motivation / drug effects | Young Adult",Addiction | cocaine | craving | glutamate | ketamine | motivation,NIDA NIH HHS,DA007294-19 | K23 DA031771 | DA031771-01 | DA03476-23 | T32 DA007294 | P50 DA009236 | DA009236-18 | K05 DA031749 | DA029647-02 | DA031749-01 | R01 DA003476 | K24 DA029647 | DA031749-02,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,"crossover, double-blind trial",8,lorazepam 2 mg,ketamine infusion,.41 mg/kg,intravenous,"single infusion, 52-min",24 hours postinfusion,,,,Infusions were well-tolerated.,There was a reduction of comparable magnitude in cue-induced craving (p = .012).,NIDA NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False
compound_disorder,ketamine,cocaine dependence,further reductions in cue-induced craving,outcome_measure,cocaine dependence,cocaine dependence,indication,True,not_reported,therapeutic_effect,addiction/substance use,positive,cue-induced craving,volunteers with active DSM-IV cocaine dependence not seeking treatment or abstinence,clinical,10.1016/j.biopsych.2013.08.009,,The Effects of Subanesthetic Ketamine Infusions on Motivation to Quit and Cue-Induced Craving in Cocaine-Dependent Research Volunteers,Elias Dakwar; Frances Levin; Richard W. Foltin; Edward V. Nunes; Carl L. Hart,2013,Biological Psychiatry,journal-article,NCT01790490,2013-09-12,0006-3223,1873-2402,Elsevier BV,"Adult | Behavior, Addictive / drug therapy | Cocaine-Related Disorders / drug therapy | Craving / drug effects | Cross-Over Studies | Cues | Dose-Response Relationship, Drug | Double-Blind Method | Excitatory Amino Acid Antagonists / administration & dosage | Excitatory Amino Acid Antagonists / therapeutic use | Female | Humans | Hypnotics and Sedatives / administration & dosage | Hypnotics and Sedatives / therapeutic use | Infusions, Intravenous | Ketamine / administration & dosage | Ketamine / adverse effects | Ketamine / therapeutic use | Lorazepam / administration & dosage | Lorazepam / therapeutic use | Male | Middle Aged | Motivation / drug effects | Young Adult",Addiction | cocaine | craving | glutamate | ketamine | motivation,NIDA NIH HHS,DA007294-19 | K23 DA031771 | DA031771-01 | DA03476-23 | T32 DA007294 | P50 DA009236 | DA009236-18 | K05 DA031749 | DA029647-02 | DA031749-01 | R01 DA003476 | K24 DA029647 | DA031749-02,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,"crossover, double-blind trial",8,control (lorazepam),ketamine infusion,.71 mg/kg,intravenous,"subsequent infusion, 52-min",24 hours postinfusion,,,,Infusions were well-tolerated.,A subsequent ketamine infusion (.71 mg/kg) led to further reductions in cue-induced craving compared with the control.,NIDA NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False
compound_disorder,esketamine,treatment-resistant depression,"probability of a patient that was a ""non-responder"" to become a ""responder""",outcome_measure,treatment-resistant depression,treatment-resistant depression,indication,True,not_reported,efficacy,depressive symptoms,positive,response (decrease of at least 50% in the Montgomery-Åsberg Depression Rating Scale),patients with TRD (unipolar and bipolar treatment-resistant depression),clinical,10.1016/j.rpsm.2020.10.003,,The probability of response after each subcutaneous injection of esketamine in treatment-resistant depression,Victor Augusto Rodovalho Fava; Luciana Maria Sarin; Ana Cecília Lucchese; Lorena Del Sant; Eduardo Magalhães; Rodrigo Simonini Delfino; Marco Aurélio Tuena; Carolina Nakahira; Andrea Parolin Jackowski; Guilherme Abdo,2020,Revista de Psiquiatría y Salud Mental,journal-article,,2020-10-16,1888-9891,1989-4600,Elsevier BV,,Análisis de transición latente | Bipolar depression | Depresión bipolar | Depresión resistente al tratamiento | Esketamina | Esketamine | Latent transition analysis | Respuesta al tratamiento | Treatment response | Treatment-resistant depression,,,,,,,eng | spa,,case_report,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,retrospective analysis of a case series,70 patients,not_reported,esketamine,0.5-1.0mg/kg,subcutaneous (SC),"weekly, throughout four doses",24h after dose,,,,not_reported,"The probability of a patient that was a ""non-responder"" to become a ""responder"" following a SC injection of esketamine was 17.30%",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False
compound_disorder,esketamine,treatment-resistant depression,"probability of a patient that was a ""responder"" to remain as a ""responder""",outcome_measure,treatment-resistant depression,treatment-resistant depression,indication,True,not_reported,efficacy,depressive symptoms,positive,response (decrease of at least 50% in the Montgomery-Åsberg Depression Rating Scale),patients with TRD (unipolar and bipolar treatment-resistant depression),clinical,10.1016/j.rpsm.2020.10.003,,The probability of response after each subcutaneous injection of esketamine in treatment-resistant depression,Victor Augusto Rodovalho Fava; Luciana Maria Sarin; Ana Cecília Lucchese; Lorena Del Sant; Eduardo Magalhães; Rodrigo Simonini Delfino; Marco Aurélio Tuena; Carolina Nakahira; Andrea Parolin Jackowski; Guilherme Abdo,2020,Revista de Psiquiatría y Salud Mental,journal-article,,2020-10-16,1888-9891,1989-4600,Elsevier BV,,Análisis de transición latente | Bipolar depression | Depresión bipolar | Depresión resistente al tratamiento | Esketamina | Esketamine | Latent transition analysis | Respuesta al tratamiento | Treatment response | Treatment-resistant depression,,,,,,,eng | spa,,case_report,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,retrospective analysis of a case series,70 patients,not_reported,esketamine,0.5-1.0mg/kg,subcutaneous (SC),"weekly, throughout four doses",24h after dose,,,,not_reported,"The probability of a patient that was a ""responder"" to remain as a ""responder"" was 95%.",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False
