normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,mechanism_type,assay_type,assay_family,action_type,affinity_type,affinity_value,affinity_unit,result_direction,species,model_or_system,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,source_access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,language,sample_size_total,sample_size_by_arm,comparator,intervention_or_exposure,dose,route,session_count_or_duration,primary_outcome,outcome_measure,timepoint,effect_size,p_value,confidence_interval,adverse_events,evidence_level,compound_match_type,entity_match_type,compound_registry_status,entity_registry_status,compound_ids,entity_ids,keywords,funders,grant_ids,related_dois,publication_relations,semantic_scholar_id,trial_registry_ids
normalized,compound and graph entity matched local registry,Psilocybin,5-HT2A,,Psilocybin,5-HT2A,psilocybin,5-HT2A receptor,,5-HT2A receptor,5‐HT 2A receptors,molecular_target,5-HT2A,target,True,10.1096/fasebj.2022.36.s1.r3639,Receptor binding profiles and behavioral effects of psilocybin analogs,compound_target,not_applicable,not_reported,agonist actions,head twitch response (HTR) reversal,functional assay,agonist actions,,,,not_applicable,mouse,male C57BL/6J mice,in_vivo,Grant C. Glatfelter; David R. Manke; Andrew R. Chadayne; Michael H. Baumann,2022,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"The HTRs induced by psilocybin, psilocin, and psilacetin (all 0.6 mg/kg s.c.) were blocked by pretreatment with the 5‐HT 2A antagonist M100907 (0.01 mg/kg s.c.), indicating the involvement of 5‐HT 2A receptors.",abstract_only,abstract_only,abstract,abstract,antagonist reversal experiment,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,The FASEB Journal,journal-article,2022-05,0892-6638,1530-6860,Wiley,,en,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2A""}",,,,,,,
normalized,compound and graph entity matched local registry,Psilocin,5-HT2A,,Psilocin,5-HT2A,psilocin,5-HT2A receptor,,5-HT2A receptor,5‐HT 2A receptors,molecular_target,5-HT2A,target,True,10.1096/fasebj.2022.36.s1.r3639,Receptor binding profiles and behavioral effects of psilocybin analogs,compound_target,not_applicable,not_reported,agonist actions,head twitch response (HTR) reversal,functional assay,agonist actions,,,,not_applicable,mouse,male C57BL/6J mice,in_vivo,Grant C. Glatfelter; David R. Manke; Andrew R. Chadayne; Michael H. Baumann,2022,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"The HTRs induced by psilocybin, psilocin, and psilacetin (all 0.6 mg/kg s.c.) were blocked by pretreatment with the 5‐HT 2A antagonist M100907 (0.01 mg/kg s.c.), indicating the involvement of 5‐HT 2A receptors.",abstract_only,abstract_only,abstract,abstract,antagonist reversal experiment,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,The FASEB Journal,journal-article,2022-05,0892-6638,1530-6860,Wiley,,en,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2A""}",,,,,,,
normalized,compound and graph entity matched local registry,DOI,5-HT2A,,DOI,5-HT2A,DOI,5HT2A receptor,,5-HT2A receptor,5HT2A receptor against DOI,molecular_target,5-HT2A,target,True,10.1097/00008877-199902000-00006,The non-competitive NMDA receptor blocker dizocilpine potentiates serotonergic function,compound_target,not_applicable,not_applicable,agonist,behavioral assay,behavioral pharmacology,agonist,,,,not_applicable,Rats,rats,in_vivo,R. Dall'Olio; R. Gaggi; V. Bonfante; O. Gandolfi,1999,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,head shakes caused by the administration of the 5HT2A receptor against DOI,abstract_only,abstract_only,abstract,abstract,experimental study,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Behavioural Pharmacology,journal-article,1999-02-01,0955-8810,1473-5849,Ovid Technologies (Wolters Kluwer Health),"2-Amino-5-phosphonovalerate / analogs & derivatives | 2-Amino-5-phosphonovalerate / pharmacology | 8-Hydroxy-2-(di-n-propylamino)tetralin / pharmacology | Amphetamines / pharmacology | Animals | Benzazepines / pharmacology | Dizocilpine Maleate / pharmacology | Dopamine Antagonists / pharmacology | Excitatory Amino Acid Antagonists / pharmacology | Ketanserin / pharmacology | Male | Motor Activity / drug effects | Rats | Rats, Sprague-Dawley | Receptor, Serotonin, 5-HT2A | Receptors, Dopamine D1 / drug effects | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, Serotonin / drug effects | Receptors, Serotonin, 5-HT1 | Serotonin / physiology | Serotonin Receptor Agonists / pharmacology | Sulpiride / pharmacology",eng,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2A""}",,,,,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,"(R,S)-ketamine",NMDA receptor,,NMDA receptor,N-methyl-D-aspartate (NMDA) antagonist,molecular_target,NMDA receptor,target,True,10.1101/2023.11.28.569043,"( <i>R,S</i> )-ketamine’s rapid-acting antidepressant effects are modulated by NR2B-containing NMDA receptors on adult-born hippocampal neurons",compound_target,not_applicable,not_applicable,antagonist,,,antagonist,,,,not_applicable,not_reported,not_reported,in_vitro,Nicholas E. Bulthuis; Josephine C. McGowan; Liliana R. Ladner; Christina T. LaGamma; Sean C. Lim; Claire X. Shubeck; Rebecca A. Brachman; Ezra Sydnor; Ina P. Pavlova; Dong-oh Seo,2023,preprint,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"( R,S )-ketamine, an N -methyl-D-aspartate (NMDA) antagonist",abstract_only,abstract_only,abstract,abstract,genetic ablation study,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,bioRxiv (Cold Spring Harbor Laboratory),posted-content,2023-11-29,2692-8205,2692-8205,openRxiv,,eng,,,,,,,,,,,,,,,medium,alias,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},,,,,,,
normalized,compound and graph entity matched local registry,MDMA,NMDA receptor,,MDMA,NMDA receptor,MDMA,NMDA receptor,,NMDA receptor,NMDA receptors,molecular_target,NMDA receptor,target,True,10.1111/ejn.14190,Role of <scp>NMDA</scp> and <scp>AMPA</scp> glutamatergic receptors in the effects of social defeat on the rewarding properties of <scp>MDMA</scp> in mice,compound_target,not_applicable,not_reported,modulates rewarding effects,conditioned place preference,behavioral assay,modulates rewarding effects,,,,not_applicable,mouse,male mice,preclinical,M. P. García‐Pardo; J. Miñarro; M. Llansola; V. Felipo; M. A. Aguilar,2018,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Control and memantine-treated groups developed place preference, but not defeated mice treated with saline or CNQX, suggesting that the blockade of NMDA receptors reversed the effects of social defeat.",abstract_only,abstract_only,abstract,abstract,experimental study,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,European Journal of Neuroscience,journal-article,2018-10-02,0953-816X,1460-9568,Wiley,"Adrenergic Uptake Inhibitors / pharmacology | Animals | Conditioning, Psychological / drug effects | Conditioning, Psychological / physiology | Excitatory Amino Acid Antagonists / pharmacology | Male | Mice | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Receptors, AMPA / antagonists & inhibitors | Receptors, AMPA / metabolism | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / metabolism | Reward | Social Behavior | Stress, Psychological / metabolism | Stress, Psychological / psychology",eng,,,,,,,,,,,,,,,medium,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},conditioned place preference | drug addiction | glutamate receptor | stress,"Ministerio de Economía y Competitividad (MINECO) | Ministerio de Ciencia, Innovación y Universidades | Instituto de Salud Carlos III | Red de Trastornos Adictivos (RTA)","PSI2014-51847-R | PSI2017-83023 (AEI/FEDER, UE) | RD16/0017/0007",,,,
normalized,compound and graph entity matched local registry,MDMA,AMPA receptor,,MDMA,AMPA receptor,MDMA,AMPA receptor,,AMPA receptor,"expression of AMPA receptor subunits, mainly GluA1",molecular_target,AMPA receptor,target,True,10.1111/ejn.14190,Role of <scp>NMDA</scp> and <scp>AMPA</scp> glutamatergic receptors in the effects of social defeat on the rewarding properties of <scp>MDMA</scp> in mice,compound_target,not_applicable,not_reported,decreased expression,membrane expression determination,molecular assay,decreased expression,,,,not_applicable,mouse,"male mice, striatum and hippocampus",preclinical,M. P. García‐Pardo; J. Miñarro; M. Llansola; V. Felipo; M. A. Aguilar,2018,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Social defeat decreased the expression of several subunits of NMDA and AMPA receptors, mainly GluN1 and GluA1.",abstract_only,abstract_only,abstract,abstract,experimental study,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,European Journal of Neuroscience,journal-article,2018-10-02,0953-816X,1460-9568,Wiley,"Adrenergic Uptake Inhibitors / pharmacology | Animals | Conditioning, Psychological / drug effects | Conditioning, Psychological / physiology | Excitatory Amino Acid Antagonists / pharmacology | Male | Mice | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Receptors, AMPA / antagonists & inhibitors | Receptors, AMPA / metabolism | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / metabolism | Reward | Social Behavior | Stress, Psychological / metabolism | Stress, Psychological / psychology",eng,,,,,,,,,,,,,,,medium,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},conditioned place preference | drug addiction | glutamate receptor | stress,"Ministerio de Economía y Competitividad (MINECO) | Ministerio de Ciencia, Innovación y Universidades | Instituto de Salud Carlos III | Red de Trastornos Adictivos (RTA)","PSI2014-51847-R | PSI2017-83023 (AEI/FEDER, UE) | RD16/0017/0007",,,,
normalized,compound and graph entity matched local registry,DOI,5-HT2A,,DOI,5-HT2A,"(+/-)-2,5-dimetoxy-4-iodoamphetamine hydrochloride (DOI)",5-HT2A receptor,,5-HT2A receptor,serotonergic 5-HT2a/5-HT2c receptor,molecular_target,5-HT2A,target,True,10.1152/ajpregu.1995.269.5.r1044,Lateral parabrachial serotonergic mechanisms: angiotensin-induced pressor and drinking responses,compound_target,not_applicable,not_reported,agonist,in vivo functional assay,functional activity,agonist,,,,not_applicable,,Lateral parabrachial nucleus (LPBN) in rats,preclinical,J. V. Menani; A. K. Johnson,1995,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"the serotonergic 5-HT2a/5-HT2c receptor agonist (+/-)-2,5-dimetoxy-4-iodoamphetamine hydrochloride (DOI; 0.5-10 micrograms/200 nl) into the LPBN, the water intake induced by ANG II was significantly reduced.",abstract_only,abstract_only,abstract,abstract,in vivo experiment,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,"American Journal of Physiology-Regulatory, Integrative and Comparative Physiology",journal-article,1995-11-01,0363-6119,1522-1490,American Physiological Society,"Amphetamines / pharmacology | Angiotensin II / pharmacology | Animals | Blood Pressure / drug effects | Drinking / drug effects | Injections, Intraventricular | Male | Methysergide / pharmacology | Rats | Rats, Sprague-Dawley | Rhombencephalon / physiology | Serotonin / pharmacology | Serotonin / physiology",eng,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2A""}",,NHLBI NIH HHS,HL-14338 | HL-44546,,,,
normalized,compound and graph entity matched local registry,DOI,5-HT2C,,DOI,5-HT2C,"(+/-)-2,5-dimetoxy-4-iodoamphetamine hydrochloride (DOI)",5-HT2C receptor,,5-HT2C receptor,serotonergic 5-HT2a/5-HT2c receptor,molecular_target,5-HT2C,target,True,10.1152/ajpregu.1995.269.5.r1044,Lateral parabrachial serotonergic mechanisms: angiotensin-induced pressor and drinking responses,compound_target,not_applicable,not_reported,agonist,in vivo functional assay,functional activity,agonist,,,,not_applicable,,Lateral parabrachial nucleus (LPBN) in rats,preclinical,J. V. Menani; A. K. Johnson,1995,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"the serotonergic 5-HT2a/5-HT2c receptor agonist (+/-)-2,5-dimetoxy-4-iodoamphetamine hydrochloride (DOI; 0.5-10 micrograms/200 nl) into the LPBN, the water intake induced by ANG II was significantly reduced.",abstract_only,abstract_only,abstract,abstract,in vivo experiment,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,"American Journal of Physiology-Regulatory, Integrative and Comparative Physiology",journal-article,1995-11-01,0363-6119,1522-1490,American Physiological Society,"Amphetamines / pharmacology | Angiotensin II / pharmacology | Animals | Blood Pressure / drug effects | Drinking / drug effects | Injections, Intraventricular | Male | Methysergide / pharmacology | Rats | Rats, Sprague-Dawley | Rhombencephalon / physiology | Serotonin / pharmacology | Serotonin / physiology",eng,,,,,,,,,,,,,,,medium,label,target_variant,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2C""}",,NHLBI NIH HHS,HL-14338 | HL-44546,,,,
normalized,compound and graph entity matched local registry,MDMA,SERT (SLC6A4),,MDMA,SERT (SLC6A4),MDMA,Serotonin transporter,,Serotonin transporter,serotonin transporter (SERT) binding,molecular_target,SERT (SLC6A4),target,True,10.1196/annals.1369.036,Neural Effects of MDMA as Determined by Functional Magnetic Resonance Imaging and Magnetic Resonance Spectroscopy in Awake Marmoset Monkeys,compound_target,not_applicable,not_applicable,reduction,binding,,reduction,,,,not_applicable,Callithrix,marmoset monkeys,in_vivo,JERROLD S. MEYER; MATTHEW E. BREVARD; BRIAN J. PIPER; SYED F. ALI; CRAIG F. FERRIS,2006,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,Monkeys given the high-dose regimen also showed prolonged hyperthermia and reductions in 5-HT and SERT in a number of brain areas.,abstract_only,abstract_only,abstract,abstract,experimental,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Annals of the New York Academy of Sciences,journal-article,2006-08-01,0077-8923,1749-6632,Wiley,"Animals | Biomarkers / analysis | Brain / drug effects | Callithrix | Dose-Response Relationship, Drug | Hallucinogens / pharmacology | Magnetic Resonance Imaging / instrumentation | Magnetic Resonance Imaging / methods | Magnetic Resonance Spectroscopy / methods | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage",eng,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",,NIDA NIH HHS,R01 DA0135517 | R01 DA019158,,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,Ketamine,NMDA receptor,,NMDA receptor,NMDA receptor (NMDAR),molecular_target,NMDA receptor,target,True,10.1088/1741-2560/12/5/056006,A PK–PD model of ketamine-induced high-frequency oscillations,compound_target,not_applicable,not_applicable,antagonism,PK-PD modeling of ECoG effects,functional_activity,antagonism,,,,not_applicable,Rattus norvegicus (rat),rodents (rats),in_vivo,Francisco J Flores; ShiNung Ching; Katharine Hartnack; Amanda B Fath; Patrick L Purdon; Matthew A Wilson; Emery N Brown,2015,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"The main pharmacological action of ketamine is antagonism of the NMDA receptor (NMDAR), which in rodents is accompanied by an HFO observed in the ECoG.",abstract_only,abstract_only,abstract,abstract,PK-PD modeling,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Neural Engineering,journal-article,2015-08-13,1741-2552,1741-2560,IOP Publishing,"Anesthetics, Dissociative / administration & dosage | Animals | Biological Clocks / drug effects | Biological Clocks / physiology | Brain Waves / drug effects | Brain Waves / physiology | Cerebral Cortex / drug effects | Cerebral Cortex / physiology | Computer Simulation | Dose-Response Relationship, Drug | Drug Therapy, Computer-Assisted / methods | Ketamine / administration & dosage | Models, Neurological | Rats | Rats, Sprague-Dawley | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / metabolism",eng,,,,,,,,,,,,,,,medium,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},,NIMH NIH HHS | NIH HHS | Wellcome Trust,R01 MH061976 | DP1 OD003646 | DP2 OD006454 | DP2-OD006454 | 5R01MH061976 | DP1-OD003646,,,,
normalized,compound and graph entity matched local registry,DOI,5-HT2A,,DOI,5-HT2A,DOI,5-HT2A receptor,,5-HT2A receptor,IC50 for DOI-induced neurite retraction,molecular_target,5-HT2A,target,True,10.1096/fasebj.2019.33.1_supplement.lb165,"Positive allosteric interaction between agonist 5‐HT2A receptor autoantibodies and LY 379268, a selective metabotropic glutamate 2/3 receptor agonist",compound_target,not_applicable,not_applicable,agonist,neurite retraction assay,functional assay,agonist,IC50,5.0,μM,not_applicable,,mouse N2A neuroblastoma cells,in_vitro,Mark B Zimering; Shree Nadkarni,2019,conference_abstract,doi,conference_abstract,original_empirical,primary_evidence,uncertain,supported,0.9,False,The hallucinogen DOI (20 μM) caused 40% peak neurite retraction; co‐administration of LY379268 (10 μM) lowered the IC50 for DOI‐ induced neurite retraction from 5 to 2.5 μM.,abstract_only,abstract_only,abstract,abstract,in vitro experiment,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,The FASEB Journal,journal-article,2019-04,0892-6638,1530-6860,Wiley,,en,,,,,,,,,,,,,,,high,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2A""}",,,,,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,ketamine,NMDA receptor,,NMDA receptor,NMDA-mediated increases in intracellular calcium,molecular_target,NMDA receptor,target,True,10.1097/00003246-200104000-00026,Intravenous anesthetics differentially reduce neurotransmission damage caused by oxygen-glucose deprivation in rat hippocampal slices in correlation with N-methyl-d-aspartate receptor inhibition,compound_target,not_applicable,not_applicable,inhibition,"measurement of NMDA-mediated changes in intracellular calcium with a calcium indicator, fura-2",functional assay,inhibition,Other,reduced to half,,not_applicable,rat,rat hippocampal slices,in_vitro,Ren-Zhi Zhan; Sihua Qi; Chaoran Wu; Hideyoshi Fujihara; Kiichiro Taga; Koki Shimoji,2001,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"The NMDA-mediated increases in intracellular calcium were almost completely inhibited by thiamylal, reduced to half by ketamine and thiopental",abstract_only,abstract_only,abstract,RESULTS,"Prospective, randomized study",,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Critical Care Medicine,journal-article,2001-04-01,0090-3493,1530-0293,Ovid Technologies (Wolters Kluwer Health),"Analysis of Variance | Anesthetics, Intravenous / therapeutic use | Animals | Brain Ischemia / drug therapy | Hippocampus / drug effects | Male | Rats | Rats, Wistar | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Synaptic Transmission / drug effects",eng,,,,,,,,,,,,,,,medium,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},,,,,,,
normalized,compound and graph entity matched local registry,LSD,5-HT2C,,LSD,5-HT2C,LSD,5-HT2C receptor,,5-HT2C receptor,PLA2-AA pathway,molecular_target,5-HT2C,target,True,10.1111/j.1749-6632.1998.tb10180.x,Pleiotropic Behavior of 5‐HT<sub>2A</sub> and 5‐HT<sub>2C</sub> Receptor Agonists,compound_target,not_applicable,not_applicable,favored activation,PLA2-mediated arachidonic acid (AA) release,functional assay,favored activation,Other,,,not_applicable,not_reported,5-HT2C receptor system,in_vitro,K. A. BERG; W. P. CLARKE; S. MAAYANI; J. GOLDFARB,1998,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"For the 5-HT2C receptor system, some agonists (e.g. TFMPP) preferentially activated the PLC-IP pathway, whereas others (e.g. LSD) favored PLA2-AA.",abstract_only,abstract_only,abstract,abstract,experimental study,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Annals of the New York Academy of Sciences,journal-article,1998-12-01,0077-8923,1749-6632,Wiley,"Animals | GTP-Binding Proteins / physiology | Inositol Phosphates / metabolism | Receptor, Serotonin, 5-HT2A | Receptor, Serotonin, 5-HT2C | Receptors, Serotonin / drug effects | Receptors, Serotonin / physiology | Serotonin Receptor Agonists / pharmacology | Signal Transduction | Type C Phospholipases / metabolism",eng,,,,,,,,,,,,,,,medium,label,target_variant,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2C""}",,,,,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,ketamine,NMDA receptor (NR1/NR3A/NR3B subunits),,NMDA receptor (NR1/NR3A/NR3B),NR1/NR3A/NR3B receptor currents,molecular_target,NMDA receptor,target,True,10.1124/jpet.107.123836,Pharmacological Characterization of Glycine-Activated Currents in HEK 293 Cells Expressing N-Methyl-D-aspartate NR1 and NR3 Subunits,compound_target,not_applicable,not_reported,no significant inhibition,voltage-clamp electrophysiology,electrophysiology,no significant inhibition,Other,relatively insensitive,,not_applicable,human,"HEK 293 cells expressing NR1, NR3A, and NR3B subunits",in_vitro,C. Thetford Smothers; John J. Woodward,2007,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,NR1/NR3A/NR3B receptor currents were inhibited by 10 to 21% by ethanol and toluene but were relatively insensitive to ketamine.,abstract_only,abstract_only,abstract,abstract,in vitro electrophysiology,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Journal of Pharmacology and Experimental Therapeutics,journal-article,2007-05-15,0022-3565,1521-0103,Elsevier BV,"Alanine / pharmacology | Animals | Cell Line | Dose-Response Relationship, Drug | Excitatory Amino Acid Agonists / pharmacology | Excitatory Amino Acid Antagonists / pharmacology | Glycine / pharmacology | Glycine Plasma Membrane Transport Proteins / antagonists & inhibitors | Humans | Kynurenic Acid / analogs & derivatives | Kynurenic Acid / pharmacology | Membrane Potentials / drug effects | Mice | Mutation | Patch-Clamp Techniques | Pyrrolidinones / pharmacology | Rats | Receptors, Glycine / agonists | Receptors, Glycine / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / genetics | Receptors, N-Methyl-D-Aspartate / physiology | Sarcosine / analogs & derivatives | Sarcosine / pharmacology | Strychnine / pharmacology | Transfection",eng,,,,,,,,,,,,,,,medium,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},,NIAAA NIH HHS | NIDA NIH HHS,R01 AA09986 | K02 AA00238 | R01 DA13951 | R37 AA009986 | R01 AA009986,,,,
normalized,compound and graph entity matched local registry,Salvinorin A,kappa opioid receptor (OPRK1),,Salvinorin A,kappa opioid receptor (OPRK1),Salvinorin A,kappa-opioid receptor,,kappa-opioid receptor,rKOR protein,molecular_target,kappa opioid receptor (OPRK1),target,True,10.1124/jpet.107.125500,A Select Set of Opioid Ligands Induce Up-Regulation by Promoting the Maturation and Stability of the Rat κ-Opioid Receptor in Human Embryonic Kidney 293 Cells,compound_target,not_applicable,not_reported,no alteration of protein level,immunoreactive protein level measurement,protein expression/stability,no alteration of protein level,,,,not_applicable,rat (receptor) in human (cells),human embryonic kidney 293 cells stably expressing the FLAG-tagged rKOR,in_vitro,Kenneth M. Wannemacher; Prem N. Yadav; Richard D. Howells,2007,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"salvinorin A [2S,4aR,6aR,7R,9S,10aS, 10bR)-9-(acetyloxy)-2-(3-furanyl)dodecahydro-6a,10b-dimethyl-4,10-dioxo-2H-naphtho[2,1c]pyran-7-carboxylic acid methyl ester] treatment did not alter the level of immunoreactive rKOR protein",abstract_only,abstract_only,abstract,abstract,in vitro study,NIDA NIH HHS,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Journal of Pharmacology and Experimental Therapeutics,journal-article,2007-08-25,0022-3565,1521-0103,Elsevier BV,"Animals | Benzeneacetamides / pharmacokinetics | Brefeldin A / pharmacology | Cells, Cultured | Cycloheximide / pharmacology | Diprenorphine / pharmacology | Humans | Ligands | Naloxone / pharmacokinetics | Naloxone / pharmacology | Naltrexone / pharmacology | Pyrrolidines / pharmacokinetics | RNA, Messenger / analysis | Rats | Receptors, Opioid, kappa / chemistry | Receptors, Opioid, kappa / genetics | Receptors, Opioid, kappa / metabolism | Transfection | Up-Regulation",eng,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""OPRK1""}",,NIDA NIH HHS,DA09113,,,,
normalized,compound and graph entity matched local registry,Psilocybin,5-HT2A,,Psilocybin,5-HT2A,Psilocybin,serotonin 2A receptor,,5-HT2A receptor,serotonin 2A receptor,molecular_target,5-HT2A,target,True,10.1177/02698811251319457,"Single-dose psilocybin therapy for alcohol use disorder: Pharmacokinetics, feasibility, safety and efficacy in an open-label study",compound_target,not_reported,not_applicable,agonist,,,agonist,,,,not_applicable,not_reported,not_reported,not_applicable,Mathias Ebbesen Jensen; Dea Siggaard Stenbæk; Catharina Dragsted Messell; Emil Deleuran Poulsen; Tibor V Varga; Patrick McDonald Fisher; Marie Katrine Klose Nielsen; Sys Stybe Johansen; Nora D Volkow; Gitte Moos Knudsen,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Psilocybin, a serotonin 2A receptor agonist with psychedelic properties",abstract_only,abstract_only,abstract,abstract,"open-label, single-group study",,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Journal of Psychopharmacology,journal-article,2025-02-28,0269-8811,1461-7285,SAGE Publications,Adult | Female | Humans | Male | Middle Aged | Alcohol Drinking / drug therapy | Alcoholism / drug therapy | Craving / drug effects | Feasibility Studies | Hallucinogens / pharmacokinetics | Hallucinogens / adverse effects | Hallucinogens / administration & dosage | Psilocybin / pharmacokinetics | Psilocybin / adverse effects | Psilocybin / administration & dosage | Serotonin 5-HT2 Receptor Agonists / pharmacokinetics | Serotonin 5-HT2 Receptor Agonists / adverse effects | Serotonin 5-HT2 Receptor Agonists / administration & dosage | Treatment Outcome,eng,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2A""}",Alcohol use disorder | alcohol consumption | craving | pharmacokinetics | plasma psilocin | psilocybin | psilocybin therapy | single-dose,,,,,,NCT04718792
