# combined discovered DOI queue (mechanistic) generated at 2026-05-15T06:41:08.576758+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1007/s13205-025-04673-z,,,Neuropharmacology of synaptic plasticity: pathways to cognitive resilience in healthy aging,2026,Falguni Goel; Payal Singh; Sachchida Nand; Dharmendra Kumar Yadav
10.1523/jneurosci.21-16-06348.2001,,,Maintenance of Serotonin in the Intestinal Mucosa and Ganglia of Mice that Lack the High-Affinity Serotonin Transporter: Abnormal Intestinal Motility and the Expression of Cation Transporters,2001,Jason Chen; Zhishan Li; Hui‐Lin Pan; Dennis L. Murphy; Hadassah Tamir; Hermann Koepsell; Michael D. Gershon
10.1523/jneurosci.21-04-01413.2001,,,Methamphetamine-induced rapid and reversible changes in dopamine transporter function: an in vitro model.,2001,Verónica Sandoval; Evan L. Riddle; Yvette V. Ugarte; Glen R. Hanson; Annette E. Fleckenstein
10.1523/jneurosci.21-16-05871.2001,,,Mutations in the<i>Caenorhabditis elegans</i>Serotonin Reuptake Transporter MOD-5 Reveal Serotonin-Dependent and -Independent Activities of Fluoxetine,2001,Rajesh Ranganathan; Elizabeth R. Sawin; Carol Trent; H. Robert Horvitz
10.1002/syn.10010,,,NMDA antagonist effects on striatal dopamine release: Positron emission tomography studies in humans,2001,Lawrence S. Kegeles; Diana Martínez; Lisa D. Kochan; Dah‐Ren Hwang; Yiyun Huang; Osama Mawlawi; Raymond F. Suckow; Ronald L. Van Heertum; Marc Laruelle
10.1016/s0006-8993(01)02619-1,,,NMDA receptor activation results in tyrosine phosphorylation of NMDA receptor subunit 2A(NR2A) and interaction of Pyk2 and Src with NR2A after transient cerebral ischemia and reperfusion,2001,Yong Liu; Guangyi Zhang; Can Gao; Xiaoyu Hou
10.1016/s0361-9230(01)00623-2,,,Paradoxical trafficking and regulation of 5-HT2A receptors by agonists and antagonists,2001,J.A. Gray; Bryan L. Roth
10.1046/j.1471-4159.2001.00549.x,,,Parallel increases in lipid and protein oxidative markers in several mouse brain regions after methamphetamine treatment,2001,Martin R. Gluck; Lily Y. Moy; Elizabeth Jayatilleke; Kelly A. Hogan; Lawrence Manzino; Patricia K. Sonsalla
10.1093/bja/87.5.794,,,Pathophysiological role of the serotonin system in malignant hyperthermia,2001,Frank Wappler; M. Fiege; Jochen Schulte am Esch
10.1016/s0014-2999(01)01089-5,,,Role of the NMDA receptor subunit in the expression of the discriminative stimulus effect induced by ketamine,2001,Minoru Narita; Kazumi Yoshizawa; Mutsuko Nomura; Kazue Aoki; Tsutomu Suzuki
10.1523/jneurosci.21-24-09955.2001,,,The Role of Kv1.2-Containing Potassium Channels in Serotonin-Induced Glutamate Release from Thalamocortical Terminals in Rat Frontal Cortex,2001,Evelyn K. Lambe; George K. Aghajanian
10.1016/s0028-3908(01)00041-7,,,The in vivo relevance of the varied channel-blocking properties of uncompetitive NMDA antagonists: tests on spinal neurones,2001,Matthew W. Jones; Melissa McClean; Chris G. Parsons; P.M. Headley
10.1038/sj.bjp.0704230,,,The mechanisms involved in the long‐lasting neuroprotective effect of fluoxetine against MDMA (‘ecstasy’)‐induced degeneration of 5‐HT nerve endings in rat brain,2001,Violeta Sánchez Sánchez; Jorge Camarero; B. Moreno Esteban; Markus Peter; A R Green; M. Isabel Colado
10.1016/s0304-3940(01)01894-8,,,The role of N-methyl-d-aspartate receptors in synaptic plasticity of rat visual cortex in vitro: effect of sensory experience,2001,Yaghoub Fathollahi; Mahmoud Salami
10.1111/j.1469-7793.2001.t01-1-00123.x,,,Two distinct oscillatory states determined by the NMDA receptor in rat inferior olive,2001,Dimitris G. Placantonakis; John P. Welsh
10.1016/s0006-3223(00)00439-x,,,177. NMDA and 5-HT2A receptor dysfunction in working memory deficits in schizophrenia,2000,Daniel Umbricht; F.X. Vollenweider; L. Schmid; R. Koller
10.1016/s0006-3223(00)00694-6,,,424. Executive function deficits in adults with attention deficit hyperactivity disorder (ADHD),2000,Jasmin Vassileva; J. M. Vongher; M. Fischer; Lisa L. Conant; Robert Risinger; Betty Jo Salmeron; Elliot A. Stein; Russell A. Barkley; Stephen M. Rao
10.1212/wnl.55.7.964,,,"A randomized, controlled trial of high-dose dextromethorphan in facial neuralgias",2000,Ian Gilron; Susan Booher; Janet S. Rowan; Bruce M Smoller; Mitchell B. Max
10.1016/s0893-133x(99)00148-7,,,"Acute Psychological Effects of 3,4-Methylenedioxymethamphetamine (MDMA, “Ecstasy”) are Attenuated by the Serotonin Uptake Inhibitor Citalopram",2000,Matthias E. Liechti
10.1016/s0893-133x(99)00163-3,,,Antagonism of a PCP Drug Discrimination by Hallucinogens and Related Drugs,2000,William B West
10.1172/jci8678,,,Attenuated hypoxic pulmonary hypertension in mice lacking the 5-hydroxytryptamine transporter gene,2000,Saadia Eddahibi; Naı̈ma Hanoun; Laurence Lanfumey; Klaus‐Peter Lesch; Bernadette Raffestin; M. Hamon; Serge Adnot
10.1016/s0893-133x(00)00136-6,,,Behavioral Evidence for Interactions between a Hallucinogenic Drug and Group II Metabotropic Glutamate Receptors,2000,Jamie Gewirtz
10.1097/00008877-200006000-00011,,,Behavioural disturbances associated with hyperdopaminergia in dopamine-transporter knockout mice,2000,Cécile Spielewoy; C. Roubert; M. Hamon; Marika Nosten; Catalina Betancur; Bruno Giros
10.1016/s0022-3565(24)39197-9,,,"Comparison of the Effects of Clozapine, Risperidone, and Olanzapine on Ketamine-Induced Alterations in Regional Brain Metabolism",2000,Gary E. Duncan; Seiya Miyamoto; Jeremy Leipzig; Jeffrey A. Lieberman
10.1093/cercor/10.10.1014,,,Convergence and Plasticity of Monoaminergic Systems in the Medial Prefrontal Cortex during the Postnatal Period: Implications for the Development of Psychopathology,2000,Francine M. Beneš
10.1523/jneurosci.20-23-08846.2000,,,DOI-Induced Activation of the Cortex: Dependence on 5-HT<sub>2A</sub>Heteroceptors on Thalamocortical Glutamatergic Neurons,2000,Jennifer L. Scruggs; Sachin Patel; Michael Bubser; Ariel Y. Deutch
10.1523/jneurosci.20-20-07838.2000,,,Effect of Temperature on Dopamine Transporter Function and Intracellular Accumulation of Methamphetamine: Implications for Methamphetamine-Induced Dopaminergic Neurotoxicity,2000,Tao Xie; Una D. McCann; Saejeong Kim; Jie Yuan; George A. Ricaurte
10.1007/s002130000511,,,Effect of a subanesthetic dose of ketamine on memory and conscious awareness in healthy volunteers,2000,L. A. B. Hetem; Jean‐Marie Danion; Pierre Diemunsch; Christian Brandt
10.1358/mf.2000.22.3.796121,,,Effects of the NMDA receptor antagonist ketamine in electricallyinduced A delta-fiber pain,2000,Toril Rabben
10.1016/s0893-133x(99)00140-2,,,High Intensity Dependence of Auditory Evoked Dipole Source Activity Indicates Decreased Serotonergic Activity in Abstinent Ecstasy (MDMA) Users,2000,F. Tuchtenhagen
10.1016/s0022-3565(24)39039-1,,,Induction of cAMP Response Element Modulator (CREM) and Inducible cAMP Early Repressor (ICER) Expression in Rat Brain by UncompetitiveN-Methyl-d-aspartate Receptor Antagonists,2000,Markus Storvik; A. Linden; Outi Kontkanen; Merja Lakso; Eero Ċastrén; Garry Wong
10.1016/s0893-133x(99)00164-5,,,Knockout Mice Reveal Opposite Roles for Serotonin 1A and 1B Receptors in Prepulse Inhibition,2000,Stephanie C. Dulawa
10.1016/s0014-2999(00)00263-6,,,Modulation of [3H]MK-801 binding to NMDA receptors in vivo and in vitro,2000,Fraser Murray; Jeffrey D. Kennedy; Peter H. Hutson; Jason Elliot; Ian T. Huscroft; Kirsten Mohnen; Michael G. N. Russell; Sarah Grimwood
10.1016/s0893-133x(99)00109-8,,,Multiple 5-HT Receptors in Passive Avoidance Comparative Studies of p-Chloroamphetamine and 8-OH-DPAT,2000,Ilga Misane
10.1017/s1461145700001978,,,N-Methyl-D-aspartate (NMDA) receptor-based treatment approaches in schizophrenia: the first decade,2000,Uriel Heresco‐Levy
10.1016/s0006-3495(00)76488-5,,,NMDA Channel Gating Is Influenced by a Tryptophan Residue in the M2 Domain but Calcium Permeation Is Not Altered,2000,Damian P. Buck; Susan M. Howitt; John D. Clements
10.1097/00001756-200008210-00005,,,Pathway-specific habituation of induced gamma oscillations in the hippocampal slice,2000,Helen C. Doheny; H J. Faulkner; J H. Gruzelier; Torsten Baldeweg; Miles A. Whittington
10.1016/s0304-3959(00)00260-8,,,Preinjury treatment with morphine or ketamine inhibits the development of experimentally induced secondary hyperalgesia in man,2000,Torhild Warncke; Audun Stubhaug; Ellen Jørum
10.1002/j.1939-4640.2000.tb02122.x,,,Presence of NMDA Receptor Subunits in the Male Lower Urogenital Tract,2000,Néstor F. González-Cadavid; Igor Ryndin; Dolores Vernet; Thomas R. Magee; Jacob Rajfer
10.1016/s0893-133x(00)00097-x,,,Profiles of Cognitive Dysfunction in Chronic Amphetamine and Heroin Abusers,2000,TJ Ornstein
10.1016/s0893-133x(00)00126-3,,,Psychological and Physiological Effects of MDMA (“Ecstasy”) after Pretreatment with the 5-HT2 Antagonist Ketanserin in Healthy Humans,2000,Matthias E. Liechti
10.1523/jneurosci.20-21-07888.2000,,,"Reduction in the Density and Expression, But Not G-Protein Coupling, of Serotonin Receptors (5-HT<sub>1A</sub>) in 5-HT Transporter Knock-Out Mice: Gender and Brain Region Differences",2000,Qian Li; Christine H. Wichems; Armin Heils; Klaus‐Peter Lesch; Dennis L. Murphy
10.1016/s0893-133x(99)00092-5,,,Serotonin Reuptake Inhibition by Citalopram in Rat Strains Differing for Their Emotionality,2000,Fabrice Pollier
10.1016/s0893-133x(00)00127-5,,,The Genes for Major Psychosis Aberrant Sequence or Regulation?,2000,Artūras Petronis
10.1017/s1092852900013365,,,The Universal Field Hypothesis of Catatonia and Neuroleptic Malignant Syndrome,2000,Brendan T. Carroll
10.1351/pac200072061045,,,"The mechanism of the releasing action of amphetamine. Uptake, superfusion, and electrophysiological studies on transporter-transfected cells",2000,Christian Pifl; Harald H. Sitte; Harald Reither; E. A. Singer
10.1046/j.1360-0443.95.8s2.19.x,,,The psychology and neurobiology of addiction: an incentive–sensitization view,2000,Terry E. Robinson; Kent Berridge
10.1038/sj.mp.4000574,,,"(+) 3,4-Methylenedioxymethamphetamine (‘Ecstasy’) transiently increases striatal 5-HT1B binding sites without altering 5-HT1B mRNA in rat brain",1999,Timothy J. Sexton; Cindy T. McEvoy; John F. Neumaier
10.1002/(sici)1098-2396(19991215)34:4<277::aid-syn4>3.3.co;2-n,,,Assessment of the serotonin reuptake blocking property of YM992: Electrophysiological studies in the rat hippocampus and dorsal raphe,1999,Jianming Dong; Claude de Montigny; Pierre Blier
10.1007/s002130051089,,,"Behavioral effects of ketamine, an NMDA glutamatergic antagonist, in non-human primates",1999,Yasuyuki Shiigi; Daniel E. Casey
10.1016/s0022-3565(24)34918-3,,,Brevetoxins Cause Acute Excitotoxicity in Primary Cultures of Rat Cerebellar Granule Neurons,1999,Frederick W. Berman; Thomas F. Murray
10.1002/(sici)1522-2586(199910)10:4<521::aid-jmri4>3.0.co;2-9,,,"Cerebral1H MRS alterations in recreational 3,4-methylenedioxymethamphetamine (MDMA, ?ecstasy?) users",1999,L. Chang; Thomas Ernst; Charles S. Grob; Russell E. Poland
10.1016/s0885-3924(99)00011-1,,,Clinical Experience with Oral Ketamine,1999,Mark C. Enarson; Helen Hays; Mary Ann Woodroffe; Bscn
10.1016/s0378-4274(99)00135-6,,,Cytoprotection and iron mobilization in rat hepatocyte cultures by a new synthetic dihydroxamate chelator,1999,Nafissa Rakba; M.K Nguyen-Van-Duong; L. Nicolas; V Guillot; Isabelle Morel; Nicole Pasdeloup; Pierre Brissot; Gérard Lescoat
10.1016/s0304-3959(98)00152-3,,,Differential effects of N -Methyl-D-aspartate receptor blockade on nociceptive somatic and visceral reflexes,1999,Teresa Olivar; Jennifer M.A. Laird
10.1097/00000542-199910000-00026,,,Direct Inhibition of the N-methyl-D-aspartate Receptor Channel by High Concentrations of Opioids,1999,Tomohiro Yamakura; Kenji Sakimura; Koki Shimoji
10.1016/s0893-133x(98)00091-8,,,"Dissociable Deficits in the Decision-Making Cognition of Chronic Amphetamine Abusers, Opiate Abusers, Patients with Focal Damage to Prefrontal Cortex, and Tryptophan-Depleted Normal Volunteers Evidence for Monoaminergic Mechanisms",1999,Robert D. Rogers
10.1523/jneurosci.19-04-01484.1999,,,Dopamine Quinone Formation and Protein Modification Associated with the Striatal Neurotoxicity of Methamphetamine: Evidence against a Role for Extracellular Dopamine,1999,Matthew J. LaVoie; Teresa G. Hastings
10.1097/00001756-199908200-00039,,,Effects of ionotropic glutamate receptor blockade and 5-HT1A receptor activation on spreading depression in rat neocortical slices,1999,H. Krüger; Uwe Heinemann; Heiko J. Luhmann
10.1016/s0924-977x(99)00012-7,,,Enhanced platelet serotonin 5-HT2A receptor binding in anorexia nervosa and bulimia nervosa,1999,Olav Spigset; Tonny Elmose Andersen; Staffan Hägg; Tom Mjörndal
10.1016/s0893-133x(99)00006-8,,,Excitatory Actions of NMDA Receptor Antagonists in Rat Entorhinal Cortex and Cultured Entorhinal Cortical Neurons,1999,Jussi Väisänen
10.153/scnp00400274,,,Glutamate and post-traumatic stress disorder: toward a psychobiology of dissociation.,1999,R. Andrew Chambers; J. Douglas Bremner; Bita Moghaddam; Steven M. Southwick; Dennis S. Charney; John Krystal
10.1016/s0885-3924(99)00069-x,,,Histological Findings After Long-Term Infusion of Intrathecal Ketamine for Chronic Pain,1999,Martin Stotz; Hans-Peter Oehen; Helmut Gerber
10.1046/j.1471-4159.1999.0731363.x,,,"Involvement of Inositol 1,4,5‐Trisphosphate‐Regulated Stores of Intracellular Calcium in Calcium Dysregulation and Neuron Cell Death Caused by HIV‐1 Protein Tat",1999,Norman J. Haughey; Clark P. Holden; Avindra Nath; Jonathan D. Geiger
10.1016/s0014-2999(99)00728-1,,,"Involvement of the serotonin transporter in the formation of hydroxyl radicals induced by 3,4-methylenedioxymethamphetamine",1999,Mahalakshmi Shankaran; Bryan K. Yamamoto; Gary A. Gudelsky
10.1016/s0197-0186(99)00052-2,,,Ionotropic glutamate receptors as sites of action for ethanol in the brain,1999,John J. Woodward
10.1111/j.1528-1157.1999.tb01985.x,,,NMDA‐Receptor Activity Visualized with (S)‐[<i>N</i>‐Methyl‐<sup>11</sup>C]Ketamine and Positron Emission Tomography in Patients with Medial Temporal Lobe Epilepsy,1999,Eva Kumlien; Per Hartvig; Sven Valind; Ivar Øye; Joakim Tedroff; Bengt Långström
10.1016/s0893-133x(98)00088-8,,,Negative Immunoregulatory Effects of Antidepressants Inhibition of Interferon-γ and Stimulation of Interleukin-10 Secretion,1999,Michaël Maes
10.1017/s1461145799001625,,,New views of biogenic amine transporter function: implications for neuropsychopharmacology,1999,Alan Frazer; Greg A. Gerhardt; Lynette C. Daws
10.1089/cap.1999.9.27,,,No Difference Between Platelet Serotonin—5-HT <sub>2A</sub> Receptors from Children With and Without ADHD,1999,Chanvit Pornnoppadol; DARRIN S. FRIESEN; TANYA S. HAUSSLER; PAUL E.A. GLASER; Richard D. Todd
10.1016/s0304-3959(98)00269-3,,,"Oral ketamine is antinociceptive in the rat formalin test: role of the metabolite, norketamine",1999,Megumi Shimoyama; Naohito Shimoyama; L Gorman; Kathryn Elliott; Charles E. Inturrisi
10.1016/s0140-6736(05)75651-8,,,Positron emission tomography findings in heavy users of MDMA,1999,Julie Holland
10.1016/s1098-7339(99)90129-3,,,Preemptive intrathecal ketamine injection produces a long-lasting decrease in neuropathic pain behaviors in a rat model*1,1999,Allen W. Burton
10.1002/(sici)1521-3838(199912)18:6<548::aid-qsar548>3.0.co;2-b,,,Quasi-atomistic Receptor Surrogates for the 5-HT2A Receptor: A 3D-QSAR Study on Hallucinogenic Substances,1999,Meike Schulze‐Alexandru; Karl‐Artur Kovar; Angelo Vedani
10.1002/(sici)1521-3838(199912)18:6<548::aid-qsar548>3.3.co;2-2,,,Quasi-atomistic Receptor Surrogates for the 5-HT2A Receptor: A 3D-QSAR Study on Hallucinogenic Substances,1999,Meike Schulze‐Alexandru; Karl‐Artur Kovar; Angelo Vedani
10.1016/s0304-3940(98)00998-7,,,Relationship between central and peripheral serotonin 5-HT2A receptors: a positron emission tomography study in healthy individuals,1999,Raymond Cho; Shitij Kapur; Lisheng Du; Pavel Hrdina
10.1172/jci3523,,,TGF-β signaling blockade inhibits PTHrP secretion by breast cancer cells and bone metastases development,1999,Juan Juan Yin; Katri S. Selander; John M. Chirgwin; Mark Dallas; Barry G. Grubbs; Rotraud Wieser; Joan Massagué; G R Mundy; Theresa Guise
10.1097/00000542-199906000-00007,,,The Effect of Naloxone on Ketamine-induced Effects on Hyperalgesia and Ketamine-induced Side Effects in Humans,1999,Søren Mikkelsen; Susanne Ilkjær; Jannick Brennum; Finn Molke Borgbjerg; Jørgen B. Dahl
10.1213/00000539-199903000-00039,,,The Effects of General Anesthetics on Excitatory and Inhibitory Synaptic Transmission in Area CA1 of the Rat Hippocampus In Vitro,1999,Masahiro Wakasugi; Koki Hirota; Sheldon H. Roth; Yusuke Ito
10.1016/s0893-133x(99)00123-2,,,The Effects of M100907 in Pharmacological and Developmental Animal Models of Prepulse Inhibition Deficits in Schizophrenia,1999,M A Geyer
10.1016/s0140-6736(05)66942-5,,,Toxic effect of MDMA on brain serotonin neurons,1999,Anthony Klugman; Susan Hardy; Torsten Baldeweg; John Gruzelier
10.1016/s0140-6736(99)80066-x,,,Toxic effect of MDMA on brain serotonin neurons,1999,Laurence Reed; Adam Winstock; Anthony J. Cleare; Philip McGuire
10.1016/s0140-6736(05)66940-1,,,Toxic effect of MDMA on brain serotonin neurons,1999,John F. Morgan
10.1016/s0140-6736(05)66944-9,,,Toxic effect of MDMA on brain serotonin neurons,1999,UD McCann; Z Szabò; Ursula Scheffel; RF Dannals; G.A. Ricaurte
10.1016/s0140-6736(05)66941-3,,,Toxic effect of MDMA on brain serotonin neurons,1999,Jyrki T. Kuikka; Aapo Ahonen
10.1016/s0140-6736(05)66943-7,,,Toxic effect of MDMA on brain serotonin neurons,1999,Karl Jansen; ARW Forres
10.1124/mol.53.4.649,,,"Altered Brain Serotonin Homeostasis and Locomotor Insensitivity to 3,4-Methylenedioxymethamphetamine (“Ecstasy”) in Serotonin Transporter-Deficient Mic",1998,Dietmar Bengel; Dennis L. Murphy; Anne M. Andrews; Christine H. Wichems; Douglas E. Feltner; Armin Heils; Rainald Mößner; Heiner Westphal; Klaus‐Peter Lesch
10.1016/s0091-3057(97)00451-6,,,Behavioral and Biochemical Evidence for a Nonessential 5-HT2A Component of the Ibogaine-Induced Discriminative Stimulus,1998,Scott Helsley
10.1016/s0006-3223(97)00281-3,,,Circannual variations in the binding of [3H]lysergic acid diethylamide to serotonin2A receptors and of [3H]paroxetine to serotonin uptake sites in platelets from healthy volunteers,1998,Olav Spigset; Per Allard; Tom Mjörndal
10.1016/s0006-8993(98)00926-3,,,Differential effects of clozapine and haloperidol on ketamine-induced brain metabolic activation,1998,Gary E. Duncan; Jeremy Leipzig; Richard B. Mailman; Jeffery A. Lieberman
10.1523/jneurosci.18-18-07111.1998,,,Dopamine Inactivates Tryptophan Hydroxylase and Forms a Redox-Cycling Quinoprotein: Possible Endogenous Toxin to Serotonin Neurons,1998,Donald M. Kuhn; Robert A. Arthur
10.1074/jbc.273.31.19459,,,High Affinity Recognition of Serotonin Transporter Antagonists Defined by Species-scanning Mutagenesis,1998,Eric L. Barker; Melody A. Perlman; Erika M. Adkins; William J. Houlihan; Zdenek B. Pristupa; Hyman B. Niznik; Randy Blakely
10.1016/s0006-3223(98)00185-1,,,Imaging of the serotonergic system: interactions of neuroanatomical and functional abnormalities of depression,1998,Julie K. Staley; Robert T. Malison; Robert B. Innis
10.1002/(sici)1098-2396(199806)29:2<183::aid-syn9>3.3.co;2-m,,,In vivo detection of short‐ and long‐term MDMA neurotoxicity—a positron emission tomography study in the living baboon brain,1998,Ursula Scheffel; Zsolt Szabó; William B. Mathews; Paige Finley; Robert F. Dannals; Hayden T. Ravert; Katalina Szabo; Jie Yuan; George A. Ricaurte
10.1016/s0091-3057(97)00423-1,,,Involvement of Spinal NMDA Receptors in Capsaicin-Induced Nociception,1998,T Sakurada
10.1016/s0893-133x(97)00195-4,,,MDMA Elicits Behavioral and Neurochemical Sensitization in Rats,1998,Peter W. Kalivas
10.1523/jneurosci.18-13-05086.1998,,,"Small Changes in Ambient Temperature Cause Large Changes in 3,4-Methylenedioxymethamphetamine (MDMA)-Induced Serotonin Neurotoxicity and Core Body Temperature in the Rat",1998,Jessica E. Malberg; Lewis S. Seiden
10.1213/00000539-199812000-00033,,,The Role of the N-Methyl-D-Aspartic Acid Receptor in the Relaxant Effect of Ketamine on Tracheal Smooth Muscle,1998,Tetsumi Sato; Kazuyoshi Hirota; A Matsuki; Elemér K. Zsigmond; Sara F. Rabito
10.1097/00000539-199812000-00033,,,The Role of the N-Methyl-D-Aspartic Acid Receptor in the Relaxant Effect of Ketamine on Tracheal Smooth Muscle,1998,Tetsumi Sato; Kazuyoshi Hirota; A Matsuki; Elemér K. Zsigmond; Sara F. Rabito
10.1093/qjmed/91.7.493,,,Treatment of compulsive behaviour in eating disorders with intermittent ketamine infusions,1998,Ian G. Mills
10.1093/oxfordjournals.schbul.a033326,,,Using an Animal Model of Deficient Sensorimotor Gating to Study the Pathophysiology and New Treatments of Schizophrenia,1998,Neal R. Swerdlow; Mark A. Geyer
10.1016/s0028-3908(97)00106-8,,,5-HT2A/2C receptor agonists potentiate the discriminative cue of (+)-amphetamine in the rat,1997,Danuta Marona‐Lewicka; D. E. NICHOLS
10.1124/mol.51.4.583,,,Activation of N-Methyl-d-Aspartate Receptor Attenuates Acute Responsiveness of δ-Opioid Receptors,1997,Yingchun Cai; Lan Ma; Guo-Huang Fan; Jian Zhao; Lizhen Jiang; Gang Pei
10.1016/s0893-133x(97)00026-2,,,"Activation of Protein Kinase C (PKC) by 3,4-Methylenedioxymethamphetamine (MDMA) Occurs Through the Stimulation of Serotonin Receptors and Transporter",1997,H Kenneth Kramer
10.1212/wnl.49.1.153,,,"Cognitive, behavioral, and motor effects of the NMDA antagonist ketamine in Huntington's disease",1997,Daniel L. Murman; Bruno Giordani; Alan M. Mellow; Jewel Johanns; Roderick J. A. Little; M. Hariharan; Norman L. Foster
10.1007/s002210050232,,,Contributions of glutamate receptors to the maintenance of mustard oil-induced hyperalgesia in spinalized rats,1997,E. Silva; Corey L. Cleland; Gerald F. Gebhart
10.1016/s0014-2999(97)01099-6,,,"Decrease of tolerance to, and physical dependence on morphine by glutamate receptor antagonists",1997,Paulo Gabriel Gonzalez; Pilar Cabello; A. Germany; Beryl Norris; Enrique Contreras
10.1016/s0006-8993(97)00754-3,,,Differential toxic effects of methamphetamine (METH) and methylenedioxymethamphetamine (MDMA) in multidrug-resistant (mdr1a) knockout mice,1997,Hema Mann; Bruce Ladenheim; Hiroshi Hirata; Timothy H. Moran; Jean Lud Cadet
10.1007/s002130050368,,,Effect of fluvoxamine on platelet 5-HT 2A receptors as studied by [ 3 H]lysergic acid diethylamide ([ 3 H]LSD) binding in healthy volunteers,1997,Olav Spigset; Tom Mjörndal
10.1093/bja/79.5.600,,,Effect of systemic N-methyl-D-aspartate receptor antagonist (dextromethorphan) on primary and secondary hyperalgesia in humans,1997,Susanne Ilkjær; Jesper Dirks; Jannick Brennum; M Wernberg; Jørgen B. Dahl
10.1111/j.1399-6576.1997.tb04709.x,,,Four years' treatment with ketamine and a trial of dextromethorphan in a patient with severe post‐herpetic neuralgia,1997,Pål Klepstad; P.C. Borchgrevink
10.1111/j.1600-0676.1997.tb00783.x,,,"Inhibition of iron toxicity in human hepatocyte cultures by pyoverdins Pa A and Pf, the peptidic siderophores of <i>Pseudomonas aeruginosa</i> and <i>fluorescens</i>",1997,P. Jégo; Norchen Chenoufl; Olivier Loréal; Isabelle Morel; Nicole Pasdeloup; Mohamed Abou‐Elwafa Abdallah; Pierre Brissot; Gérard Lescoat
10.1124/mol.52.3.515,,,Interaction of Tryptamine and Ergoline Compounds with Threonine 196 in the Ligand Binding Site of the 5-Hydroxytryptamine6 Receptor,1997,Frank Boess; Frederick J. Monsma; Valerie Meyer; Catherine Zwingelstein; Andrew J. Sleight
10.1542/peds.100.6.1004,,,Interventions for Perinatal Hypoxic–Ischemic Encephalopathy,1997,Robert C. Vannucci; Jeffrey M. Perlman
10.1016/s1045-1870(97)80050-7,,,Introduction,1997,Stuart E. Starr
10.1007/pl00002466,,,Ketamin-Razemat und S-(+)-Ketamin Zerebrovaskuläre Effekte und Neuroprotektion nach fokaler Ischämie,1997,Christian Werner; W. Reeker; Kristin Engelhard; Hong Lü; E. Kochs
10.1210/edrv.18.2.0295,,,Molecular Mechanisms of Ligand Interaction with the Gonadotropin-Releasing Hormone Receptor,1997,Stuart C. Sealfon; Harel Weinstein; Robert P. Millar
10.1007/pl00002465,,,Neuroprotektion durch Ketamin auf zellulärer Ebene,1997,E. Pfenninger; Sabine Himmelseher
10.1007/978-3-642-60704-2_18,,,"Neurotransporters at the Juncture of Drug Action: Role in Programmed Cell Death, and Toxicity of Abused MDMA",1997,Rabi Simantov
10.1007/bf02766917,,,"Nonketotic hyperglycinemia: Biochemical, molecular, and neurological aspects",1997,Shigeo Kure; Keiya Tada; Kuniaki Narisawa
10.1111/j.1399-6576.1997.tb04710.x,,,Oral ketamine therapy in the treatment of postamputation stump pain,1997,Lone Nikolajsen; P. O. Hansen; Troels S. Jensen
10.1016/s1059-1311(97)80034-9,,,"Seizures, memory and synaptic plasticity",1997,Ian Reid; Caroline A. Stewart
10.1016/s0149-7634(96)00039-5,,,Stimulation of basal and l-DOPA-induced motor activity by glutamate antagonists in animal models of Parkinson's disease,1997,Michael S. Starr; Beryl S. Starr; S. Kaur
10.1006/nlme.1997.3773,,,The NMDA-Receptor Antagonist Ketamine as an Unconditioned Stimulus in Taste Aversion Learning,1997,Luis Fernando Aguado Quintero; Rafael del Valle; Leticia Pérez
10.1016/s0893-133x(97)00044-4,,,"Time Course of 5-HT2A Receptor Occupancy in the Human Brain after a Single Oral Dose of the Putative Antipsychotic Drug MDL 100,907 Measured by Positron Emission Tomography",1997,Gerhard Gründer
10.1016/0065-2571(95)00021-6,,,"A novel action of lithium: Stimulation of glutamate release and inositol 1,4,5 trisphosphate accumulation via activation of the N-methyl D-aspartate receptor in monkey and mouse cerebral cortex slices",1996,Lowell E. Hokin; John F. Dixon; Georgyi V. Los
10.1006/anbo.1996.0175,,,BOTANICAL BRIEFING: The Function and Metabolism of Ascorbic Acid in Plants,1996,Nicholas Smirnoff
10.1002/(sici)1522-7146(1996)11:5<217::aid-jbt2>3.0.co;2-n,,,Characterization of [3H]MK-801 binding to N-methyl-D-aspartate receptors in cultured rat cerebellar granule neurons and involvement in glutamate-mediated toxicity,1996,Frederick W. Berman; Thomas F. Murray
10.1111/j.1476-5381.1996.tb15282.x,,,Characterization of putative 5‐ht7 receptors mediating direct relaxation in <i>Cynomolgus</i> monkey isolated jugular vein,1996,Edward Leung; Liron Walsh; M. Teresa Pulido‐Rios; Richard M. Eglen
10.1016/0893-133x(95)00145-4,,,Chronic Administration of Serotonergic Antidepressants Attenuates the Subjective Effects of LSD in Humans,1996,Katherine R. Bonson
10.1016/s0028-3908(96)00147-5,,,Dizocilpine-like Discriminative Stimulus Effects of Low-affinity Uncompetitive NMDA Antagonists,1996,Kathleen A. Grant; Giancarlo Colombo; Julia D. Grant; Michael A. Rogawski
10.1093/bja/76.6.829,,,Effect of systemic N-methyl-D-aspartate receptor antagonist (ketamine) on primary and secondary hyperalgesia in humans,1996,Susanne Ilkjær; Karin L. Petersen; Jannick Brennum; M Wernberg; Jørgen B. Dahl
